string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string
setchancecol,mp/loot/br/plunder/contracts/lootset_contract_intel.csv,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/plunder/contracts/lootset_contract_vipCrate.csv,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/plunder/caches/lootset_cache_reusable.csv,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/plunder/public_events/lootset_cache_pe_crate_drop.csv,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/plunder/public_events/lootset_cache_pe_chop.csv,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/plunder/locations/bunkers/lootset_bunker.csv,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/plunder/locations/bunkers/lootset_cache_bunker.csv,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/plunder/locations/bunkers/lootset_bunker_treasury.csv,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tagReject,nobr,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
tagReject,noPlunder,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
tagReject,sealion,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
tagReject,delta,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
tagReject,jup_sm_island_2,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
tagReject,escape,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
reqLimit,gascan,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chance,ammo,,190,70,85,75,0,0,170,135,0,70,0,0,0,1,20,20,60,2,70,70,70,2,0,145,170,180,145,150,175,155,190,180,155,160,160,125,265,2,150,70,0,75,190,75,190
chance,health,,210,70,85,75,0,0,100,105,0,70,1,0,0,0,1,0,60,25,70,70,70,25,0,165,160,150,165,200,145,150,175,140,150,120,120,185,175,25,0,70,0,75,210,75,210
chance,plunder,,150,100,50,175,225,200,120,70,1,100,1,5,5,0,1,1,100,2,100,100,100,2,0,300,169,175,300,215,188,325,250,375,135,115,115,135,115,2,100,100,1,175,150,175,150
chance,killstreak,,0,130,100,290,180,190,0,0,0,130,1,0,0,0,1,1,170,3,130,130,130,3,0,5,25,10,5,5,20,5,5,5,10,10,10,10,5,3,50,130,0,290,0,290,0
chance,lethal,,100,120,165,25,0,0,40,165,0,120,1,0,0,1,5,5,40,10,120,120,120,10,0,140,133,150,140,120,135,165,125,158,105,120,120,120,80,10,0,120,0,25,100,25,100
chance,tactical,,100,120,155,25,0,0,40,165,0,120,1,475,475,0,5,5,40,10,120,120,120,10,0,140,133,150,140,170,135,165,125,158,105,120,120,175,80,10,0,120,0,25,100,25,100
chance,super,,137,230,0,190,200,210,205,220,0,230,0,25,25,0,5,5,200,20,230,230,230,20,0,125,111,136,125,144,130,125,155,108,135,110,110,125,90,20,0,230,0,190,137,190,137
chance,weapon,,55,70,60,50,0,0,55,60,0,70,1,0,0,1,0,0,55,5,70,70,70,5,0,72,120,88,72,45,79,13,24,0,175,215,215,90,190,5,25,70,0,50,55,50,55
chance,gear,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chance,revive,,0,50,20,75,85,0,60,20,0,50,0,200,200,0,5,5,60,0,50,50,50,0,0,0,0,1,0,10,0,1,0,0,0,0,0,10,0,0,50,50,0,75,0,75,0
chance,tablet,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12,12,17,12,15,10,10,10,5,0,0,0,0,0,0,0,0
chance,valuable,,50,40,40,20,155,300,0,0,0,40,1,0,0,0,0,0,0,0,40,40,40,5,0,24,29,16,24,71,46,24,35,27,20,20,20,20,20,5,50,40,0,20,50,20,50
chance,gascan,,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
chance,plate_carrier,,5,25,10,30,0,0,10,10,0,5,1,50,50,0,1,5,10,0,5,5,5,0,0,5,5,5,5,5,5,5,5,5,10,10,10,10,5,0,0,25,0,0,5,30,5
chance,keycard,,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0,0
item,brloot_ammo_12g,,175,175,150,175,0,0,150,150,0,175,0,0,0,175,150,150,150,150,150,150,150,150,0,175,175,175,175,175,175,175,175,175,150,150,150,150,150,100,100,175,0,175,175,175,175
item,brloot_ammo_50cal,,200,200,205,200,0,0,205,205,0,225,0,0,0,200,205,205,205,205,205,205,205,205,0,225,225,225,225,225,225,225,225,225,205,205,205,205,205,205,205,200,0,200,200,200,200
item,brloot_ammo_762,,325,325,330,325,0,0,330,330,0,325,0,0,0,325,330,330,330,330,330,330,330,330,0,325,325,325,325,325,325,325,325,325,330,330,330,330,330,330,330,325,0,325,325,325,325
item,brloot_ammo_919,,250,250,265,250,0,0,265,265,0,225,0,0,0,250,265,265,265,265,265,265,265,265,0,225,225,225,225,225,225,225,225,225,265,265,265,265,265,265,265,250,0,250,250,250,250
item,brloot_ammo_rocket,,50,50,50,50,0,0,50,50,0,50,0,0,0,50,50,50,50,50,50,50,50,50,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,50,50,50
item,brloot_equip_gasmask,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_equip_gasmask_durable,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_self_revive,,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,100,1,0,1,0,1,0
rarity,0_lethal,,450,450,450,450,0,0,450,450,0,450,450,0,0,450,45,45,450,45,45,45,45,45,0,450,450,450,450,450,450,450,450,450,450,450,450,450,450,45,0,450,0,450,450,450,450
rarity,1_lethal,,300,300,300,300,0,0,300,300,0,300,300,0,0,300,30,30,300,30,30,30,30,30,0,300,300,300,300,300,300,300,300,300,300,300,300,300,300,30,0,300,0,300,300,300,300
rarity,2_lethal,,200,200,200,200,0,0,200,200,0,200,200,0,0,200,20,20,200,20,20,20,20,20,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,20,0,200,0,200,200,200,200
rarity,3_lethal,,100,100,100,100,0,0,100,100,0,100,100,0,0,100,10,10,100,10,10,10,10,10,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,10,0,100,0,100,100,100,100
rarity,4_lethal,,50,50,50,50,0,0,50,50,0,50,50,0,0,50,5,5,50,5,5,5,5,5,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,5,0,50,0,50,50,50,50
rarity,0_tactical,,440,450,450,450,0,0,450,450,0,450,450,1,1,0,45,45,450,45,45,45,45,45,0,450,450,450,450,450,450,450,450,450,450,450,450,450,440,45,0,450,0,450,440,450,440
rarity,1_tactical,,300,300,300,300,0,0,300,300,0,300,300,0,0,0,30,30,300,30,30,30,30,30,0,300,300,300,300,300,300,300,300,300,300,300,300,300,300,30,0,300,0,300,300,300,300
rarity,2_tactical,,200,200,200,200,0,0,200,200,0,200,200,0,0,0,20,20,200,20,20,20,20,20,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,20,0,200,0,200,200,200,200
rarity,3_tactical,,100,100,100,100,0,0,100,100,0,100,100,0,0,0,10,10,100,10,10,10,10,10,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,10,0,100,0,100,100,100,100
rarity,4_tactical,,50,50,50,50,0,0,50,50,0,50,50,0,0,0,5,5,50,5,5,5,5,5,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,5,0,50,0,50,50,50,50
item,brloot_health_adrenaline,,10,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,10
item,brloot_offhand_taccover,,400,230,0,90,100,100,100,100,0,230,0,0,0,0,100,100,100,0,0,0,0,0,0,350,300,350,350,300,350,350,350,350,350,350,350,300,400,0,0,250,0,90,400,90,400
item,brloot_offhand_trophysystem,,400,230,0,90,100,100,100,100,0,230,0,0,0,0,100,100,100,0,0,0,0,0,0,350,300,350,350,300,350,350,350,350,350,350,350,300,400,0,0,250,0,90,400,90,400
item,brloot_killstreak_recondrone,,400,230,0,90,100,100,100,100,0,230,0,0,0,0,100,100,100,0,0,0,0,0,0,350,300,350,350,300,350,350,350,350,350,350,350,300,400,0,0,250,0,90,400,90,400
item,brloot_super_deadsilence,,250,200,0,190,200,200,200,200,0,200,0,0,0,0,200,200,200,40,40,40,40,40,0,200,200,200,200,200,200,200,200,200,200,200,200,200,250,40,0,200,0,190,250,190,250
item,brloot_super_munitionsbox,,400,230,0,90,100,100,100,100,0,230,0,0,0,0,100,100,100,0,0,0,0,0,0,350,300,350,350,300,350,350,350,350,350,350,350,300,400,0,0,250,0,90,400,90,400
item,brloot_super_armorbox,,400,230,0,90,100,100,100,100,0,230,0,0,0,0,100,100,100,0,0,0,0,0,0,350,300,350,350,300,350,350,350,350,350,350,350,300,400,0,0,250,0,90,400,90,400
item,brloot_super_heartbeatsensor,,400,230,0,90,100,100,100,100,0,230,0,0,0,0,100,100,100,0,0,0,0,0,0,350,300,350,350,300,350,350,350,350,350,350,350,300,400,0,0,250,0,90,400,90,400
item,brloot_super_emppulse,,400,230,0,90,100,100,100,100,0,230,0,0,0,0,100,100,100,0,0,0,0,0,0,350,300,350,350,300,350,350,350,350,350,350,350,300,400,0,0,250,0,90,400,90,400
item,brloot_super_tacticalcamera,,400,230,0,90,100,100,100,100,0,230,0,0,0,0,100,100,100,0,0,0,0,0,0,350,300,350,350,300,350,350,350,350,350,350,350,300,400,0,0,250,0,90,400,90,400
item,brloot_super_stimpistol,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_offhand_deployed_decoy,,400,230,0,90,100,100,100,100,0,230,0,0,0,0,100,100,100,0,0,0,0,0,0,350,300,350,350,300,350,350,350,350,350,350,350,300,400,0,0,250,0,90,400,90,400
item,brloot_super_soundveil,,250,200,0,190,200,200,200,200,0,200,0,0,0,0,200,200,200,40,40,40,40,40,0,200,200,200,200,200,200,200,200,200,200,200,200,200,250,40,0,200,0,190,250,190,250
item,brloot_super_sonarpulse,,250,200,0,190,200,200,200,200,0,200,0,0,0,0,200,200,200,40,40,40,40,40,0,200,200,200,200,200,200,200,200,200,200,200,200,200,250,40,0,200,0,190,250,190,250
item,brloot_super_personal_redeploy_drone,,0,200,0,190,200,200,200,200,0,200,0,0,0,0,200,200,200,40,40,40,40,40,0,200,200,200,200,200,200,200,200,200,200,200,200,200,250,40,0,200,0,190,0,190,0
item,brloot_super_deployablekiosk,,0,25,0,190,200,200,0,0,0,25,0,1,1,0,200,200,200,40,40,40,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,25,0,190,0,190,0
item,brloot_super_oxygenmask,,8,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
item,brloot_super_commscrambler,,400,230,0,90,100,100,100,100,0,230,0,0,0,0,100,100,100,0,0,0,0,0,0,350,300,350,350,300,350,350,350,350,350,350,350,300,400,0,0,250,0,90,400,90,400
item,brloot_plunder_extract,,400,300,0,300,100,100,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,350,300,350,350,300,350,350,350,350,0,0,0,0,0,0,0,250,0,300,400,300,400
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rarity,0_weapon,,0,0,390,0,0,0,390,390,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,500,450,450,500,545,0,0,0,0,0,0,0,0
rarity,1_weapon,,0,0,310,0,0,0,350,350,0,0,0,0,0,0,0,0,220,55,30,55,55,30,0,0,0,0,0,0,0,0,0,0,300,325,325,300,275,20,0,0,0,0,0,0,0
rarity,2_weapon,,0,0,255,0,0,0,260,260,0,0,0,0,0,0,0,0,200,45,25,0,45,40,0,0,0,0,0,0,0,0,0,0,200,225,225,200,180,30,0,0,0,0,0,0,0
rarity,4_weapon,,1,1,45,1,0,0,0,0,0,1,1,0,0,1,0,0,80,0,0,10,10,10,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,10,100,1,0,1,1,1,1
item,weapon&ultra,,1,1,45,1,0,0,0,0,0,1,1,0,0,1,0,0,80,0,0,10,10,10,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,10,100,1,0,1,1,1,1
item,brloot_armor_plate,,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
item,brloot_plunder_cash_common_1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_plunder_cash_uncommon_1,,775,550,450,0,0,100,800,800,28,20,20,20,20,0,0,0,0,0,550,550,550,8,0,715,775,775,715,775,775,775,775,715,768,768,768,768,800,0,0,500,375,0,775,0,775
item,brloot_plunder_cash_uncommon_2,,200,305,450,455,455,200,175,175,8,10,10,10,10,0,455,450,455,20,305,305,305,20,0,250,200,200,250,200,200,200,200,250,157,157,157,157,175,20,20,345,420,455,200,455,200
item,brloot_plunder_cash_uncommon_3,,20,100,75,400,400,200,25,25,4,10,10,10,10,0,400,400,400,12,100,100,100,12,0,25,20,20,25,20,20,20,20,25,49,49,49,49,25,12,12,100,150,400,20,400,20
item,brloot_plunder_cash_rare_1,,5,40,25,100,100,200,0,0,1,5,5,5,5,0,100,100,100,8,40,40,40,8,0,10,5,5,10,5,5,5,5,10,18,18,18,18,0,8,8,50,50,100,5,100,5
item,brloot_plunder_cash_rare_2,,0,5,0,40,40,150,0,0,0,0,0,0,0,0,40,50,40,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,0,0,5,5,5,40,0,40,0
item,brloot_plunder_cash_epic_1,,0,0,0,5,5,100,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,5,0,5,0
item,brloot_plunder_cash_epic_2,,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_plunder_cash_legendary_1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_killstreak_assaultdrone,,0,125,125,125,125,125,0,0,0,125,125,0,0,0,125,125,125,0,0,0,0,0,0,125,125,125,125,125,125,125,125,125,125,125,125,125,125,0,0,125,0,125,0,125,0
item,brloot_killstreak_uav,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_killstreak_uav_bigmap,,0,100,100,100,100,100,0,0,0,100,100,0,0,0,100,100,100,15,15,15,15,15,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,15,0,100,0,100,0,100,0
item,brloot_killstreak_clusterstrike,,0,125,125,125,125,125,0,0,0,125,125,0,0,0,125,125,125,25,25,25,25,25,0,125,125,125,125,125,125,125,125,125,125,125,125,125,125,25,0,125,0,125,0,125,0
item,brloot_killstreak_precision_airstrike,,0,115,115,115,115,115,0,0,0,115,115,0,0,0,115,115,115,25,25,25,25,25,0,115,115,115,115,115,115,115,115,115,115,115,115,115,115,25,0,115,0,115,0,115,0
item,brloot_killstreak_cluster_spike,,0,110,110,110,110,110,0,0,0,110,110,0,0,0,110,110,110,0,0,0,0,0,0,110,110,110,110,110,110,110,110,110,110,110,110,110,110,0,100,110,0,110,0,110,0
item,brloot_killstreak_scramblerdrone,,0,100,100,100,100,100,0,0,0,100,100,0,0,0,100,100,100,0,20,20,20,15,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,10,200,100,0,100,0,100,0
item,brloot_killstreak_supply_sweep,,0,100,100,100,100,100,0,0,0,100,100,0,0,0,100,100,100,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,100,0,100,0,100,0
item,brloot_munition_jup_switchblade_drone,,0,100,100,100,100,100,0,0,0,100,100,0,0,0,100,100,100,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,100,0,100,0,100,0
item,brloot_munition_jup_lrad,,0,100,100,100,100,100,0,0,0,100,100,0,0,0,100,100,100,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,100,0,100,0,100,0
item,brloot_munition_jup_missile_turret,,0,100,100,100,100,100,0,0,0,100,100,0,0,0,100,100,100,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,100,0,100,0,100,0
item,brloot_killstreak_auav,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
item,brloot_assassination_laptop,,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,300,300,300,300,300,300,300,300,300,300,300,300,300,0,0,0,0,0,0,0,300
item,brloot_master_assassination_laptop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_vip_laptop,,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,250,250,250,250,250,250,250,250,250,250,250,250,250,0,0,0,0,0,0,0,250
item,brloot_intel_laptop,,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,300,300,300,300,300,300,300,300,300,300,300,300,300,0,0,0,0,0,0,0,300
item,brloot_safecracker_laptop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_scavenger_laptop,,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,150,150,150,150,150,150,150,150,150,150,150,150,150,0,0,0,0,0,0,0,150
item,brloot_stronghold_infil_laptop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rarity,0_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rarity,1_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rarity,2_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
