string,string,string,string,string
vehicledrive_extractinbound,dx_br_dmzo_cost_ovld_vdar,90,5,10
vehicledrive_assign,dx_br_dmzo_cost_ovld_vhda,90,5,0
vehicledrive_helibomb,dx_br_dmzo_cost_ovld_vdhb,75,5,0
vehicledrive_enemyheliinbound,dx_br_dmzo_cost_ovld_vdnd,90,5,10
vehicledrive_packagesecure,dx_br_dmzo_cost_ovld_vdps,90,5,10
vehicledrive_one_klick,dx_br_dmzo_cost_ovld_vdok,75,5,10
vehicledrive_half_klick,dx_br_dmzo_cost_ovld_vdhk,75,5,10
boss_juggernaut_near,dx_br_dmzo_bost_uktl_bjne,80,5,10
boss_juggernaut_inbound,dx_br_dmzo_bost_uktl_bjin,80,5,10
boss_juggernaut_eliminated,dx_br_dmzo_bost_uktl_bjel,80,5,10
boss_pyro_near,dx_br_dmzo_bost_uktl_bjne,80,5,10
boss_pyro_confirmed,dx_br_dmzo_bost_ovld_bpco,80,5,10
boss_pyro_eliminated,dx_br_dmzo_bost_ovld_bpel,80,5,10
boss_chemist_near,dx_br_dmzo_bost_ovld_bhne,80,5,10
boss_chemist_eliminated,dx_br_dmzo_bost_ovld_bhel,80,5,10
boss_near,dx_br_dmzo_bost_uktl_bone,80,5,10
boss_inbound,dx_br_dmzo_bost_uktl_boin,80,5,10
boss_chopper_near,dx_br_dmzo_bost_ovld_bcne,80,5,10
boss_chopper_inbound,dx_br_dmzo_bost_ovld_bcin,80,5,10
boss_chopper_eliminated,dx_br_dmzo_bost_ovld_bcel,80,5,10
secure_intel_assigned,dx_br_dmzo_cost_ovld_sias,90,60,10
secure_intel_clear_area,dx_br_dmzo_cost_ovld_sica,75,10,10
secure_intel_found,dx_br_dmzo_cost_ovld_sifo,90,60,10
secure_intel_near_uav,dx_br_dmzo_cost_ovld_sinu,80,60,0
secure_intel_uploading,dx_br_dmzo_cost_ovld_siup,90,60,10
secure_intel_win,dx_br_dmzo_cost_ovld_siwi,90,60,10
geiger_search_assigned,dx_br_dmzo_cost_ovld_gsas,90,60,10
geiger_search_approach,dx_br_dmzo_cost_ovld_gsap,75,60,0
geiger_search_detected,dx_br_dmzo_cost_ovld_gsde,75,60,0
geiger_search_win,dx_br_dmzo_cost_ovld_gswi,90,60,10
hostage_rescue_assigned,dx_br_dmzo_cost_uktl_acih,90,60,10
hostage_rescue_approach,dx_br_dmzo_cost_ovld_hrap,75,60,0
hostage_rescue_loud,dx_br_dmzo_cost_ovld_hrlo,80,60,10
hostage_rescue_win,dx_br_dmzo_cost_ovld_hrwi,90,60,10
hostage_rescue_shot,dx_br_dmzo_cost_ovld_hrsh,90,60,10
hostage_rescue_exploded,dx_br_dmzo_cost_ovld_hrex,90,60,10
hostage_rescue_heli_incoming,dx_br_dmzo_cost_ovld_hrhi,90,60,10
hostage_rescue_hostage_exfil,dx_br_dmzo_cost_ovld_hrhe,90,60,10
samsite_begin_capture,dx_br_dmzo_wost_ovld_ssbc,60,30,10
samsite_capture_over,dx_br_dmzo_wost_ovld_ssco,60,30,10
samsite_captured,dx_br_dmzo_wost_ovld_ssca,70,30,10
samsite_counter_capture,dx_br_dmzo_wost_ovld_sscc,70,30,10
samsite_high_helicopter,dx_br_dmzo_wost_ovld_sshh,85,15,10
samsite_nearby_plane,dx_br_dmzo_wost_ovld_ssnp,50,30,10
samsite_others_captured,dx_br_dmzo_wost_ovld_ssoc,75,30,10
samsite_plane_hit,dx_br_dmzo_wost_ovld_ssph,75,30,10
samsite_approach,dx_br_dmzo_wost_ovld_ssap,35,60,10
radiation_start_spread,dx_br_dmzc_radn_ovld_rass,100,10,5
radiation_killing_agents,dx_br_dmzc_radn_ovld_raka,80,10,5
radiation_winds_picking_up,dx_br_dmzc_radn_ovld_rawp,100,10,5
radiation_approach_with_gas_mask,dx_br_dmzc_radn_ovld_ragm,80,10,5
radiation_approach,dx_br_dmzc_radn_ovld_weregettingreportsof,90,10,5
radiation_delete_personal_exfils,dx_br_dmzc_radn_ovld_rade,100,10,5
radiation_new_communal_exfils,dx_br_dmzc_radn_ovld_race,100,10,5
uav_tower_used,dx_br_dmzo_wost_ovld_utus,50,30,10
uav_tower_used_others,dx_br_dmzo_wost_ovld_utuo,75,30,10
uav_tower_duration_ended,dx_br_dmzo_wost_ovld_utte,30,30,10
hunt_assigned_civs,dx_br_dmzo_cost_ovld_huac,90,30,10
hunt_assigned_operators,dx_br_dmzo_cost_ovld_huao,90,30,10
hunt_assigned_valuables,dx_br_dmzo_cost_ovld_huav,90,30,10
hunt_assigned_agents,dx_br_dmzo_cost_ovld_huaa,90,30,10
hunt_assigned_generic,dx_br_dmzo_cost_ovld_huag,90,30,10
hunt_assigned_others_civs,dx_br_dmzo_cost_ovld_haoc,80,30,10
hunt_assigned_others_operators,dx_br_dmzo_cost_ovld_haoo,80,30,10
hunt_assigned_others_valuables,dx_br_dmzo_cost_ovld_haov,80,30,10
hunt_assigned_others_agents,dx_br_dmzo_cost_ovld_haoa,80,30,10
hunt_assigned_others_generic,dx_br_dmzo_cost_ovld_hago,80,30,10
hunt_near,dx_br_dmzo_cost_ovld_hune,75,30,0
hunt_near_others,dx_br_dmzo_cost_ovld_huno,75,30,0
hunt_eliminated_one,dx_br_dmzo_cost_ovld_hueo,75,30,0
hunt_eliminated_all,dx_br_dmzo_cost_ovld_huea,80,30,0
hunt_revived_one,dx_br_dmzo_cost_ovld_huro,75,30,0
hunt_eliminated_one_others,dx_br_dmzo_cost_ovld_heoo,75,30,0
hunt_win_dog_tags,dx_br_dmzo_cost_ovld_huwd,90,30,10
hunt_win_empty,dx_br_dmzo_cost_ovld_huwe,90,30,10
hunt_team_assimilation_all,dx_br_dmzo_cost_ovld_huta,90,30,10
hunt_lose_time,dx_br_dmzo_cost_ovld_hult,90,30,10
hunt_eliminated_external,dx_br_dmzo_cost_ovld_huee,80,30,10
hunt_eliminated_no_dog_tags,dx_br_dmzo_cost_ovld_hend,90,30,10
hunt_eliminated_external_discovery,dx_br_dmzo_cost_ovld_hend,90,30,10
hunt_eliminated_ran_away,dx_br_dmzo_cost_ovld_hera,90,30,10
elim_assigned,dx_br_dmzo_cost_ovld_elas,90,30,10
elim_target_killed_enemy,dx_br_dmzo_cost_ovld_etke,90,30,10
elim_target_near,dx_br_dmzo_cost_ovld_eltn,75,30,0
elim_yegor_close,dx_br_dmzo_cost_ovld_elyc,75,30,0
elim_yegor_kia_confirmed,dx_br_dmzo_cost_ovld_eykc,90,30,10
elim_yegor_kill_confirmed,dx_br_dmzo_cost_ovld_eykd,90,30,10
elim_yegor_killed,dx_br_dmzo_cost_ovld_elyk,90,30,10
elim_yegor_killed_no_contract,dx_br_dmzo_cost_ovld_etcn,90,30,10
elim_yegor_killed_no_contract_no_confirm,dx_br_dmzo_cost_ovld_sabreseemslikeyoutoo,90,30,10
elim_yegor_confirmed_no_contract,dx_br_dmzo_cost_ovld_etcn,90,30,10
trap_assigned,dx_br_dmzo_cost_ovld_tras,90,30,10
trap_near,dx_br_dmzo_cost_ovld_trne,75,30,0
trap_start_unlock,dx_br_dmzo_cost_ovld_trsu,80,30,10
trap_unlocked,dx_br_dmzo_cost_ovld_trun,80,30,10
demolition_assigned,dx_br_dmzo_cost_ovld_deas,90,30,0
demolition_approaching,dx_br_dmzo_cost_ovld_deap,75,30,10
demolition_near,dx_br_dmzo_cost_ovld_dene,75,30,0
demolition_first_plant,dx_br_dmzo_cost_ovld_defp,90,30,10
demolition_second_plant,dx_br_dmzo_cost_ovld_desp,90,30,10
demolition_first_exploded,dx_br_dmzo_cost_ovld_defx,75,30,10
demolition_second_exploded,dx_br_dmzo_cost_ovld_desx,90,30,10
demolition_defused,dx_br_dmzo_cost_ovld_dede,90,30,10
demolition_defused_others,dx_br_dmzo_cost_ovld_dedo,90,30,10
demolition_invite_others,dx_br_dmzo_cost_ovld_deio,70,30,10
boatdrive_assigned,dx_br_dmzo_cost_ovld_bdas,90,30,0
boatdrive_approach,dx_br_dmzo_cost_ovld_bdap,75,30,10
boatdrive_approach_dropped,dx_br_dmzo_cost_ovld_bdad,75,30,10
boatdrive_near,dx_br_dmzo_cost_ovld_bdne,75,30,10
boatdrive_entered,dx_br_dmzo_cost_ovld_bden,90,30,0
boatdrive_bomb_heli,dx_br_dmzo_cost_ovld_bdbh,75,30,10
boatdrive_bomb_drop,dx_br_dmzo_cost_ovld_bdbd,75,30,10
boatdrive_heli_fire,dx_br_dmzo_cost_ovld_bdhf,75,30,10
boatdrive_one_klick,dx_br_dmzo_cost_ovld_bdok,75,30,0
boatdrive_half_klick,dx_br_dmzo_cost_ovld_bdhk,75,30,0
boatdrive_heli_exfil,dx_br_dmzo_cost_ovld_bdhe,90,30,10
boatdrive_heli_extracted,dx_br_dmzo_cost_ovld_bdhx,90,30,10
boatdrive_boat_destroyed,dx_br_dmzo_cost_ovld_bdbe,90,30,10
boatdrive_boat_stolen,dx_br_dmzo_cost_ovld_bdbs,90,30,10
stars_three_stars,dx_br_dmzo_star_ovld_thrs,100,20,20
stars_four_stars,dx_br_dmzo_star_ovld_frst,100,20,20
stars_rank_up,dx_br_dmzo_star_ovld_rnkp,100,20,20
stars_rank_down,dx_br_dmzo_star_ovld_rnkd,100,20,20
denied_area_enter,dx_br_dmzo_star_ovld_dff3,100,5,20
poi_high_alert,dx_br_dmzo_pois_ovld_poha,100,60,20
stars_soldiers_incoming,dx_br_dmzo_wost_ovld_es01,100,60,20
stars_specialforces_incoming,dx_br_dmzo_wost_ovld_es12,100,60,20
stars_calming_down,dx_br_dmzo_wost_ovld_esld,100,60,20
