string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string
setchancecol,mp/loot/br/burn/lootset_contract_scav1.csv,41,,# contract_scav1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/burn/lootset_contract_scav2.csv,42,,# contract_scav2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/burn/lootset_contract_scav3.csv,43,,# contract_scav3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/burn/lootset_contract_safe1.csv,44,,# contract_safe1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/burn/lootset_empty.csv,45,,# empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tagReject,nobr,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
tagReject,sealion,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
tagReject,delta,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
reqLimit,gear,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reqLimit,super,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reqLimit,plate_carrier,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chance,ammo,,200,175,150,120,25,0,0,165,165,0,0,0,0,0,0,0,0,200,150,175,155,180,155,160,225,0,125,0,1,0,0,0,1,0,20,20,2,2,2,2,2,2,1
chance,health,,160,150,10,40,25,0,0,150,150,0,0,0,0,0,0,0,0,150,110,155,145,150,120,150,95,0,135,0,1,0,0,0,0,0,0,0,25,25,25,25,25,25,0
chance,plunder,,0,0,0,90,50,220,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,2,2,2,2,2,0
chance,killstreak,,0,0,0,100,175,180,180,0,0,0,0,0,0,0,0,0,0,10,0,0,5,10,5,0,0,255,0,0,0,1,0,0,0,0,1,1,3,3,3,3,3,3,0
chance,lethal,,115,250,50,110,25,0,0,225,225,0,0,0,0,1,1,1,1,100,130,110,120,130,120,110,95,0,130,0,1,1,0,0,0,0,5,5,10,10,10,10,10,10,0
chance,tactical,,115,225,50,110,25,0,0,225,225,0,0,0,0,1,1,1,1,100,130,160,120,130,120,110,95,0,130,0,1,1,400,750,0,0,5,5,10,10,10,10,10,10,0
chance,super,,120,0,0,140,175,0,0,5,5,0,0,0,0,0,0,0,0,90,100,110,120,110,110,120,70,100,100,0,0,0,300,0,0,600,5,5,20,20,20,20,20,20,0
chance,weapon,,145,0,500,45,25,120,120,5,5,0,0,0,0,0,0,0,0,90,100,95,170,110,200,160,100,0,100,0,1,1,0,0,1,0,0,0,5,5,5,5,5,5,0
chance,gear,,0,0,40,110,200,220,220,5,5,0,0,0,0,1,1,1,1,15,0,0,0,10,0,0,0,150,10,0,1,0,0,0,0,200,0,0,3,3,3,3,3,3,0
chance,revive,,0,0,50,50,75,0,0,5,5,0,0,0,0,1,1,1,1,0,0,10,0,0,0,0,0,0,0,0,0,0,300,250,0,100,5,5,0,0,0,0,0,0,0
chance,tablet,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chance,keycard,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chance,valuable,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chance,key,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chance,plate_carrier,,0,0,50,80,200,180,180,0,0,0,0,0,0,1,1,1,1,90,0,0,0,0,10,10,0,0,0,0,0,1,0,0,0,100,5,5,10,10,10,10,10,10,0
chance,mission,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chance,perkpack,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chance,extractable,,0,0,0,5,0,80,80,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_ammo_12g,,175,175,175,175,175,0,0,175,175,0,0,0,0,0,0,0,0,175,175,175,175,175,175,175,175,0,175,0,175,0,0,0,175,0,175,175,175,175,175,175,175,175,0
item,brloot_ammo_50cal,,225,225,225,225,225,0,0,225,225,0,0,0,0,0,0,0,0,225,225,225,225,225,225,225,225,0,225,0,225,0,0,0,225,0,225,225,225,225,225,225,225,225,0
item,brloot_ammo_762,,325,325,325,325,325,0,0,325,325,0,0,0,0,0,0,0,0,325,325,325,325,325,325,325,325,0,325,0,325,0,0,0,325,0,325,325,325,325,325,325,325,325,0
item,brloot_ammo_919,,225,225,225,225,225,0,0,225,225,0,0,0,0,0,0,0,0,225,225,225,225,225,225,225,225,0,225,0,225,0,0,0,225,0,225,225,225,225,225,225,225,225,0
item,brloot_ammo_rocket,,50,50,50,50,50,0,0,50,50,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,0,50,0,50,0,0,0,50,0,50,50,50,50,50,50,50,50,0
1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
item,brloot_equip_gasmask,,0,0,800,800,800,800,800,800,800,0,0,0,0,1,1,1,1,800,0,0,0,800,0,0,0,800,800,0,800,0,0,0,0,800,0,0,800,800,800,800,800,800,0
item,brloot_equip_gasmask_durable,,0,0,200,200,200,200,200,200,200,0,0,0,0,0,0,0,0,200,0,0,0,200,0,0,0,200,200,0,200,0,0,0,0,200,0,0,200,200,200,200,200,200,0
item,brloot_plate_carrier_3,,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0
item,brloot_self_revive,,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0
rarity,0_lethal,,450,450,450,450,450,0,0,450,450,0,0,0,0,50,50,50,50,450,450,450,450,450,450,450,450,0,450,0,450,450,0,0,0,0,45,45,45,45,45,45,45,45,0
rarity,1_lethal,,300,300,300,300,300,0,0,300,300,0,0,0,0,30,30,30,30,300,300,300,300,300,300,300,300,0,300,0,300,300,0,0,0,0,30,30,30,30,30,30,30,30,0
rarity,2_lethal,,200,200,200,200,200,0,0,200,200,0,0,0,0,20,20,20,20,200,200,200,200,200,200,200,200,0,200,0,200,200,0,0,0,0,20,20,20,20,20,20,20,20,0
rarity,3_lethal,,100,100,100,100,100,0,0,100,100,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,0,100,0,100,100,0,0,0,0,10,10,10,10,10,10,10,10,0
rarity,4_lethal,,50,50,50,50,50,0,0,50,50,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,0,50,0,50,50,0,0,0,0,5,5,5,5,5,5,5,5,0
rarity,0_tactical,,440,450,45,450,450,0,0,450,450,0,0,0,0,500,500,500,500,450,450,450,450,450,450,450,450,0,450,0,450,450,1,1,0,0,45,45,45,45,45,45,45,45,0
rarity,1_tactical,,300,300,30,300,300,0,0,300,300,0,0,0,0,300,300,300,300,300,300,300,300,300,300,300,300,0,300,0,300,300,0,0,0,0,30,30,30,30,30,30,30,30,0
rarity,2_tactical,,200,200,20,200,200,0,0,200,200,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,200,200,0,0,0,0,20,20,20,20,20,20,20,20,0
rarity,3_tactical,,100,100,10,100,100,0,0,100,100,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,0,100,0,100,100,0,0,0,0,10,10,10,10,10,10,10,10,0
rarity,4_tactical,,50,50,5,50,50,0,0,50,50,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,0,50,0,50,50,0,0,0,0,5,5,5,5,5,5,5,5,0
item,brloot_health_adrenaline,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
rarity,0_super,,400,0,0,250,100,0,0,100,100,0,0,0,0,0,0,0,0,300,350,300,350,350,350,350,350,350,350,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0
rarity,1_super,,350,0,0,250,150,0,0,150,150,0,0,0,0,0,0,0,0,250,300,250,300,300,300,300,300,300,300,0,0,0,0,0,0,150,150,150,0,0,0,0,0,0,0
rarity,2_super,,250,0,0,200,200,0,0,200,200,0,0,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,0,0,0,0,0,0,200,200,200,40,40,40,40,40,40,0
rarity,3_super,,0,0,0,150,250,0,0,250,250,0,0,0,0,0,0,0,0,150,150,150,150,150,150,150,150,150,150,0,0,0,0,0,0,250,250,250,40,40,40,40,40,40,0
rarity,4_super,,0,0,0,150,300,0,0,300,300,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,1,0,0,300,300,300,20,20,20,20,20,20,0
item,brloot_offhand_advancedsupplydrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_balloon_extract,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,30,0
item,brloot_plunder_extract,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rarity,0_weapon,,550,0,0,500,400,400,400,550,550,0,0,0,0,0,0,0,0,550,550,550,525,550,525,550,550,0,550,0,550,0,0,0,500,0,0,0,0,0,0,0,0,0,0
rarity,1_weapon,,275,0,0,250,200,200,200,275,275,0,0,0,0,0,0,0,0,275,275,275,275,275,275,275,275,0,275,0,275,0,0,0,0,0,0,0,40,40,40,40,40,16,0
rarity,2_weapon,,175,0,0,150,150,150,150,175,175,0,0,0,0,0,0,0,0,175,175,175,175,175,175,175,175,0,175,0,175,750,0,0,300,0,0,0,36,36,36,36,36,32,0
rarity,3_weapon,,0,0,60,75,150,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,250,0,0,0,0,0,0,16,16,16,16,16,16,0
rarity,4_weapon,,0,0,10,25,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,200,0,0,0,0,0,0,0,0,8,0
rarity,0_health,,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0
rarity,1_health,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rarity,2_health,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rarity,3_health,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rarity,4_health,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_plunder_cash_common_1,,0,970,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,500,500,500,500,500,500,500,400,0,400,500,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_plunder_cash_uncommon_1,,0,25,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,200,200,200,200,200,200,200,250,0,250,300,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_plunder_cash_uncommon_2,,0,5,0,0,0,0,0,500,500,1,1,0,0,0,0,0,0,150,150,150,150,150,150,150,200,0,200,150,150,0,0,0,0,0,0,0,20,20,20,20,20,20,0
item,brloot_plunder_cash_uncommon_3,,0,0,1,0,0,0,0,200,200,0,1,1,0,0,0,0,0,100,100,100,100,100,100,100,100,0,100,50,100,0,0,0,0,0,0,0,12,12,12,12,12,12,0
item,brloot_plunder_cash_rare_1,,0,0,0,0,0,0,0,150,150,0,0,1,1,0,0,0,0,50,50,50,50,50,50,50,49,0,49,0,50,550,0,0,0,0,0,0,8,8,8,8,8,8,0
item,brloot_plunder_cash_rare_2,,0,0,0,0,0,0,0,100,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_plunder_cash_epic_1,,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_plunder_cash_epic_2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_plunder_cash_legendary_1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_killstreak_auav,,0,0,0,25,25,25,25,0,0,0,0,0,0,0,0,0,0,25,0,0,25,25,25,0,0,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_killstreak_assaultdrone,,0,0,0,150,150,150,150,0,0,0,0,0,0,0,0,0,0,150,0,0,150,150,150,0,0,150,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_killstreak_uav,,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,100,0,0,100,100,100,0,0,100,0,0,0,100,0,0,0,0,1,1,15,15,15,15,15,15,0
item,brloot_killstreak_clusterstrike,,0,0,0,150,150,150,150,0,0,0,0,0,0,0,0,0,0,150,0,0,150,150,150,0,0,150,0,0,0,150,0,0,0,0,0,0,25,25,25,25,25,25,0
item,brloot_killstreak_precision_airstrike,,0,0,0,150,150,150,150,0,0,0,0,0,0,0,0,0,0,150,0,0,150,150,150,0,0,150,0,0,0,150,0,0,0,0,0,0,25,25,25,25,25,25,0
item,brloot_killstreak_cluster_spike,,0,0,0,150,150,150,150,0,0,0,0,0,0,0,0,0,0,150,0,0,150,150,150,0,0,150,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_killstreak_juggernaut,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_killstreak_circle_peek,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_assassination_phone,,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_vip_phone,,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_intel_phone,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_safecracker_phone,,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_stronghold_infil_phone,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_elite_arrow_phone,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_durable_loot,,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_access_card_blue,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_access_card_green,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_access_card_red,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_access_card_blue_stadium_parking,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_access_card_blue_stadium_executive,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_access_card_blue_stadium_concourse,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rarity,0_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rarity,1_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rarity,2_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rarity,3_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rarity,4_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_dead_agent_radio,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_specialist_bonus,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_valuable_harddrive,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_valuable_goldbar,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_valuable_laptop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_valuable_liquor,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
