string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string
tagReject,nobr,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
tagReject,delta,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
tagReject,nosmallmap,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
reqLimit,gear,,1,,,,,,,,,,,,,,,,,,,,,,,,,
reqLimit,super,,1,,,,,,,,,,,,,,,,,,,,,,,,,
reqLimit,plate_carrier,,1,,,,,,,,,,,,,,,,,,,,,,,,,
chance,ammo,,265,270,150,84,60,0,0,300,300,50,0,0,0,0,0,0,20,20,2,2,2,2,2,2,1,
chance,health,,250,250,10,85,60,0,0,150,150,50,0,1,0,0,0,0,0,0,25,25,25,25,25,25,0,
chance,plunder,,115,115,100,0,0,180,150,170,170,110,1,1,1,0,0,0,0,0,2,2,2,2,2,2,0,
chance,killstreak,,0,0,0,100,180,180,180,0,0,100,0,0,1,0,0,0,0,1,3,3,3,3,3,3,0,
chance,lethal,,80,80,50,190,60,0,0,175,175,160,0,0,0,0,0,0,5,5,10,10,10,10,10,10,0,
chance,tactical,,80,80,50,190,60,0,0,175,175,160,0,0,0,400,600,0,5,5,10,10,10,10,10,10,0,
chance,super,,90,90,0,220,250,200,200,5,5,200,0,1,0,300,300,0,0,5,20,20,20,20,20,20,0,
chance,weapon,,190,190,500,60,55,120,120,5,5,30,0,0,1,0,0,1,0,70,5,5,5,5,5,5,0,
chance,gear,,0,0,40,50,210,220,220,5,5,30,0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,
chance,revive,,0,0,50,20,60,0,0,5,5,30,0,0,0,300,400,0,0,5,0,0,0,0,0,0,0,
chance,tablet,,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
chance,keycard,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
chance,valuable,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
chance,key,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
chance,mission,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
chance,perkpack,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
chance,extractable,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
chance,plate_carrier,,20,0,50,25,75,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
item,brloot_ammo_12g,,175,175,175,175,175,0,0,175,175,175,0,175,0,0,0,175,175,175,175,175,175,175,175,175,0,
item,brloot_ammo_50cal,,200,200,200,200,200,0,0,200,200,200,0,200,0,0,0,200,200,200,200,200,200,200,200,200,0,
item,brloot_ammo_762,,325,325,325,325,325,0,0,325,325,325,0,325,0,0,0,325,325,325,325,325,325,325,325,325,0,
item,brloot_ammo_919,,250,250,250,250,250,0,0,250,250,250,0,250,0,0,0,250,250,250,250,250,250,250,250,250,0,
item,brloot_ammo_rocket,,50,50,50,50,50,0,0,50,50,50,0,50,0,0,0,50,50,50,50,50,50,50,50,50,0,
item,brloot_equip_gasmask,,0,0,400,400,400,400,400,400,400,400,0,0,0,0,0,0,0,0,400,400,400,400,400,400,0,
item,brloot_equip_gasmask_durable,,0,0,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,100,100,100,100,100,100,0,
item,brloot_backpack_medium,,0,0,400,400,400,400,400,400,400,400,0,0,0,0,0,0,0,0,400,400,400,400,400,400,0,
item,brloot_backpack_large,,0,0,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,100,100,100,100,100,100,0,
item,brloot_plate_carrier_3_medic,,318,0,318,318,318,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,318,0,
item,brloot_plate_carrier_3_comms,,248,0,248,248,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,
item,brloot_plate_carrier_3_stealth,,93,0,93,93,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,
item,brloot_plate_carrier_tempered,,93,0,93,93,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,
item,brloot_self_revive,,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
rarity,0_lethal,,300,300,300,300,300,300,300,300,300,300,0,0,0,0,0,0,30,30,30,30,30,30,30,30,0,
rarity,1_lethal,,200,200,200,200,200,200,200,200,200,200,0,0,0,0,0,0,20,20,20,20,20,20,20,20,0,
rarity,2_lethal,,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,10,10,10,10,10,10,10,10,0,
rarity,3_lethal,,50,50,50,50,50,50,50,50,50,50,0,0,0,0,0,0,5,5,5,5,5,5,5,5,0,
rarity,4_lethal,,25,25,25,25,25,25,25,25,25,25,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0,
item,brloot_offhand_throwstar,,125,125,125,125,125,125,125,125,125,125,0,0,0,0,0,0,5,5,5,5,5,5,5,5,0,
rarity,0_tactical,,440,450,45,450,450,450,450,450,450,450,0,0,0,1,1,0,45,45,45,45,45,45,45,45,0,
rarity,1_tactical,,300,300,30,300,300,300,300,300,300,300,0,0,0,0,0,0,30,30,30,30,30,30,30,30,0,
rarity,2_tactical,,200,200,20,200,200,200,200,200,200,200,0,0,0,0,0,0,20,20,20,20,20,20,20,20,0,
rarity,3_tactical,,100,100,10,100,100,100,100,100,100,100,0,0,0,0,0,0,10,10,10,10,10,10,10,10,0,
rarity,4_tactical,,50,50,5,50,50,50,50,50,50,50,0,0,0,0,0,0,5,5,5,5,5,5,5,5,0,
item,brloot_health_adrenaline,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_offhand_magsnap,,440,450,45,450,450,450,450,450,450,450,0,0,0,1,1,0,45,45,45,45,45,45,45,45,0,feature_iw9_equip_magsnap
rarity,0_super,,350,0,0,250,100,100,100,100,100,250,0,350,0,0,0,0,0,100,0,0,0,0,0,0,0,
rarity,1_super,,350,0,0,250,150,150,150,150,150,250,0,300,0,0,0,0,0,150,0,0,0,0,0,0,0,
rarity,2_super,,250,0,0,200,200,200,200,200,200,200,0,0,0,0,0,0,0,200,40,40,40,40,40,40,0,
rarity,3_super,,0,0,0,150,250,250,250,250,250,150,0,0,0,0,0,0,0,250,40,40,40,40,40,40,0,
rarity,4_super,,0,0,0,150,300,300,300,300,300,150,0,0,0,1,1,0,0,300,20,20,20,20,20,20,0,
item,brloot_offhand_advancedsupplydrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_balloon_extract,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_plunder_extract,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_super_hauntedbox,,350,0,0,250,100,100,100,100,100,250,0,350,0,0,0,0,0,100,0,0,0,0,0,0,0,feature_iw9_equip_hauntedbox
rarity,0_weapon,,0,0,0,300,0,0,0,0,0,300,0,550,0,0,0,400,0,0,0,0,0,0,0,0,0,
rarity,1_weapon,,275,0,0,250,200,200,200,350,350,250,0,275,0,0,0,400,0,0,55,55,55,55,55,55,0,
rarity,2_weapon,,175,0,0,200,200,200,200,250,250,200,0,175,970,0,0,100,0,0,45,45,45,45,45,45,0,
rarity,4_weapon,,0,0,15,40,75,75,75,0,0,40,0,0,30,0,0,1,0,0,0,0,0,0,0,0,0,
rarity,0_health,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,
rarity,1_health,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
rarity,2_health,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
rarity,3_health,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
rarity,4_health,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_plunder_cash_common_1,,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_plunder_cash_uncommon_1,,0,0,0,400,500,0,0,0,0,500,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_plunder_cash_uncommon_2,,450,450,0,350,200,0,0,500,500,345,150,0,0,0,0,0,0,0,20,20,20,20,20,20,0,
item,brloot_plunder_cash_uncommon_3,,450,450,1,125,150,650,0,200,200,100,50,0,0,0,0,0,0,0,12,12,12,12,12,12,0,
item,brloot_plunder_cash_rare_1,,75,75,0,75,100,200,500,150,150,50,0,0,550,0,0,0,0,0,8,8,8,8,8,8,0,
item,brloot_plunder_cash_rare_2,,25,25,0,10,50,100,200,100,100,5,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_plunder_cash_epic_1,,0,0,0,0,0,50,150,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_plunder_cash_epic_2,,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_plunder_cash_legendary_1,,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_killstreak_assaultdrone,,0,0,0,125,125,125,125,0,0,125,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_killstreak_uav,,0,0,0,100,100,100,100,0,0,100,0,0,100,0,0,0,0,1,15,15,15,15,15,15,0,
item,brloot_killstreak_clusterstrike,,0,0,0,150,150,150,150,0,0,150,0,0,150,0,0,0,0,0,25,25,25,25,25,25,0,
item,brloot_killstreak_precision_airstrike,,0,0,0,125,125,125,125,0,0,125,0,0,125,0,0,0,0,0,25,25,25,25,25,25,0,
item,brloot_killstreak_cluster_spike,,0,0,0,100,100,100,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_killstreak_scramblerdrone,,0,0,0,100,100,125,125,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_assassination_phone,,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_scavenger_phone,,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_vip_phone,,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_intel_phone,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_safecracker_phone,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_stronghold_infil_phone,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_elite_arrow_phone,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_searchseizure_phone,,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEATURE_QUEST_SEARCHSEIZURE
item,brloot_hacker_phone_phone,,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEATURE_QUEST_HACKER_PHONE
item,brloot_durable_loot,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_access_card_blue,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_access_card_green,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_access_card_red,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_access_card_blue_stadium_parking,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_access_card_blue_stadium_executive,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_access_card_blue_stadium_concourse,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
rarity,0_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
rarity,1_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
rarity,2_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
rarity,3_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
rarity,4_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_dead_agent_radio,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_specialist_bonus,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_valuable_harddrive,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_valuable_goldbar,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_valuable_laptop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_valuable_liquor,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_valuable_comicbook,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,loot_key_fortress,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,loot_key_quarry_storage,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,loot_key_quarry_office,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,loot_key_quarry_control,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,loot_key_fortress_interior,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,loot_multi_key_fortress,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,loot_key_gulag,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,dmz_intel_laptop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_sealion_chance_token,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_sealion_sidequest_fish,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
rarity,2_perkpack,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
rarity,3_perkpack,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
rarity,4_perkpack,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
pointFlagFilter,loot_spawn_large,0,large|medium|small,,,,,,,,,,,,,,,,,,,,,,,,,
pointFlagFilter,loot_spawn_medium,0,medium|small,,,,,,,,,,,,,,,,,,,,,,,,,
pointFlagFilter,loot_spawn_small,0,small,,,,,,,,,,,,,,,,,,,,,,,,,
