string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string
chance,plunder,,50,20,50,100,180,150,50,50,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,100,0,0,0,0,1,1,100,2,2,2,2,2,0,1,0,0,115,115,115,120,115,115,125,115,125,135,115,115,135,0,115,2,2,100,20,1,50,100,50,20,50,50,
chance,killstreak,,0,135,100,180,150,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,170,0,0,0,100,0,1,170,3,3,3,3,3,0,0,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,3,3,50,135,0,0,180,0,135,0,25,
chance,lethal,,140,60,165,20,0,0,140,140,0,0,0,0,0,1,1,1,1,0,0,0,0,0,165,0,40,0,0,1,384,5,5,40,10,10,10,10,10,0,0,0,0,156,136,156,141,156,151,186,141,156,106,121,121,121,0,80,10,10,0,60,0,140,20,140,60,140,0,
chance,tactical,,140,60,155,20,0,0,140,140,0,0,0,0,0,1,1,1,1,0,0,0,0,0,165,0,40,700,700,1,384,5,5,40,10,10,10,10,10,0,0,0,0,136,111,181,171,181,121,151,111,156,106,121,121,176,1,80,10,10,0,60,0,140,20,140,60,140,0,
chance,super,,145,217,0,205,200,200,145,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,200,5,5,0,100,5,5,200,20,20,20,20,20,0,0,0,0,80,110,95,95,95,80,80,105,110,135,110,110,125,0,90,20,20,0,217,0,145,205,145,217,145,0,
chance,weapon,,176,95,60,20,5,120,176,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,55,0,0,0,1,0,0,55,5,5,5,5,5,0,0,0,0,120,175,90,110,90,215,120,175,115,175,215,215,90,0,190,5,5,25,95,0,176,20,176,95,176,25,
chance,gear,,0,20,50,50,180,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,190,0,0,0,0,0,5,100,3,3,3,3,3,0,0,0,1,10,0,0,10,0,10,0,0,10,0,10,10,0,0,0,3,3,100,20,0,1,50,1,20,0,0,
chance,revive,,0,30,20,60,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,60,150,150,0,0,5,5,60,0,2,2,5,0,0,0,0,0,0,0,10,0,10,0,10,0,0,0,0,0,10,0,0,0,0,50,30,0,0,60,0,30,0,0,
chance,tablet,,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,17,17,17,17,17,17,17,17,17,17,17,0,17,0,0,0,0,0,0,0,0,0,22,0,
chance,perkpack,,20,50,0,160,50,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,75,75,0,30,0,0,100,5,5,5,10,5,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,0,5,0,50,0,20,160,20,50,20,25,
chance,token,,0,75,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,5,0,0,0,0,0,5,0,0,5,75,0,0,100,0,75,0,0,
chance,plate_carrier,,7,25,10,40,180,220,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,70,70,0,0,0,5,10,0,2,2,5,5,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,5,0,0,0,25,1,7,40,7,25,7,0,
chance,voucher,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
chance,key,,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,0,0,
chance,keycard,,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,5,0,0,
item,brloot_ammo_12g,,150,150,150,150,150,150,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,150,0,0,0,150,150,150,150,150,150,150,150,150,0,0,0,0,150,150,150,150,150,150,150,150,150,150,150,150,150,0,150,150,100,100,150,0,150,150,150,150,150,50,
item,brloot_ammo_50cal,,205,205,205,205,205,205,205,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,205,0,0,0,205,205,205,205,205,205,205,205,205,0,0,0,0,205,205,205,205,205,205,205,205,205,205,205,205,205,0,205,205,205,205,205,0,205,205,205,205,205,50,
item,brloot_ammo_762,,330,330,330,330,330,330,330,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,330,0,0,0,330,330,330,330,330,330,330,330,330,0,0,0,0,330,330,330,330,330,330,330,330,330,330,330,330,330,0,330,330,330,330,330,0,330,330,330,330,330,50,
item,brloot_ammo_919,,265,265,265,265,265,265,265,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,0,265,0,0,0,265,265,265,265,265,265,265,265,265,0,0,0,0,265,265,265,265,265,265,265,265,265,265,265,265,265,0,265,265,265,265,265,0,265,265,265,265,265,50,
item,brloot_ammo_rocket,,50,50,50,50,50,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,50,50,50,50,50,50,50,50,50,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,50,50,50,50,0,50,50,50,50,50,50,
item,brloot_equip_gasmask,,0,400,400,400,400,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,400,0,0,0,0,0,400,400,400,400,400,400,400,0,0,0,0,400,0,0,400,0,400,0,0,400,0,400,400,0,0,0,400,400,300,400,0,0,400,0,400,0,0,
item,brloot_equip_gasmask_durable,,0,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,100,100,100,100,100,100,100,0,0,0,1,100,0,0,100,0,100,0,0,100,0,100,100,0,0,0,100,100,100,100,0,1,100,1,100,0,0,
item,brloot_self_revive,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,100,1,0,0,1,0,1,0,0,
item,brloot_offhand_atmine,,95,95,95,95,0,0,95,95,0,0,0,0,0,95,95,95,95,0,0,0,0,0,95,0,95,0,0,95,95,95,95,95,95,95,95,95,95,0,0,0,0,95,95,95,95,95,95,95,95,95,95,95,95,95,0,95,95,95,0,95,0,95,95,95,95,95,0,
item,brloot_offhand_claymore,,95,95,95,95,0,0,95,95,0,0,0,0,0,95,95,95,95,0,0,0,0,0,95,0,95,0,0,95,95,95,95,95,95,95,95,95,95,0,0,0,0,95,95,95,95,95,95,95,95,95,95,95,95,95,0,95,95,95,0,95,0,95,95,95,95,95,0,
item,brloot_offhand_c4,,95,95,95,95,0,0,95,95,0,0,0,0,0,95,95,95,95,0,0,0,0,0,95,0,95,0,0,95,95,95,95,95,95,95,95,95,95,0,0,0,0,95,95,95,95,95,95,95,95,95,95,95,95,95,0,95,95,95,0,95,0,95,95,95,95,95,0,
item,brloot_offhand_frag,,95,95,95,95,0,0,95,95,0,0,0,0,0,95,95,95,95,0,0,0,0,0,95,0,95,0,0,95,95,95,95,95,95,95,95,95,95,0,0,0,0,95,95,95,95,95,95,95,95,95,95,95,95,95,0,95,95,95,0,95,0,95,95,95,95,95,0,
item,brloot_offhand_molotov,,95,95,95,95,0,0,95,95,0,0,0,0,0,95,95,95,95,0,0,0,0,0,95,0,95,0,0,95,95,95,95,95,95,95,95,95,95,0,0,0,0,95,95,95,95,95,95,95,95,95,95,95,95,95,0,95,95,95,0,95,0,95,95,95,95,95,0,
item,brloot_offhand_semtex,,95,95,95,95,0,0,95,95,0,0,0,0,0,95,95,95,95,0,0,0,0,0,95,0,95,0,0,95,95,95,95,95,95,95,95,95,95,0,0,0,0,95,95,95,95,95,95,95,95,95,95,95,95,95,0,95,95,95,0,95,0,95,95,95,95,95,0,
item,brloot_offhand_thermite,,95,95,95,95,0,0,95,95,0,0,0,0,0,95,95,95,95,0,0,0,0,0,95,0,95,0,0,95,95,95,95,95,95,95,95,95,95,0,0,0,0,95,95,95,95,95,95,95,95,95,95,95,95,95,0,95,95,95,0,95,0,95,95,95,95,95,0,
item,brloot_offhand_throwingknife,,95,95,95,95,0,0,95,95,0,0,0,0,0,95,95,95,95,0,0,0,0,0,95,0,95,0,0,95,95,95,95,95,95,95,95,95,95,0,0,0,0,95,95,95,95,95,95,95,95,95,95,95,95,95,0,95,95,95,0,95,0,95,95,95,95,95,0,
item,brloot_offhand_bunkerbuster,,50,50,50,50,0,0,50,50,0,0,0,0,0,50,50,50,50,0,0,0,0,0,50,0,50,0,0,50,50,50,50,50,50,50,50,50,50,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,50,50,0,50,0,50,50,50,50,50,0,
item,brloot_offhand_breacherdrone,,95,95,95,95,0,0,95,95,0,0,0,0,0,95,95,95,95,0,0,0,0,0,95,0,95,0,0,95,95,95,95,95,95,95,95,95,95,0,0,0,0,95,95,95,95,95,95,95,95,95,95,95,95,95,0,95,95,95,0,95,0,95,95,95,95,95,0,
item,brloot_offhand_thermobaric,,95,95,95,95,0,0,95,95,0,0,0,0,0,95,95,95,95,0,0,0,0,0,95,0,95,0,0,95,95,95,95,95,95,95,95,95,95,0,0,0,0,95,95,95,95,95,95,95,95,95,95,95,95,95,0,95,95,95,0,95,0,95,95,95,95,95,0,
item,brloot_offhand_concussion,,105,105,105,105,0,0,105,105,0,0,0,0,0,105,105,105,105,0,0,0,0,0,105,0,105,0,1,105,105,5,5,105,105,105,105,105,105,0,0,0,0,105,105,105,105,105,105,105,105,105,105,105,105,105,1,105,5,5,0,105,0,105,105,105,105,105,0,
item,brloot_offhand_decoy,,105,105,105,105,0,0,105,105,0,0,0,0,0,105,105,105,105,0,0,0,0,0,105,0,105,0,1,105,105,5,5,105,105,105,105,105,105,0,0,0,0,105,105,105,105,105,105,105,105,105,105,105,105,105,1,105,5,5,0,105,0,105,105,105,105,105,0,
