string,string,string,string,string,string,int
841,attachment,ammo_9p_op,99,iw9,LAUNCH,0
842,attachment,ammo_45acp_notracer,100,iw9,LAUNCH,0
843,attachment,grip_angled14,101,iw9,LAUNCH,0
845,attachment,barsil_dm_p19,102,iw9,,0
847,attachment,bar_dm_light_p20,103,iw9,,0
849,attachment,pgrip_ass_p04,104,iw9,LAUNCH,0
850,attachment,pgrip_p06,105,iw9,LAUNCH,0
855,attachment,ironsdefault_mpapax,106,iw9,,0
856,attachment,holorange01,107,iw9,,0
857,attachment,ub_gl01_xmags,108,iw9,,0
863,attachment,rec_apapa,109,iw9,,0
864,attachment,ammo_762s,110,iw9,LAUNCH,0
867,attachment,comp_decho_01,111,iw9,,0
869,attachment,ammo_9m_hp,112,iw9,LAUNCH,0
871,attachment,stockr_dm_heavy_p20,113,iw9,,0
873,attachment,stock_sm_p01,115,iw9,,0
875,attachment,bargrip_ar_long_p03,116,iw9,LAUNCH,0
877,attachment,belt_lm_p02,117,iw9,,0
878,attachment,rec_mpapa7,118,iw9,,0
879,attachment,mag_br_large_p01,119,iw9,,0
880,attachment,belt_lm_large_p16,120,iw9,,0
882,attachment,bar_sm_heavy_p24,121,iw9,,0
886,attachment,mag_ar_xlarge_p06,122,iw9,,0
889,attachment,ironsdefault_rkilo,124,iw9,,0
893,attachment,mag_sn_p20,126,iw9,,0
899,attachment,pgrip_ass_p03,127,iw9,LAUNCH,0
903,attachment,stock_sn_heavy_p22,128,iw9,,0
904,attachment,rec_gromeo,129,iw9,,0
907,attachment,silencer07_ar,130,iw9,,0
911,attachment,barsil_sm_long_p10,131,iw9,,0
913,attachment,mod_infil_alpha50,132,iw9,,0
915,attachment,ironsdefault_scromeo,133,iw9,,0
921,attachment,bipod_ahotel,134,iw9,,0
923,attachment,flash_sh_01,135,iw9,LAUNCH,0
924,attachment,dynamic_null_dblmg,136,iw9,,0
926,attachment,ammo_9s,137,iw9,LAUNCH,0
928,attachment,rec_mromeo,138,iw9,,0
929,attachment,bar_lm_long_p01,139,iw9,,0
932,attachment,mag_ar_large_p08,140,iw9,,0
938,attachment,stock_ar_tactical_p02,141,iw9,,0
946,attachment,bar_sm_p24,144,iw9,,0
947,attachment,mag_ar_p06,145,iw9,,0
948,attachment,bar_dm_p19,146,iw9,,0
949,attachment,bar_sm_p02,147,iw9,,0
951,attachment,bar_lm_short_p01,148,iw9,,0
957,attachment,ironsdefault_decho,149,iw9,,0
958,attachment,pgrip_ass_p24,150,iw9,LAUNCH,0
959,attachment,pgrip_ar_ass_p02,151,iw9,LAUNCH,0
972,attachment,grip_angled09,154,iw9,LAUNCH,0
973,attachment,dmscope02,155,iw9,,0
975,attachment,ammo_50b_intercept,156,iw9,LAUNCH,0
978,attachment,ammo_12g_he,157,iw9,LAUNCH,0
981,attachment,firerate_adverse_p15,158,iw9,,0
984,attachment,guard_light_p12,159,iw9,,0
990,attachment,bar_pi_p27,160,iw9,,0
994,attachment,ammo_50b_db,162,iw9,LAUNCH,0
997,attachment,laserpstl_ads02,163,iw9,,0
1001,attachment,mag_sm_large_p03,164,iw9,,0
1004,attachment,ammo_762n_db,165,iw9,LAUNCH,0
1007,attachment,stock_ar_heavy_p06,166,iw9,,0
1009,attachment,mag_sm_p08,167,iw9,,0
1012,attachment,snscope01,168,iw9,,0
1013,attachment,stock_dm_p38,169,iw9,,0
1017,attachment,mag_ar_small_p02,170,iw9,,0
1019,attachment,arscope_vz01,171,iw9,,0
1020,attachment,mag_ar_hvylarge_p08,172,iw9,,0
1021,attachment,gripside_med_p17,173,iw9,LAUNCH,0
1022,attachment,ammo_65cm,174,iw9,LAUNCH,0
1023,attachment,iw9_ironsdefault_augolf,175,iw9,,0
1024,attachment,iw9_akimbo_decho,176,iw9,,0
1042,attachment,bartube_sh_short_p12,178,iw9,,0
1044,attachment,reflex07,179,iw9,,0
1052,attachment,ammo_5x28_hp,180,iw9,LAUNCH,0
1057,attachment,snscope_drop01,181,iw9,,0
1058,attachment,bar_sn_p23,182,iw9,,0
1060,attachment,laserbox_ads05,183,iw9,,0
1061,attachment,bar_sn_p22,184,iw9,,0
1062,attachment,pgrip_ass_p02,185,iw9,LAUNCH,0
1063,attachment,silencer05_ar,186,iw9,,0
1064,attachment,mag_ar_large_p03,187,iw9,,0
1069,attachment,ammo_45acp_fr,188,iw9,LAUNCH,0
1071,attachment,stockp_sm_heavy_p24,189,iw9,,0
1073,attachment,ironsdefault_romeo18_pdw,190,iw9,,0
1076,attachment,comp_sm_01,191,iw9,,0
1081,attachment,mag_ar_heavy_p08,193,iw9,,0
1083,attachment,ammo_500sw,195,iw9,LAUNCH,0
1090,attachment,rec_kilo53,196,iw9,,0
1097,attachment,mag_sn_p18,197,iw9,,0
1098,attachment,pgrip_dm_aim_p02,198,iw9,LAUNCH,0
1103,attachment,comp_sh_01,200,iw9,LAUNCH,0
1105,attachment,ammo_blk_fr,201,iw9,LAUNCH,0
1106,attachment,comp_sh_02,202,iw9,,0
1108,attachment,ub_sh01,203,iw9,,0
1115,attachment,stock_sm_light_p10,205,iw9,,0
1118,attachment,guard_tactical_p14,206,iw9,,0
1120,attachment,wire_lgt_p38,207,iw9,,0
1122,attachment,silencer02_ar,208,iw9,,0
1123,attachment,comb_ammo_p12,209,iw9,LAUNCH,0
1126,attachment,ammo_762n_op,210,iw9,LAUNCH,0
1127,attachment,laserhip_dim_p26,211,iw9,,0
1128,attachment,bartube_sh_heavy_p13,212,iw9,,0
1130,attachment,stockr_dm_p19,213,iw9,,0
1132,attachment,bar_lm_short_p15,214,iw9,,0
1136,attachment,stock_lm_heavy_p17,217,iw9,,0
1138,attachment,grip_vert05,218,iw9,LAUNCH,0
1144,attachment,comb_ergo_p07,220,iw9,,0
1145,attachment,mag_sm_p04,221,iw9,,0
1146,attachment,ironsdefault_mike1014,222,iw9,,0
1148,attachment,trigger_light_p25,224,iw9,,0
1150,attachment,thermal02,225,iw9,,0
1152,attachment,selectsemi_akilo,226,iw9,,0
1154,attachment,ammo_4x30_op,227,iw9,LAUNCH,0
1155,attachment,ironsdefault_fecho,228,iw9,,0
1158,attachment,shscope01,229,iw9,,0
1161,attachment,mag_pi_large_p24,230,iw9,,0
1162,attachment,fourx05,231,iw9,,0
1166,attachment,ammo_65c_op,233,iw9,LAUNCH,0
1172,attachment,comp_br_02,234,iw9,,0
1174,attachment,pgrip_dm_tac_p02,235,iw9,LAUNCH,0
1177,attachment,flash_ar_02,237,iw9,,0
1178,attachment,mag_sn_small_p21,238,iw9,,0
1186,attachment,rec_juliet,239,iw9,,0
1199,attachment,mag_ar_lgtsmall_p04,241,iw9,,0
1200,attachment,iw9_selectsemi,242,iw9,,0
1202,attachment,comp_sm_02,243,iw9,,0
1203,attachment,holo02,244,iw9,,0
1204,attachment,comp_dm_01,245,iw9,,0
1205,attachment,dmscope_vz01,246,iw9,,0
1211,attachment,bar_lm_p04,247,iw9,,0
1213,attachment,bar_sm_lgtshort_p04,248,iw9,,0
1217,attachment,belt_lm_p15,249,iw9,,0
1218,attachment,guard_p14,250,iw9,,0
1219,attachment,ub_gl01,251,iw9,,0
1221,attachment,pgrip_aim_p01,252,iw9,LAUNCH,0
1226,attachment,grip_vertshort06,253,iw9,LAUNCH,0
1227,attachment,flash_sn_02,254,iw9,,0
1229,attachment,iw9_ironsdefault_mcharlie,255,iw9,,0
1231,attachment,barsil_dm_p20,256,iw9,,0
1238,attachment,laserbox_hip03,258,iw9,,0
1243,attachment,bar_sn_heavy_p22,259,iw9,,0
1245,attachment,bar_sh_heavy_p12,261,iw9,,0
1246,attachment,ammo_4x30_fr,262,iw9,LAUNCH,0
1261,attachment,mag_br_large_p02,263,iw9,,0
1265,attachment,arscope_vz02,264,iw9,,0
1266,attachment,lasercyl_hip02,265,iw9,,0
1268,attachment,gripside_large_p17,266,iw9,LAUNCH,0
1270,attachment,ammo_500sw_fr,267,iw9,LAUNCH,0
1275,attachment,bar_pi_xshort_p26,268,iw9,,0
1285,attachment,stock_sn_assault_p23,270,iw9,,0
1288,attachment,barsil_lm_p03,271,iw9,,0
1292,attachment,mag_sn_p02,272,iw9,,0
1297,attachment,fourx03,273,iw9,,0
1299,attachment,stock_lm_lgttactical_p15,274,iw9,,0
1301,attachment,bar_sm_hvylong_p07,275,iw9,,0
1302,attachment,grip_angled03,276,iw9,LAUNCH,0
1304,attachment,ironsdefault_kilo53,277,iw9,,0
1305,attachment,breacher_sh_01,278,iw9,,0
1306,attachment,bar_ar_lgtshort_p01,279,iw9,,0
1308,attachment,comb_p06,280,iw9,,0
1309,attachment,flash_ar_04,281,iw9,,0
1310,attachment,fourx06,282,iw9,,0
1313,attachment,comp_ar_05,283,iw9,,0
1314,attachment,stockno_pi_p25,284,iw9,,0
1315,attachment,bar_lm_heavy_p03,285,iw9,,0
1321,attachment,bar_lm_hvy_p16,287,iw9,,0
1324,attachment,stock_sn_light_p05,288,iw9,,0
1325,attachment,dynamic_null_gromeo,289,iw9,,0
1329,attachment,hybridrange01,290,iw9,,0
1338,attachment,rec_rpapa7,293,iw9,,0
1342,attachment,pgrip_ass_p16,296,iw9,LAUNCH,0
1346,attachment,flash_sm_01,298,iw9,LAUNCH,0
1348,attachment,hybrid05,299,iw9,,0
1357,attachment,stock_lm_light_p16,301,iw9,,0
1361,attachment,comb_tactical_p19,303,iw9,,0
1362,attachment,pgrip_tac_p24,304,iw9,LAUNCH,0
1363,attachment,laserir_box,305,iw9,,0
1364,attachment,ammo_9s_op,306,iw9,LAUNCH,0
1369,attachment,silencer04_sh,307,iw9,,0
1374,attachment,comb_hvy_p20,309,iw9,,0
1376,attachment,comp_br_03,310,iw9,,0
1377,attachment,bar_ar_light_p02,311,iw9,,0
1378,attachment,silencer02_sn,312,iw9,,0
1382,attachment,drum_lm_large_p04,313,iw9,,0
1383,attachment,iw9_lnchrscope_mike32,314,iw9,,0
1385,attachment,mag_ar_p04,315,iw9,,0
1389,attachment,bolt_lgt_p21,317,iw9,,0
1390,attachment,lever_light_p19,318,iw9,,0
1392,attachment,trigger_light_p24,319,iw9,,0
1394,attachment,stock_sh_heavy_p13,320,iw9,,0
1401,attachment,iw9_ironsdefault_charlie725,321,iw9,,0
1404,attachment,comb_ammo_p19,322,iw9,LAUNCH,0
1409,attachment,bartube_sh_hvylong_p13,324,iw9,,0
1411,attachment,trigger_p24,325,iw9,,0
1415,attachment,ammo_762n_tr,326,iw9,LAUNCH,0
1416,attachment,pgrip_aim_p18,327,iw9,LAUNCH,0
1417,attachment,wounded_sniper,328,iw9,,0
1418,attachment,silencer03_ar,329,iw9,,0
1423,attachment,stock_ar_assault_p02,330,iw9,,0
1425,attachment,snscope_vz01,331,iw9,,0
1428,attachment,comp_sm_04,332,iw9,,0
1430,attachment,pgrip_br_snp_p02,334,iw9,LAUNCH,0
1431,attachment,silencer03_sn,335,iw9,,0
1435,attachment,stock_sm_assault_p07,336,iw9,,0
1436,attachment,guard_heavy_p14,337,iw9,,0
1438,attachment,bar_sn_long_p05,338,iw9,,0
1440,attachment,mag_pi_large_p25,339,iw9,,0
1448,attachment,bar_ar_short2_p06,341,iw9,,0
1449,attachment,rec_kgolf,342,iw9,,0
1453,attachment,bartube_sh_p13,343,iw9,,0
1455,attachment,grip_vertshort04,344,iw9,LAUNCH,0
1457,attachment,comp_br_04,345,iw9,,0
1458,attachment,rec_pgolf1,346,iw9,,0
1461,attachment,bipod_rkilo,347,iw9,,0
1462,attachment,rec_sa700,348,iw9,,0
1464,attachment,pgrip_br_p02,349,iw9,LAUNCH,0
1466,attachment,breacher_pi_01,350,iw9,,0
1469,attachment,ammo_762s_fr,351,iw9,LAUNCH,0
1473,attachment,ammo_338nm_op,353,iw9,LAUNCH,0
1479,attachment,bar_dm_tac_p38,355,iw9,,0
1480,attachment,mag_ar_lgtxlarge_p04,356,iw9,,0
1482,attachment,stock_sn_p05,357,iw9,,0
1484,attachment,iw9_lnchrscope_kgolf,358,iw9,,0
1485,attachment,bar_sm_lgtshort_p08,359,iw9,,0
1486,attachment,pgrip_p04,360,iw9,LAUNCH,0
1490,attachment,ironsdefault_golf17_stockp,361,iw9,,0
1494,attachment,bartube_sh_p12,362,iw9,,0
1501,attachment,ammo_4x30_tr,364,iw9,LAUNCH,0
1507,attachment,silencer07_br,367,iw9,,0
1510,attachment,comp_sm_05,368,iw9,,0
1513,attachment,rec_mike24,369,iw9,,0
1516,attachment,ammo_9s_fr,371,iw9,LAUNCH,0
1518,attachment,silencer06_sm,372,iw9,,0
1519,attachment,bar_sm_lngheavy_p24,373,iw9,,0
1522,attachment,rec_akilo74,375,iw9,,0
1523,attachment,pgrip_dm_snp_p02,376,iw9,LAUNCH,0
1524,attachment,comb_heavy_p06,377,iw9,,0
1525,attachment,mag_ar_p01,378,iw9,,0
1530,attachment,mag_sn_xlarge_p05,379,iw9,,0
1532,attachment,rec_mike16,380,iw9,,0
1533,attachment,ammo_9m_op,381,iw9,LAUNCH,0
1534,attachment,stock_sm_tactical_p04,382,iw9,,0
1535,attachment,bar_ar_long_p08,383,iw9,,0
1541,attachment,pgrip_tac_p03,384,iw9,LAUNCH,0
1542,attachment,bar_sm_xlong_p09,385,iw9,,0
1544,attachment,ammo_45gvt_hp,386,iw9,LAUNCH,0
1546,attachment,silencer04_ar,387,iw9,,0
1550,attachment,comp_charlie725_03,388,iw9,,0
1553,attachment,ammo_45acp_ap,389,iw9,LAUNCH,0
1556,attachment,laserir_cyl,391,iw9,,0
1558,attachment,mag_ar_p02,392,iw9,,0
1559,attachment,lasercyl_hip04,393,iw9,,0
1569,attachment,bar_sm_p15,394,iw9,,0
1570,attachment,mag_br_p02,395,iw9,,0
1572,attachment,ironsdefault_pgolf1,396,iw9,,0
1575,attachment,arscope_nvgvz01,398,iw9,,0
1576,attachment,vzscope_dm_01_2x,399,iw9,,0
1583,attachment,bar_ar_light_p08,401,iw9,,0
1590,attachment,guard_light_p14,402,iw9,,0
1593,attachment,flashlight_cyl01,403,iw9,,0
1600,attachment,pgrip_lm_p02,405,iw9,LAUNCH,0
1609,attachment,ammo_45acp_hp,406,iw9,LAUNCH,0
1611,attachment,mag_ar_large_p05,407,iw9,,0
1612,attachment,reflex06,408,iw9,,0
1613,attachment,silencer04_sn,409,iw9,,0
1614,attachment,comp_sn_02,410,iw9,,0
1616,attachment,pgrip_ass_p21,411,iw9,LAUNCH,0
1617,attachment,ammo_545s_fr,412,iw9,BETA,0
1620,attachment,guard_p12,413,iw9,,0
1622,attachment,pgrip_snp_p01,414,iw9,LAUNCH,0
1623,attachment,pgrip_tac_p01,415,iw9,LAUNCH,0
1627,attachment,bar_pi_light_p24,416,iw9,,0
1628,attachment,pgrip_tac_p05,417,iw9,LAUNCH,0
1629,attachment,stock_lm_light_p15,418,iw9,,0
1633,attachment,barsil_sm_p08,419,iw9,,0
1635,attachment,flashlight_box01,420,iw9,,0
1636,attachment,drum_br_p18,421,iw9,,0
1638,attachment,br_rangeext_snpr,422,iw9,,0
1641,attachment,rail_ar_large_p06,423,iw9,,0
1643,attachment,stock_sh_tactical_p12,424,iw9,,0
1644,attachment,flashlight_pstl02,425,iw9,,0
1645,attachment,fourx_aug,426,iw9,,0
1647,attachment,bar_lm_short_p17,427,iw9,,0
1655,attachment,comp_sm_07,428,iw9,,0
1660,attachment,rec_alpha57,429,iw9,,0
1661,attachment,pgrip_p27,430,iw9,LAUNCH,0
1662,attachment,choke_sh03,431,iw9,,0
1663,attachment,ironsdefault_swhiskey,432,iw9,,0
1664,attachment,hybridtherm02,433,iw9,,0
1665,attachment,comp_ar_02,434,iw9,,0
1671,attachment,laserbox_hip01,435,iw9,,0
1672,attachment,stock_sn_light_p21,436,iw9,,0
1675,attachment,stockp_pi_p24,437,iw9,,0
1679,attachment,ammo_9p_fr,439,iw9,LAUNCH,0
1682,attachment,ammo_762n_hv,440,iw9,LAUNCH,0
1684,attachment,pgrip_sm_ass_p02,441,iw9,LAUNCH,0
1686,attachment,reflex04,442,iw9,,0
1687,attachment,ironsdefault,443,iw9,,0
1688,attachment,iw9_rec_falpha,444,iw9,,0
1689,attachment,ironsdefault_golf17,445,iw9,,0
1691,attachment,bar_dm_p20,446,iw9,,0
1693,attachment,bar_sm_short_p10,447,iw9,,0
1695,attachment,stockr_sn_heavy_p20,448,iw9,,0
1701,attachment,bar_sn_p20,449,iw9,,0
1702,attachment,ammo_556n_ap,450,iw9,LAUNCH,0
1703,attachment,pgrip_p01,451,iw9,LAUNCH,0
1705,attachment,rec_papa220,452,iw9,,0
1706,attachment,speedloader_lgt_p26,453,iw9,,0
1712,attachment,stock_dm_heavy_p18,454,iw9,,0
1718,attachment,rec_foxtrot,455,iw9,,0
1720,attachment,ammo_50b_fr,457,iw9,LAUNCH,0
1722,attachment,bar_sn_hvyshort_p23,458,iw9,,0
1723,attachment,pgrip_aim_p17,459,iw9,LAUNCH,0
1724,attachment,mag_pi_xlarge_p24,460,iw9,,0
1725,attachment,mag_sm_xlarge_p09,461,iw9,,0
1726,attachment,barsil_sm_long_p07,462,iw9,,0
1727,attachment,comp_br_06,463,iw9,,0
1728,attachment,bipodgrip_small,464,iw9,LAUNCH,0
1729,attachment,pgrip_ar_p02,465,iw9,LAUNCH,0
1734,attachment,bar_sm_hvyshort_p09,466,iw9,,0
1735,attachment,grip_angled08,467,iw9,LAUNCH,0
1737,attachment,rec_schotel,468,iw9,,0
1742,attachment,pgrip_tac_p27,469,iw9,LAUNCH,0
1744,attachment,stock_sm_p08,471,iw9,,0
1748,attachment,pgrip_aim_p24,472,iw9,LAUNCH,0
1750,attachment,choke_sh01,473,iw9,,0
1752,attachment,comp_sn_03,474,iw9,,0
1753,attachment,rec_mike32,475,iw9,,0
1755,attachment,stock_sm_tactical_p07,477,iw9,,0
1756,attachment,pgrip_ass_p09,478,iw9,LAUNCH,0
1758,attachment,flash_ar_03,479,iw9,,0
1763,attachment,mag_ar_lgtlarge_p04,480,iw9,,0
1764,attachment,mag_sh_large_p13,481,iw9,,0
1765,attachment,hybridscope_sn01_le,482,iw9,,0
1774,attachment,rec_alpha50,483,iw9,,0
1775,attachment,mag_pi_p25,484,iw9,,0
1783,attachment,ironsdefault_mike24,485,iw9,,0
1784,attachment,ironsdefault_mike16,486,iw9,,0
1788,attachment,laserhip_bright_p26,488,iw9,,0
1789,attachment,guard_heavy_p12,489,iw9,,0
1791,attachment,stock_sn_heavy_p20,490,iw9,,0
1793,attachment,drum_br_p02,491,iw9,,0
1795,attachment,mag_sh_small_p13,492,iw9,,0
1796,attachment,pgrip_ass_p17,493,iw9,LAUNCH,0
1800,attachment,stock_dm_p20,495,iw9,,0
1801,attachment,ammo_9m_ap,496,iw9,LAUNCH,0
1802,attachment,bar_lm_hvylong_p17,497,iw9,,0
1807,attachment,ammo_338nm_ap,498,iw9,LAUNCH,0
1811,attachment,dmscope01,499,iw9,,0
1812,attachment,snscope_therm01,500,iw9,,0
1813,attachment,ammo_300wm_hp,501,iw9,LAUNCH,0
1817,attachment,guard_tactical_p13,503,iw9,,0
1818,attachment,iw9_ironsdefault_victor,504,iw9,,0
1820,attachment,bar_sm_p10,505,iw9,,0
1821,attachment,stock_sn_heavy_p21,506,iw9,,0
1822,attachment,hybridscope_ar01,507,iw9,,0
1825,attachment,belt_lm_large_p01,508,iw9,,0
1831,attachment,ammo_45gvt_hv,509,iw9,LAUNCH,0
1832,attachment,bar_sm_light_p04,510,iw9,,0
1833,attachment,trigger_heavy_p24,511,iw9,,0
1836,attachment,ammo_762s_tr,512,iw9,LAUNCH,0
1838,attachment,comb_tactical_p03,513,iw9,,0
1841,attachment,mag_sm_small_p02,514,iw9,,0
1846,attachment,ammo_9s_ap,515,iw9,LAUNCH,0
1847,attachment,gripside_small_p16,516,iw9,LAUNCH,0
1854,attachment,pgrip_aim_p21,517,iw9,LAUNCH,0
1856,attachment,stock_ar_assault_p01,518,iw9,,0
1857,attachment,rec_akilo,519,iw9,,0
1860,attachment,mag_ar_large_p06,520,iw9,,0
1861,attachment,pgrip_lm_ass_p02,521,iw9,LAUNCH,0
1862,attachment,pgrip_lm_aim_p02,522,iw9,LAUNCH,0
1863,attachment,stockr_dm_tactical_p20,523,iw9,,0
1866,attachment,fourxtherm02,524,iw9,,0
1868,attachment,stock_ar_tactical_p01,525,iw9,,0
1869,attachment,bolt_p20,526,iw9,,0
1872,attachment,bar_ar_short_p01,528,iw9,,0
1873,attachment,bar_lm_light_p04,529,iw9,,0
1882,attachment,hybridtherm01,531,iw9,,0
1883,attachment,pgrip_aim_p10,532,iw9,LAUNCH,0
1884,attachment,ammo_50p_ap,533,iw9,LAUNCH,0
1886,attachment,stock_sm_heavy_p10,534,iw9,,0
1894,attachment,barbrake_pi_p25,535,iw9,,0
1896,attachment,lasercyl_ads05,536,iw9,,0
1903,attachment,mag_sm_p07,538,iw9,,0
1904,attachment,ammo_338nm_fr,539,iw9,LAUNCH,0
1905,attachment,tacknife,540,iw9,,0
1906,attachment,bipod_slima,541,iw9,,0
1908,attachment,guard_vert_p13,542,iw9,,0
1910,attachment,rec_mpapax,543,iw9,,0
1912,attachment,flash_pi_02,544,iw9,,0
1914,attachment,bar_sm_long_p08,545,iw9,,0
1915,attachment,iw9_minireddot02,546,iw9,,0
1916,attachment,pgrip_sm_aim_p02,547,iw9,LAUNCH,0
1918,attachment,silencer04_pi,548,iw9,,0
1919,attachment,pgrip_ass_p25,549,iw9,LAUNCH,0
1923,attachment,tube_8_12g_mbravo,550,iw9,,0
1925,attachment,pgrip_tac_p15,551,iw9,LAUNCH,0
1926,attachment,stock_sm_p09,552,iw9,,0
1928,attachment,pgrip_tac_p12,553,iw9,LAUNCH,0
1929,attachment,mag_sm_p02,554,iw9,,0
1930,attachment,bar_dm_light_p19,555,iw9,,0
1931,attachment,stock_ar_light_p08,556,iw9,,0
1932,attachment,stock_ar_tactical_p08,557,iw9,,0
1934,attachment,ammo_50b,558,iw9,LAUNCH,0
1935,attachment,ironsdefault_xmike2010,559,iw9,,0
1936,attachment,rec_auto_golf17,560,iw9,,0
1938,attachment,comp_ar_07,561,iw9,,0
1939,attachment,mag_sn_large_p05,562,iw9,,0
1944,attachment,bar_dm_p38,564,iw9,,0
1945,attachment,fourxtherm02_highzoom,565,iw9,,0
1946,attachment,bar_ar_short_p08,566,iw9,,0
1947,attachment,fourxtherm04,567,iw9,,0
1949,attachment,bar_sn_short_p21,568,iw9,,0
1950,attachment,trigger_heavy_p27,569,iw9,,0
1952,attachment,silencer03_pi,570,iw9,,0
1954,attachment,gripside_med_p16,571,iw9,LAUNCH,0
1956,attachment,mag_br_p01,572,iw9,,0
1957,attachment,mag_ar_large_p04,573,iw9,,0
1958,attachment,pgrip_ass_p27,574,iw9,LAUNCH,0
1959,attachment,dynamic_null_juliette,575,iw9,,0
1960,attachment,pgrip_dm_p18,576,iw9,LAUNCH,0
1961,attachment,onehand_mike1911,577,iw9,,0
1967,attachment,bar_sh_p14,578,iw9,,0
1969,attachment,ironsdefault_mviktor,579,iw9,,0
1970,attachment,mag_sm_large_p04,580,iw9,,0
1982,attachment,silencer03_sm,583,iw9,,0
