string,string,localized_a,localized_a,string,localized_a,string,string,string,string,string,string,localized_a,string,localized_a,string,string,localized_a,string,localized_a,string,int
11,REV_OB_RELIC_HUNT_FIND_ENTITY,a&JUP_OB_OBJECTIVES/RELIC_HUNT_ACTIVITY_ASSIGNED_TITLE,a&JUP_OB_OBJECTIVES/RELIC_HUNT_ACTIVITY_FIND_ENTITY_PHASE,,a&,ui_map_icon_obj_scavenger,,0,,,,a&,,a&,,,a&,REV_OB_RELIC_HUNT,a&,,0
12,REV_OB_RELIC_HUNT_RELIC_PHASE,a&JUP_OB_OBJECTIVES/RELIC_HUNT_ACTIVITY_ASSIGNED_TITLE,a&JUP_OB_OBJECTIVES/RELIC_HUNT_ACTIVITY_RELIC_PHASE,8,a&JUP_OB_OBJECTIVES/RELIC_HUNT_ACTIVITY_RELIC_PHASE,ui_map_icon_obj_scavenger,,0,i,1,,a&,,a&,,,a&,REV_OB_RELIC_HUNT,a&,,0
13,REV_OB_RELIC_HUNT_DESTROY_ENTITY_PHASE,a&JUP_OB_OBJECTIVES/RELIC_HUNT_ACTIVITY_ASSIGNED_TITLE,a&JUP_OB_OBJECTIVES/RELIC_HUNT_ACTIVITY_DESTROY_ENTITY_PHASE,,a&,ui_map_icon_obj_scavenger,,0,,,,a&,,a&,,,a&,REV_OB_RELIC_HUNT,a&,,0
14,REV_OB_DEFEND_MERCS,a&JUP_OB_OBJECTIVES/DEFEND_ACTIVITY_BEGIN_TITLE,a&JUP_OB_OBJECTIVES/DEFEND_ACTIVITY_HEALTH,,a&JUP_OB_OBJECTIVES/DEFEND_ACTIVITY_HEALTH,jup_ui_contract_act_merc_defend,,1,i,1,,a&,,a&,,,a&,REV_OB_DEFEND_MERCS,a&,,0
15,REV_OB_WEAPON_STASH,a&JUP_OB_OBJECTIVES/WEAPON_STASH_TITLE,a&JUP_OB_OBJECTIVES/WEAPON_STASH_LOCATE_PHASE,,a&,jup_tac_contract_act_raid_weapon_stash,,0,,,,a&,,a&,,,a&,REV_OB_WEAPON_STASH,a&,,0
16,REV_OB_WEAPON_STASH_DEFEND_PHASE,a&JUP_OB_OBJECTIVES/WEAPON_STASH_TITLE,a&JUP_OB_OBJECTIVES/WEAPON_STASH_DEFEND_PHASE,,a&,jup_tac_contract_act_raid_weapon_stash,,0,i,1,,a&,,a&,,,a&,REV_OB_WEAPON_STASH,a&,,0
17,REV_OB_SABOTAGE_FOUR_EXTRACTORS,a&JUP_OB_OBJECTIVES/SABOTAGE_ACTIVITY_BEGIN_TITLE,a&JUP_OB_OBJECTIVES/SABOTAGE_PLAYER_JOIN_TITLE,4,a&JUP_OB_OBJECTIVES/SABOTAGE_OBJECTIVE_COUNTER,jup_tac_contract_act_aether_extractor,,1,i,1,,a&,,a&,,,a&,REV_OB_SABOTAGE,a&,,0
18,REV_OB_SABOTAGE_FIVE_EXTRACTORS,a&JUP_OB_OBJECTIVES/SABOTAGE_ACTIVITY_BEGIN_TITLE,a&JUP_OB_OBJECTIVES/SABOTAGE_PLAYER_JOIN_TITLE,5,a&JUP_OB_OBJECTIVES/SABOTAGE_OBJECTIVE_COUNTER,jup_tac_contract_act_aether_extractor,,1,i,1,,a&,,a&,,,a&,REV_OB_SABOTAGE,a&,,0
19,QUEST_ACT1_RADIO_TOWER,a&JUP_OB_OBJECTIVES/QUEST_0_ACT1_RADIO_TOWER_TITLE,a&JUP_OB_OBJECTIVES/QUEST_0_ACT1_RADIO_TOWER,,a&,,,,,,,a&,,a&,,,a&,QUEST_ACT1_RADIO_TOWER,a&,1,0
20,QUEST_0_ACT1_ENTER_STRONGHOLD,a&JUP_OB_OBJECTIVES/QUEST_0_ACT1_ENTER_STRONGHOLD_TITLE,a&JUP_OB_OBJECTIVES/QUEST_0_ACT1_ENTER_STRONGHOLD,,a&,jup_tac_contract_act_story_mission,,,,,,a&,,a&,,,a&,QUEST_0_ACT1_ENTER_STRONGHOLD,a&,1,0
21,QUEST_0_ACT1_LOCATE_AVA,a&JUP_OB_OBJECTIVES/QUEST_0_ACT1_LOCATE_AVA_TITLE,a&JUP_OB_OBJECTIVES/QUEST_0_ACT1_LOCATE_AVA,,a&,jup_tac_contract_act_story_mission,,,,,,a&,,a&,,,a&,QUEST_0_ACT1_LOCATE_AVA,a&,1,0
22,QUEST_0_ACT1_ZOMBIE_DEFEND,a&JUP_OB_OBJECTIVES/QUEST_0_ACT1_ZOMBIE_DEFEND_TITLE,a&JUP_OB_OBJECTIVES/QUEST_0_ACT1_ZOMBIE_DEFEND_PROGRESS,,a&,jup_tac_contract_act_story_mission,,,i,1,,a&,,a&,,,a&,QUEST_0_ACT1_ZOMBIE_DEFEND,a&,1,0
23,QUEST_0_ACT1_DEFEND_MERCS,a&JUP_OB_OBJECTIVES/QUEST_0_ACT1_DEFEND_MERCS_TITLE,a&JUP_OB_OBJECTIVES/QUEST_0_ACT1_DEFEND_MERCS,,a&,jup_tac_contract_act_story_mission,,,,,,a&,,a&,,,a&,QUEST_0_ACT1_DEFEND_MERCS,a&,1,0
24,QUEST_0_ACT1_EXFIL,a&JUP_OB_OBJECTIVES/QUEST_0_ACT1_EXFIL_TITLE,a&JUP_OB_OBJECTIVES/QUEST_0_ACT1_EXFIL,,a&,jup_tac_contract_act_story_mission,,,,,,a&,,a&,,,a&,QUEST_0_ACT1_EXFIL,a&,1,0
25,QUEST_0_ACT1_KEYCARD,a&JUP_OB_OBJECTIVES/QUEST_0_ACT1_KEYCARD_TITLE,a&JUP_OB_OBJECTIVES/QUEST_0_ACT1_KEYCARD,,a&,jup_tac_contract_act_story_mission,D,,,,,a&,,a&,,,a&,QUEST_0_ACT1_KEYCARD,a&,1,0
26,REV_OB_DEFEND_MERCS_REFRACTORS,a&JUP_OB_OBJECTIVES/DEFEND_ACTIVITY_BEGIN_TITLE,a&JUP_OB_OBJECTIVES/DEFEND_ACTIVITY_REFRACTOR_DESCRIPTION,3,a&JUP_OB_OBJECTIVES/DEFEND_ACTIVITY_REFRACTOR_DESCRIPTION,jup_ui_contract_act_merc_defend,,,i,1,,a&,,a&,,,a&,REV_OB_DEFEND_MERCS,a&,,0
27,REV_OB_DEFEND_MERCS_START_UPLOAD,a&JUP_OB_OBJECTIVES/DEFEND_ACTIVITY_BEGIN_TITLE,a&JUP_OB_OBJECTIVES/DEFEND_ACTIVITY_START_UPLOAD,,a&JUP_OB_OBJECTIVES/DEFEND_ACTIVITY_START_UPLOAD,jup_ui_contract_act_merc_defend,,,i,1,,a&,,a&,,,a&,REV_OB_DEFEND_MERCS,a&,,0
28,REV_OB_SABOTAGE,a&JUP_OB_OBJECTIVES/SABOTAGE_ACTIVITY_BEGIN_TITLE,a&JUP_OB_OBJECTIVES/SABOTAGE_ACTIVITY_GO_TO_AREA,,a&,jup_tac_contract_act_aether_extractor,,0,,,,a&,,a&,,,a&,REV_OB_SABOTAGE,a&,,0
29,QUEST_0_ACT3_REACH_FACILITY,a&JUP_OB_OBJECTIVES/QUEST_0_ACT3_REACH_FACILITY_TITLE,a&JUP_OB_OBJECTIVES/QUEST_0_ACT3_REACH_FACILITY,,a&,jup_tac_contract_act_story_mission,,,,,,a&,,a&,,,a&,QUEST_0_ACT3_REACH_FACILITY,a&,1,0
30,QUEST_0_ACT3_ACTIVATE_NEUTRALIZER,a&JUP_OB_OBJECTIVES/QUEST_0_ACT3_ACTIVATE_NEUTRALIZER_TITLE,a&JUP_OB_OBJECTIVES/QUEST_0_ACT3_ACTIVATE_NEUTRALIZER,,a&,jup_tac_contract_act_story_mission,,,,,,a&,,a&,,,a&,QUEST_0_ACT3_ACTIVATE_NEUTRALIZER,a&,1,0
31,QUEST_0_ACT3_CLEAR_LZ,a&JUP_OB_OBJECTIVES/QUEST_0_ACT3_CLEAR_LZ_TITLE,a&JUP_OB_OBJECTIVES/QUEST_0_ACT3_CLEAR_LZ,,a&,jup_tac_contract_act_story_mission,,,,,,a&,,a&,,,a&,QUEST_0_ACT3_CLEAR_LZ,a&,1,0
32,QUEST_0_ACT3_DEFEAT_WORM,a&JUP_OB_OBJECTIVES/QUEST_0_ACT3_DEFEAT_WORM_TITLE,a&JUP_OB_OBJECTIVES/QUEST_0_ACT3_DEFEAT_WORM,,a&,jup_tac_contract_act_story_mission,,,,,,a&,,a&,,,a&,QUEST_0_ACT3_DEFEAT_WORM,a&,1,0
33,QUEST_0_ACT3_LOCATE_DEVICE,a&JUP_OB_OBJECTIVES/QUEST_0_ACT3_LOCATE_DEVICE_TITLE,a&JUP_OB_OBJECTIVES/QUEST_0_ACT3_LOCATE_DEVICE,,a&,jup_tac_contract_act_story_mission,,,,,,a&,,a&,,,a&,QUEST_0_ACT3_LOCATE_DEVICE,a&,1,0
34,QUEST_0_ACT3_LOCATE_ENTRANCE,a&JUP_OB_OBJECTIVES/QUEST_0_ACT3_LOCATE_ENTRANCE_TITLE,a&JUP_OB_OBJECTIVES/QUEST_0_ACT3_LOCATE_ENTRANCE,,a&,jup_tac_contract_act_story_mission,,,,,,a&,,a&,,,a&,QUEST_0_ACT3_LOCATE_ENTRANCE,a&,1,0
35,QUEST_0_ACT3_PLANT_EXPLOSIVE,a&JUP_OB_OBJECTIVES/QUEST_0_ACT3_PLANT_EXPLOSIVE_TITLE,a&JUP_OB_OBJECTIVES/QUEST_0_ACT3_PLANT_EXPLOSIVE,,a&,jup_tac_contract_act_story_mission,,,,,,a&,,a&,,,a&,QUEST_0_ACT3_PLANT_EXPLOSIVE,a&,1,0
36,QUEST_0_ACT3_PROCEED_LZ,a&JUP_OB_OBJECTIVES/QUEST_0_ACT3_PROCEED_LZ_TITLE,a&JUP_OB_OBJECTIVES/QUEST_0_ACT3_PROCEED_LZ,,a&,jup_tac_contract_act_story_mission,,,,,,a&,,a&,,,a&,QUEST_0_ACT3_PROCEED_LZ,a&,1,0
37,QUEST_0_ACT3_REACH_FACILITY,a&JUP_OB_OBJECTIVES/QUEST_0_ACT3_REACH_FACILITY_TITLE,a&JUP_OB_OBJECTIVES/QUEST_0_ACT3_REACH_FACILITY,,a&,jup_tac_contract_act_story_mission,,,,,,a&,,a&,,,a&,QUEST_0_ACT3_REACH_FACILITY,a&,1,0
38,QUEST_0_ACT2_DESTROY_SAMSITES,a&JUP_OB_OBJECTIVES/QUEST_0_ACT2_DESTROY_SAMSITES_TITLE,a&JUP_OB_OBJECTIVES/QUEST_0_ACT2_DESTROY_SAMSITES_DESC,2,a&JUP_OB_OBJECTIVES/QUEST_0_ACT2_DESTROY_SAMSITES_DESC,jup_tac_contract_act_story_mission,,0,i,1,,a&,,a&,,,a&,QUEST_0_ACT2_DESTROY_SAMSITES,a&,1,0
39,QUEST_0_ACT2_SECURE_AIRDROP,a&JUP_OB_OBJECTIVES/QUEST_0_ACT2_SECURE_AIRDROP_TITLE,a&JUP_OB_OBJECTIVES/QUEST_0_ACT2_SECURE_AIRDROP_DESC,,a&,jup_tac_contract_act_story_mission,,0,,,,a&,,a&,,,a&,QUEST_0_ACT2_SECURE_AIRDROP,a&,1,0
40,QUEST_0_ACT2_SECURE_AIRDROP_CLEAR,a&JUP_OB_OBJECTIVES/QUEST_0_ACT2_SECURE_AIRDROP_CLEAR_TITLE,a&JUP_OB_OBJECTIVES/QUEST_0_ACT2_SECURE_AIRDROP_CLEAR_DESC,,a&,jup_tac_contract_act_story_mission,,0,,,,a&,,a&,,,a&,QUEST_0_ACT2_SECURE_AIRDROP_CLEAR,a&,1,0
41,QUEST_0_ACT2_ESCORT_ACTIVATE,a&JUP_OB_OBJECTIVES/QUEST_0_ACT2_ESCORT_ACTIVATE_TITLE,a&JUP_OB_OBJECTIVES/QUEST_0_ACT2_ESCORT_ACTIVATE_DESC,,a&,jup_tac_contract_act_story_mission,,0,i,1,,a&,,a&,,,a&,QUEST_0_ACT2_ESCORT_ACTIVATE,a&,1,0
42,QUEST_0_ACT2_ESCORT,a&JUP_OB_OBJECTIVES/QUEST_0_ACT2_ESCORT_TITLE,a&JUP_OB_OBJECTIVES/QUEST_0_ACT2_ESCORT_DESC,,a&,jup_tac_contract_act_story_mission,,0,i,1,,a&,,a&,,,a&,QUEST_0_ACT2_ESCORT,a&,1,0
43,QUEST_0_ACT2_ESCORT_COMPLETE_CLEAR,a&JUP_OB_OBJECTIVES/QUEST_0_ACT2_ESCORT_CLEAR_TITLE,a&JUP_OB_OBJECTIVES/QUEST_0_ACT2_ESCORT_CLEAR_DESC,,a&,jup_tac_contract_act_story_mission,,0,i,1,,a&,,a&,,,a&,QUEST_0_ACT2_ESCORT_COMPLETE_CLEAR,a&,1,0
44,QUEST_0_ACT2_DEFEND_START,a&JUP_OB_OBJECTIVES/QUEST_0_ACT2_DEFEND_START_TITLE,a&JUP_OB_OBJECTIVES/QUEST_0_ACT2_DEFEND_START_DESC,,a&,jup_tac_contract_act_story_mission,,0,i,1,,a&,,a&,,,a&,QUEST_0_ACT2_DEFEND_START,a&,1,0
45,QUEST_0_ACT2_DEFEND,a&JUP_OB_OBJECTIVES/QUEST_0_ACT2_DEFEND_TITLE,a&JUP_OB_OBJECTIVES/QUEST_0_ACT2_DEFEND_DESC,,a&,jup_tac_contract_act_story_mission,,0,i,1,,a&,,a&,,,a&,QUEST_0_ACT2_DEFEND,a&,1,0
46,QUEST_0_ACT2_DEFEND_DETONATE,a&JUP_OB_OBJECTIVES/QUEST_0_ACT2_DEFEND_DETONATE_TITLE,a&JUP_OB_OBJECTIVES/QUEST_0_ACT2_DEFEND_DETONATE_DESC,,a&,jup_tac_contract_act_story_mission,,0,i,1,,a&,,a&,,,a&,QUEST_0_ACT2_DEFEND_DETONATE,a&,1,0
47,QUEST_0_ACT3_NEUTRALIZER_DEFEND,a&JUP_OB_OBJECTIVES/QUEST_0_ACT3_NEUTRALIZER_DEFEND_TITLE,a&JUP_OB_OBJECTIVES/QUEST_0_ACT3_NEUTRALIZER_DEFEND,,a&,jup_tac_contract_act_story_mission,,,,,,a&,,a&,,,a&,QUEST_0_ACT3_NEUTRALIZER_DEFEND,a&,1,0
48,MISSION_OBJ_CORRUPT_OBELISKS,a&JUP_OB_S1/MISSION_OBJ_CORRUPT_OBELISKS_TITLE,a&JUP_OB_S1/MISSION_OBJ_CORRUPT_OBELISKS_DESC,4,a&JUP_OB_S1/MISSION_OBJ_CORRUPT_OBELISKS_DESC,jup_tac_contract_act_story_mission,,0,i,1,,a&,,a&,,,a&,MISSION_OBJ_CORRUPT_OBELISKS,a&,1,0
49,MISSION_OBJ_ACTIVE_OBELISK,a&JUP_OB_S1/MISSION_OBJ_CORRUPT_OBELISKS_TITLE,a&JUP_OB_S1/MISSION_OBJ_ACTIVE_OBELISK_DESC,,a&,jup_tac_contract_act_story_mission,,,,,,a&,,a&,,,a&,MISSION_OBJ_ACTIVE_OBELISK,a&,1,0
50,MISSION_OBJ_ESCAPE_RIFT,a&JUP_OB_S1/MISSION_OBJ_ESCAPE_RIFT_TITLE,a&JUP_OB_S1/MISSION_OBJ_ESCAPE_RIFT_DESC,,a&,jup_tac_contract_act_story_mission,,,,,,a&,,a&,,,a&,MISSION_OBJ_ESCAPE_RIFT,a&,1,0
51,MISSION_OBJ_DEATHWORM,a&JUP_OB_S1/MISSION_OBJ_ESCAPE_RIFT_TITLE,a&JUP_OB_S1/MISSION_OBJ_DEATHWORM_DESC,,a&,jup_tac_contract_act_story_mission,,,,,,a&,,a&,,,a&,MISSION_OBJ_DEATHWORM,a&,1,0
52,MISSION_OBJ_LOOT_RIFT,a&JUP_OB_S1/MISSION_OBJ_ESCAPE_RIFT_TITLE,a&JUP_OB_S1/MISSION_OBJ_LOOT_RIFT_DESC,,a&,jup_tac_contract_act_story_mission,,,,,,a&,,a&,,,a&,MISSION_OBJ_LOOT_RIFT,a&,1,0
53,QUEST_INFILTRATE,a&JUP_OB_OBJECTIVES/QUEST_INFILTRATE_TITLE,a&JUP_OB_OBJECTIVES/QUEST_INFILTRATE,,a&,jup_tac_contract_act_story_mission,,,,,,a&,,a&,,,a&,QUEST_INFILTRATE,a&,1,0
54,QUEST_0_RIFT_S2_ENTERSTRONGHOLD,a&JUP_OB_S2/QUEST_0_RIFT_S2_ENTERSTRONGHOLD,a&JUP_OB_S2/QUEST_0_RIFT_S2_ENTERSTRONGHOLD_DESC,,a&,jup_tac_contract_act_story_mission,,,,,,a&,,a&,,,a&,QUEST_0_RIFT_S2_ENTERSTRONGHOLD,a&,,0
55,QUEST_0_RIFT_S2_RESCUEINTRO,a&JUP_OB_S2/QUEST_0_RIFT_S2_RESCUEINTRO,a&JUP_OB_S2/QUEST_0_RIFT_S2_RESCUEINTRO_DESC,,a&,jup_ui_map_icon_obj_toc,,,,,,a&,,a&,,,a&,QUEST_0_RIFT_S2_RESCUEINTRO,a&,,0
56,QUEST_0_RIFT_S2_RESCUEINTRO_PROTECT,a&JUP_OB_S2/QUEST_0_RIFT_S2_RESCUEINTRO_PROTECT,a&JUP_OB_S2/QUEST_0_RIFT_S2_RESCUEINTRO_PROTECT_DESC,,a&,jup_ui_icon_contract_act_outlast,,0,i,1,,a&,,a&,,,a&,QUEST_0_RIFT_S2_RESCUEINTRO_PROTECT,a&,,0
57,QUEST_0_RIFT_S2_ESCORT_INTRO,a&JUP_OB_S2/QUEST_0_RIFT_S2_ESCORT_INTRO,a&JUP_OB_S2/QUEST_0_RIFT_S2_ESCORT_INTRO_DESC,,a&,jup_tac_contract_act_story_mission,,,,1,,a&,,a&,,,a&,QUEST_0_RIFT_S2_ESCORT_INTRO,a&,,0
58,QUEST_0_RIFT_S2_ESCORT_PRE_EMP,a&JUP_OB_S2/QUEST_0_RIFT_S2_ESCORT_PRE_EMP,a&JUP_OB_S2/QUEST_0_RIFT_S2_ESCORT_PRE_EMP_DESC,4,a&JUP_OB_S2/QUEST_0_RIFT_S2_ESCORT_PRE_EMP_DESC,jup_ui_icon_contract_act_zombie_escort,,0,i,1,,a&,,a&,,,a&,QUEST_0_RIFT_S2_ESCORT_PRE_EMP,a&,,0
59,QUEST_0_RIFT_S2_ESCORT_EMP,a&JUP_OB_S2/QUEST_0_RIFT_S2_ESCORT_EMP,a&JUP_OB_S2/QUEST_0_RIFT_S2_ESCORT_EMP_DESC,4,a&JUP_OB_S2/QUEST_0_RIFT_S2_ESCORT_EMP_DESC,jup_ui_map_icon_hideout_recon_center,,0,i,1,,a&,,a&,,,a&,QUEST_0_RIFT_S2_ESCORT_EMP,a&,,0
60,QUEST_0_RIFT_S2_ESCORT_EMP_ENEMY,a&JUP_OB_S2/QUEST_0_RIFT_S2_ESCORT_EMP_ENEMY,a&JUP_OB_S2/QUEST_0_RIFT_S2_ESCORT_EMP_ENEMY_DESC,4,a&JUP_OB_S2/QUEST_0_RIFT_S2_ESCORT_EMP_ENEMY_DESC,jup_ui_map_icon_obj_emp_mimic,,0,i,1,,a&,,a&,,,a&,QUEST_0_RIFT_S2_ESCORT_EMP_ENEMY,a&,,0
61,REV_OB_ASSASSINATION,a&JUP_OB_OBJECTIVES/ASSASSINATION_ACTIVITY_TITLE,a&JUP_OB_OBJECTIVES/ASSASSINATION_ACTIVITY_DESC,,a&,jup_ui_icon_contract_act_big_bounty,,1,p,1,,a&,,a&,,,a&,REV_OB_ASSASSINATION,a&,,0
62,QUEST_0_RIFT_S3_FOLLOW_JANSEN,a&JUP_OB_S3/QUEST_0_RIFT_S3_FOLLOW_JANSEN,a&JUP_OB_S3/QUEST_0_RIFT_S3_FOLLOW_JANSEN_DESC,,a&JUP_OB_S3/QUEST_0_RIFT_S3_FOLLOW_JANSEN_DESC,jup_tac_contract_act_story_mission,,,,,,a&,,a&,,,a&,QUEST_0_RIFT_S3_FOLLOW_JANSEN,a&,1,0
63,QUEST_0_RIFT_S3_SPEAK_RAVENOV,a&JUP_OB_S3/QUEST_0_RIFT_S3_SPEAK_RAVENOV,a&JUP_OB_S3/QUEST_0_RIFT_S3_SPEAK_RAVENOV_DESC,,a&JUP_OB_S3/QUEST_0_RIFT_S3_SPEAK_RAVENOV_DESC,jup_tac_contract_act_story_mission,,,,,,a&,,a&,,,a&,QUEST_0_RIFT_S3_SPEAK_RAVENOV,a&,1,0
64,QUEST_0_RIFT_S3_INVESTIGATE_ORBS,a&JUP_OB_S3/QUEST_0_RIFT_S3_BREAK_STORM,a&JUP_OB_S3/QUEST_0_RIFT_S3_INVESTIGATE_ORBS_DESC,,a&JUP_OB_S3/QUEST_0_RIFT_S3_INVESTIGATE_ORBS_DESC,jup_tac_contract_act_story_mission,,,,,,a&,,a&,,,a&,QUEST_0_RIFT_S3_INVESTIGATE_ORBS,a&,1,0
65,QUEST_0_RIFT_S3_SHATTER_CRYSTALS,a&JUP_OB_S3/QUEST_0_RIFT_S3_BREAK_STORM,a&JUP_OB_S3/QUEST_0_RIFT_S3_SHATTER_CRYSTALS_DESC,2,a&JUP_OB_S3/QUEST_0_RIFT_S3_SHATTER_CRYSTALS_DESC,jup_tac_contract_act_story_mission,,0,i,1,,a&,,a&,,,a&,QUEST_0_RIFT_S3_SHATTER_CRYSTALS,a&,1,0
66,QUEST_0_RIFT_S3_LOCATE_JANSEN,a&JUP_OB_S3/QUEST_0_RIFT_S3_LOCATE_JANSEN,a&JUP_OB_S3/QUEST_0_RIFT_S3_LOCATE_JANSEN_DESC,,a&JUP_OB_S3/QUEST_0_RIFT_S3_LOCATE_JANSEN_DESC,jup_tac_contract_act_story_mission,,,,,,a&,,a&,,,a&,QUEST_0_RIFT_S3_LOCATE_JANSEN,a&,1,0
67,QUEST_0_RIFT_S3_JANSEN_FLOAT,a&JUP_OB_S3/QUEST_0_RIFT_S3_LOCATE_JANSEN,a&JUP_OB_S3/QUEST_0_RIFT_S3_JANSEN_FLOAT_DESC,,a&JUP_OB_S3/QUEST_0_RIFT_S3_JANSEN_FLOAT_DESC,jup_tac_contract_act_story_mission,,,,,,a&,,a&,,,a&,QUEST_0_RIFT_S3_JANSEN_FLOAT,a&,1,0
68,QUEST_0_RIFT_S3_ASSIST_JANSEN,a&JUP_OB_S3/QUEST_0_RIFT_S3_ASSIST_JANSEN,a&JUP_OB_S3/QUEST_0_RIFT_S3_ASSIST_JANSEN_DESC,,a&JUP_OB_S3/QUEST_0_RIFT_S3_ASSIST_JANSEN_DESC,jup_tac_contract_act_story_mission,,,,,,a&,,a&,,,a&,QUEST_0_RIFT_S3_ASSIST_JANSEN,a&,1,0
69,QUEST_0_RIFT_S3_INVESTIGATE_RELIC,a&JUP_OB_S3/QUEST_0_RIFT_S3_BANISH_ENTITY,a&JUP_OB_S3/QUEST_0_RIFT_S3_INVESTIGATE_RELIC_DESC,,a&JUP_OB_S3/QUEST_0_RIFT_S3_INVESTIGATE_RELIC_DESC,jup_tac_contract_act_story_mission,,,,,,a&,,a&,,,a&,QUEST_0_RIFT_S3_INVESTIGATE_RELIC,a&,1,0
70,QUEST_0_RIFT_S3_CLEANSE_RELICS,a&JUP_OB_S3/QUEST_0_RIFT_S3_BANISH_ENTITY,a&JUP_OB_S3/QUEST_0_RIFT_S3_CLEANSE_RELICS_DESC,3,a&JUP_OB_S3/QUEST_0_RIFT_S3_CLEANSE_RELICS_DESC,jup_tac_contract_act_story_mission,,0,i,1,,a&,,a&,,,a&,QUEST_0_RIFT_S3_CLEANSE_RELICS,a&,1,0
71,QUEST_0_RIFT_S3_DEFEAT_CHAMPION,a&JUP_OB_S3/QUEST_0_RIFT_S3_BANISH_ENTITY,a&JUP_OB_S3/QUEST_0_RIFT_S3_DEFEAT_CHAMPION_DESC,,a&JUP_OB_S3/QUEST_0_RIFT_S3_DEFEAT_CHAMPION_DESC,jup_tac_contract_act_story_mission,,,,,,a&,,a&,,,a&,QUEST_0_RIFT_S3_DEFEAT_CHAMPION,a&,1,0
