string,string,localized_a,localized_a,string,string,string,string,string,string,string,string,string,string,int,string,string,string,string
15308,jup_aa_s0_w1_dmz_3,a&,a&,1,,,0,1,DMZ,1699466400,1701881999,1699466400,1701881999,0,,,,
15309,jup_aa_s0_w1_dmz_4,a&,a&,1,,,0,1,DMZ,1699466400,1701881999,1699466400,1701881999,0,,,,
15310,jup_aa_s0_w1_dmz_5,a&,a&,1,,,0,1,DMZ,1699466400,1701881999,1699466400,1701881999,0,,,,
15311,jup_aa_s0_w1_dmz_6,a&,a&,1,,,0,1,DMZ,1699466400,1701881999,1699466400,1701881999,0,,,,
15313,jup_aa_s0_w1_zm_0,a&CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,a&JUP_OB_WEEKLY/JUP_OB_WEEKLY_KILLS_DESC,250,2500,,0,1,ZM,1699466400,1701881999,1699466400,1701881999,0,,,,
15314,jup_aa_s0_w1_zm_1,a&CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,a&JUP_OB_WEEKLY/JUP_OB_WEEKLY_AR_CHARLIE_KILLS_DESC,100,5000,,0,1,ZM,1699466400,1701881999,1699466400,1701881999,0,,,,
15315,jup_aa_s0_w1_zm_2,a&CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,a&JUP_OB_WEEKLY/JUP_OB_WEEKLY_SILENCED_AR_KILLS_DESC,100,5000,,0,1,ZM,1699466400,1701881999,1699466400,1701881999,0,,,,
15316,jup_aa_s0_w1_zm_3,a&CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,a&JUP_OB_WEEKLY/JUP_OB_WEEKLY_SCOPED_AR_KILLS_DESC,150,5000,,0,1,ZM,1699466400,1701881999,1699466400,1701881999,0,,,,
15317,jup_aa_s0_w1_zm_4,a&CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,a&JUP_OB_WEEKLY/JUP_OB_WEEKLY_PHD_FLOPPER_KILLS_DESC,30,7500,,0,1,ZM,1699466400,1701881999,1699466400,1701881999,0,,,,
15318,jup_aa_s0_w1_zm_5,a&CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,a&JUP_OB_WEEKLY/JUP_OB_WEEKLY_AR_CHARLIE_CRITS_DESC,150,7500,,0,1,ZM,1699466400,1701881999,1699466400,1701881999,0,,,,
15319,jup_aa_s0_w1_zm_6,a&CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,a&JUP_OB_WEEKLY/JUP_OB_WEEKLY_MEDIUM_OR_HIGH_THREAT_KILLS_DESC,200,10000,,0,1,ZM,1699466400,1701881999,1699466400,1701881999,0,,,,
15321,jup_aa_tracker_s0_w1,a&,a&CHALLENGE/JUP_CH_WEEKLY_W1_TRACKER_DESC,5,,23996,0,1,WeeklyTracker,1699466400,1701881999,1699466400,1701881999,0,22975+22971+48995+48996+48997+48998+48999+49000+2462,,,
14643,jup_aa_tracker_season_0,a&,a&CHALLENGE/JUP_CH_WEEKLY_SEASONAL_TRACKER_DESC,4,,46050,0,0,SeasonTracker,1697821200,1701881999,1665391906,1698962959,0,,,,
15612,jup_weekly_ch_s0_mp_w2_d1_assists,a&CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,a&CHALLENGE/JUP_CH_WEEKLY_ASSISTS_DESC,10,2500,,0,2,MP,1700071200,1701881999,1700071200,1701881999,0,,,,
25544,jup_weekly_ch_s0_mp_w2_d2_moving_kills,a&CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,a&CHALLENGE/JUP_CH_WEEKLY_MOVING_KILLS_DESC,25,5000,,0,2,MP,1700071200,1701881999,1700071200,1701881999,0,,,,
25545,jup_weekly_ch_s0_mp_w2_d2_jup_jp08_lm_qbravo95lsw_ads_kills,a&CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,a&CHALLENGE/JUP_CH_WEEKLY_JUP_JP08_LM_QBRAVO95LSW_ADS_KILLS_DESC,20,5000,,0,2,MP,1700071200,1701881999,1700071200,1701881999,0,,,,
25546,jup_weekly_ch_s0_mp_w2_d2_ar_ads_kills,a&CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,a&CHALLENGE/JUP_CH_WEEKLY_AR_ADS_KILLS_DESC,20,5000,,0,2,MP,1700071200,1701881999,1700071200,1701881999,0,,,,
25547,jup_weekly_ch_s0_mp_w2_d3_jup_jp08_lm_qbravo95lsw_hipfire_kills,a&CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,a&CHALLENGE/JUP_CH_WEEKLY_JUP_JP08_LM_QBRAVO95LSW_HIPFIRE_KILLS_DESC,20,7500,,0,2,MP,1700071200,1701881999,1700071200,1701881999,0,,,,
25548,jup_weekly_ch_s0_mp_w2_d3_ar_hipfire_kills,a&CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,a&CHALLENGE/JUP_CH_WEEKLY_AR_HIPFIRE_KILLS_DESC,20,7500,,0,2,MP,1700071200,1701881999,1700071200,1701881999,0,,,,
16624,jup_weekly_ch_s0_mp_w2_d4_collateral_kills,a&CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,a&CHALLENGE/JUP_CH_WEEKLY_COLLATERAL_KILLS_DESC,3,10000,,0,2,MP,1700071200,1701881999,1700071200,1701881999,0,,,,
15435,jup_aa_s0_w2_dmz_0,a&,a&,1,,,0,2,DMZ,1700071200,1701881999,1700071200,1701881999,0,,,,
15436,jup_aa_s0_w2_dmz_1,a&,a&,1,,,0,2,DMZ,1700071200,1701881999,1700071200,1701881999,0,,,,
15437,jup_aa_s0_w2_dmz_2,a&,a&,1,,,0,2,DMZ,1700071200,1701881999,1700071200,1701881999,0,,,,
15438,jup_aa_s0_w2_dmz_3,a&,a&,1,,,0,2,DMZ,1700071200,1701881999,1700071200,1701881999,0,,,,
15439,jup_aa_s0_w2_dmz_4,a&,a&,1,,,0,2,DMZ,1700071200,1701881999,1700071200,1701881999,0,,,,
15440,jup_aa_s0_w2_dmz_5,a&,a&,1,,,0,2,DMZ,1700071200,1701881999,1700071200,1701881999,0,,,,
15441,jup_aa_s0_w2_dmz_6,a&,a&,1,,,0,2,DMZ,1700071200,1701881999,1700071200,1701881999,0,,,,
15442,jup_aa_s0_w2_zm_0,a&CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,a&JUP_OB_WEEKLY/JUP_OB_WEEKLY_CONTRACTS_DESC,5,2500,,0,2,ZM,1700071200,1701881999,1700071200,1701881999,0,,,,
15443,jup_aa_s0_w2_zm_1,a&CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,a&JUP_OB_WEEKLY/JUP_OB_WEEKLY_HELLHOUND_KILLS_DESC,25,5000,,0,2,ZM,1700071200,1701881999,1700071200,1701881999,0,,,,
15444,jup_aa_s0_w2_zm_2,a&CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,a&JUP_OB_WEEKLY/JUP_OB_WEEKLY_AR_HIPFIRE_KILLS_DESC,100,5000,,0,2,ZM,1700071200,1701881999,1700071200,1701881999,0,,,,
15445,jup_aa_s0_w2_zm_3,a&CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,a&JUP_OB_WEEKLY/JUP_OB_WEEKLY_AR_CRITS_DESC,100,5000,,0,2,ZM,1700071200,1701881999,1700071200,1701881999,0,,,,
15446,jup_aa_s0_w2_zm_4,a&CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,a&JUP_OB_WEEKLY/JUP_OB_WEEKLY_BR_KILLS_WITH_4_PERKS__DESC,125,7500,,0,2,ZM,1700071200,1701881999,1700071200,1701881999,0,,,,
15447,jup_aa_s0_w2_zm_5,a&CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,a&JUP_OB_WEEKLY/JUP_OB_WEEKLY_BR_HVT_KILLS_DESC,3,7500,,0,2,ZM,1700071200,1701881999,1700071200,1701881999,0,,,,
15448,jup_aa_s0_w2_zm_6,a&CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,a&JUP_OB_WEEKLY/JUP_OB_WEEKLY_10_KILLS_WITHOUT_BEING_HIT_DESC,10,10000,,0,2,ZM,1700071200,1701881999,1700071200,1701881999,0,,,,
15420,jup_aa_tracker_s0_w2,a&,a&CHALLENGE/JUP_CH_WEEKLY_W2_TRACKER_DESC,5,,34103,0,2,WeeklyTracker,1700071200,1701881999,1700071200,1701881999,0,23090+49002+49003+49004+49005+49006+49007+49008+49009+23084+23081,,,
15620,jup_weekly_ch_s0_mp_w3_d1_headshots,a&CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,a&CHALLENGE/JUP_CH_WEEKLY_HEADSHOTS_DESC,15,2500,,0,3,MP,1700676000,1701881999,1700676000,1701881999,0,,,,
25549,jup_weekly_ch_s0_mp_w3_d2_akimbo_kills,a&CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,a&CHALLENGE/JUP_CH_WEEKLY_AKIMBO_KILLS_DESC,20,5000,,0,3,MP,1700676000,1701881999,1700676000,1701881999,0,,,,
15626,jup_weekly_ch_s0_mp_w3_d2_assault_kills,a&CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,a&CHALLENGE/JUP_CH_WEEKLY_ASSAULT_KILLS_DESC,20,5000,,0,3,MP,1700676000,1701881999,1700676000,1701881999,0,,,,
25550,jup_weekly_ch_s0_mp_w3_d2_smg_hipfire_kills,a&CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,a&CHALLENGE/JUP_CH_WEEKLY_SMG_HIPFIRE_KILLS_DESC,20,5000,,0,3,MP,1700676000,1701881999,1700676000,1701881999,0,,,,
25551,jup_weekly_ch_s0_mp_w3_d3_point_blank_smg_kills,a&CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,a&CHALLENGE/JUP_CH_WEEKLY_POINT_BLANK_SMG_KILLS_DESC,15,7500,,0,3,MP,1700676000,1701881999,1700676000,1701881999,0,,,,
25552,jup_weekly_ch_s0_mp_w3_d3_melee_smg_kills,a&CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,a&CHALLENGE/JUP_CH_WEEKLY_MELEE_SMG_KILLS_DESC,5,7500,,0,3,MP,1700676000,1701881999,1700676000,1701881999,0,,,,
25553,jup_weekly_ch_s0_mp_w3_d4_5_smg_kills_without_dying,a&CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,a&CHALLENGE/JUP_CH_WEEKLY_5_SMG_KILLS_WITHOUT_DYING_DESC,1,10000,,0,3,MP,1700676000,1701881999,1700676000,1701881999,0,,,,
15668,jup_aa_s0_w3_dmz_0,a&,a&,1,,,0,3,DMZ,1700676000,1701881999,1700676000,1701881999,0,,,,
15669,jup_aa_s0_w3_dmz_1,a&,a&,1,,,0,3,DMZ,1700676000,1701881999,1700676000,1701881999,0,,,,
15670,jup_aa_s0_w3_dmz_2,a&,a&,1,,,0,3,DMZ,1700676000,1701881999,1700676000,1701881999,0,,,,
15671,jup_aa_s0_w3_dmz_3,a&,a&,1,,,0,3,DMZ,1700676000,1701881999,1700676000,1701881999,0,,,,
15672,jup_aa_s0_w3_dmz_4,a&,a&,1,,,0,3,DMZ,1700676000,1701881999,1700676000,1701881999,0,,,,
15673,jup_aa_s0_w3_dmz_5,a&,a&,1,,,0,3,DMZ,1700676000,1701881999,1700676000,1701881999,0,,,,
15674,jup_aa_s0_w3_dmz_6,a&,a&,1,,,0,3,DMZ,1700676000,1701881999,1700676000,1701881999,0,,,,
15675,jup_aa_s0_w3_zm_0,a&CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,a&JUP_OB_WEEKLY/JUP_OB_WEEKLY_CRITICAL_KILLS_DESC,200,2500,,0,3,ZM,1700676000,1701881999,1700676000,1701881999,0,,,,
15676,jup_aa_s0_w3_zm_1,a&CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,a&JUP_OB_WEEKLY/JUP_OB_WEEKLY_AKIMBO_KILLS_DESC,150,5000,,0,3,ZM,1700676000,1701881999,1700676000,1701881999,0,,,,
15677,jup_aa_s0_w3_zm_2,a&CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,a&JUP_OB_WEEKLY/JUP_OB_WEEKLY_MELEE_WEAPON_KILLS_DESC,100,5000,,0,3,ZM,1700676000,1701881999,1700676000,1701881999,0,,,,
15678,jup_aa_s0_w3_zm_3,a&CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,a&JUP_OB_WEEKLY/JUP_OB_WEEKLY_SMG_HIPFIRE_KILLS_DESC,100,5000,,0,3,ZM,1700676000,1701881999,1700676000,1701881999,0,,,,
15679,jup_aa_s0_w3_zm_4,a&CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,a&JUP_OB_WEEKLY/JUP_OB_WEEKLY_SMG_SPECIALS_DESC,10,7500,,0,3,ZM,1700676000,1701881999,1700676000,1701881999,0,,,,
15680,jup_aa_s0_w3_zm_5,a&CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,a&JUP_OB_WEEKLY/JUP_OB_WEEKLY_SMG_MERC_KILLS_DESC,50,7500,,0,3,ZM,1700676000,1701881999,1700676000,1701881999,0,,,,
15681,jup_aa_s0_w3_zm_6,a&CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,a&JUP_OB_WEEKLY/JUP_OB_WEEKLY_SMG_MANGLER_KILLS_DESC,3,10000,,0,3,ZM,1700676000,1701881999,1700676000,1701881999,0,,,,
15619,jup_aa_tracker_s0_w3,a&,a&CHALLENGE/JUP_CH_WEEKLY_W3_TRACKER_DESC,5,,48087,0,3,WeeklyTracker,1700676000,1701881999,1700676000,1701881999,0,26988,,,
25554,jup_weekly_ch_s0_mp_w4_d1_kills,a&CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,a&CHALLENGE/JUP_CH_WEEKLY_KILLS_DESC,20,2500,,0,4,MP,1701280800,1701881999,1701280800,1701881999,0,,,,
25555,jup_weekly_ch_s0_mp_w4_d2_300blk_headshots,a&CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,a&CHALLENGE/JUP_CH_WEEKLY_300BLK_HEADSHOTS_DESC,15,5000,,0,4,MP,1701280800,1701881999,1701280800,1701881999,0,,,,
25556,jup_weekly_ch_s0_mp_w4_d2_bromeo2_amp_double_kills,a&CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,a&CHALLENGE/JUP_CH_WEEKLY_BROMEO2_AMP_DOUBLE_KILLS_DESC,5,5000,,0,4,MP,1701280800,1701881999,1701280800,1701881999,0,,,,
25562,jup_weekly_ch_s0_mp_w4_d2_uzulup_akimbo_kills,a&CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,a&CHALLENGE/JUP_CH_WEEKLY_UZULUP_AKIMBO_KILLS_DESC,20,5000,,0,4,MP,1701280800,1701881999,1701280800,1701881999,0,,,,
25559,jup_weekly_ch_s0_mp_w4_d3_300blk_point_blank_kills,a&CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,a&CHALLENGE/JUP_CH_WEEKLY_300BLK_POINT_BLANK_KILLS_DESC,15,7500,,0,4,MP,1701280800,1701881999,1701280800,1701881999,0,,,,
25560,jup_weekly_ch_s0_mp_w4_d3_4_uzulu_akimbo_kills_without_dying,a&CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,a&CHALLENGE/JUP_CH_WEEKLY_4_UZULU_AKIMBO_KILLS_WITHOUT_DYING_DESC,25,7500,,0,4,MP,1701280800,1701881999,1701280800,1701881999,0,,,,
25561,jup_weekly_ch_s0_mp_w4_d4_fury_kills,a&CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,a&CHALLENGE/JUP_CH_WEEKLY_FURY_KILLS_DESC,3,10000,,0,4,MP,1701280800,1701881999,1701280800,1701881999,0,,,,
15647,jup_aa_s0_w4_dmz_0,a&,a&,1,,,0,4,DMZ,1701280800,1701881999,1701280800,1701881999,0,,,,
15648,jup_aa_s0_w4_dmz_1,a&,a&,1,,,0,4,DMZ,1701280800,1701881999,1701280800,1701881999,0,,,,
15649,jup_aa_s0_w4_dmz_2,a&,a&,1,,,0,4,DMZ,1701280800,1701881999,1701280800,1701881999,0,,,,
15650,jup_aa_s0_w4_dmz_3,a&,a&,1,,,0,4,DMZ,1701280800,1701881999,1701280800,1701881999,0,,,,
15651,jup_aa_s0_w4_dmz_4,a&,a&,1,,,0,4,DMZ,1701280800,1701881999,1701280800,1701881999,0,,,,
15652,jup_aa_s0_w4_dmz_5,a&,a&,1,,,0,4,DMZ,1701280800,1701881999,1701280800,1701881999,0,,,,
15653,jup_aa_s0_w4_dmz_6,a&,a&,1,,,0,4,DMZ,1701280800,1701881999,1701280800,1701881999,0,,,,
15654,jup_aa_s0_w4_zm_0,a&CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,a&JUP_OB_WEEKLY/JUP_OB_WEEKLY_RARE_OR_HIGHER_KILLS_DESC,150,2500,,0,4,ZM,1701280800,1701881999,1701280800,1701881999,0,,,,
15655,jup_aa_s0_w4_zm_1,a&CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,a&JUP_OB_WEEKLY/JUP_OB_WEEKLY_300BLK_CRITS_DESC,100,5000,,0,4,ZM,1701280800,1701881999,1701280800,1701881999,0,,,,
15656,jup_aa_s0_w4_zm_2,a&CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,a&JUP_OB_WEEKLY/JUP_OB_WEEKLY_BROMEO2_AMP_PAP_KILLS_DESC,150,5000,,0,4,ZM,1701280800,1701881999,1701280800,1701881999,0,,,,
15657,jup_aa_s0_w4_zm_3,a&CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,a&JUP_OB_WEEKLY/JUP_OB_WEEKLY_UZULU_AKIMBO_KILLS_DESC,100,5000,,0,4,ZM,1701280800,1701881999,1701280800,1701881999,0,,,,
15658,jup_aa_s0_w4_zm_4,a&CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,a&JUP_OB_WEEKLY/JUP_OB_WEEKLY_300BLK_JUGGERNOG_KILLS_DESC,150,7500,,0,4,ZM,1701280800,1701881999,1701280800,1701881999,0,,,,
15659,jup_aa_s0_w4_zm_5,a&CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,a&JUP_OB_WEEKLY/JUP_OB_WEEKLY_MEDIUM_OR_HIGH_THREAT_UZULU_AKIMBO_KILLS_DESC,200,7500,,0,4,ZM,1701280800,1701881999,1701280800,1701881999,0,,,,
15660,jup_aa_s0_w4_zm_6,a&CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,a&JUP_OB_WEEKLY/JUP_OB_WEEKLY_WARLORD_KILLS_DESC,1,10000,,0,4,ZM,1701280800,1701881999,1701280800,1701881999,0,,,,
15631,jup_aa_tracker_s0_w4,a&,a&CHALLENGE/JUP_CH_WEEKLY_W4_TRACKER_DESC,5,,29641,0,4,WeeklyTracker,1701280800,1701881999,1701280800,1701881999,0,29774+3315+2727+2110,,,
16614,jup_weekly_ch_s1_mp_w1_d1_kills,a&CHALLENGE/JUP_CH_WEEKLY_W1_CHALLENGE_COMPLETED,a&CHALLENGE/CHALLENGEJUP_CH_WEEKLY_KILLS_DESC,40,1000,,1,1,MP,1701882000,1707325199,1698358160,1703801359,0,,,,
25723,jup_weekly_ch_s1_mp_w1_d2_ar_acharlie_ads_kills,a&CHALLENGE/JUP_CH_WEEKLY_W1_CHALLENGE_COMPLETED,a&CHALLENGE/JUP_CH_WEEKLY_AR_ACHARLIE_ADS_KILLS_DESC,30,5000,,1,1,MP,1701882000,1707325199,1698358160,1703801359,0,,,,
25724,jup_weekly_ch_s1_mp_w1_d2_dmr_or_br_headshots,a&CHALLENGE/JUP_CH_WEEKLY_W1_CHALLENGE_COMPLETED,a&CHALLENGE/JUP_CH_WEEKLY_DMR_OR_BR_HEADSHOTS_DESC,20,5000,,1,1,MP,1701882000,1707325199,1698358160,1703801359,0,,,,
25725,jup_weekly_ch_s1_mp_w1_d2_scoped_br_kills,a&CHALLENGE/JUP_CH_WEEKLY_W1_CHALLENGE_COMPLETED,a&CHALLENGE/JUP_CH_WEEKLY_SCOPED_BR_KILLS_DESC,20,5000,,1,1,MP,1701882000,1707325199,1698358160,1703801359,0,,,,
16686,jup_weekly_ch_s1_mp_w1_d3_midair_kills,a&CHALLENGE/JUP_CH_WEEKLY_W1_CHALLENGE_COMPLETED,a&CHALLENGE/JUP_CH_WEEKLY_MIDAIR_KILLS_DESC,7,7500,,1,1,MP,1701882000,1707325199,1698358160,1703801359,0,,,,
25726,jup_weekly_ch_s1_mp_w1_d3_dmr_longshots,a&CHALLENGE/JUP_CH_WEEKLY_W1_CHALLENGE_COMPLETED,a&CHALLENGE/JUP_CH_WEEKLY_DMR_LONGSHOTS_DESC,5,7500,,1,1,MP,1701882000,1707325199,1698358160,1703801359,0,,,,
25727,jup_weekly_ch_s1_mp_w1_d4_3_dmr_kills_without_dying,a&CHALLENGE/JUP_CH_WEEKLY_W1_CHALLENGE_COMPLETED,a&CHALLENGE/JUP_CH_WEEKLY_3_DMR_KILLS_WITHOUT_DYING_DESC,3,10000,,1,1,MP,1701882000,1707325199,1698358160,1703801359,0,,,,
23512,jup_weekly_ch_s1_br_w1_d2_northwest_kills,a&CHALLENGE/JUP_CH_WEEKLY_W1_CHALLENGE_COMPLETED,a&JUP_CHALLENGE/JUP_BR_WEEKLY_REGIONAL_KILLS_NW_DESC,10,5000,,1,1,BR,1701882000,1707325199,1698358160,1703801359,0,,,,
23513,jup_weekly_ch_s1_br_w1_d3_east_kills,a&CHALLENGE/JUP_CH_WEEKLY_W1_CHALLENGE_COMPLETED,a&JUP_CHALLENGE/JUP_BR_WEEKLY_REGIONAL_KILLS_EAST_DESC,10,7500,,1,1,BR,1701882000,1707325199,1698358160,1703801359,0,,,,
23514,jup_weekly_ch_s1_br_w1_d2_south_kills,a&CHALLENGE/JUP_CH_WEEKLY_W1_CHALLENGE_COMPLETED,a&JUP_CHALLENGE/JUP_BR_WEEKLY_REGIONAL_KILLS_SOUTH_DESC,10,5000,,1,1,BR,1701882000,1707325199,1698358160,1703801359,0,,,,
23515,jup_weekly_ch_s1_br_w1_d3_center_kills,a&CHALLENGE/JUP_CH_WEEKLY_W1_CHALLENGE_COMPLETED,a&JUP_CHALLENGE/JUP_BR_WEEKLY_REGIONAL_KILLS_CENTER_DESC,10,7500,,1,1,BR,1701882000,1707325199,1698358160,1703801359,0,,,,
23516,jup_weekly_ch_s1_br_w1_d4_top_placement,a&CHALLENGE/JUP_CH_WEEKLY_W1_CHALLENGE_COMPLETED,a&JUP_CHALLENGE/JUP_BR_WEEKLY_PLACEMENT_DESC,5,10000,,1,1,BR,1701882000,1707325199,1698358160,1703801359,0,,,,
23517,jup_weekly_ch_s1_br_w1_d2_contracts,a&CHALLENGE/JUP_CH_WEEKLY_W1_CHALLENGE_COMPLETED,a&JUP_CHALLENGE/JUP_BR_WEEKLY_CONTRACTS_DESC,15,5000,,1,1,BR,1701882000,1707325199,1698358160,1703801359,0,,,,
23518,jup_weekly_ch_s1_br_w1_d1_any_caches,a&CHALLENGE/JUP_CH_WEEKLY_W1_CHALLENGE_COMPLETED,a&JUP_CHALLENGE/JUP_BR_WEEKLY_ANY_CACHES_DESC,50,2500,,1,1,BR,1701882000,1707325199,1698358160,1703801359,0,,,,
16600,jup_aa_s1_w1_dmz_0,a&,a&,1,,,1,1,DMZ,1701882000,1707325199,1698358160,1703801359,0,,,,
16601,jup_aa_s1_w1_dmz_1,a&,a&,1,,,1,1,DMZ,1701882000,1707325199,1698358160,1703801359,0,,,,
16602,jup_aa_s1_w1_dmz_2,a&,a&,1,,,1,1,DMZ,1701882000,1707325199,1698358160,1703801359,0,,,,
16603,jup_aa_s1_w1_dmz_3,a&,a&,1,,,1,1,DMZ,1701882000,1707325199,1698358160,1703801359,0,,,,
16604,jup_aa_s1_w1_dmz_4,a&,a&,1,,,1,1,DMZ,1701882000,1707325199,1698358160,1703801359,0,,,,
16605,jup_aa_s1_w1_dmz_5,a&,a&,1,,,1,1,DMZ,1701882000,1707325199,1698358160,1703801359,0,,,,
16606,jup_aa_s1_w1_dmz_6,a&,a&,1,,,1,1,DMZ,1701882000,1707325199,1698358160,1703801359,0,,,,
16607,jup_aa_s1_w1_zm_0,a&CHALLENGE/JUP_CH_WEEKLY_W1_CHALLENGE_COMPLETED,a&JUP_OB_WEEKLY/JUP_OB_WEEKLY_KILLS_DESC,750,2500,,1,1,ZM,1701882000,1707325199,1698358160,1703801359,0,,,,
