int,string
16804,jup_ob_deadwire_special_proc
14925,jup_ob_pap_purchase_level_2
14928,jup_ob_pap_kill_zombie_level_2
14929,jup_ob_pap_kill_zombie_special_level_2
16957,jup_ob_big_bounty_green
16958,jup_ob_big_bounty_yellow
16959,jup_ob_big_bounty_orange
16656,jup_ob_obtain_essence_bazaar
16657,jup_ob_obtain_essence_shops
16658,jup_ob_obtain_essence_retail
16445,jup_ob_aether_extractor
16446,jup_ob_aether_extractor_destroy
16547,jup_ob_aether_extractor_pickup_container
16548,jup_ob_aether_extractor_exfil
14961,jup_ob_brainrot_kill
14962,jup_ob_brainrot_proc
14630,jup_ob_frost_blast_freeze_zombie
16986,jup_ob_frost_blast_freeze_mimics
16965,jup_ob_spore_control_complete
16970,jup_ob_spore_regen_denied
16643,jup_ob_exfil_schematic_exterminator
17571,jup_ob_shepherd_destroy_sam
17572,jup_ob_shepherd_secure_airdrop
17570,jup_ob_shepherd_escort_vehicle
17856,jup_ob_shepherd_defend
17066,jup_ob_merc_defend_complete
17067,jup_ob_merc_defend_soldier_kills
17068,jup_ob_computer_health
17069,jup_ob_exfil_schematic_two_factor
14926,jup_ob_pap_purchase_level_3
14932,jup_ob_pap_kill_zombie_level_3
14933,jup_ob_pap_kill_zombie_elite_level_3
14936,jup_ob_tesla_storm_stun_soldier
14938,jup_ob_tesla_storm_kill_zombie
16746,jup_ob_napalmburst_special_proc
14993,jup_ob_napalmburst_proc
17071,jup_ob_precision_airstrike_soldier_kills
17072,jup_ob_precision_airstrike_merc_convoy
17073,jup_ob_precision_airstrike_merc_camp
17075,jup_ob_gunship_commnder_kill
17076,jup_ob_heli_kills
14941,jup_ob_aether_shroud_kill_zombie
14942,jup_ob_aether_shroud_kill_soldier
17880,jup_ob_storm_castle_merc_camp_complete
17881,jup_ob_storm_castle_merc_stronghold_complete
17882,jup_ob_storm_castle_warlord_defeated
17883,jup_ob_storm_castle_tablet_collected
17079,jup_ob_enter_aether_storm
17080,jup_ob_aether_storm_zombie_kills
17081,jup_ob_aether_storm_disciple_kill
17083,jup_ob_zombie_stronghold_clear
17085,jup_ob_zombie_strongholds_intel
17087,jup_ob_outlast_pnd_pause
17088,jup_ob_contaminated_space_zombie_kills
17089,jup_ob_exfil_schematic_holdout
17611,jup_ob_defeat_zakhaev_reach_stronghold
17580,jup_ob_defeat_zakhaev_clear_stronghold
17582,jup_ob_defeat_zakhaev_place_explosive
17614,jup_ob_defeat_zakhaev_defend_neutralizer
17586,jup_ob_defeat_zakhaev_defeat_worm
27120,jup_ob_break_seals_invest_rift
27121,jup_ob_break_seals_destroy_seals
27122,jup_ob_break_seals_escape
27128,jup_ob_break_seals_defeat_worm
27129,jup_ob_break_seals_leave_rift
29836,jup_ob_anomaly_invest_rift
29837,jup_ob_anomaly_save_toc
29846,jup_ob_anomaly_transport_acv
29838,jup_ob_anomaly_fix_disruption
29847,jup_ob_anomaly_rescue_companion
29849,jup_ob_anomaly_charge_acv
29844,jup_ob_anomaly_survive_encounter
29840,jup_ob_anomaly_leave_rift
37296,jup_ob_together_invest_rift
37299,jup_ob_together_follow_j
37300,jup_ob_together_shatter
37301,jup_ob_together_locate_j
37302,jup_ob_together_inv_relic
37303,jup_ob_together_j_float
37304,jup_ob_together_cleanse
37305,jup_ob_together_defeat_champ
37306,jup_ob_together_inv_orbs
37307,jup_ob_together_assist_j
37308,jup_ob_together_leave_rift
41368,jup_ob_thriller_invest_rift
41371,jup_ob_thriller_leave_rift
16285,jup_jp22_la_dromeo_mastery_orion
17211,jup_bm_season1_sector01
17212,jup_bm_season1_sector02
17213,jup_bm_season1_sector03
17214,jup_bm_season1_sector04
17215,jup_bm_season1_sector05
17216,jup_bm_season1_sector06
17217,jup_bm_season1_sector07
17218,jup_bm_season1_sector08
17219,jup_bm_season1_sector09
17220,jup_bm_season1_sector10
17221,jup_bm_season1_sector11
17222,jup_bm_season1_sector12
17223,jup_bm_season1_sector13
17224,jup_bm_season1_sector14
17225,jup_bm_season1_sector15
17226,jup_bm_season1_sector16
17227,jup_bm_season1_sector17
17228,jup_bm_season1_sector18
17229,jup_bm_season1_sector19
17230,jup_bm_season1_sector20
26589,jup_bm_season1_sector23_limited_time
17859,jup_bm_season1_sector21_final
20259,jup_bm_season2_sector01
20260,jup_bm_season2_sector02
20261,jup_bm_season2_sector03
20262,jup_bm_season2_sector04
20263,jup_bm_season2_sector05
20264,jup_bm_season2_sector06
20265,jup_bm_season2_sector07
20266,jup_bm_season2_sector08
20267,jup_bm_season2_sector09
20268,jup_bm_season2_sector10
20269,jup_bm_season2_sector11
20270,jup_bm_season2_sector12
20271,jup_bm_season2_sector13
20272,jup_bm_season2_sector14
20273,jup_bm_season2_sector15
20274,jup_bm_season2_sector16
20275,jup_bm_season2_sector17
20276,jup_bm_season2_sector18
20277,jup_bm_season2_sector19
20278,jup_bm_season2_sector20
28273,jup_bm_season2_sector23_limited_time
20279,jup_bm_season2_sector21_final
29621,jup_bm_season3_sector01
29622,jup_bm_season3_sector02
29623,jup_bm_season3_sector03
29624,jup_bm_season3_sector04
29625,jup_bm_season3_sector05
29626,jup_bm_season3_sector06
29627,jup_bm_season3_sector07
29628,jup_bm_season3_sector08
29629,jup_bm_season3_sector09
29630,jup_bm_season3_sector10
29631,jup_bm_season3_sector11
29632,jup_bm_season3_sector12
29633,jup_bm_season3_sector13
29634,jup_bm_season3_sector14
29635,jup_bm_season3_sector15
29636,jup_bm_season3_sector16
29637,jup_bm_season3_sector17
29638,jup_bm_season3_sector18
29639,jup_bm_season3_sector19
29640,jup_bm_season3_sector20
29642,jup_bm_season3_sector23_limited_time
29641,jup_bm_season3_sector21_final
29644,jup_bm_season4_sector01
29645,jup_bm_season4_sector02
29646,jup_bm_season4_sector03
29647,jup_bm_season4_sector04
29648,jup_bm_season4_sector05
29649,jup_bm_season4_sector06
29650,jup_bm_season4_sector07
29651,jup_bm_season4_sector08
29652,jup_bm_season4_sector09
29653,jup_bm_season4_sector10
29654,jup_bm_season4_sector11
29655,jup_bm_season4_sector12
29656,jup_bm_season4_sector13
29657,jup_bm_season4_sector14
29658,jup_bm_season4_sector15
29659,jup_bm_season4_sector16
29660,jup_bm_season4_sector17
29661,jup_bm_season4_sector18
29662,jup_bm_season4_sector19
29663,jup_bm_season4_sector20
29665,jup_bm_season4_sector23_limited_time
29664,jup_bm_season4_sector21_final
29667,jup_bm_season5_sector01
29668,jup_bm_season5_sector02
29669,jup_bm_season5_sector03
29670,jup_bm_season5_sector04
29671,jup_bm_season5_sector05
29672,jup_bm_season5_sector06
29673,jup_bm_season5_sector07
29674,jup_bm_season5_sector08
29675,jup_bm_season5_sector09
29676,jup_bm_season5_sector10
29677,jup_bm_season5_sector11
29678,jup_bm_season5_sector12
29679,jup_bm_season5_sector13
29680,jup_bm_season5_sector14
29681,jup_bm_season5_sector15
29682,jup_bm_season5_sector16
29683,jup_bm_season5_sector17
29684,jup_bm_season5_sector18
29685,jup_bm_season5_sector19
29686,jup_bm_season5_sector20
29688,jup_bm_season5_sector23_limited_time
29687,jup_bm_season5_sector21_final
29690,jup_bm_season6_sector01
29691,jup_bm_season6_sector02
29692,jup_bm_season6_sector03
29693,jup_bm_season6_sector04
29694,jup_bm_season6_sector05
29695,jup_bm_season6_sector06
29696,jup_bm_season6_sector07
29697,jup_bm_season6_sector08
29698,jup_bm_season6_sector09
29699,jup_bm_season6_sector10
29700,jup_bm_season6_sector11
29701,jup_bm_season6_sector12
29702,jup_bm_season6_sector13
29703,jup_bm_season6_sector14
29704,jup_bm_season6_sector15
29705,jup_bm_season6_sector16
29706,jup_bm_season6_sector17
29707,jup_bm_season6_sector18
29708,jup_bm_season6_sector19
29709,jup_bm_season6_sector20
29710,jup_bm_season6_sector21_final
14106,jup_battle_pass_s1
14107,jup_battle_pass_s2
14108,jup_battle_pass_s3
14109,jup_battle_pass_s4
14110,jup_battle_pass_s5
14111,jup_battle_pass_s6
