string,string,string,string,string,string
410,28859,jup_rank_410,,,
411,28860,jup_rank_411,,,
412,28861,jup_rank_412,,,
413,28862,jup_rank_413,,,
414,28863,jup_rank_414,,,
415,28864,jup_rank_415,,,
416,28865,jup_rank_416,,,
417,28866,jup_rank_417,,,
418,28867,jup_rank_418,,,
419,28868,jup_rank_419,,,
420,28869,jup_rank_420,,,
421,28870,jup_rank_421,,,
422,28871,jup_rank_422,,,
423,28872,jup_rank_423,,,
424,28873,jup_rank_424,,,
425,28874,jup_rank_425,,,
426,28875,jup_rank_426,,,
427,28876,jup_rank_427,,,
428,28877,jup_rank_428,,,
429,28878,jup_rank_429,,,
430,28879,jup_rank_430,,,
431,28880,jup_rank_431,,,
432,28881,jup_rank_432,,,
433,28882,jup_rank_433,,,
434,28883,jup_rank_434,,,
435,28884,jup_rank_435,,,
436,28885,jup_rank_436,,,
437,28886,jup_rank_437,,,
438,28887,jup_rank_438,,,
439,28888,jup_rank_439,,,
440,28889,jup_rank_440,,,
441,28890,jup_rank_441,,,
442,28891,jup_rank_442,,,
443,28892,jup_rank_443,,,
444,28893,jup_rank_444,,,
445,28894,jup_rank_445,,,
446,28895,jup_rank_446,,,
447,28896,jup_rank_447,,,
448,28897,jup_rank_448,,,
449,28898,jup_rank_449,29373|27219|27220|27221|27222|29363|29364|29365|29366|27218,52027|50611,
450,56176,jup_rank_450,,,
451,56177,jup_rank_451,,,
452,56178,jup_rank_452,,,
453,56179,jup_rank_453,,,
454,56180,jup_rank_454,,,
455,56181,jup_rank_455,,,
456,56182,jup_rank_456,,,
457,56183,jup_rank_457,,,
458,56184,jup_rank_458,,,
459,56185,jup_rank_459,,,
460,56186,jup_rank_460,,,
461,56187,jup_rank_461,,,
462,56188,jup_rank_462,,,
463,56189,jup_rank_463,,,
464,56190,jup_rank_464,,,
465,56191,jup_rank_465,,,
466,56192,jup_rank_466,,,
467,56193,jup_rank_467,,,
468,56194,jup_rank_468,,,
469,56195,jup_rank_469,,,
470,56196,jup_rank_470,,,
471,56197,jup_rank_471,,,
472,56198,jup_rank_472,,,
473,56199,jup_rank_473,,,
474,56200,jup_rank_474,,,
475,56201,jup_rank_475,,,
476,56202,jup_rank_476,,,
477,56203,jup_rank_477,,,
478,56204,jup_rank_478,,,
479,56205,jup_rank_479,,,
480,56206,jup_rank_480,,,
481,56207,jup_rank_481,,,
482,56208,jup_rank_482,,,
483,56209,jup_rank_483,,,
484,56210,jup_rank_484,,,
485,56211,jup_rank_485,,,
486,56212,jup_rank_486,,,
487,56213,jup_rank_487,,,
488,56214,jup_rank_488,,,
489,56215,jup_rank_489,,,
490,56216,jup_rank_490,,,
491,56217,jup_rank_491,,,
492,56218,jup_rank_492,,,
493,56219,jup_rank_493,,,
494,56220,jup_rank_494,,,
495,56221,jup_rank_495,,,
496,56222,jup_rank_496,,,
497,56223,jup_rank_497,,,
498,56224,jup_rank_498,,,
499,56225,jup_rank_499,35421|35422|35423|35424|35437|35785|35786|35787|35788|35789,58722,
500,56226,jup_rank_500,,,
501,56227,jup_rank_501,,,
502,56228,jup_rank_502,,,
503,56229,jup_rank_503,,,
504,56230,jup_rank_504,,,
505,56231,jup_rank_505,,,
506,56232,jup_rank_506,,,
507,56233,jup_rank_507,,,
508,56234,jup_rank_508,,,
509,56235,jup_rank_509,,,
510,56236,jup_rank_510,,,
511,56237,jup_rank_511,,,
512,56238,jup_rank_512,,,
513,56239,jup_rank_513,,,
514,56240,jup_rank_514,,,
515,56241,jup_rank_515,,,
516,56242,jup_rank_516,,,
517,56243,jup_rank_517,,,
518,56244,jup_rank_518,,,
519,56245,jup_rank_519,,,
520,56246,jup_rank_520,,,
521,56247,jup_rank_521,,,
522,56248,jup_rank_522,,,
523,56249,jup_rank_523,,,
524,56250,jup_rank_524,,,
525,56251,jup_rank_525,,,
526,56252,jup_rank_526,,,
527,56253,jup_rank_527,,,
528,56254,jup_rank_528,,,
529,56255,jup_rank_529,,,
530,56256,jup_rank_530,,,
531,56257,jup_rank_531,,,
532,56258,jup_rank_532,,,
533,56259,jup_rank_533,,,
534,56260,jup_rank_534,,,
535,56261,jup_rank_535,,,
536,56262,jup_rank_536,,,
537,56263,jup_rank_537,,,
538,56264,jup_rank_538,,,
539,56265,jup_rank_539,,,
540,56266,jup_rank_540,,,
541,56267,jup_rank_541,,,
542,56268,jup_rank_542,,,
543,56269,jup_rank_543,,,
544,56270,jup_rank_544,,,
545,56271,jup_rank_545,,,
546,56272,jup_rank_546,,,
547,56273,jup_rank_547,,,
548,56274,jup_rank_548,,,
549,56275,jup_rank_549,35425|35426|35427|35428|35438|35790|35791|35792|35793|35794,58723,
550,56276,jup_rank_550,,,
551,56277,jup_rank_551,,,
552,56278,jup_rank_552,,,
553,56279,jup_rank_553,,,
554,56280,jup_rank_554,,,
555,56281,jup_rank_555,,,
556,56282,jup_rank_556,,,
557,56283,jup_rank_557,,,
558,56284,jup_rank_558,,,
559,56285,jup_rank_559,,,
560,56286,jup_rank_560,,,
561,56287,jup_rank_561,,,
562,56288,jup_rank_562,,,
563,56289,jup_rank_563,,,
564,56290,jup_rank_564,,,
565,56291,jup_rank_565,,,
566,56292,jup_rank_566,,,
567,56293,jup_rank_567,,,
568,56294,jup_rank_568,,,
569,56295,jup_rank_569,,,
570,56296,jup_rank_570,,,
571,56297,jup_rank_571,,,
572,56298,jup_rank_572,,,
573,56299,jup_rank_573,,,
574,56300,jup_rank_574,,,
575,56301,jup_rank_575,,,
576,56302,jup_rank_576,,,
577,56303,jup_rank_577,,,
578,56304,jup_rank_578,,,
579,56305,jup_rank_579,,,
580,56306,jup_rank_580,,,
581,56307,jup_rank_581,,,
582,56308,jup_rank_582,,,
583,56309,jup_rank_583,,,
584,56310,jup_rank_584,,,
585,56311,jup_rank_585,,,
586,56312,jup_rank_586,,,
587,56313,jup_rank_587,,,
588,56314,jup_rank_588,,,
589,56315,jup_rank_589,,,
590,56316,jup_rank_590,,,
591,56317,jup_rank_591,,,
592,56318,jup_rank_592,,,
593,56319,jup_rank_593,,,
594,56320,jup_rank_594,,,
595,56321,jup_rank_595,,,
596,56322,jup_rank_596,,,
597,56323,jup_rank_597,,,
598,56324,jup_rank_598,,,
599,56325,jup_rank_599,35429|35430|35431|35432|35439|35795|35796|35797|35798|35799,58724,
600,56326,jup_rank_600,,,
601,56327,jup_rank_601,,,
602,56328,jup_rank_602,,,
603,56329,jup_rank_603,,,
604,56330,jup_rank_604,,,
605,56331,jup_rank_605,,,
606,56332,jup_rank_606,,,
607,56333,jup_rank_607,,,
608,56334,jup_rank_608,,,
609,56335,jup_rank_609,,,
610,56336,jup_rank_610,,,
611,56337,jup_rank_611,,,
612,56338,jup_rank_612,,,
613,56339,jup_rank_613,,,
614,56340,jup_rank_614,,,
615,56341,jup_rank_615,,,
616,56342,jup_rank_616,,,
617,56343,jup_rank_617,,,
618,56344,jup_rank_618,,,
619,56345,jup_rank_619,,,
620,56346,jup_rank_620,,,
621,56347,jup_rank_621,,,
622,56348,jup_rank_622,,,
623,56349,jup_rank_623,,,
624,56350,jup_rank_624,,,
625,56351,jup_rank_625,,,
626,56352,jup_rank_626,,,
627,56353,jup_rank_627,,,
628,56354,jup_rank_628,,,
629,56355,jup_rank_629,,,
630,56356,jup_rank_630,,,
631,56357,jup_rank_631,,,
632,56358,jup_rank_632,,,
633,56359,jup_rank_633,,,
634,56360,jup_rank_634,,,
635,56361,jup_rank_635,,,
636,56362,jup_rank_636,,,
637,56363,jup_rank_637,,,
638,56364,jup_rank_638,,,
639,56365,jup_rank_639,,,
640,56366,jup_rank_640,,,
641,56367,jup_rank_641,,,
642,56368,jup_rank_642,,,
643,56369,jup_rank_643,,,
644,56370,jup_rank_644,,,
645,56371,jup_rank_645,,,
646,56372,jup_rank_646,,,
647,56373,jup_rank_647,,,
648,56374,jup_rank_648,,,
649,56375,jup_rank_649,35440|35433|35434|35435|35436|35800|35801|35802|35803|35804,58721|55590,
650,63589,jup_rank_650,,,
651,63590,jup_rank_651,,,
652,63591,jup_rank_652,,,
653,63592,jup_rank_653,,,
654,63593,jup_rank_654,,,
655,63594,jup_rank_655,,,
656,63595,jup_rank_656,,,
657,63596,jup_rank_657,,,
658,63597,jup_rank_658,,,
659,63598,jup_rank_659,,,
660,63599,jup_rank_660,,,
661,63600,jup_rank_661,,,
662,63601,jup_rank_662,,,
663,63602,jup_rank_663,,,
664,63603,jup_rank_664,,,
665,63604,jup_rank_665,,,
666,63605,jup_rank_666,,,
667,63606,jup_rank_667,,,
668,63607,jup_rank_668,,,
669,63608,jup_rank_669,,,
670,63609,jup_rank_670,,,
671,63610,jup_rank_671,,,
672,63611,jup_rank_672,,,
673,63612,jup_rank_673,,,
674,63613,jup_rank_674,,,
675,63614,jup_rank_675,,,
676,63615,jup_rank_676,,,
677,63616,jup_rank_677,,,
678,63617,jup_rank_678,,,
679,63618,jup_rank_679,,,
680,63619,jup_rank_680,,,
681,63620,jup_rank_681,,,
682,63621,jup_rank_682,,,
683,63622,jup_rank_683,,,
684,63623,jup_rank_684,,,
685,63624,jup_rank_685,,,
686,63625,jup_rank_686,,,
687,63626,jup_rank_687,,,
688,63627,jup_rank_688,,,
689,63628,jup_rank_689,,,
690,63629,jup_rank_690,,,
691,63630,jup_rank_691,,,
692,63631,jup_rank_692,,,
693,63632,jup_rank_693,,,
694,63633,jup_rank_694,,,
695,63634,jup_rank_695,,,
696,63635,jup_rank_696,,,
697,63636,jup_rank_697,,,
698,63637,jup_rank_698,,,
699,63638,jup_rank_699,39565|39549|39550|39551|39552|40926|40928|40931|40935|40936,44592,
700,63639,jup_rank_700,,,
701,63640,jup_rank_701,,,
702,63641,jup_rank_702,,,
703,63642,jup_rank_703,,,
704,63643,jup_rank_704,,,
705,63644,jup_rank_705,,,
706,63645,jup_rank_706,,,
707,63646,jup_rank_707,,,
708,63647,jup_rank_708,,,
709,63648,jup_rank_709,,,
710,63649,jup_rank_710,,,
711,63650,jup_rank_711,,,
712,63651,jup_rank_712,,,
713,63652,jup_rank_713,,,
714,63653,jup_rank_714,,,
715,63654,jup_rank_715,,,
716,63655,jup_rank_716,,,
717,63656,jup_rank_717,,,
718,63657,jup_rank_718,,,
719,63658,jup_rank_719,,,
720,63659,jup_rank_720,,,
721,63660,jup_rank_721,,,
722,63661,jup_rank_722,,,
723,63662,jup_rank_723,,,
724,63663,jup_rank_724,,,
725,63664,jup_rank_725,,,
726,63665,jup_rank_726,,,
727,63666,jup_rank_727,,,
728,63667,jup_rank_728,,,
729,63668,jup_rank_729,,,
730,63669,jup_rank_730,,,
731,63670,jup_rank_731,,,
732,63671,jup_rank_732,,,
733,63672,jup_rank_733,,,
734,63673,jup_rank_734,,,
735,63674,jup_rank_735,,,
736,63675,jup_rank_736,,,
737,63676,jup_rank_737,,,
738,63677,jup_rank_738,,,
739,63678,jup_rank_739,,,
740,63679,jup_rank_740,,,
741,63680,jup_rank_741,,,
742,63681,jup_rank_742,,,
743,63682,jup_rank_743,,,
744,63683,jup_rank_744,,,
745,63684,jup_rank_745,,,
746,63685,jup_rank_746,,,
747,63686,jup_rank_747,,,
748,63687,jup_rank_748,,,
749,63688,jup_rank_749,39566|39553|39554|39555|39556|40940|40971|40973|40975|40977,44593,
750,63689,jup_rank_750,,,
751,63690,jup_rank_751,,,
752,63691,jup_rank_752,,,
753,63692,jup_rank_753,,,
754,63693,jup_rank_754,,,
755,63694,jup_rank_755,,,
756,63695,jup_rank_756,,,
757,63696,jup_rank_757,,,
758,63697,jup_rank_758,,,
759,63698,jup_rank_759,,,
760,63699,jup_rank_760,,,
761,63700,jup_rank_761,,,
762,63701,jup_rank_762,,,
763,63702,jup_rank_763,,,
764,63703,jup_rank_764,,,
765,63704,jup_rank_765,,,
766,63705,jup_rank_766,,,
767,63706,jup_rank_767,,,
768,63707,jup_rank_768,,,
769,63708,jup_rank_769,,,
770,63709,jup_rank_770,,,
771,63710,jup_rank_771,,,
772,63711,jup_rank_772,,,
773,63712,jup_rank_773,,,
774,63713,jup_rank_774,,,
775,63714,jup_rank_775,,,
776,63715,jup_rank_776,,,
777,63716,jup_rank_777,,,
778,63717,jup_rank_778,,,
779,63718,jup_rank_779,,,
780,63719,jup_rank_780,,,
