string,string
dx_cps_helo_rescue_pilot_eject_found_30,5.326
dx_cps_kama_rescue_pilot_eject_found_10,7.082
dx_cps_lass_rescue_pilot_eject_found_10,6.399
dx_cps_ushp_rescue_pilot_eject_found_10,4.95
dx_cps_ushp_rescue_pilot_eject_found_20,4.978
dx_cps_ushp_rescue_pilot_eject_found_30,4.921
dx_cps_kama_rescue_pilot_eject_move_arrived_10,4.842
dx_cps_kama_rescue_pilot_eject_move_arrived_20,4.065
dx_cps_lass_rescue_pilot_eject_move_arrived_10,4.5
dx_cps_lass_rescue_pilot_eject_move_arrived_20,5.183
dx_cps_kama_rescue_pilot_eject_move_10,5.119
dx_cps_lass_rescue_pilot_eject_move_10,5.29
dx_cps_kama_rescue_pilot_eject_update_10,9.962
dx_cps_lass_rescue_pilot_eject_update_10,9.876
dx_cps_kama_rescue_pilot_exfil_fail_10,6.719
dx_cps_lass_rescue_pilot_exfil_fail_10,7.103
dx_cps_kama_rescue_pilot_exfil_success_10,6.079
dx_cps_lass_rescue_pilot_exfil_success_10,5.588
dx_cps_helo_rescue_pilot_following_10,1.203
dx_cps_helo_rescue_pilot_following_20,1.548
dx_cps_helo_rescue_pilot_following_30,0.849
dx_cps_helo_rescue_pilot_following_40,0.878
dx_cps_helo_rescue_pilot_following_50,0.829
dx_cps_ushp_rescue_pilot_following_10,0.994
dx_cps_ushp_rescue_pilot_following_20,1.556
dx_cps_ushp_rescue_pilot_following_30,0.983
dx_cps_ushp_rescue_pilot_following_40,0.903
dx_cps_ushp_rescue_pilot_following_50,0.88
dx_cps_helo_rescue_pilot_injury_exfil_10,4.806
dx_cps_ushp_rescue_pilot_injury_exfil_10,3.924
dx_cps_helo_rescue_pilot_injury_found_10,3.568
dx_cps_helo_rescue_pilot_injury_found_20,2.163
dx_cps_helo_rescue_pilot_injury_found_30,2.593
dx_cps_helo_rescue_pilot_injury_found_40,2.772
dx_cps_helo_rescue_pilot_injury_found_50,2.637
dx_cps_kama_rescue_pilot_injury_found_10,6.591
dx_cps_lass_rescue_pilot_injury_found_10,5.546
dx_cps_ushp_rescue_pilot_injury_found_10,2.787
dx_cps_ushp_rescue_pilot_injury_found_20,2.408
dx_cps_ushp_rescue_pilot_injury_found_30,3.301
dx_cps_ushp_rescue_pilot_injury_found_40,2.585
dx_cps_ushp_rescue_pilot_injury_found_50,1.857
dx_cps_helo_rescue_pilot_injury_free_10,4.05
dx_cps_ushp_rescue_pilot_injury_free_10,4.202
dx_cps_kama_rescue_pilot_injury_move_arrived_10,5.418
dx_cps_kama_rescue_pilot_injury_move_arrived_20,4.82
dx_cps_lass_rescue_pilot_injury_move_arrived_10,5.524
dx_cps_lass_rescue_pilot_injury_move_arrived_20,4.328
dx_cps_kama_rescue_pilot_injury_move_10,5.183
dx_cps_lass_rescue_pilot_injury_move_10,5.412
dx_cps_helo_rescue_pilot_injury_pickup_nag_10,2.804
dx_cps_helo_rescue_pilot_injury_pickup_nag_20,2.041
dx_cps_helo_rescue_pilot_injury_pickup_nag_30,2.372
dx_cps_helo_rescue_pilot_injury_pickup_nag_40,2.474
dx_cps_helo_rescue_pilot_injury_pickup_nag_50,3.065
dx_cps_ushp_rescue_pilot_injury_pickup_nag_10,2.084
dx_cps_ushp_rescue_pilot_injury_pickup_nag_20,2.631
dx_cps_ushp_rescue_pilot_injury_pickup_nag_30,2.415
dx_cps_ushp_rescue_pilot_injury_pickup_nag_40,2.298
dx_cps_ushp_rescue_pilot_injury_pickup_nag_50,3.019
dx_cps_kama_rescue_pilot_injury_update_10,9.983
dx_cps_lass_rescue_pilot_injury_update_10,9.983
dx_cps_helo_rescue_pilot_start_10,6.228
dx_cps_helo_rescue_pilot_start_20,5.83
dx_cps_helo_rescue_pilot_start_30,6.618
dx_cps_ushp_rescue_pilot_start_10,5.074
dx_cps_ushp_rescue_pilot_start_20,5.083
dx_cps_ushp_rescue_pilot_start_30,4.698
dx_cps_helo_rescue_pilot_taking_fire_10,1.059
dx_cps_helo_rescue_pilot_taking_fire_20,1.876
dx_cps_helo_rescue_pilot_taking_fire_30,1.936
dx_cps_helo_rescue_pilot_taking_fire_40,1.26
dx_cps_helo_rescue_pilot_taking_fire_50,1.515
dx_cps_ushp_rescue_pilot_taking_fire_10,1.298
dx_cps_ushp_rescue_pilot_taking_fire_20,1.192
dx_cps_ushp_rescue_pilot_taking_fire_30,0.884
dx_cps_ushp_rescue_pilot_taking_fire_40,1.185
dx_cps_ushp_rescue_pilot_taking_fire_50,1.229
dx_cps_helo_rescue_pilot_waiting_10,0.781
dx_cps_helo_rescue_pilot_waiting_20,0.878
dx_cps_helo_rescue_pilot_waiting_30,0.82
dx_cps_helo_rescue_pilot_waiting_40,1.636
dx_cps_helo_rescue_pilot_waiting_50,0.944
dx_cps_ushp_rescue_pilot_waiting_10,0.958
dx_cps_ushp_rescue_pilot_waiting_20,0.932
dx_cps_ushp_rescue_pilot_waiting_30,1.488
dx_cps_ushp_rescue_pilot_waiting_40,1.215
dx_cps_ushp_rescue_pilot_waiting_50,1.658
dx_cps_taco_apc_ambush_10,5.887
dx_cps_drjm_apc_brief_20,5.439
dx_cps_kama_apc_brief_10,2.75
dx_cps_kama_apc_brief_30,1.748
dx_cps_kama_apc_brief_50,6.186
dx_cps_lass_apc_brief_40,9.876
dx_cps_lass_apc_brief_60,7.059
dx_cps_taco_apc_callout_east_10,2.106
dx_cps_taco_apc_callout_east_20,2.288
dx_cps_taco_apc_callout_east_30,2.359
dx_cps_taco_apc_callout_north_10,2.008
dx_cps_taco_apc_callout_north_20,2.097
dx_cps_taco_apc_callout_north_30,2.481
dx_cps_taco_apc_callout_south_10,2.026
dx_cps_taco_apc_callout_south_20,1.94
dx_cps_taco_apc_callout_south_30,2.029
dx_cps_taco_apc_callout_west_10,1.905
dx_cps_taco_apc_callout_west_20,2.229
dx_cps_taco_apc_callout_west_30,2.017
dx_cps_taco_apc_clear_infantry_10,2.942
dx_cps_taco_apc_clear_infantry_20,3.004
dx_cps_taco_apc_clear_infantry_30,3.328
dx_cps_taco_apc_clear_mines_10,3.197
dx_cps_taco_apc_clear_mines_20,4.046
dx_cps_taco_apc_clear_mines_30,3.061
dx_cps_taco_apc_clear_rpg_10,2.708
dx_cps_taco_apc_clear_rpg_20,2.388
dx_cps_taco_apc_clear_rpg_30,3.224
dx_cps_taco_apc_engage_10,2.257
dx_cps_taco_apc_engage_20,3.408
dx_cps_taco_apc_engage_30,2.763
dx_cps_taco_apc_engage_40,1.928
dx_cps_taco_apc_engage_50,2.431
dx_cps_taco_apc_mine_hit_10,2.621
dx_cps_taco_apc_mine_hit_20,3.341
dx_cps_taco_apc_mine_hit_30,3.298
dx_cps_taco_apc_mine_seen_10,6.381
dx_cps_taco_apc_mission_complete_10,5.401
dx_cps_kama_apc_mission_failed_10,5.951
dx_cps_taco_apc_near_goal_10,4.308
dx_cps_lass_apc_pilot_inbound_10,6.616
dx_cps_taco_apc_pilot_inbound_20,3.69
dx_cps_helo_apc_pilot_outro_10,4.355
dx_cps_taco_apc_pilot_outro_tank_alive_10,9.333
dx_cps_kama_apc_pilot_outro_tank_dead_10,5.823
dx_cps_helo_apc_pilot_status_10,5.448
dx_cps_helo_apc_pilot_status_15,5.436
dx_cps_helo_apc_pilot_status_20,4.634
dx_cps_helo_apc_pilot_status_25,4.469
dx_cps_helo_apc_pilot_status_30,3.935
dx_cps_taco_apc_rpg_hit_10,3.732
dx_cps_taco_apc_rpg_hit_20,3.286
dx_cps_taco_apc_rpg_hit_30,2.751
dx_cps_taco_apc_tank_death_10,1.919
dx_cps_taco_apc_tank_health_60_10,4.266
dx_cps_taco_apc_tank_health_80_10,4.32
dx_cps_taco_apc_tank_nag_10,3.604
dx_cps_taco_apc_tank_nag_20,3.676
dx_cps_taco_apc_tank_nag_30,3.146
dx_cps_taco_apc_tank_seen_10,8.234
dx_cps_taco_apc_tank_status_00_10,2.984
dx_cps_taco_apc_tank_status_20_10,3.036
dx_cps_taco_apc_tank_status_40_10,3.798
dx_cps_taco_apc_tank_status_ammo_10,4.394
dx_cps_taco_apc_tank_status_kill_10,2.532
dx_cps_taco_apc_tank_status_kill_20,1.794
dx_cps_taco_apc_tank_status_kill_30,2.146
dx_cps_taco_apc_tank_status_kill_40,2.196
dx_cps_taco_apc_tank_status_kill_50,1.806
dx_cps_taco_apc_tank_status_readyfire_10,1.983
dx_cps_taco_apc_tank_status_readyfire_20,1.902
dx_cps_taco_apc_tank_status_readyfire_30,1.962
dx_cps_taco_apc_tank_status_10,15.364
dx_cps_taco_apc_tank_status_20,3.74
dx_cps_lass_armsrace_objective_1st_obj_complete_10,8.916
dx_cps_kama_armsrace_objective_1st_obj_defend_10,5.524
dx_cps_lass_armsrace_objective_1st_obj_10,7.978
dx_cps_kama_armsrace_objective_2nd_obj_complete_20,6.164
dx_cps_lass_armsrace_objective_2nd_obj_complete_10,3.562
dx_cps_lass_armsrace_objective_2nd_obj_complete_30,4.756
dx_cps_kama_armsrace_objective_2nd_obj_defend_10,3.732
dx_cps_lass_armsrace_objective_2nd_obj_10,4.543
dx_cps_kama_armsrace_objective_3rd_obj_complete_30,2.943
dx_cps_lass_armsrace_objective_3rd_obj_complete_10,3.668
dx_cps_lass_armsrace_objective_3rd_obj_complete_20,4.308
dx_cps_kama_armsrace_objective_3rd_obj_jugg_dead_10,4.671
dx_cps_kama_armsrace_objective_3rd_obj_jugg_enemy_10,4.197
dx_cps_lass_armsrace_objective_3rd_obj_10,5.759
dx_cps_lass_armsrace_objective_4th_obj_complete_10,6.591
dx_cps_kama_armsrace_objective_4th_obj_defend_10,4.18
dx_cps_lass_armsrace_objective_4th_obj_10,5.546
dx_cps_lass_armsrace_objective_4th_obj_open_10,5.813
dx_cps_kama_armsrace_objective_4th_obj_open_nag_30,2.876
dx_cps_lass_armsrace_objective_4th_obj_open_nag_10,4.799
dx_cps_lass_armsrace_objective_4th_obj_open_nag_20,3.796
dx_cps_kama_armsrace_objective_brief_10,6.826
dx_cps_lass_armsrace_objective_brief_20,9.898
dx_cps_lass_armsrace_objective_go_to_safehouse_10,6.698
dx_cps_kama_armsrace_objective_hangar_nag_10,4.927
dx_cps_kama_armsrace_objective_hangar_nag_20,4.643
dx_cps_lass_armsrace_objective_hangar_nag_30,4.436
dx_cps_lass_armsrace_objective_intro_10,9.386
dx_cps_kama_armsrace_objective_outro_10,9.48
dx_cps_kama_armsrace_objective_outro_60,5.055
dx_cps_lass_armsrace_objective_outro_50,9.983
dx_cps_kama_bank_breach_door_10,3.434
dx_cps_lass_bank_clear_lz_10,4.863
dx_cps_lass_bank_clear_lz_nag_10,5.908
dx_cps_kama_bank_cut_down_gate_10,4.586
dx_cps_lass_bank_defend_rooftop_10,4.33
dx_cps_lass_bank_door_reinforced_10,4.65
dx_cps_lass_bank_enemies_balcony_10,3.428
dx_cps_lass_bank_enemies_vehicle_10,4.586
dx_cps_kama_bank_enemy_heli_10,3.242
dx_cps_lass_bank_enemy_reinforcements_10,4.436
dx_cps_kama_bank_gate_cut_finish_10,4.159
dx_cps_kama_bank_gate_cut_start_10,4.202
dx_cps_kama_bank_get_into_bank_10,3.007
dx_cps_lass_bank_good_find_10,4.57
dx_cps_kama_bank_grab_rpg_10,2.516
dx_cps_lass_bank_heli_extract_10,3.946
dx_cps_lass_bank_heli_kill_nag_10,3.391
dx_cps_kama_bank_hvt_down_10,5.46
dx_cps_lass_bank_hvt_escape_chopper_10,3.658
dx_cps_lass_bank_hvt_escape_10,3.69
dx_cps_lass_bank_hvt_nag_10,3.604
dx_cps_lass_bank_hvt_nag_20,3.817
dx_cps_lass_bank_hvt_nag_30,3.391
dx_cps_lass_bank_hvt_rooftop_10,4.074
dx_cps_lass_bank_hvt_rooftop_nag_10,2.343
dx_cps_kama_bank_hvt_update_10,8.319
dx_cps_lass_bank_hvt_update_20,6.015
dx_cps_lass_bank_intel_keep_searching_10,5.524
dx_cps_lass_bank_intel_keep_searching_20,5.93
dx_cps_lass_bank_intel_search_10,3.796
dx_cps_kama_bank_intro_10,7.103
dx_cps_lass_bank_intro_20,19.796
dx_cps_lass_bank_key_deposit_boxes_10,3.604
dx_cps_lass_bank_mission_successful_intel_10,6.292
dx_cps_lass_bank_mission_successful_10,6.442
dx_cps_kama_bank_push_10,2.069
dx_cps_kama_bank_spotted_10,4.074
dx_cps_kama_bank_vault_gate_10,4.202
dx_cps_lass_base_assault_beacon_planted_10,4.223
dx_cps_lass_base_assault_beacon_planted_20,5.229
dx_cps_land_base_assault_beacons_complete_1st_20,5.078
dx_cps_lass_base_assault_beacons_complete_1st_10,7.103
dx_cps_lass_base_assault_beacons_complete_2nd_20,7.103
dx_cps_lass_base_assault_beacons_complete_3rd_30,6.271
dx_cps_kama_base_assault_brief_10,13.823
dx_cps_kama_base_assault_brief_30,12.01
dx_cps_lass_base_assault_brief_20,7.615
dx_cps_lass_base_assault_brief_40,5.183
dx_cps_kama_base_assault_control_tower_10,7.039
dx_cps_lass_base_assault_control_tower_20,7.598
dx_cps_kama_base_assault_detected_10,4.97
dx_cps_land_base_assault_detected_20,5.248
dx_cps_aqlie_base_assault_egress_20,5.034
dx_cps_land_base_assault_egress_10,3.015
dx_cps_land_base_assault_egress_30,5.823
dx_cps_kama_base_assault_hangar_interior_complete_10,7.487
dx_cps_lass_base_assault_hangar_interior_10,9.684
dx_cps_lass_base_assault_hangar_interior_20,6.228
dx_cps_kama_base_assault_hangars_redirect_20,9.684
dx_cps_kama_base_assault_hangars_redirect_30,4.756
dx_cps_land_base_assault_hangars_redirect_10,7.574
dx_cps_land_base_assault_incoming_20,6.463
dx_cps_lass_base_assault_incoming_10,5.076
dx_cps_kama_base_assault_juggernaut_spotted_stealth_10,6.996
dx_cps_kama_base_assault_mission_complete_20,9.706
dx_cps_lass_base_assault_mission_complete_10,5.29
dx_cps_lass_base_assault_place_beacon_0197a_10,8.959
dx_cps_lass_base_assault_place_beacon_0197a_20,6.271
dx_cps_lass_base_assault_place_beacon_1275b_10,9.066
dx_cps_lass_base_assault_place_beacon_1275b_20,5.334
dx_cps_lass_base_assault_place_beacon_2325c_10,8.276
dx_cps_lass_base_assault_place_beacon_2325c_20,4.735
dx_cps_lass_base_assault_place_beacon_3446d_10,8.639
dx_cps_lass_base_assault_place_beacon_3446d_20,5.908
dx_cps_lass_base_assault_place_beacon_4505e_10,8.682
dx_cps_lass_base_assault_place_beacon_4505e_20,5.204
dx_cps_lass_base_assault_place_beacon_5623f_10,8.639
dx_cps_lass_base_assault_place_beacon_5623f_20,5.652
dx_cps_lass_base_assault_place_beacon_6771g_10,8.682
dx_cps_lass_base_assault_place_beacon_6771g_20,5.183
dx_cps_lass_base_assault_place_beacon_7808h_10,8.767
dx_cps_lass_base_assault_place_beacon_7808h_20,5.482
dx_cps_kama_base_assault_rendezvous_20,5.076
dx_cps_lass_base_assault_rendezvous_10,15.188
dx_cps_lass_base_assault_server_approach_10,7.786
dx_cps_kama_base_assault_snr_hacking_complete_20,5.136
dx_cps_lass_base_assault_snr_hacking_complete_10,9.642
dx_cps_lass_base_assault_snr_hacking_10,3.65
dx_cps_lass_base_assault_snr_nag_10,4.01
dx_cps_aqlie_base_assault_stealth_exchange_1_10,4.863
dx_cps_land_base_assault_stealth_exchange_1_20,9.13
dx_cps_aqlie_base_assault_stealth_exchange_2_20,4.948
dx_cps_aqlie_base_assault_stealth_exchange_2_40,2.486
dx_cps_kama_base_assault_stealth_exchange_2_50,3.239
dx_cps_land_base_assault_stealth_exchange_2_10,6.525
dx_cps_land_base_assault_stealth_exchange_2_30,6.868
dx_cps_kama_cache_collection_brief_10,9.428
dx_cps_kama_cache_collection_brief_30,4.906
dx_cps_lass_cache_collection_brief_20,9.98
dx_cps_lass_cache_collection_brief_40,6.442
dx_cps_lass_cache_collection_complete_cash_10,8.255
dx_cps_lass_cache_collection_complete_documents_10,8.49
dx_cps_kama_cache_collection_complete_schoolhouse_10,9.94
dx_cps_kama_cache_collection_enemy_incoming_40,5.482
dx_cps_lass_cache_collection_enemy_incoming_10,4.436
dx_cps_lass_cache_collection_enemy_incoming_20,5.226
dx_cps_lass_cache_collection_enemy_incoming_30,3.476
dx_cps_lass_cache_collection_find_body_schoolhouse_10,7.978
dx_cps_kama_cache_collection_finding_leads_cash_10,4.18
dx_cps_kama_cache_collection_finding_leads_cash_20,5.354
dx_cps_kama_cache_collection_finding_leads_documents_10,4.095
dx_cps_kama_cache_collection_finding_leads_documents_20,5.652
dx_cps_kama_cache_collection_finding_leads_schoolhouse_10,4.842
dx_cps_kama_cache_collection_finding_leads_schoolhouse_20,5.098
dx_cps_lass_cache_collection_found_enough_cash_10,9.94
dx_cps_lass_cache_collection_found_enough_documents_10,9.599
dx_cps_lass_cache_collection_found_enough_schoolhouse_10,9.386
dx_cps_lass_cache_collection_hints_cash_10,8.575
dx_cps_lass_cache_collection_hints_documents_10,9.428
dx_cps_kama_cache_collection_hints_10,4.842
dx_cps_kama_cache_collection_hints_20,5.844
dx_cps_lass_cache_collection_hints_schoolhouse_10,3.562
dx_cps_lass_cache_collection_hints_schoolhouse_20,6.676
dx_cps_kama_cache_collection_ied_documents_10,4.628
dx_cps_kama_cache_collection_ied_schoolhouse_10,4.074
dx_cps_kama_cache_collection_intro_cash_10,9.407
dx_cps_kama_cache_collection_intro_documents_10,6.122
dx_cps_lass_cache_collection_intro_10,5.098
dx_cps_lass_cache_collection_intro_schoolhouse_10,9.855
dx_cps_kama_cache_collection_search_nag_10,6.164
dx_cps_kama_cache_collection_search_nag_30,3.882
dx_cps_lass_cache_collection_search_nag_20,5.802
dx_cps_kama_callout_ac130_attacking_10,4.095
dx_cps_kama_callout_ac130_attacking_20,4.138
dx_cps_lass_callout_ac130_attacking_10,3.306
dx_cps_lass_callout_ac130_attacking_20,2.968
dx_cps_kama_callout_armored_spawning_10,3.6
dx_cps_kama_callout_armored_spawning_20,2.575
dx_cps_lass_callout_armored_spawning_10,3.199
dx_cps_lass_callout_armored_spawning_20,3.498
dx_cps_kama_callout_drone_thrower_spawning_10,3.221
dx_cps_kama_callout_drone_thrower_spawning_20,2.592
dx_cps_lass_callout_drone_thrower_spawning_10,3.565
dx_cps_lass_callout_drone_thrower_spawning_20,2.778
dx_cps_kama_callout_enemy_squad_spawning_10,3.924
dx_cps_kama_callout_enemy_squad_spawning_20,3.434
dx_cps_kama_callout_enemy_squad_spawning_30,3.22
dx_cps_lass_callout_enemy_squad_spawning_10,2.666
dx_cps_lass_callout_enemy_squad_spawning_20,2.858
dx_cps_lass_callout_enemy_squad_spawning_30,3.327
dx_cps_kama_callout_heavyhelo_spawning_10,4.586
dx_cps_kama_callout_heavyhelo_spawning_20,3.352
dx_cps_lass_callout_heavyhelo_spawning_10,3.946
dx_cps_lass_callout_heavyhelo_spawning_20,3.519
dx_cps_kama_callout_helicopter_attacking_10,2.708
dx_cps_kama_callout_helicopter_attacking_20,2.943
dx_cps_lass_callout_helicopter_attacking_10,3.604
dx_cps_lass_callout_helicopter_attacking_20,2.69
dx_cps_kama_callout_juggernaut_spawning_10,3.156
dx_cps_kama_callout_juggernaut_spawning_20,2.971
dx_cps_lass_callout_juggernaut_spawning_10,2.644
dx_cps_lass_callout_juggernaut_spawning_20,3.028
dx_cps_kama_callout_littlebird_spawning_10,3.348
dx_cps_kama_callout_littlebird_spawning_20,3.565
dx_cps_lass_callout_littlebird_spawning_10,3.235
dx_cps_lass_callout_littlebird_spawning_20,3.071
dx_cps_kama_callout_mortar_attacking_10,2.591
dx_cps_kama_callout_mortar_attacking_20,2.58
dx_cps_lass_callout_mortar_attacking_10,2.495
dx_cps_lass_callout_mortar_attacking_20,2.922
dx_cps_kama_callout_paratrooper_spawning_10,3.071
dx_cps_kama_callout_paratrooper_spawning_20,3.352
dx_cps_lass_callout_paratrooper_spawning_10,3.007
dx_cps_lass_callout_paratrooper_spawning_20,2.538
dx_cps_kama_callout_sniper_spawning_10,4.372
dx_cps_kama_callout_sniper_spawning_20,6.143
dx_cps_kama_callout_sniper_spawning_30,4.091
dx_cps_lass_callout_sniper_spawning_10,2.559
dx_cps_lass_callout_sniper_spawning_20,3.348
dx_cps_lass_callout_sniper_spawning_30,3.668
dx_cps_kama_callout_suicide_bomber_spawning_10,2.495
dx_cps_kama_callout_suicide_bomber_spawning_20,2.964
dx_cps_lass_callout_suicide_bomber_spawning_10,2.751
dx_cps_lass_callout_suicide_bomber_spawning_20,2.559
dx_cps_kama_callout_tank_spawning_10,2.708
dx_cps_kama_callout_tank_spawning_20,2.986
dx_cps_lass_callout_tank_spawning_10,2.495
dx_cps_lass_callout_tank_spawning_20,3.732
dx_cps_kama_callout_technicals_spawning_10,4.031
dx_cps_kama_callout_technicals_spawning_20,3.732
dx_cps_kama_callout_technicals_spawning_30,3.684
dx_cps_lass_callout_technicals_spawning_10,3.243
dx_cps_lass_callout_technicals_spawning_20,2.751
dx_cps_lass_callout_technicals_spawning_30,3.647
dx_cps_kama_callout_white_phosphorus_10,3.284
dx_cps_kama_callout_white_phosphorus_20,2.687
dx_cps_lass_callout_white_phosphorus_10,3.455
dx_cps_lass_callout_white_phosphorus_20,3.178
dx_cps_kama_cine_intro_150,1.955
dx_cps_kama_cine_intro_170,1.825
dx_cps_kama_cine_intro_180,2.725
dx_cps_kama_cine_intro_200,2.985
dx_cps_kama_cine_intro_210,3.306
dx_cps_kama_cine_intro_230,8.938
dx_cps_lass_cine_intro_10,5.49
dx_cps_lass_cine_intro_110,3.87
dx_cps_lass_cine_intro_130,2.39
dx_cps_lass_cine_intro_220,4.035
dx_cps_lass_cine_intro_240,6.33
dx_cps_lass_cine_intro_60,5.76
dx_cps_lass_cine_intro_90,2.068
dx_cps_nik_cine_intro_100,3.205
dx_cps_nik_cine_intro_140,2.815
dx_cps_nik_cine_intro_190,2.725
dx_cps_nik_cine_intro_20,3.455
dx_cps_nik_cine_intro_40,3.668
dx_cps_nik_cine_intro_70,2.13
dx_cps_pri_cine_intro_120,2.855
dx_cps_pri_cine_intro_160,2.081
dx_cps_pri_cine_intro_250,4.83
dx_cps_pri_cine_intro_30,1.625
dx_cps_pri_cine_intro_80,1.8
dx_cps_ru1_cine_intro_tease_open_10,5.439
dx_cps_ru1_cine_intro_tease_open_20,7.899
dx_cps_ru1_cine_intro_tease_open_30,4.387
dx_cps_ru1_cine_intro_tease_open_40,9.364
dx_cps_ru1_cine_intro_tease_open_50,1.393
dx_cps_ru1_cine_intro_tease_open_60,9.279
dx_cps_ru1_cine_intro_tease_open_70,6.058
dx_cps_kama_cine_mbi_armsdealer_20,4.991
dx_cps_kama_cine_mbi_armsdealer_30,7.082
dx_cps_kama_cine_mbi_armsdealer_60,13.076
dx_cps_lass_cine_mbi_armsdealer_10,7.503
dx_cps_lass_cine_mbi_armsdealer_40,5.001
dx_cps_lass_cine_mbi_armsdealer_50,4.587
dx_cps_lass_cine_mbi_armsdealer_70,7.252
dx_cps_kama_cine_mbi_landlord_20,6.031
dx_cps_kama_cine_mbi_landlord_40,6.292
dx_cps_kama_cine_mbi_landlord_60,6.038
dx_cps_kama_cine_mbi_landlord_80,7.316
dx_cps_lass_cine_mbi_landlord_10,5.075
dx_cps_lass_cine_mbi_landlord_30,6.458
dx_cps_lass_cine_mbi_landlord_50,6.816
dx_cps_lass_cine_mbi_landlord_70,8.02
dx_cps_lass_cine_mbi_landlord_90,12.927
dx_cps_kama_cine_mbi_moneylaunderer_20,6.378
dx_cps_kama_cine_mbi_moneylaunderer_40,8.266
dx_cps_kama_cine_mbi_moneylaunderer_60,7.951
dx_cps_lass_cine_mbi_moneylaunderer_10,4.952
dx_cps_lass_cine_mbi_moneylaunderer_30,7.079
dx_cps_lass_cine_mbi_moneylaunderer_50,7.051
dx_cps_lass_cine_mbi_moneylaunderer_70,5.716
dx_cps_kama_cine_mbi_outro_20,8.02
dx_cps_kama_cine_mbi_outro_40,5.93
dx_cps_lass_cine_mbi_outro_10,7.978
dx_cps_lass_cine_mbi_outro_30,12.586
dx_cps_lass_cine_mbi_outro_50,6.57
dx_cps_kama_cine_mbi_smuggler_20,6.733
dx_cps_kama_cine_mbi_smuggler_40,11.114
dx_cps_kama_cine_mbi_smuggler_60,6.548
dx_cps_lass_cine_mbi_smuggler_10,8.191
dx_cps_lass_cine_mbi_smuggler_30,5.177
dx_cps_lass_cine_mbi_smuggler_50,5.117
dx_cps_lass_cine_mbi_smuggler_70,6.706
dx_cps_kama_convo_start_10,3.691
dx_cps_kama_convo_start_20,3.796
dx_cps_kama_convo_start_30,3.754
dx_cps_lass_convo_start_10,3.903
dx_cps_lass_convo_start_20,3.69
dx_cps_lass_convo_start_30,4.351
dx_cps_cyph_cypher_connection_1p_10,3.967
dx_cps_cyph_cypher_connection_2p_10,3.775
dx_cps_cyph_cypher_connection_3p_10,2.201
