string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,xhash32,string,string,string,string,string,string,string,string
12,iw8_sn_hdromeo_variant_12,iw8_sn_hdromeo,,rec|12 front|12 mag|12,,,laserbalanced|11,,acog3|3,,,stockh|6,,,,,x32#hash_14c,ui_loot_weapon_sn_hdromeo_v13,,,,,,,
13,iw8_sn_hdromeo_variant_13,iw8_sn_hdromeo,,rec|9 back|9 mag|13,,,,,,,,,,,,,x32#hash_c7f5e444,ui_loot_weapon_sn_hdromeo_v14,,,,,,,
14,iw8_sn_hdromeo_variant_14,iw8_sn_hdromeo,,rec|14 front|14 back|14 mag|14,,barlong|5,,bipod|2,vzscope|4,,,stockh|4,fastreload,,,,x32#hash_14c,ui_loot_weapon_sn_hdromeo_v15,,,,,,,
15,iw8_sn_hdromeo_variant_15,iw8_sn_hdromeo,,rec|15 front|15 back|15 mag|15,silencer3|2,,laserbalanced|2,bipod|3,acog3|1,,,,flinch,,,,x32#hash_c7f5e45a,ui_loot_weapon_sn_hdromeo_v16,,,,,,,
16,iw8_sn_hdromeo_variant_16,iw8_sn_hdromeo,iw8_sn_hdromeo_mpa,rec|0 front|0 back|0 mag|0,,,laserbalanced|10,,acog3|2,xmagslrg|1,,stockh|5,,,,,x32#hash_14c,ui_loot_weapon_sn_hdromeo_v17,,,,,,,
17,iw8_sn_hdromeo_variant_17,iw8_sn_hdromeo,iw8_sn_hdromeo_mpa,rec|0 front|0 back|0 mag|0,,,,,,,,,,,,,x32#hash_c7f5e470,ui_loot_weapon_sn_hdromeo_v18,,,,,,,
18,iw8_sn_hdromeo_variant_18,iw8_sn_hdromeo,iw8_sn_hdromeo_mpa,rec|0 front|0 back|0 mag|0,,,,,,,,,,,,,x32#hash_14c,ui_loot_weapon_sn_hdromeo_v19,,,,,,,
19,iw8_sn_hdromeo_variant_19,iw8_sn_hdromeo,iw8_sn_hdromeo_mpa,rec|0 front|0 back|0 mag|0,,,,,,,,,,,,,x32#hash_c7f5e486,ui_loot_weapon_sn_hdromeo_v20,,,,,,,
20,iw8_sn_hdromeo_variant_20,iw8_sn_hdromeo,iw8_sn_hdromeo_mpa,rec|0 front|0 back|0 mag|0,,,,,,,,,,,,,x32#hash_14c,ui_loot_weapon_sn_hdromeo_v21,,,,,,,
21,iw8_sn_hdromeo_variant_21,iw8_sn_hdromeo,iw8_sn_hdromeo_mpa,rec|0 front|0 back|0 mag|0,,,,,,,,,,,,,x32#hash_c7f5e49c,ui_loot_weapon_sn_hdromeo_v22,,,,,,,
22,iw8_sn_hdromeo_variant_22,iw8_sn_hdromeo,iw8_sn_hdromeo_mpa,rec|0 front|0 back|0 mag|0,,,,,,,,,,,,,x32#hash_14c,ui_loot_weapon_sn_hdromeo_v23,,,,,,,
23,iw8_sn_hdromeo_variant_23,iw8_sn_hdromeo,iw8_sn_hdromeo_mpa,rec|0 front|0 back|0 mag|0,,,,,,,,,,,,,x32#hash_c7f5e4b2,ui_loot_weapon_sn_hdromeo_v24,,,,,,,
