string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,xhash32,string,string,string,string,string,string,string,string
13,iw8_pi_decho_variant_13,iw8_pi_decho,,rec|13 mag|13 triggrip|13,silencer|10,barlong|4,laserbalanced|11,,,,pistolgrip02|5,,ammomod_wound,,,,x32#hash_14c,ui_loot_weapon_pi_decho_v14,,,,,,,
14,iw8_pi_decho_variant_14,iw8_pi_decho,,rec|14 front|14 triggrip|14,brake|5,,laserrange|12,,,xmagslrg|4,,,akimbo,trigcust|6,,,x32#hash_c7f3c548,ui_loot_weapon_pi_decho_v15,,,,,,,
15,iw8_pi_decho_variant_15,iw8_pi_decho,,rec|15 front|15 mag|15,,,laserbalanced|10,,,,pistolgrip02|4,,,trigcust|7,,,x32#hash_14c,ui_loot_weapon_pi_decho_v16,,,,,,,
16,iw8_pi_decho_variant_16,iw8_pi_decho,iw8_pi_decho_mpdmb2,rec|0 front|0 mag|0 triggrip|0,,,laser|2,,reflexmini|6,xmags|4,pistolgrip02|6,,,trigcust|8,,,x32#hash_c7f3c55c,ui_loot_weapon_pi_decho_v17,,,standardDis,,,,
17,iw8_pi_decho_variant_17,iw8_pi_decho,iw8_pi_decho_mpa,rec|1 front|1 mag|1 triggrip|1,,barshort|2,,,reflexmini2|2,xmags|5,pistolgrip02|7,,,trigcust|9,,,x32#hash_14c,ui_loot_weapon_pi_decho_v18,,,,,,,
18,iw8_pi_decho_variant_18,iw8_pi_decho,iw8_pi_decho_mpa,rec|2 front|2 mag|2 triggrip|2,brake|7,barlong|5,,,,,pistolgrip03|7,,,,,,x32#hash_c7f3c570,ui_loot_weapon_pi_decho_v19,,,,,,,
19,iw8_pi_decho_variant_19,iw8_pi_decho,iw8_pi_decho_mpa,rec|3 front|3 mag|3 triggrip|3,,barshort|3,laserrange|13,,,xmagslrg|6,,,,trigcust|10,,,x32#hash_14c,ui_loot_weapon_pi_decho_v20,,,,,,,
20,iw8_pi_decho_variant_20,iw8_pi_decho,iw8_pi_decho_mpa,rec|4 front|4 mag|4 triggrip|4,brake|6,,,,,xmagslrg|5,pistolgrip03|6,,fastreload,,,,x32#hash_c7f3c584,ui_loot_weapon_pi_decho_v21,,,,,,,
21,iw8_pi_decho_variant_21,iw8_pi_decho,iw8_pi_decho_mpa,rec|5 front|5 mag|5 triggrip|0,,barshort|4,laserrange|14,,,xmagslrg|7,pistolgrip02|8,,,trigcust|11,,,x32#hash_14c,ui_loot_weapon_pi_decho_v22,,,,,,,
0,iw9_pi_decho_variant_0,iw9_pi_decho,,,,,,,,,,,,,,,x32#hash_c7d8c400,ui_loot_weapon_pi_decho,,,,,,,
