string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,xhash32,string,string,string,string,string,string,string,string
28,iw8_knife_variant_28,iw8_knife,iw8_knife_mpa,rec|12,,,,,,,,,,,,,x32#hash_14c,ui_loot_weapon_me_soscar_v29,icon_weapon_me_tactical_knife_v29,,,,,,
29,iw8_knife_variant_29,iw8_knife,iw8_knife_mpa,rec|13,,,,,,,,,,,,,x32#hash_c7f2a4a6,ui_loot_weapon_me_soscar_v30,icon_weapon_me_tactical_knife_v30,,,,,,
30,iw8_knife_variant_30,iw8_knife,iw8_knife_mpa,rec|14,,,,,,,,,,,,,x32#hash_14c,ui_loot_weapon_me_soscar_v31,icon_weapon_me_tactical_knife_v31,,,,,,
31,iw8_knife_variant_31,iw8_knife,iw8_knife_mpa,rec|15,,,,,,,,,,,,,x32#hash_c7f2a4b7,ui_loot_weapon_me_soscar_v32,icon_weapon_me_tactical_knife_v24,,,,,,
32,iw8_knife_variant_32,iw8_knife,iw8_knife_mpb,rec|0,,,,,,,,,,,,,x32#hash_14c,ui_loot_weapon_me_soscar_v33,icon_weapon_me_tactical_knife_v33,,,,,,
33,iw8_knife_variant_33,iw8_knife,iw8_knife_mpb,rec|1,,,,,,,,,,,,,x32#hash_c7f2a4c8,ui_loot_weapon_me_soscar_v34,icon_weapon_me_tactical_knife_v32,,,,,,
34,iw8_knife_variant_34,iw8_knife,,,,,,,,,,,,,,,x32#hash_14c,ui_loot_weapon_me_soscar_v35,icon_weapon_me_tactical_knife_v2,,,,,,
35,iw8_knife_variant_35,iw8_knife,iw8_knife_mphatchet,rec|0,,,,,,,,,,,,,x32#hash_c7f2a4d9,ui_loot_weapon_me_hatchet01,icon_weapon_me_hatchet,,,,,,
36,iw8_knife_variant_36,iw8_knife,iw8_knife_mpb,rec|4,,,,,,,,,,,,,x32#hash_14c,ui_loot_weapon_me_soscar_v37,icon_weapon_me_tactical_knife_v37,,,,,,
37,iw8_knife_variant_37,iw8_knife,iw8_knife_mpb,rec|5,,,,,,,,,,,,,x32#hash_c7f2a4ea,ui_loot_weapon_me_soscar_v38,icon_weapon_me_tactical_knife_v2,,,,,,
38,iw8_knife_variant_38,iw8_knife,iw8_knife_mpb,rec|6,,,,,,,,,,,,,x32#hash_14c,ui_loot_weapon_me_soscar_v39,icon_weapon_me_tactical_knife_v39,,,,,,
39,iw8_knife_variant_39,iw8_knife,iw8_knife_mpb,rec|7,,,,,,,,,,,,,x32#hash_c7f2a4fb,ui_loot_weapon_me_soscar_v40,icon_weapon_me_tactical_knife_v40,,,,,,
40,iw8_knife_variant_40,iw8_knife,iw8_knife_mpb,rec|8,,,,,,,,,,,,,x32#hash_14c,ui_loot_weapon_me_soscar_v41,icon_weapon_me_tactical_knife_v41,,,,,,
41,iw8_knife_variant_41,iw8_knife,iw8_knife_mpb,rec|9,,,,,,,,,,,,,x32#hash_c7f2a50c,ui_loot_weapon_me_soscar_v42,icon_weapon_me_tactical_knife_v12,,,,,,
42,iw8_knife_variant_42,iw8_knife,iw8_knife_mpb,rec|10,,,,,,,,,,,,,x32#hash_14c,ui_loot_weapon_me_soscar_v43,icon_weapon_me_tactical_knife_v43,,,,,,
43,iw8_knife_variant_43,iw8_knife,iw8_knife_mpb,rec|11,,,,,,,,,,,,,x32#hash_c7f2a51d,ui_loot_weapon_me_soscar_v44,icon_weapon_me_tactical_knife_v44,,,,,,
44,iw8_knife_variant_44,iw8_knife,iw8_knife_mpb,rec|12,,,,,,,,,,,,,x32#hash_14c,ui_loot_weapon_me_soscar_v45,icon_weapon_me_tactical_knife_v45,,,,,,
45,iw8_knife_variant_45,iw8_knife,iw8_knife_mpb,rec|13,,,,,,,,,,,,,x32#hash_c7f2a52e,ui_loot_weapon_me_soscar_v46,icon_weapon_me_tactical_knife_v46,,,,,,
46,iw8_knife_variant_46,iw8_knife,iw8_knife_mpb,rec|14,,,,,,,,,,,,,x32#hash_14c,ui_loot_weapon_me_soscar_v47,icon_weapon_me_tactical_knife_v47,,,,,,
47,iw8_knife_variant_47,iw8_knife,iw8_knife_mpb,rec|15,,,,,,,,,,,,,x32#hash_c7f2a53f,ui_loot_weapon_me_soscar_v48,icon_weapon_me_tactical_knife_v48,,,,,,
48,iw8_knife_variant_48,iw8_knife,iw8_knife_mpc,rec|0,,,,,,,,,,,,,x32#hash_14c,ui_loot_weapon_me_soscar_v49,icon_weapon_me_tactical_knife_v49,,,,,,
49,iw8_knife_variant_49,iw8_knife,iw8_knife_mphatchetv2,rec|0,,,,,,,,,,,,,x32#hash_c7f2a550,ui_loot_weapon_me_hatchet02,icon_weapon_me_hatchet_v2,,,,,,
50,iw8_knife_variant_50,iw8_knife,iw8_knife_mphatchetv3,rec|0,,,,,,,,,,,,,x32#hash_14c,ui_loot_weapon_me_hatchet03,icon_weapon_me_tactical_knife_v51,,,,,,
51,iw8_knife_variant_51,iw8_knife,iw8_knife_mpv53,rec|0,,,,,,,,,,,,,x32#hash_c7f2a561,ui_loot_weapon_me_soscar_v39,icon_weapon_me_cinderblock,,,,,,
52,iw8_knife_variant_52,iw8_knife,iw8_knife_mpbf,rec|0,,,,,,,,,,,,,x32#hash_14c,ui_loot_weapon_me_soscar_v53,icon_weapon_me_tactical_knife_v2,,,,,,
53,iw8_knife_variant_53,iw8_knife,iw8_knife_mpsd,rec|0,,,,,,,,,,,,,x32#hash_c7f2a572,ui_loot_weapon_me_soscar_v54,icon_weapon_me_tactical_knife_v2,,,,,,
54,iw8_knife_variant_54,iw8_knife,,rec|0,,,,,,,,,,,,,x32#hash_14c,ui_loot_weapon_me_soscar_v55,icon_weapon_me_tactical_knife_v2,,,,,,
55,iw8_knife_variant_55,iw8_knife,,rec|0,,,,,,,,,,,,,x32#hash_c7f2a583,ui_loot_weapon_me_soscar_v56,icon_weapon_me_tactical_knife_v2,,,,,,
56,iw8_knife_variant_56,iw8_knife,,rec|0,,,,,,,,,,,,,x32#hash_14c,ui_loot_weapon_me_soscar_v57,icon_weapon_me_tactical_knife_v2,,,,,,
57,iw8_knife_variant_57,iw8_knife,,rec|0,,,,,,,,,,,,,x32#hash_c7f2a594,ui_loot_weapon_me_soscar_v58,icon_weapon_me_tactical_knife_v2,,,,,,
58,iw8_knife_variant_58,iw8_knife,,rec|0,,,,,,,,,,,,,x32#hash_14c,ui_loot_weapon_me_soscar_v59,icon_weapon_me_tactical_knife_v2,,,,,,
59,iw8_knife_variant_59,iw8_knife,,rec|0,,,,,,,,,,,,,x32#hash_c7f2a5a5,ui_loot_weapon_me_soscar_v60,icon_weapon_me_tactical_knife_v2,,,,,,
60,iw8_knife_variant_60,iw8_knife,iw8_knife_mpc,rec|12,,,,,,,,,,,,,x32#hash_14c,ui_loot_weapon_me_soscar_v61,icon_weapon_me_tactical_knife_v19,,,,,,
61,iw8_knife_variant_61,iw8_knife,iw8_knife_mpc,rec|13,,,,,,,,,,,,,x32#hash_c7f2a5b6,ui_loot_weapon_me_soscar_v62,icon_weapon_me_tactical_knife_v62,,,,,,
62,iw8_knife_variant_62,iw8_knife,iw8_knife_mpc,rec|14,,,,,,,,,,,,,x32#hash_14c,ui_loot_weapon_me_soscar_v63,icon_weapon_me_tactical_knife_v63,,,,,,
63,iw8_knife_variant_63,iw8_knife,iw8_knife_mpc,rec|15,,,,,,,,,,,,,x32#hash_c7f2a5c7,ui_loot_weapon_me_soscar_v64,icon_weapon_me_tactical_knife_v64,,,,,,
64,iw8_knife_variant_64,iw8_knife,iw8_knife_mpd,rec|0,,,,,,,,,,,,,x32#hash_14c,ui_loot_weapon_me_soscar_v65,icon_weapon_me_tactical_knife_v65,,,,,,
65,iw8_knife_variant_65,iw8_knife,iw8_knife_mpd,rec|1,,,,,,,,,,,,,x32#hash_c7f2a5d8,ui_loot_weapon_me_soscar_v66,icon_weapon_me_tactical_knife_v2,,,,,,
66,iw8_knife_variant_66,iw8_knife,iw8_knife_mpd,rec|2,,,,,,,,,,,,,x32#hash_14c,ui_loot_weapon_me_soscar_v67,icon_weapon_me_tactical_knife_v2,,,,,,
67,iw8_knife_variant_67,iw8_knife,iw8_knife_mpd,rec|3,,,,,,,,,,,,,x32#hash_c7f2a5e9,ui_loot_weapon_me_soscar_v68,icon_weapon_me_tactical_knife_v2,,,,,,
68,iw8_knife_variant_68,iw8_knife,iw8_knife_mpd,rec|4,,,,,,,,,,,,,x32#hash_14c,ui_loot_weapon_me_soscar_v69,icon_weapon_me_tactical_knife_v2,,,,,,
69,iw8_knife_variant_69,iw8_knife,iw8_knife_mpd,rec|5,,,,,,,,,,,,,x32#hash_c7f2a5fa,ui_loot_weapon_me_soscar_v70,icon_weapon_me_hatchet_v5,,,,,,
70,iw8_knife_variant_70,iw8_knife,iw8_knife_mpd,rec|6,,,,,,,,,,,,,x32#hash_14c,ui_loot_weapon_me_soscar_v71,icon_weapon_me_tactical_knife_v2,,,,,,
71,iw8_knife_variant_71,iw8_knife,iw8_knife_mpd,rec|7,,,,,,,,,,,,,x32#hash_c7f2a60b,ui_loot_weapon_me_soscar_v72,icon_weapon_me_tactical_knife_v2,,,,,,
72,iw8_knife_variant_72,iw8_knife,iw8_knife_mpd,rec|8,,,,,,,,,,,,,x32#hash_14c,ui_loot_weapon_me_soscar_v73,icon_weapon_me_tactical_knife_v2,,,,,,
73,iw8_knife_variant_73,iw8_knife,iw8_knife_mpd,rec|9,,,,,,,,,,,,,x32#hash_c7f2a61c,ui_loot_weapon_me_soscar_v74,icon_weapon_me_tactical_knife_v2,,,,,,
74,iw8_knife_variant_74,iw8_knife,iw8_knife_mpd,rec|10,,,,,,,,,,,,,x32#hash_14c,ui_loot_weapon_me_soscar_v75,icon_weapon_me_tactical_knife_v2,,,,,,
75,iw8_knife_variant_75,iw8_knife,iw8_knife_mpd,rec|11,,,,,,,,,,,,,x32#hash_c7f2a62d,ui_loot_weapon_me_soscar_v76,icon_weapon_me_tactical_knife_v2,,,,,,
76,iw8_knife_variant_76,iw8_knife,iw8_knife_mpd,rec|12,,,,,,,,,,,,,x32#hash_14c,ui_loot_weapon_me_soscar_v77,icon_weapon_me_tactical_knife_v2,,,,,,
77,iw8_knife_variant_77,iw8_knife,iw8_knife_mpd,rec|13,,,,,,,,,,,,,x32#hash_c7f2a63e,ui_loot_weapon_me_soscar_v78,icon_weapon_me_tactical_knife_v2,,,,,,
78,iw8_knife_variant_78,iw8_knife,iw8_knife_mpd,rec|14,,,,,,,,,,,,,x32#hash_14c,ui_loot_weapon_me_soscar_v79,icon_weapon_me_tactical_knife_v2,,,,,,
79,iw8_knife_variant_79,iw8_knife,iw8_knife_mpd,rec|15,,,,,,,,,,,,,x32#hash_c7f2a64f,ui_loot_weapon_me_soscar_v80,icon_weapon_me_tactical_knife_v2,,,,,,
80,iw8_knife_variant_80,iw8_knife,iw8_knife_mpb,rec|0,,,,,,,,,,,,,x32#hash_14c,ui_loot_weapon_me_soscar_v81,icon_weapon_me_tactical_knife_v2,,,,,,
81,iw8_knife_variant_81,iw8_knife,iw8_knife_mpb,rec|1,,,,,,,,,,,,,x32#hash_c7f2a660,ui_loot_weapon_me_soscar_v82,icon_weapon_me_tactical_knife_v2,,,,,,
82,iw8_knife_variant_82,iw8_knife,iw8_knife_mpb,rec|2,,,,,,,,,,,,,x32#hash_14c,ui_loot_weapon_me_soscar_v83,icon_weapon_me_tactical_knife_v2,,,,,,
83,iw8_knife_variant_83,iw8_knife,iw8_knife_mpb,rec|3,,,,,,,,,,,,,x32#hash_c7f2a671,ui_loot_weapon_me_soscar_v84,icon_weapon_me_tactical_knife_v2,,,,,,
84,iw8_knife_variant_84,iw8_knife,iw8_knife_mpb,rec|4,,,,,,,,,,,,,x32#hash_14c,ui_loot_weapon_me_soscar_v85,icon_weapon_me_tactical_knife_v2,,,,,,
85,iw8_knife_variant_85,iw8_knife,iw8_knife_mpb,rec|5,,,,,,,,,,,,,x32#hash_c7f2a682,ui_loot_weapon_me_soscar_v86,icon_weapon_me_tactical_knife_v2,,,,,,
86,iw8_knife_variant_86,iw8_knife,iw8_knife_mpb,rec|6,,,,,,,,,,,,,x32#hash_14c,ui_loot_weapon_me_soscar_v87,icon_weapon_me_tactical_knife_v2,,,,,,
87,iw8_knife_variant_87,iw8_knife,iw8_knife_mpb,rec|7,,,,,,,,,,,,,x32#hash_c7f2a693,ui_loot_weapon_me_soscar_v88,icon_weapon_me_tactical_knife_v2,,,,,,
88,iw8_knife_variant_88,iw8_knife,iw8_knife_mpb,rec|8,,,,,,,,,,,,,x32#hash_14c,ui_loot_weapon_me_soscar_v89,icon_weapon_me_tactical_knife_v2,,,,,,
89,iw8_knife_variant_89,iw8_knife,iw8_knife_mpb,rec|9,,,,,,,,,,,,,x32#hash_c7f2a6a4,ui_loot_weapon_me_soscar_v90,icon_weapon_me_tactical_knife_v2,,,,,,
90,iw8_knife_variant_90,iw8_knife,iw8_knife_mpb,rec|10,,,,,,,,,,,,,x32#hash_14c,ui_loot_weapon_me_soscar_v91,icon_weapon_me_tactical_knife_v2,,,,,,
91,iw8_knife_variant_91,iw8_knife,iw8_knife_mpb,rec|11,,,,,,,,,,,,,x32#hash_c7f2a6b5,ui_loot_weapon_me_soscar_v92,icon_weapon_me_tactical_knife_v2,,,,,,
92,iw8_knife_variant_92,iw8_knife,iw8_knife_mpb,rec|12,,,,,,,,,,,,,x32#hash_14c,ui_loot_weapon_me_soscar_v93,icon_weapon_me_tactical_knife_v2,,,,,,
93,iw8_knife_variant_93,iw8_knife,iw8_knife_mpb,rec|13,,,,,,,,,,,,,x32#hash_c7f2a6c6,ui_loot_weapon_me_soscar_v94,icon_weapon_me_tactical_knife_v2,,,,,,
94,iw8_knife_variant_94,iw8_knife,iw8_knife_mpb,rec|14,,,,,,,,,,,,,x32#hash_14c,ui_loot_weapon_me_soscar_v95,icon_weapon_me_tactical_knife_v2,,,,,,
95,iw8_knife_variant_95,iw8_knife,iw8_knife_mpb,rec|15,,,,,,,,,,,,,x32#hash_c7f2a6d7,ui_loot_weapon_me_soscar_v96,icon_weapon_me_tactical_knife_v2,,,,,,
96,iw8_knife_variant_96,iw8_knife,iw8_knife_mpc,rec|1,,,,,,,,,,,,,x32#hash_14c,ui_loot_weapon_me_soscar_v97,icon_weapon_me_tactical_knife_v2,,,,,,
97,iw8_knife_variant_97,iw8_knife,iw8_knife_mpc,rec|2,,,,,,,,,,,,,x32#hash_c7f2a6e8,ui_loot_weapon_me_soscar_v98,icon_weapon_me_tactical_knife_v2,,,,,,
98,iw8_knife_variant_98,iw8_knife,iw8_knife_mpc,rec|3,,,,,,,,,,,,,x32#hash_14c,ui_loot_weapon_me_soscar_v99,icon_weapon_me_tactical_knife_v2,,,,,,
99,iw8_knife_variant_99,iw8_knife,iw8_knife_mpc,rec|4,,,,,,,,,,,,,x32#hash_c7f2a6f9,ui_loot_weapon_me_soscar_v100,icon_weapon_me_tactical_knife_v2,,,,,,
100,iw8_knife_variant_100,iw8_knife,iw8_knife_mphatchet,rec|1,,,,,,,,,,,,,x32#hash_14c,ui_loot_weapon_me_hatchet01_v2,icon_weapon_me_hatchet_v4,,,,,,
101,iw8_knife_variant_101,iw8_knife,iw8_knife_mphatchet,rec|2,,,,,,,,,,,,,x32#hash_c7f2a572,ui_loot_weapon_me_hatchet,icon_weapon_me_hatchet,,,,,,
102,iw8_knife_variant_102,iw8_knife,iw8_knife_mphatchet,rec|3,,,,,,,,,,,,,x32#hash_14c,ui_loot_weapon_me_hatchet,icon_weapon_me_hatchet,,,,,,
103,iw8_knife_variant_103,iw8_knife,iw8_knife_mphatchet,rec|4,,,,,,,,,,,,,x32#hash_c7f2a583,ui_loot_weapon_me_hatchet,icon_weapon_me_hatchet,,,,,,
104,iw8_knife_variant_104,iw8_knife,iw8_knife_mphatchet,rec|5,,,,,,,,,,,,,x32#hash_14c,ui_loot_weapon_me_hatchet,icon_weapon_me_hatchet,,,,,,
105,iw8_knife_variant_105,iw8_knife,iw8_knife_mphatchet,rec|6,,,,,,,,,,,,,x32#hash_c7f2a594,ui_loot_weapon_me_hatchet,icon_weapon_me_hatchet,,,,,,
106,iw8_knife_variant_106,iw8_knife,iw8_knife_mphatchet,rec|7,,,,,,,,,,,,,x32#hash_14c,ui_loot_weapon_me_hatchet,icon_weapon_me_hatchet,,,,,,
107,iw8_knife_variant_107,iw8_knife,iw8_knife_mphatchetv2,rec|1,,,,,,,,,,,,,x32#hash_c7f2a5a5,ui_loot_weapon_me_hatchet,icon_weapon_me_hatchet,,,,,,
108,iw8_knife_variant_108,iw8_knife,iw8_knife_mphatchetv2,rec|2,,,,,,,,,,,,,x32#hash_14c,ui_loot_weapon_me_hatchet,icon_weapon_me_hatchet,,,,,,
109,iw8_knife_variant_109,iw8_knife,iw8_knife_mphatchetv2,rec|3,,,,,,,,,,,,,x32#hash_c7f2a5b6,ui_loot_weapon_me_hatchet,icon_weapon_me_hatchet,,,,,,
110,iw8_knife_variant_110,iw8_knife,iw8_knife_mphatchetv2,rec|4,,,,,,,,,,,,,x32#hash_14c,ui_loot_weapon_me_hatchet,icon_weapon_me_hatchet,,,,,,
111,iw8_knife_variant_111,iw8_knife,iw8_knife_mphatchetv2,rec|5,,,,,,,,,,,,,x32#hash_c7f2a5c7,ui_loot_weapon_me_hatchet,icon_weapon_me_hatchet,,,,,,
112,iw8_knife_variant_112,iw8_knife,iw8_knife_mphatchetv2,rec|6,,,,,,,,,,,,,x32#hash_14c,ui_loot_weapon_me_hatchet,icon_weapon_me_hatchet,,,,,,
113,iw8_knife_variant_113,iw8_knife,iw8_knife_mphatchetv2,rec|7,,,,,,,,,,,,,x32#hash_c7f2a5d8,ui_loot_weapon_me_hatchet,icon_weapon_me_hatchet,,,,,,
114,iw8_knife_variant_114,iw8_knife,iw8_knife_mphatchetv3,rec|1,,,,,,,,,,,,,x32#hash_14c,ui_loot_weapon_me_hatchet04,icon_weapon_me_hatchet_v3,,,,,,
115,iw8_knife_variant_115,iw8_knife,iw8_knife_mphatchetv3,rec|2,,,,,,,,,,,,,x32#hash_c7f2a5e9,ui_loot_weapon_me_hatchet,icon_weapon_me_hatchet,,,,,,
116,iw8_knife_variant_116,iw8_knife,iw8_knife_mphatchetv3,rec|3,,,,,,,,,,,,,x32#hash_14c,ui_loot_weapon_me_hatchet,icon_weapon_me_hatchet,,,,,,
117,iw8_knife_variant_117,iw8_knife,iw8_knife_mphatchetv4,rec|0,,,,,,,,,,,,,x32#hash_c7f2a5fa,ui_loot_weapon_me_hatchet01_v3,icon_weapon_me_hatchet_v5,,,,,,
118,iw8_knife_variant_118,iw8_knife,iw8_knife_mphatchetv4,rec|1,,,,,,,,,,,,,x32#hash_14c,ui_loot_weapon_me_hatchet,icon_weapon_me_hatchet,,,,,,
119,iw8_knife_variant_119,iw8_knife,iw8_knife_mphatchetv4,rec|2,,,,,,,,,,,,,x32#hash_c7f2a60b,ui_loot_weapon_me_hatchet,icon_weapon_me_hatchet,,,,,,
120,iw8_knife_variant_120,iw8_knife,iw8_knife_mphatchetv4,rec|3,,,,,,,,,,,,,x32#hash_14c,ui_loot_weapon_me_hatchet,icon_weapon_me_hatchet,,,,,,
121,iw9_knife_variant_0,iw9_knife,iw9_knife_mp,,,,,,,,,,,,,,x32#hash_14c,ui_loot_weapon_me_soscar,,,,,,,
