string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,xhash32,string,string,string,string,string,string,string,string
10,iw8_sh_charlie725_variant_10,iw8_sh_charlie725,,rec|10 front|10 back|10 mag|10 guard|10,,,laserbalanced|6,,reflexmini2|6,calcust2|2,guardheavy|1,stocks|3,,,,,x32#hash_c7f47618,ui_loot_weapon_sh_charlie725_v11,,,,,,,
11,iw8_sh_charlie725_variant_11,iw8_sh_charlie725,,rec|11 front|11 back|11 mag|11 guard|11,choke|3,barlong|3,,,reflex2|10,,guardcust|2,stocks|4,,,,,x32#hash_14c,ui_loot_weapon_sh_charlie725_v12,,,,,,,
12,iw8_sh_charlie725_variant_12,iw8_sh_charlie725,,rec|12 front|12 back|12 mag|12 guard|12,choke|2,,,gripvert|1,holo2|7,,guardlight|3,stockl|1,,,,,x32#hash_c7f47631,ui_loot_weapon_sh_charlie725_v13,,,,,,,
13,iw8_sh_charlie725_variant_13,iw8_sh_charlie725,,rec|13 front|13 back|13 mag|13 guard|13,,barshort|4,,gripvert|2,reflexmini3|6,,guardcust|4,stocks|5,,,,,x32#hash_14c,ui_loot_weapon_sh_charlie725_v14,,,,,,,
14,iw8_sh_charlie725_variant_14,iw8_sh_charlie725,,rec|14 front|14 back|14 mag|14 guard|14,silencer3|3,barlong|6,laserbalanced|3,,,,guardcust|5,stocks|6,,,,,x32#hash_c7f4764a,ui_loot_weapon_sh_charlie725_v15,,,,,,,
15,iw8_sh_charlie725_variant_15,iw8_sh_charlie725,,rec|15 front|15 back|15 mag|15 guard|15,choke|4,barlong|7,,gripang|2,,,,stocks|7,fastreload,,,,x32#hash_14c,ui_loot_weapon_sh_charlie725_v16,,,,,,,
16,iw8_sh_charlie725_variant_16,iw8_sh_charlie725,iw8_sh_charlie725_mpa,rec|0 front|0 back|0 mag|0 guard|0,silencer|1,barshort|5,,gripcust|2,,,guardcust|6,stockno|5,,,,,x32#hash_c7f47663,ui_loot_weapon_sh_charlie725_v17,,,,,,,
17,iw8_sh_charlie725_variant_17,iw8_sh_charlie725,iw8_sh_charlie725_mpdmb,rec|1 front|1 back|1 mag|1 guard|1,choke|5,barlong|8,laserrange|6,,reflexmini2|9,,guardlight|4,,,,,,x32#hash_14c,ui_loot_weapon_sh_charlie725_v18,,,standardDis,,,,
18,iw8_sh_charlie725_variant_18,iw8_sh_charlie725,iw8_sh_charlie725_mpv2a,rec|2 front|2 back|2 mag|2 guard|2,silencer3|4,,laser|3,,reflexmini|9,,,,,,,,x32#hash_c7f4767c,ui_loot_weapon_sh_charlie725_v19,,,,,,,
19,iw8_sh_charlie725_variant_19,iw8_sh_charlie725,iw8_sh_charlie725_mpa,rec|3 front|3 back|3 mag|3 guard|3,choke|6,barcust|3,,,reflexmini3|11,,,,fastreload,,,,x32#hash_14c,ui_loot_weapon_sh_charlie725_v20,,,,,,,
20,iw8_sh_charlie725_variant_20,iw8_sh_charlie725,iw8_sh_charlie725_mpa,rec|0 front|0 back|0 mag|0 guard|0,,,,,,,,,,,,,x32#hash_c7f47695,ui_loot_weapon_sh_charlie725_v21,,,,,,,
21,iw8_sh_charlie725_variant_21,iw8_sh_charlie725,iw8_sh_charlie725_mpa,rec|0 front|0 back|0 mag|0 guard|0,,,,,,,,,,,,,x32#hash_14c,ui_loot_weapon_sh_charlie725_v22,,,,,,,
22,iw8_sh_charlie725_variant_22,iw8_sh_charlie725,iw8_sh_charlie725_mpa,rec|0 front|0 back|0 mag|0 guard|0,,,,,,,,,,,,,x32#hash_c7f476ae,ui_loot_weapon_sh_charlie725_v23,,,,,,,
23,iw8_sh_charlie725_variant_23,iw8_sh_charlie725,iw8_sh_charlie725_mpa,rec|0 front|0 back|0 mag|0 guard|0,,,,,,,,,,,,,x32#hash_14c,ui_loot_weapon_sh_charlie725_v24,,,,,,,
0,iw9_sh_charlie725_variant_0,iw9_sh_charlie725,,,,,,,,,,,,,,,x32#hash_c7d8d168,ui_loot_weapon_sh_charlie725,,,,,,,
1,iw9_sh_charlie725_variant_1,iw9_sh_charlie725,,,iw9_silencer01|0,,,,reflex01_tall|0,,,,,,,,x32#hash_c7d8d168,ui_loot_weapon_sh_charlie725,,,,,,,
