string,string,string,string
8319,accolades,destroyedKillstreaks,129
8320,accolades,arHeadshots,130
8321,accolades,killstreakChopperGunnerKills,131
8322,accolades,lastSurvivor,132
8323,accolades,killstreakGroundKills,133
8324,accolades,lmgDeaths,134
8325,accolades,c4LethalKills,135
8326,accolades,semtexKills,136
8327,accolades,leastKills,137
8328,accolades,bombDefused,138
8329,accolades,longshotKills,139
8330,accolades,suicides,140
8331,accolades,leastAssists,141
8332,accolades,timeWatchingKillcams,142
8333,accolades,mostKillsLongestStreak,143
8334,accolades,revives,144
8335,accolades,smgHeadshots,145
8336,accolades,reconDroneMarks,146
8337,accolades,blastshieldBoxUsed,147
8338,accolades,killstreakCluserStrikeKills,148
8339,accolades,killstreakWheelsonKills,149
8340,accolades,reloads,150
8341,accolades,classChanges,151
8342,accolades,noDeathsFromBehind,152
8343,accolades,launcherKills,153
8344,accolades,smgDeaths,154
8345,accolades,tagsLargestBank,155
8346,accolades,flashbangHits,156
573,attachment,bolt_lgt_p20,0
574,attachment,reflex02,1
575,attachment,bar_ar_shorthvy_p01,2
578,attachment,ammo_50p_op,3
585,attachment,bar_br_short_p18,4
589,attachment,silencer_asierra12,5
593,attachment,stock_sh_light_p12,6
595,attachment,lasercyl_ads03,7
597,attachment,ammo_762n_hp,8
599,attachment,grip_angled11,9
601,attachment,pgrip_aim_p09,10
602,attachment,ammo_762s_ap,11
603,attachment,bolt_lgt_p12,12
604,attachment,rec_la700,13
609,attachment,bar_sn_heavy_p20,14
612,attachment,mag_sm_large_p11,15
618,attachment,ironsdefault_mkilo3,16
620,attachment,ammo_458s_ap,17
621,attachment,silencer06_ar,18
623,attachment,flash_dm_03,19
625,attachment,ammo_556n_hp,20
628,attachment,stock_ar_p05,21
630,attachment,ammo_9p_hp,22
632,attachment,iw9_ironsdefault_beta,23
633,attachment,bar_lm_p03,24
635,attachment,stock_ar_p04,25
636,attachment,bar_sh_short_p12,26
638,attachment,ironsdefault_beta,27
639,attachment,lasercyl_ads02,28
640,attachment,bar_dm_hvyass_p38,29
646,attachment,pgrip_aim_p23,30
647,attachment,silencer_50cal,31
650,attachment,bar_lm_long_p04,32
652,attachment,bolt_hvy_p20,33
656,attachment,bar_pi_long_p27,34
659,attachment,thermal01,35
662,attachment,silencer06_dm,36
664,attachment,triggrip_stimpistol,37
666,attachment,iw9_rec_scharlie,38
672,attachment,mag_sm_p11,39
675,attachment,mag_sm_p01,40
676,attachment,laserbox_ads02,41
681,attachment,ub_gl_akilo,42
683,attachment,bar_ar_short_p02,43
685,attachment,barsil_sm_p07,44
686,attachment,trigger_hair_p24,45
689,attachment,bartube_sh_short_p13,46
690,attachment,bar_ar_hvylong_p04,47
693,attachment,ammo_9p_ap,48
696,attachment,stockr_dm_p18,49
697,attachment,ironsdefault_mpapa7,50
701,attachment,tube_7_12g_mike1014,51
705,attachment,wireh_crossbow,52
707,attachment,pgrip_aim_p05,53
708,attachment,pgrip_ass_p26,54
710,attachment,ammo_545s_hv,55
714,attachment,belt_lm_large_p02,56
719,attachment,mag_ar_light_p04,57
720,attachment,stock_sm_heavy_p07,58
724,attachment,pgrip_ass_p15,59
729,attachment,pgrip_tac_p21,60
734,attachment,tube_2_12g_charlie725,61
737,attachment,belt_lm_large_p17,62
739,attachment,selectsemi_falpha,63
740,attachment,breacher_charlie725_01,64
741,attachment,mag_ar_large_p02,65
743,attachment,bgrip_hvy_p03,66
746,attachment,silencer03_pstl,67
747,attachment,ammo_500sw_hp,68
751,attachment,silencer02_sh,69
752,attachment,stock_dm_light_p18,70
754,attachment,iw9_ironsdefault_mike4,71
758,attachment,ironsdefault_scharlie,72
763,attachment,silencer_decho,73
765,attachment,bar_sn_long_p22,74
766,attachment,mag_ar_large_p01,75
769,attachment,bar_sm_heavy_p07,76
771,attachment,bar_ar_p01,77
772,attachment,stockno_sm_p01,78
773,attachment,mag_sm_small_p08,79
775,attachment,stock_sn_p01,80
776,attachment,mag_ar_small_p01,81
788,attachment,silencer_oilcan,82
789,attachment,mag_br_p18,83
798,attachment,flash_sn_01,84
799,attachment,mag_sm_p03,85
803,attachment,drum_br_p05,86
807,attachment,drum_lm_p03,87
811,attachment,bar_sh_long_p14,88
813,attachment,comp_sn_01,89
822,attachment,bar_sn_hvylong_p22,90
825,attachment,shscope02,91
830,attachment,bar_lm_p16,92
832,attachment,stock_sm_heavy_p09,93
834,attachment,bar_ar_p08,94
835,attachment,bar_dm_light_p38,95
836,attachment,ub_glmini01_xmags,96
837,attachment,mag_pi_xlarge_p27,97
838,attachment,rec_aviktor,98
841,attachment,ammo_9p_op,99
842,attachment,ammo_45acp_notracer,100
843,attachment,grip_angled14,101
845,attachment,barsil_dm_p19,102
847,attachment,bar_dm_light_p20,103
849,attachment,pgrip_ass_p04,104
850,attachment,pgrip_p06,105
855,attachment,ironsdefault_mpapax,106
856,attachment,holorange01,107
857,attachment,ub_gl01_xmags,108
863,attachment,rec_apapa,109
864,attachment,ammo_762s,110
867,attachment,comp_decho_01,111
869,attachment,ammo_9m_hp,112
871,attachment,stockr_dm_heavy_p20,113
872,attachment,ironsdefault_charlie725,114
873,attachment,stock_sm_p01,115
875,attachment,bargrip_ar_long_p03,116
877,attachment,belt_lm_p02,117
878,attachment,rec_mpapa7,118
879,attachment,mag_br_large_p01,119
880,attachment,belt_lm_large_p16,120
882,attachment,bar_sm_heavy_p24,121
886,attachment,mag_ar_xlarge_p06,122
887,attachment,ironsdefault_smgolf45,123
889,attachment,ironsdefault_rkilo,124
890,attachment,pgrip_p11,125
893,attachment,mag_sn_p20,126
899,attachment,pgrip_ass_p03,127
903,attachment,stock_sn_heavy_p22,128
904,attachment,rec_gromeo,129
907,attachment,silencer07_ar,130
911,attachment,barsil_sm_long_p10,131
913,attachment,mod_infil_alpha50,132
915,attachment,ironsdefault_scromeo,133
921,attachment,bipod_ahotel,134
923,attachment,flash_sh_01,135
924,attachment,dynamic_null_dblmg,136
926,attachment,ammo_9s,137
928,attachment,rec_mromeo,138
929,attachment,bar_lm_long_p01,139
932,attachment,mag_ar_large_p08,140
938,attachment,stock_ar_tactical_p02,141
944,attachment,arscope_nvg01,142
945,attachment,bar_br_light_p01,143
946,attachment,bar_sm_p24,144
947,attachment,mag_ar_p06,145
948,attachment,bar_dm_p19,146
949,attachment,bar_sm_p02,147
951,attachment,bar_lm_short_p01,148
957,attachment,ironsdefault_decho,149
958,attachment,pgrip_ass_p24,150
959,attachment,pgrip_ar_ass_p02,151
962,attachment,comp_pi_p25,152
970,attachment,ammo_ar_default,153
972,attachment,grip_angled09,154
973,attachment,dmscope02,155
975,attachment,ammo_50b_intercept,156
978,attachment,ammo_12g_he,157
981,attachment,firerate_adverse_p15,158
984,attachment,guard_light_p12,159
990,attachment,bar_pi_p27,160
993,attachment,brakevert2_pi_p25,161
994,attachment,ammo_50b_db,162
997,attachment,laserpstl_ads02,163
1001,attachment,mag_sm_large_p03,164
1004,attachment,ammo_762n_db,165
1007,attachment,stock_ar_heavy_p06,166
1009,attachment,mag_sm_p08,167
1012,attachment,snscope01,168
1013,attachment,stock_dm_p38,169
1017,attachment,mag_ar_small_p02,170
1019,attachment,arscope_vz01,171
1020,attachment,mag_ar_hvylarge_p08,172
1021,attachment,gripside_med_p17,173
1022,attachment,ammo_65cm,174
1023,attachment,iw9_ironsdefault_augolf,175
1024,attachment,iw9_akimbo_decho,176
1030,attachment,stock_sm_lgttactical_p11,177
1042,attachment,bartube_sh_short_p12,178
1044,attachment,reflex07,179
1052,attachment,ammo_5x28_hp,180
1057,attachment,snscope_drop01,181
1058,attachment,bar_sn_p23,182
1060,attachment,laserbox_ads05,183
1061,attachment,bar_sn_p22,184
1062,attachment,pgrip_ass_p02,185
1063,attachment,silencer05_ar,186
1064,attachment,mag_ar_large_p03,187
1069,attachment,ammo_45acp_fr,188
1071,attachment,stockp_sm_heavy_p24,189
1073,attachment,ironsdefault_romeo18_pdw,190
1076,attachment,comp_sm_01,191
1079,attachment,bar_sm_long_p03,192
1081,attachment,mag_ar_heavy_p08,193
1082,attachment,done,194
1083,attachment,ammo_500sw,195
1090,attachment,rec_kilo53,196
1097,attachment,mag_sn_p18,197
1098,attachment,pgrip_dm_aim_p02,198
1102,attachment,hybrid04,199
1103,attachment,comp_sh_01,200
1105,attachment,ammo_blk_fr,201
1106,attachment,comp_sh_02,202
1108,attachment,ub_sh01,203
1113,attachment,xmags_cp_rpapa7,204
1115,attachment,stock_sm_light_p10,205
1118,attachment,guard_tactical_p14,206
1120,attachment,wire_lgt_p38,207
1122,attachment,silencer02_ar,208
1123,attachment,comb_ammo_p12,209
1126,attachment,ammo_762n_op,210
1127,attachment,laserhip_dim_p26,211
1128,attachment,bartube_sh_heavy_p13,212
1130,attachment,stockr_dm_p19,213
1132,attachment,bar_lm_short_p15,214
1134,attachment,bar_br_p01,215
1135,attachment,tube_7_12g,216
1136,attachment,stock_lm_heavy_p17,217
1138,attachment,grip_vert05,218
1142,attachment,ironsdefault_mike4,219
1144,attachment,comb_ergo_p07,220
1145,attachment,mag_sm_p04,221
1146,attachment,ironsdefault_mike1014,222
1147,attachment,bipod_p03,223
1148,attachment,trigger_light_p25,224
1150,attachment,thermal02,225
1152,attachment,selectsemi_akilo,226
1154,attachment,ammo_4x30_op,227
1155,attachment,ironsdefault_fecho,228
1158,attachment,shscope01,229
1161,attachment,mag_pi_large_p24,230
1162,attachment,fourx05,231
1163,attachment,mag_sm_xlarge_p11,232
1166,attachment,ammo_65c_op,233
1172,attachment,comp_br_02,234
1174,attachment,pgrip_dm_tac_p02,235
1176,attachment,bipod_med_p04,236
1177,attachment,flash_ar_02,237
1178,attachment,mag_sn_small_p21,238
1186,attachment,rec_juliet,239
1190,attachment,bar_ar_light_p05,240
1199,attachment,mag_ar_lgtsmall_p04,241
1200,attachment,iw9_selectsemi,242
1202,attachment,comp_sm_02,243
1203,attachment,holo02,244
1204,attachment,comp_dm_01,245
1205,attachment,dmscope_vz01,246
1211,attachment,bar_lm_p04,247
1213,attachment,bar_sm_lgtshort_p04,248
1217,attachment,belt_lm_p15,249
1218,attachment,guard_p14,250
1219,attachment,ub_gl01,251
1221,attachment,pgrip_aim_p01,252
1226,attachment,grip_vertshort06,253
1227,attachment,flash_sn_02,254
1229,attachment,iw9_ironsdefault_mcharlie,255
1231,attachment,barsil_dm_p20,256
1235,attachment,ironsdefault_sierra552,257
1238,attachment,laserbox_hip03,258
1243,attachment,bar_sn_heavy_p22,259
1244,attachment,tube_7_45gvt,260
1245,attachment,bar_sh_heavy_p12,261
1246,attachment,ammo_4x30_fr,262
1261,attachment,mag_br_large_p02,263
1265,attachment,arscope_vz02,264
1266,attachment,lasercyl_hip02,265
1268,attachment,gripside_large_p17,266
1270,attachment,ammo_500sw_fr,267
1275,attachment,bar_pi_xshort_p26,268
1283,attachment,stock_sm_assault_p11,269
1285,attachment,stock_sn_assault_p23,270
1288,attachment,barsil_lm_p03,271
1292,attachment,mag_sn_p02,272
1297,attachment,fourx03,273
1299,attachment,stock_lm_lgttactical_p15,274
1301,attachment,bar_sm_hvylong_p07,275
1302,attachment,grip_angled03,276
1304,attachment,ironsdefault_kilo53,277
1305,attachment,breacher_sh_01,278
1306,attachment,bar_ar_lgtshort_p01,279
1308,attachment,comb_p06,280
1309,attachment,flash_ar_04,281
1310,attachment,fourx06,282
1313,attachment,comp_ar_05,283
1314,attachment,stockno_pi_p25,284
1315,attachment,bar_lm_heavy_p03,285
1319,attachment,silencer_oscar12,286
1321,attachment,bar_lm_hvy_p16,287
1324,attachment,stock_sn_light_p05,288
1325,attachment,dynamic_null_gromeo,289
1329,attachment,hybridrange01,290
1333,attachment,ironsdefault_romeo870,291
1337,attachment,bipod_xmike109,292
1338,attachment,rec_rpapa7,293
1340,attachment,fourx_augolf,294
1341,attachment,snprscope_alpha50,295
1342,attachment,pgrip_ass_p16,296
1343,attachment,ironsdefault_aalpha12,297
1346,attachment,flash_sm_01,298
1348,attachment,hybrid05,299
1352,attachment,comb_amo_p20,300
1357,attachment,stock_lm_light_p16,301
1358,attachment,holostable_east01,302
1361,attachment,comb_tactical_p19,303
1362,attachment,pgrip_tac_p24,304
1363,attachment,laserir_box,305
1364,attachment,ammo_9s_op,306
1369,attachment,silencer04_sh,307
1372,attachment,bar_br_long_p01,308
1374,attachment,comb_hvy_p20,309
1376,attachment,comp_br_03,310
1377,attachment,bar_ar_light_p02,311
1378,attachment,silencer02_sn,312
1382,attachment,drum_lm_large_p04,313
1383,attachment,iw9_lnchrscope_mike32,314
1385,attachment,mag_ar_p04,315
1386,attachment,holo06,316
1389,attachment,bolt_lgt_p21,317
1390,attachment,lever_light_p19,318
1392,attachment,trigger_light_p24,319
1394,attachment,stock_sh_heavy_p13,320
1401,attachment,iw9_ironsdefault_charlie725,321
1404,attachment,comb_ammo_p19,322
1405,attachment,tube_10_45gvt,323
1409,attachment,bartube_sh_hvylong_p13,324
1411,attachment,trigger_p24,325
1415,attachment,ammo_762n_tr,326
1416,attachment,pgrip_aim_p18,327
1417,attachment,wounded_sniper,328
1418,attachment,silencer03_ar,329
1423,attachment,stock_ar_assault_p02,330
1425,attachment,snscope_vz01,331
1428,attachment,comp_sm_04,332
1429,attachment,ironsdefault_charlie9,333
1430,attachment,pgrip_br_snp_p02,334
1431,attachment,silencer03_sn,335
1435,attachment,stock_sm_assault_p07,336
1436,attachment,guard_heavy_p14,337
1438,attachment,bar_sn_long_p05,338
1440,attachment,mag_pi_large_p25,339
1444,attachment,compside_pi_p25,340
1448,attachment,bar_ar_short2_p06,341
1449,attachment,rec_kgolf,342
1453,attachment,bartube_sh_p13,343
1455,attachment,grip_vertshort04,344
1457,attachment,comp_br_04,345
1458,attachment,rec_pgolf1,346
1461,attachment,bipod_rkilo,347
1462,attachment,rec_sa700,348
1464,attachment,pgrip_br_p02,349
1466,attachment,breacher_pi_01,350
1469,attachment,ammo_762s_fr,351
1470,attachment,ammo_dm_default,352
1473,attachment,ammo_338nm_op,353
1475,attachment,ironsdefault_akilo47,354
1479,attachment,bar_dm_tac_p38,355
1480,attachment,mag_ar_lgtxlarge_p04,356
1482,attachment,stock_sn_p05,357
1484,attachment,iw9_lnchrscope_kgolf,358
1485,attachment,bar_sm_lgtshort_p08,359
1486,attachment,pgrip_p04,360
1490,attachment,ironsdefault_golf17_stockp,361
1494,attachment,bartube_sh_p12,362
1496,attachment,pgrip_aim_p11,363
1501,attachment,ammo_4x30_tr,364
1502,attachment,hybrid,365
1503,attachment,holostable_west01_light,366
1507,attachment,silencer07_br,367
1510,attachment,comp_sm_05,368
1513,attachment,rec_mike24,369
1514,attachment,bipod_med_p17,370
1516,attachment,ammo_9s_fr,371
1518,attachment,silencer06_sm,372
1519,attachment,bar_sm_lngheavy_p24,373
1520,attachment,ironsdefault_alpha50,374
1522,attachment,rec_akilo74,375
1523,attachment,pgrip_dm_snp_p02,376
1524,attachment,comb_heavy_p06,377
1525,attachment,mag_ar_p01,378
1530,attachment,mag_sn_xlarge_p05,379
1532,attachment,rec_mike16,380
1533,attachment,ammo_9m_op,381
1534,attachment,stock_sm_tactical_p04,382
1535,attachment,bar_ar_long_p08,383
1541,attachment,pgrip_tac_p03,384
1542,attachment,bar_sm_xlong_p09,385
1544,attachment,ammo_45gvt_hp,386
1546,attachment,silencer04_ar,387
1550,attachment,comp_charlie725_03,388
1553,attachment,ammo_45acp_ap,389
1555,attachment,ironsdefault_uzulu,390
1556,attachment,laserir_cyl,391
1558,attachment,mag_ar_p02,392
1559,attachment,lasercyl_hip04,393
1569,attachment,bar_sm_p15,394
1570,attachment,mag_br_p02,395
1572,attachment,ironsdefault_pgolf1,396
1573,attachment,silencer_victor,397
1575,attachment,arscope_nvgvz01,398
1576,attachment,vzscope_dm_01_2x,399
1577,attachment,bar_sm_long2_p11,400
1583,attachment,bar_ar_light_p08,401
1590,attachment,guard_light_p14,402
1593,attachment,flashlight_cyl01,403
1597,attachment,ammo_sm_default,404
1600,attachment,pgrip_lm_p02,405
1609,attachment,ammo_45acp_hp,406
1611,attachment,mag_ar_large_p05,407
1612,attachment,reflex06,408
1613,attachment,silencer04_sn,409
1614,attachment,comp_sn_02,410
1616,attachment,pgrip_ass_p21,411
1617,attachment,ammo_545s_fr,412
1620,attachment,guard_p12,413
1622,attachment,pgrip_snp_p01,414
1623,attachment,pgrip_tac_p01,415
1627,attachment,bar_pi_light_p24,416
1628,attachment,pgrip_tac_p05,417
1629,attachment,stock_lm_light_p15,418
1633,attachment,barsil_sm_p08,419
1635,attachment,flashlight_box01,420
1636,attachment,drum_br_p18,421
1638,attachment,br_rangeext_snpr,422
1641,attachment,rail_ar_large_p06,423
1643,attachment,stock_sh_tactical_p12,424
1644,attachment,flashlight_pstl02,425
1645,attachment,fourx_aug,426
1647,attachment,bar_lm_short_p17,427
1655,attachment,comp_sm_07,428
1660,attachment,rec_alpha57,429
1661,attachment,pgrip_p27,430
1662,attachment,choke_sh03,431
1663,attachment,ironsdefault_swhiskey,432
1664,attachment,hybridtherm02,433
1665,attachment,comp_ar_02,434
1671,attachment,laserbox_hip01,435
1672,attachment,stock_sn_light_p21,436
1675,attachment,stockp_pi_p24,437
1678,attachment,bar_ar_longhvy_p04,438
1679,attachment,ammo_9p_fr,439
1682,attachment,ammo_762n_hv,440
1684,attachment,pgrip_sm_ass_p02,441
1686,attachment,reflex04,442
1687,attachment,ironsdefault,443
1688,attachment,iw9_rec_falpha,444
1689,attachment,ironsdefault_golf17,445
1691,attachment,bar_dm_p20,446
1693,attachment,bar_sm_short_p10,447
1695,attachment,stockr_sn_heavy_p20,448
1701,attachment,bar_sn_p20,449
1702,attachment,ammo_556n_ap,450
1703,attachment,pgrip_p01,451
1705,attachment,rec_papa220,452
1706,attachment,speedloader_lgt_p26,453
1712,attachment,stock_dm_heavy_p18,454
1718,attachment,rec_foxtrot,455
1719,attachment,iw9_bipod,456
1720,attachment,ammo_50b_fr,457
1722,attachment,bar_sn_hvyshort_p23,458
1723,attachment,pgrip_aim_p17,459
1724,attachment,mag_pi_xlarge_p24,460
1725,attachment,mag_sm_xlarge_p09,461
1726,attachment,barsil_sm_long_p07,462
1727,attachment,comp_br_06,463
1728,attachment,bipodgrip_small,464
1729,attachment,pgrip_ar_p02,465
1734,attachment,bar_sm_hvyshort_p09,466
1735,attachment,grip_angled08,467
1737,attachment,rec_schotel,468
1742,attachment,pgrip_tac_p27,469
1743,attachment,iw9_rec_uzulu,470
1744,attachment,stock_sm_p08,471
1748,attachment,pgrip_aim_p24,472
1750,attachment,choke_sh01,473
1752,attachment,comp_sn_03,474
1753,attachment,rec_mike32,475
1754,attachment,bipodgrip_small_p05,476
1755,attachment,stock_sm_tactical_p07,477
1756,attachment,pgrip_ass_p09,478
1758,attachment,flash_ar_03,479
1763,attachment,mag_ar_lgtlarge_p04,480
1764,attachment,mag_sh_large_p13,481
1765,attachment,hybridscope_sn01_le,482
1774,attachment,rec_alpha50,483
1775,attachment,mag_pi_p25,484
1783,attachment,ironsdefault_mike24,485
1784,attachment,ironsdefault_mike16,486
1785,attachment,gunsling_1pt,487
1788,attachment,laserhip_bright_p26,488
1789,attachment,guard_heavy_p12,489
1791,attachment,stock_sn_heavy_p20,490
1793,attachment,drum_br_p02,491
1795,attachment,mag_sh_small_p13,492
1796,attachment,pgrip_ass_p17,493
1799,attachment,silencer_uzulu,494
1800,attachment,stock_dm_p20,495
1801,attachment,ammo_9m_ap,496
1802,attachment,bar_lm_hvylong_p17,497
1807,attachment,ammo_338nm_ap,498
1811,attachment,dmscope01,499
1812,attachment,snscope_therm01,500
1813,attachment,ammo_300wm_hp,501
1816,attachment,barsil_sm_light_p03,502
1817,attachment,guard_tactical_p13,503
1818,attachment,iw9_ironsdefault_victor,504
1820,attachment,bar_sm_p10,505
1821,attachment,stock_sn_heavy_p21,506
1822,attachment,hybridscope_ar01,507
1825,attachment,belt_lm_large_p01,508
1831,attachment,ammo_45gvt_hv,509
1832,attachment,bar_sm_light_p04,510
1833,attachment,trigger_heavy_p24,511
1836,attachment,ammo_762s_tr,512
1838,attachment,comb_tactical_p03,513
1841,attachment,mag_sm_small_p02,514
1846,attachment,ammo_9s_ap,515
1847,attachment,gripside_small_p16,516
1854,attachment,pgrip_aim_p21,517
1856,attachment,stock_ar_assault_p01,518
1857,attachment,rec_akilo,519
1860,attachment,mag_ar_large_p06,520
1861,attachment,pgrip_lm_ass_p02,521
1862,attachment,pgrip_lm_aim_p02,522
1863,attachment,stockr_dm_tactical_p20,523
1866,attachment,fourxtherm02,524
1868,attachment,stock_ar_tactical_p01,525
