string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string
rarity,0_super,,400,0,0,250,100,100,100,100,100,0,0,0,0,0,0,0,0,300,350,300,350,350,350,350,350,350,350,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0
rarity,1_super,,350,0,0,250,150,150,150,150,150,0,0,0,0,0,0,0,0,250,300,250,300,300,300,300,300,300,300,0,0,0,0,0,0,150,150,150,0,0,0,0,0,0,0,0
rarity,2_super,,250,0,0,200,200,200,200,200,200,0,0,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,0,0,0,0,0,0,200,200,200,40,40,40,40,40,40,40,0
rarity,3_super,,0,0,0,150,250,250,250,250,250,0,0,0,0,0,0,0,0,150,150,150,150,150,150,150,150,150,150,0,0,0,0,0,0,250,250,250,40,40,40,40,40,40,40,0
rarity,4_super,,0,0,0,150,300,300,300,300,300,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,1,0,0,300,300,300,20,20,20,20,20,20,20,0
item,brloot_offhand_advancedsupplydrop,,0,0,0,5,25,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_balloon_extract,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_plunder_extract,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rarity,0_weapon,,545,0,0,390,0,0,0,390,390,1,0,0,0,0,0,0,0,500,500,500,450,500,450,500,500,0,500,0,500,0,0,0,550,0,0,0,0,0,0,0,0,0,0,0
rarity,1_weapon,,275,0,0,310,220,225,200,350,350,0,0,0,0,0,0,0,0,300,300,300,325,300,325,300,300,0,300,0,300,0,0,0,400,0,0,0,55,55,55,55,55,30,30,0
rarity,2_weapon,,180,0,30,255,200,175,175,260,260,0,0,0,0,0,0,0,0,200,200,200,225,200,225,200,200,0,200,0,200,970,0,0,49,0,0,0,45,45,45,45,45,40,40,0
rarity,4_weapon,,0,0,11,45,80,100,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,1,0,0,0,0,0,0,0,0,10,10,0
rarity,0_health,,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
rarity,1_health,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rarity,2_health,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rarity,3_health,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rarity,4_health,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_plunder_cash_common_1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_plunder_cash_uncommon_1,,768,768,0,500,500,0,0,0,0,1,0,0,0,0,0,0,0,768,768,768,768,768,768,768,768,0,768,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_plunder_cash_uncommon_2,,157,157,0,345,200,0,0,500,500,1,1,0,0,0,0,0,0,157,157,157,157,157,157,157,157,0,157,345,0,0,0,0,0,0,0,0,20,20,20,20,20,20,0,0
item,brloot_plunder_cash_uncommon_3,,49,49,1,100,150,650,0,200,200,0,1,1,0,0,0,0,0,49,49,49,49,49,49,49,49,0,49,100,0,0,0,0,0,0,0,0,12,12,12,12,12,12,0,0
item,brloot_plunder_cash_rare_1,,18,18,0,50,100,200,500,150,150,0,0,1,1,0,0,0,0,18,18,18,18,18,18,18,18,0,18,50,0,550,0,0,0,0,0,0,8,8,8,8,8,8,0,0
item,brloot_plunder_cash_rare_2,,7,7,0,5,50,100,200,100,100,0,0,0,1,0,0,0,0,7,7,7,7,7,7,7,7,0,7,5,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_plunder_cash_epic_1,,2,2,0,0,0,50,150,50,50,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_plunder_cash_epic_2,,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_plunder_cash_legendary_1,,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_killstreak_assaultdrone,,0,0,0,125,125,100,100,0,0,0,0,0,0,0,0,0,0,125,0,0,125,125,125,0,0,125,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_killstreak_uav,,0,0,0,100,100,125,125,0,0,0,0,0,0,0,0,0,0,100,0,0,100,100,100,0,0,100,0,0,0,100,0,0,0,0,1,1,15,15,15,15,15,15,15,0
item,brloot_killstreak_clusterstrike,,0,0,0,125,125,115,115,0,0,0,0,0,0,0,0,0,0,125,0,0,125,125,125,0,0,125,0,0,0,125,0,0,0,0,0,0,25,25,25,25,25,25,25,0
item,brloot_killstreak_precision_airstrike,,0,0,0,115,115,110,110,0,0,0,0,0,0,0,0,0,0,115,0,0,115,115,115,0,0,115,0,0,0,115,0,0,0,0,0,0,25,25,25,25,25,25,25,0
item,brloot_killstreak_cluster_spike,,0,0,0,110,110,100,100,0,0,0,0,0,0,0,0,0,0,110,0,0,110,110,110,0,0,110,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_killstreak_scramblerdrone,,0,0,0,100,100,125,125,0,0,0,0,0,0,0,0,0,0,100,0,0,100,100,100,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_assassination_phone,,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_vip_phone,,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_intel_phone,,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_safecracker_phone,,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_stronghold_infil_phone,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_elite_arrow_phone,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_durable_loot,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_access_card_blue,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_access_card_green,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_access_card_red,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_access_card_blue_stadium_parking,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_access_card_blue_stadium_executive,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_access_card_blue_stadium_concourse,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rarity,0_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rarity,1_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rarity,2_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rarity,3_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rarity,4_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_dead_agent_radio,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_specialist_bonus,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_valuable_harddrive,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_valuable_goldbar,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_valuable_laptop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_valuable_liquor,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
