string,string,localized_a,localized_a,string,string,string,string,string,string,string,string
13645,iw9_ch_reward_career_star_unlocks_backup_total_20,a&CHALLENGE/REWARD_CAREER_STARS_UNLOCK_20,a&CHALLENGE/REWARD_CAREER_STARS_UNLOCK_20_DESC,1,9038,0,,,,,
8146,iw9_ch_reward_career_star_unlocks_30,a&CHALLENGE/REWARD_CAREER_STARS_UNLOCK_30,a&CHALLENGE/REWARD_CAREER_STARS_UNLOCK_30_DESC,30,6734,0,,,,,
13644,iw9_ch_reward_career_star_unlocks_backup_total_30,a&CHALLENGE/REWARD_CAREER_STARS_UNLOCK_30,a&CHALLENGE/REWARD_CAREER_STARS_UNLOCK_30_DESC,1,6734,0,,,,,
8148,iw9_ch_reward_career_star_unlocks_50,a&CHALLENGE/REWARD_CAREER_STARS_UNLOCK_50,a&CHALLENGE/REWARD_CAREER_STARS_UNLOCK_50_DESC,50,6801,0,,,,,
13643,iw9_ch_reward_career_star_unlocks_backup_total_50,a&CHALLENGE/REWARD_CAREER_STARS_UNLOCK_50,a&CHALLENGE/REWARD_CAREER_STARS_UNLOCK_50_DESC,1,6801,0,,,,,
8150,iw9_ch_reward_career_star_unlocks_75,a&CHALLENGE/REWARD_CAREER_STARS_UNLOCK_75,a&CHALLENGE/REWARD_CAREER_STARS_UNLOCK_75_DESC,75,6258,0,,,,,
13642,iw9_ch_reward_career_star_unlocks_backup_total_75,a&CHALLENGE/REWARD_CAREER_STARS_UNLOCK_75,a&CHALLENGE/REWARD_CAREER_STARS_UNLOCK_75_DESC,1,6258,0,,,,,
8152,iw9_ch_reward_career_star_unlocks_100,a&CHALLENGE/REWARD_CAREER_STARS_UNLOCK_100,a&CHALLENGE/REWARD_CAREER_STARS_UNLOCK_100_DESC,100,11816,0,,,,,
13641,iw9_ch_reward_career_star_unlocks_backup_total_100,a&CHALLENGE/REWARD_CAREER_STARS_UNLOCK_100,a&CHALLENGE/REWARD_CAREER_STARS_UNLOCK_100_DESC,1,11816,0,,,,,
8156,iw9_ch_reward_intel_collect_unlocks_20_cp,a&CHALLENGE/REWARD_INTEL_COLLECT_UNLOCKS_20_CP,a&CHALLENGE/REWARD_INTEL_COLLECT_UNLOCKS_20_CP_DESC,20,9446,0,,,,,
8158,iw9_ch_reward_intel_collect_unlocks_40_cp,a&CHALLENGE/REWARD_INTEL_COLLECT_UNLOCKS_40_CP,a&CHALLENGE/REWARD_INTEL_COLLECT_UNLOCKS_40_CP_DESC,40,6819,0,,,,,
8160,iw9_ch_reward_intel_collect_unlocks_50_cp,a&CHALLENGE/REWARD_INTEL_COLLECT_UNLOCKS_50_CP,a&CHALLENGE/REWARD_INTEL_COLLECT_UNLOCKS_50_CP_DESC,50,11862,0,,,,,
8162,iw9_ch_reward_mission_complete_high_ground,a&CHALLENGE/REWARD_MISSION_COMPLETE_HIGH_GROUND,a&CHALLENGE/REWARD_MISSION_COMPLETE_HIGH_GROUND_DESC,1,13504,0,,,,,
14132,iw9_ch_reward_mission_complete_defender_hafid_port,a&CHALLENGE/REWARD_MISSION_COMPLETE_DEFENDER_HAFID_PORT,a&CHALLENGE/REWARD_MISSION_COMPLETE_DEFENDER_HAFID_PORT_DESC,1,14798,0,,,,,
8164,iw9_ch_reward_mission_complete_high_ground_three_stars,a&CHALLENGE/REWARD_MISSION_COMPLETE_HIGH_GROUND_THREE_STARS,a&CHALLENGE/REWARD_MISSION_COMPLETE_HIGH_GROUND_THREE_STARS_DESC,1,10380,0,,,,,
8168,iw9_ch_reward_mission_complete_defender_mt_zaya_three_stars,a&CHALLENGE/REWARD_MISSION_COMPLETE_DEFENDER_MT_ZAYA_THREE_STARS,a&CHALLENGE/REWARD_MISSION_COMPLETE_DEFENDER_MT_ZAYA_THREE_STARS_DESC,1,10140,0,,,,,
8171,iw9_ch_reward_mission_complete_low_profile_three_stars,a&CHALLENGE/REWARD_MISSION_COMPLETE_LOW_PROFILE_THREE_STARS,a&CHALLENGE/REWARD_MISSION_COMPLETE_LOW_PROFILE_THREE_STARS_DESC,1,6556,0,,,,,
8175,iw9_ch_reward_mission_complete_denied_area_three_stars,a&CHALLENGE/REWARD_MISSION_COMPLETE_DENIED_AREA_THREE_STARS,a&CHALLENGE/REWARD_MISSION_COMPLETE_DENIED_AREA_THREE_STARS_DESC,1,9609,0,,,,,
8181,iw9_ch_reward_mission_complete_raid_s1_hard,a&CHALLENGE/REWARD_MISSION_COMPLETE_RAID_S1_HARD,a&CHALLENGE/REWARD_MISSION_COMPLETE_RAID_S1_HARD_DESC,1,11826,0,,,,,
12240,iw9_ch_reward_mission_complete_raid_s1_hard_token,a&CHALLENGE/REWARD_MISSION_COMPLETE_RAID_S1_HARD_TOKEN,a&CHALLENGE/REWARD_MISSION_COMPLETE_RAID_S1_HARD_TOKEN_DESC,1,3948,0,,,,,
12242,iw9_ch_reward_mission_complete_raid_s2_hard_token,a&CHALLENGE/REWARD_MISSION_COMPLETE_RAID_S2_HARD_TOKEN,a&CHALLENGE/REWARD_MISSION_COMPLETE_RAID_S2_HARD_TOKEN_DESC,1,3948,0,,,,,
12241,iw9_ch_reward_mission_complete_raid_s2_token,a&CHALLENGE/REWARD_MISSION_COMPLETE_RAID_S2_TOKEN,a&CHALLENGE/REWARD_MISSION_COMPLETE_RAID_S2_TOKEN_DESC,1,3962,0,,,,,
12243,iw9_ch_reward_mission_complete_raid_s1_token,a&CHALLENGE/REWARD_MISSION_COMPLETE_RAID_S1_TOKEN,a&CHALLENGE/REWARD_MISSION_COMPLETE_RAID_S1_TOKEN_DESC,1,3962,0,,,,,
12110,iw9_ch_reward_mission_complete_raid_s2_hard,a&CHALLENGE/REWARD_MISSION_COMPLETE_RAID_S2_HARD,a&CHALLENGE/REWARD_MISSION_COMPLETE_RAID_S2_HARD_DESC,1,23649,0,,,,,
14786,iw9_ch_reward_mission_complete_raid_s3_hard,a&CHALLENGE/REWARD_MISSION_COMPLETE_RAID_S3_HARD,a&CHALLENGE/REWARD_MISSION_COMPLETE_RAID_S3_HARD_DESC,1,29357,0,,,,,
14787,iw9_ch_reward_mission_complete_raid_s3_hard_token,a&CHALLENGE/REWARD_MISSION_COMPLETE_RAID_S3_HARD_TOKEN,a&CHALLENGE/REWARD_MISSION_COMPLETE_RAID_S3_HARD_TOKEN_DESC,1,3948,0,,,,,
14788,iw9_ch_reward_mission_complete_raid_s3_token,a&CHALLENGE/REWARD_MISSION_COMPLETE_RAID_S3_TOKEN,a&CHALLENGE/REWARD_MISSION_COMPLETE_RAID_S3_TOKEN_DESC,1,3962,0,,,,,
14790,iw9_ch_reward_mission_complete_raid_s4_hard,a&CHALLENGE/REWARD_MISSION_COMPLETE_RAID_S4_HARD,a&CHALLENGE/REWARD_MISSION_COMPLETE_RAID_S4_HARD_DESC,1,,0,,,,,
14791,iw9_ch_reward_mission_complete_raid_s4_hard_token,a&CHALLENGE/REWARD_MISSION_COMPLETE_RAID_S4_HARD_TOKEN,a&CHALLENGE/REWARD_MISSION_COMPLETE_RAID_S4_HARD_TOKEN_DESC,1,3948,0,,,,,
14792,iw9_ch_reward_mission_complete_raid_s4_token,a&CHALLENGE/REWARD_MISSION_COMPLETE_RAID_S4_TOKEN,a&CHALLENGE/REWARD_MISSION_COMPLETE_RAID_S4_TOKEN_DESC,1,3962,0,,,,,
8179,iw9_ch_reward_mission_complete_raid_s1_three_stars,a&CHALLENGE/REWARD_MISSION_COMPLETE_RAID_S1_THREE_STARS,a&CHALLENGE/REWARD_MISSION_COMPLETE_RAID_S1_THREE_STARS_DESC,1,,0,,,,,
8735,iw9_ch_intel_collect_single,a&CHALLENGE/INTEL_COLLECT_SINGLE,a&CHALLENGE/INTEL_COLLECT_SINGLE_DESC,1,,500,,,,,
8737,iw9_ch_intel_collect_five,a&CHALLENGE/INTEL_COLLECT_FIVE,a&CHALLENGE/INTEL_COLLECT_FIVE_DESC,1,,0,,,,,
8930,camo_orion_unlock,a&CHALLENGE/CAMO_ORION_UNLOCK,a&CHALLENGE/CAMO_ORION_UNLOCK_DESC,51,12237,0,,,,,
8253,camo_damascus_unlock,a&CHALLENGE/CAMO_DAMASCUS_UNLOCK,a&CHALLENGE/CAMO_DAMASCUS_UNLOCK_DESC,51,,0,,,,,
8254,camo_platinum_pi_unlock,a&CHALLENGE/CAMO_PLATINUM_UNLOCK,a&CHALLENGE/CAMO_PLATINUM_PI_UNLOCK_DESC,5,,0,,,,,
8255,camo_platinum_me_unlock,a&CHALLENGE/CAMO_PLATINUM_UNLOCK,a&CHALLENGE/CAMO_PLATINUM_ME_UNLOCK_DESC,2,,0,,,,,
8256,camo_platinum_sn_unlock,a&CHALLENGE/CAMO_PLATINUM_UNLOCK,a&CHALLENGE/CAMO_PLATINUM_SN_UNLOCK_DESC,4,,0,,,,,
8743,camo_platinum_sh_unlock,a&CHALLENGE/CAMO_PLATINUM_UNLOCK,a&CHALLENGE/CAMO_PLATINUM_SH_UNLOCK_DESC,4,,0,,,,,
8257,camo_platinum_la_unlock,a&CHALLENGE/CAMO_PLATINUM_UNLOCK,a&CHALLENGE/CAMO_PLATINUM_LA_UNLOCK_DESC,4,,0,,,,,
8258,camo_platinum_dm_unlock,a&CHALLENGE/CAMO_PLATINUM_UNLOCK,a&CHALLENGE/CAMO_PLATINUM_DM_UNLOCK_DESC,6,,0,,,,,
8259,camo_platinum_br_unlock,a&CHALLENGE/CAMO_PLATINUM_UNLOCK,a&CHALLENGE/CAMO_PLATINUM_BR_UNLOCK_DESC,4,,0,,,,,
8260,camo_platinum_lm_unlock,a&CHALLENGE/CAMO_PLATINUM_UNLOCK,a&CHALLENGE/CAMO_PLATINUM_LM_UNLOCK_DESC,6,,0,,,,,
8261,camo_platinum_sm_unlock,a&CHALLENGE/CAMO_PLATINUM_UNLOCK,a&CHALLENGE/CAMO_PLATINUM_SM_UNLOCK_DESC,8,,0,,,,,
8262,camo_platinum_ar_unlock,a&CHALLENGE/CAMO_PLATINUM_UNLOCK,a&CHALLENGE/CAMO_PLATINUM_AR_UNLOCK_DESC,8,,0,,,,,
8225,iw9_ar_mike4_camo_1,a&CHALLENGE/AR_MIKE4_CAMO_1,a&CHALLENGE/CAMO_UNLOCK_1_DESC,50,12190,1000,,,,,
8226,iw9_ar_mike4_camo_2,a&CHALLENGE/AR_MIKE4_CAMO_2,a&CHALLENGE/AR_MIKE4_CAMO_2_DESC,50,12214,1500,,,,,
8227,iw9_ar_mike4_camo_3,a&CHALLENGE/AR_MIKE4_CAMO_3,a&CHALLENGE/AR_MIKE4_CAMO_3_DESC,10,12116,2000,,,,,
8228,iw9_ar_mike4_camo_4,a&CHALLENGE/AR_MIKE4_CAMO_4,a&CHALLENGE/AR_MIKE4_CAMO_4_DESC,15,12105,2500,,,,,
8229,iw9_ar_mike4_camo_gold,a&CHALLENGE/AR_MIKE4_CAMO_GOLD,a&CHALLENGE/CAMO_UNLOCK_GOLD_STD_DESC,10,12735,4000,,,,,
8230,iw9_ar_mike4_camo_gold_unlock,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,4,,0,,,,,
8983,iw9_ar_mike4_camo_plat,a&CHALLENGE/AR_MIKE4_CAMO_PLAT,a&CHALLENGE/CAMO_UNLOCK_PLAT_STD_DESC,25,12674,5000,,,,,
9138,iw9_ar_mike4_camo_dama,a&CHALLENGE/AR_MIKE4_CAMO_DAMA,a&CHALLENGE/CAMO_UNLOCK_DAMA_STD_DESC,25,12679,7500,,,,,
9285,iw9_ar_mike16_camo_1,a&CHALLENGE/AR_MIKE16_CAMO_1,a&CHALLENGE/CAMO_UNLOCK_1_DESC,50,12055,1000,,,,,
9117,iw9_ar_mike16_camo_2,a&CHALLENGE/AR_MIKE16_CAMO_2,a&CHALLENGE/AR_MIKE16_CAMO_2_DESC,10,12072,1500,,,,,
9230,iw9_ar_mike16_camo_3,a&CHALLENGE/AR_MIKE16_CAMO_3,a&CHALLENGE/AR_MIKE16_CAMO_3_DESC,30,12108,2000,,,,,
9153,iw9_ar_mike16_camo_4,a&CHALLENGE/AR_MIKE16_CAMO_4,a&CHALLENGE/AR_MIKE16_CAMO_4_DESC,20,12209,2500,,,,,
9147,iw9_ar_mike16_camo_gold,a&CHALLENGE/AR_MIKE16_CAMO_GOLD,a&CHALLENGE/CAMO_UNLOCK_GOLD_STD_DESC,10,12760,4000,,,,,
9060,iw9_ar_mike16_camo_gold_unlock,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,4,,0,,,,,
9069,iw9_ar_mike16_camo_plat,a&CHALLENGE/AR_MIKE16_CAMO_PLAT,a&CHALLENGE/CAMO_UNLOCK_PLAT_STD_DESC,25,12698,5000,,,,,
9209,iw9_ar_mike16_camo_dama,a&CHALLENGE/AR_MIKE16_CAMO_DAMA,a&CHALLENGE/CAMO_UNLOCK_DAMA_STD_DESC,25,12771,7500,,,,,
9259,iw9_lm_foxtrot_camo_1,a&CHALLENGE/LM_FOXTROT_CAMO_1,a&CHALLENGE/CAMO_UNLOCK_1_DESC,50,12171,1000,,,,,
9251,iw9_lm_foxtrot_camo_2,a&CHALLENGE/LM_FOXTROT_CAMO_2,a&CHALLENGE/LM_FOXTROT_CAMO_2_DESC,10,12079,1500,,,,,
9316,iw9_lm_foxtrot_camo_3,a&CHALLENGE/LM_FOXTROT_CAMO_3,a&CHALLENGE/LM_FOXTROT_CAMO_3_DESC,20,12258,2000,,,,,
9074,iw9_lm_foxtrot_camo_4,a&CHALLENGE/LM_FOXTROT_CAMO_4,a&CHALLENGE/LM_FOXTROT_CAMO_4_DESC,30,12022,2500,,,,,
9172,iw9_lm_foxtrot_camo_gold,a&CHALLENGE/LM_FOXTROT_CAMO_GOLD,a&CHALLENGE/CAMO_UNLOCK_GOLD_STD_DESC,10,12628,4000,,,,,
8992,iw9_lm_foxtrot_camo_gold_unlock,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,4,,0,,,,,
9119,iw9_lm_foxtrot_camo_plat,a&CHALLENGE/LM_FOXTROT_CAMO_PLAT,a&CHALLENGE/CAMO_UNLOCK_PLAT_STD_DESC,25,12715,5000,,,,,
9267,iw9_lm_foxtrot_camo_dama,a&CHALLENGE/LM_FOXTROT_CAMO_DAMA,a&CHALLENGE/CAMO_UNLOCK_DAMA_STD_DESC,25,12673,7500,,,,,
9278,iw9_br_msecho_camo_1,a&CHALLENGE/BR_MSECHO_CAMO_1,a&CHALLENGE/CAMO_UNLOCK_1_DESC,50,12019,1000,,,,,
9212,iw9_br_msecho_camo_2,a&CHALLENGE/BR_MSECHO_CAMO_2,a&CHALLENGE/BR_MSECHO_CAMO_2_DESC,10,12176,1500,,,,,
9223,iw9_br_msecho_camo_3,a&CHALLENGE/BR_MSECHO_CAMO_3,a&CHALLENGE/BR_MSECHO_CAMO_3_DESC,50,12182,2000,,,,,
8961,iw9_br_msecho_camo_4,a&CHALLENGE/BR_MSECHO_CAMO_4,a&CHALLENGE/BR_MSECHO_CAMO_4_DESC,30,12141,2500,,,,,
9077,iw9_br_msecho_camo_gold,a&CHALLENGE/BR_MSECHO_CAMO_GOLD,a&CHALLENGE/CAMO_UNLOCK_GOLD_STD_DESC,10,12636,4000,,,,,
9342,iw9_br_msecho_camo_gold_unlock,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,4,,0,,,,,
9083,iw9_br_msecho_camo_plat,a&CHALLENGE/BR_MSECHO_CAMO_PLAT,a&CHALLENGE/CAMO_UNLOCK_PLAT_STD_DESC,25,12619,5000,,,,,
9281,iw9_br_msecho_camo_dama,a&CHALLENGE/BR_MSECHO_CAMO_DAMA,a&CHALLENGE/CAMO_UNLOCK_DAMA_STD_DESC,25,12727,7500,,,,,
9252,iw9_sm_alpha57_camo_1,a&CHALLENGE/SM_ALPHA57_CAMO_1,a&CHALLENGE/CAMO_UNLOCK_1_DESC,50,12184,1000,,,,,
9089,iw9_sm_alpha57_camo_2,a&CHALLENGE/SM_ALPHA57_CAMO_2,a&CHALLENGE/SM_ALPHA57_CAMO_2_DESC,50,12193,1500,,,,,
9333,iw9_sm_alpha57_camo_3,a&CHALLENGE/SM_ALPHA57_CAMO_3,a&CHALLENGE/SM_ALPHA57_CAMO_3_DESC,50,12185,2000,,,,,
9192,iw9_sm_alpha57_camo_4,a&CHALLENGE/SM_ALPHA57_CAMO_4,a&CHALLENGE/SM_ALPHA57_CAMO_4_DESC,30,12134,2500,,,,,
9244,iw9_sm_alpha57_camo_gold,a&CHALLENGE/SM_ALPHA57_CAMO_GOLD,a&CHALLENGE/CAMO_UNLOCK_GOLD_STD_DESC,10,12753,4000,,,,,
9144,iw9_sm_alpha57_camo_gold_unlock,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,4,,0,,,,,
9129,iw9_sm_alpha57_camo_plat,a&CHALLENGE/SM_ALPHA57_CAMO_PLAT,a&CHALLENGE/CAMO_UNLOCK_PLAT_STD_DESC,25,12742,5000,,,,,
9078,iw9_sm_alpha57_camo_dama,a&CHALLENGE/SM_ALPHA57_CAMO_DAMA,a&CHALLENGE/CAMO_UNLOCK_DAMA_STD_DESC,25,12611,7500,,,,,
9076,iw9_ar_golf3_camo_1,a&CHALLENGE/AR_GOLF3_CAMO_1,a&CHALLENGE/CAMO_UNLOCK_1_DESC,50,12200,1000,,,,,
9102,iw9_ar_golf3_camo_2,a&CHALLENGE/AR_GOLF3_CAMO_2,a&CHALLENGE/AR_GOLF3_CAMO_2_DESC,50,12110,1500,,,,,
9048,iw9_ar_golf3_camo_3,a&CHALLENGE/AR_GOLF3_CAMO_3,a&CHALLENGE/AR_GOLF3_CAMO_3_DESC,20,12180,2000,,,,,
9177,iw9_ar_golf3_camo_4,a&CHALLENGE/AR_GOLF3_CAMO_4,a&CHALLENGE/AR_GOLF3_CAMO_4_DESC,10,12132,2500,,,,,
9355,iw9_ar_golf3_camo_gold,a&CHALLENGE/AR_GOLF3_CAMO_GOLD,a&CHALLENGE/CAMO_UNLOCK_GOLD_STD_DESC,10,12607,4000,,,,,
9094,iw9_ar_golf3_camo_gold_unlock,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,4,,0,,,,,
9081,iw9_ar_golf3_camo_plat,a&CHALLENGE/AR_GOLF3_CAMO_PLAT,a&CHALLENGE/CAMO_UNLOCK_PLAT_STD_DESC,25,12649,5000,,,,,
9282,iw9_ar_golf3_camo_dama,a&CHALLENGE/AR_GOLF3_CAMO_DAMA,a&CHALLENGE/CAMO_UNLOCK_DAMA_STD_DESC,25,12647,7500,,,,,
9008,iw9_sm_mpapa5_camo_1,a&CHALLENGE/SM_MPAPA5_CAMO_1,a&CHALLENGE/CAMO_UNLOCK_1_DESC,50,12082,1000,,,,,
8984,iw9_sm_mpapa5_camo_2,a&CHALLENGE/SM_MPAPA5_CAMO_2,a&CHALLENGE/SM_MPAPA5_CAMO_2_DESC,10,12187,1500,,,,,
9131,iw9_sm_mpapa5_camo_3,a&CHALLENGE/SM_MPAPA5_CAMO_3,a&CHALLENGE/SM_MPAPA5_CAMO_3_DESC,50,12179,2000,,,,,
9219,iw9_sm_mpapa5_camo_4,a&CHALLENGE/SM_MPAPA5_CAMO_4,a&CHALLENGE/SM_MPAPA5_CAMO_4_DESC,10,12208,2500,,,,,
9160,iw9_sm_mpapa5_camo_gold,a&CHALLENGE/SM_MPAPA5_CAMO_GOLD,a&CHALLENGE/CAMO_UNLOCK_GOLD_STD_DESC,10,12707,4000,,,,,
9141,iw9_sm_mpapa5_camo_gold_unlock,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,4,,0,,,,,
9360,iw9_sm_mpapa5_camo_plat,a&CHALLENGE/SM_MPAPA5_CAMO_PLAT,a&CHALLENGE/CAMO_UNLOCK_PLAT_STD_DESC,25,12728,5000,,,,,
9345,iw9_sm_mpapa5_camo_dama,a&CHALLENGE/SM_MPAPA5_CAMO_DAMA,a&CHALLENGE/CAMO_UNLOCK_DAMA_STD_DESC,25,12659,7500,,,,,
9006,iw9_lm_kilo21_camo_1,a&CHALLENGE/LM_KILO21_CAMO_1,a&CHALLENGE/CAMO_UNLOCK_1_DESC,50,12212,1000,,,,,
9056,iw9_lm_kilo21_camo_2,a&CHALLENGE/LM_KILO21_CAMO_2,a&CHALLENGE/LM_KILO21_CAMO_2_DESC,10,12070,1500,,,,,
9202,iw9_lm_kilo21_camo_3,a&CHALLENGE/LM_KILO21_CAMO_3,a&CHALLENGE/LM_KILO21_CAMO_3_DESC,20,12238,2000,,,,,
9157,iw9_lm_kilo21_camo_4,a&CHALLENGE/LM_KILO21_CAMO_4,a&CHALLENGE/LM_KILO21_CAMO_4_DESC,50,12156,2500,,,,,
8978,iw9_lm_kilo21_camo_gold,a&CHALLENGE/LM_KILO21_CAMO_GOLD,a&CHALLENGE/CAMO_UNLOCK_GOLD_STD_DESC,10,12761,4000,,,,,
9016,iw9_lm_kilo21_camo_gold_unlock,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,4,,0,,,,,
8981,iw9_lm_kilo21_camo_plat,a&CHALLENGE/LM_KILO21_CAMO_PLAT,a&CHALLENGE/CAMO_UNLOCK_PLAT_STD_DESC,25,12774,5000,,,,,
8968,iw9_lm_kilo21_camo_dama,a&CHALLENGE/LM_KILO21_CAMO_DAMA,a&CHALLENGE/CAMO_UNLOCK_DAMA_STD_DESC,25,12745,7500,,,,,
9247,iw9_ar_kilo53_camo_1,a&CHALLENGE/AR_KILO53_CAMO_1,a&CHALLENGE/CAMO_UNLOCK_1_DESC,50,12225,1000,,,,,
9180,iw9_ar_kilo53_camo_2,a&CHALLENGE/AR_KILO53_CAMO_2,a&CHALLENGE/AR_KILO53_CAMO_2_DESC,10,12122,1500,,,,,
9264,iw9_ar_kilo53_camo_3,a&CHALLENGE/AR_KILO53_CAMO_3,a&CHALLENGE/AR_KILO53_CAMO_3_DESC,50,12173,2000,,,,,
9266,iw9_ar_kilo53_camo_4,a&CHALLENGE/AR_KILO53_CAMO_4,a&CHALLENGE/AR_KILO53_CAMO_4_DESC,10,12061,2500,,,,,
8977,iw9_ar_kilo53_camo_gold,a&CHALLENGE/AR_KILO53_CAMO_GOLD,a&CHALLENGE/CAMO_UNLOCK_GOLD_STD_DESC,10,12627,4000,,,,,
9311,iw9_ar_kilo53_camo_gold_unlock,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,4,,0,,,,,
8964,iw9_ar_kilo53_camo_plat,a&CHALLENGE/AR_KILO53_CAMO_PLAT,a&CHALLENGE/CAMO_UNLOCK_PLAT_STD_DESC,25,12612,5000,,,,,
9330,iw9_ar_kilo53_camo_dama,a&CHALLENGE/AR_KILO53_CAMO_DAMA,a&CHALLENGE/CAMO_UNLOCK_DAMA_STD_DESC,25,12751,7500,,,,,
8931,iw9_dm_pgolf1_camo_1,a&CHALLENGE/DM_PGOLF1_CAMO_1,a&CHALLENGE/CAMO_UNLOCK_1_DESC,40,12150,1000,,,,,
8932,iw9_dm_pgolf1_camo_2,a&CHALLENGE/DM_PGOLF1_CAMO_2,a&CHALLENGE/DM_PGOLF1_CAMO_2_DESC,20,12084,1500,,,,,
8933,iw9_dm_pgolf1_camo_3,a&CHALLENGE/DM_PGOLF1_CAMO_3,a&CHALLENGE/DM_PGOLF1_CAMO_3_DESC,20,12034,2000,,,,,
8934,iw9_dm_pgolf1_camo_4,a&CHALLENGE/DM_PGOLF1_CAMO_4,a&CHALLENGE/DM_PGOLF1_CAMO_4_DESC,30,12201,2500,,,,,
8918,iw9_dm_pgolf1_camo_gold,a&CHALLENGE/DM_PGOLF1_CAMO_GOLD,a&CHALLENGE/CAMO_UNLOCK_GOLD_STD_DESC,10,12786,4000,,,,,
