string,string,string,string,string,string
crash_lrg_1,item2,100,weaponEpic,consumable,
crash_lrg_1,item3,100,assault_drone,consumable,
crash_lrg_1,item4,100,brloot_plunder_cash_legendary_1,consumable,
crash_lrg_2,item1,100,interactable_note_saba_buiding2101,consumable,
crash_lrg_2,item2,100,weaponEpic,consumable,
crash_lrg_2,item3,100,equip_gas_grenade,consumable,2
crash_lrg_2,item4,100,super_stimpistol,consumable,
crash_lrg_2,item5,100,brloot_self_revive,consumable,
crash_lrg_2,item6,100,brloot_valuable_sealion_3mmfilm_b21,consumable,
crash_sm_1,item1,100,weaponRare,consumable,
crash_sm_1,item2,100,weaponPistol,consumable,
crash_sm_1,item3,100,tier1Key_sealion,consumable,
crash_sm_1,item4,100,personal_pictureofawoman,consumable,
crash_sm_2,item1,100,weaponEpic,consumable,
crash_sm_2,item2,100,weaponRare,consumable,
crash_sm_2,item3,100,personal_pictureofaman,consumable,
crash_sm_2,item4,100,tier2Key_sealion,consumable,
crash_sm_3,item1,100,weaponEpic,consumable,
crash_sm_3,item2,100,weaponEpic,consumable,
crash_sm_3,item3,100,tier3Key_sealion,consumable,
crash_sm_3,item4,100,personal_pictureofadog,consumable,
crash_briefcase_1,item1,100,interactable_note_saba_crash_briefcase01,consumable,
crash_briefcase_1,item2,100,brloot_valuable_sealion_cigarbox_capt_silver,consumable,
crash_briefcase_1,item3,100,weaponPistol,consumable,
crash_briefcase_1,item4,100,tier3Key_sealion,consumable,
dc_toolbox_1,item1,100,interactable_note_saba_architect01,consumable,
dc_toolbox_1,item2,100,brloot_valuable_sealion_3mmfilm_b21,consumable,
dc_toolbox_1,item3,100,toma_strike,consumable,
dc_toolbox_1,item4,100,tier3Key_sealion,consumable,
dc_briefcase_1,item1,100,interactable_note_saba_lieutenant01,consumable,
dc_briefcase_1,item2,100,brloot_valuable_laptop_lt_saif,consumable,
dc_briefcase_1,item3,100,brloot_valuable_thumb_drive_lt_saif,consumable,
dc_briefcase_1,item4,100,brloot_valuable_tank_hatch_key,consumable,
cartel_warehouse,note,0,,consumable,
skeleton_key,note,0,,consumable,
