string,string,string,string,string,string,string
ghost_western_volcano,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
farah_western,fe_op_crib_female_01_idle_01,fe_op_crib_female_01_idle_loadout_01_in,fe_op_crib_female_01_idle_loadout_01,fe_op_crib_female_01_idle_loadout_01_out,fe_op_crib_female_01_killstreak_01_in,fe_op_crib_female_01_killstreak_01_out
beta_western,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
milsim_western_1,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
milsim_western_2,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
milsim_western_3,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
milsim_western_4,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
milsim_eastern_1,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
milsim_eastern_2,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
milsim_eastern_3,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
milsim_eastern_4,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
soap_western,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
oni_eastern,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
gromsko_western,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
gromsko_western_weedlove,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
reyes_western,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
luna_western,fe_op_crib_female_01_idle_01,fe_op_crib_female_01_idle_loadout_01_in,fe_op_crib_female_01_idle_loadout_01,fe_op_crib_female_01_idle_loadout_01_out,fe_op_crib_female_01_killstreak_01_in,fe_op_crib_female_01_killstreak_01_out
roze_eastern,fe_op_crib_female_01_idle_01,fe_op_crib_female_01_idle_loadout_01_in,fe_op_crib_female_01_idle_loadout_01,fe_op_crib_female_01_idle_loadout_01_out,fe_op_crib_female_01_killstreak_01_in,fe_op_crib_female_01_killstreak_01_out
zero_eastern,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
conor_eastern,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
aksel_eastern,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
ronin_western,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
zeus_eastern,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
zeus_eastern_bl,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
neymar_eastern,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
pogba_western,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
messi_western,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
cdl_male_east,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
cdl_male_west,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
cdl_female_west,fe_op_crib_female_01_idle_01,fe_op_crib_female_01_idle_loadout_01_in,fe_op_crib_female_01_idle_loadout_01,fe_op_crib_female_01_idle_loadout_01_out,fe_op_crib_female_01_killstreak_01_in,fe_op_crib_female_01_killstreak_01_out
cdl_female_east,fe_op_crib_female_01_idle_01,fe_op_crib_female_01_idle_loadout_01_in,fe_op_crib_female_01_idle_loadout_01,fe_op_crib_female_01_idle_loadout_01_out,fe_op_crib_female_01_killstreak_01_in,fe_op_crib_female_01_killstreak_01_out
gaz_western,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
klaus_western,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
ronin_western,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
ranked_male_western,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
ranked_female_western,fe_op_crib_female_01_idle_01,fe_op_crib_female_01_idle_loadout_01_in,fe_op_crib_female_01_idle_loadout_01,fe_op_crib_female_01_idle_loadout_01_out,fe_op_crib_female_01_killstreak_01_in,fe_op_crib_female_01_killstreak_01_out
ranked_male_eastern,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
ranked_female_eastern,fe_op_crib_female_01_idle_01,fe_op_crib_female_01_idle_loadout_01_in,fe_op_crib_female_01_idle_loadout_01,fe_op_crib_female_01_idle_loadout_01_out,fe_op_crib_female_01_killstreak_01_in,fe_op_crib_female_01_killstreak_01_out
blackcell_eastern,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
infected_western,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
shredder_eastern,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
alejandro_western,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
valeria_eastern,fe_op_crib_female_01_idle_01,fe_op_crib_female_01_idle_loadout_01_in,fe_op_crib_female_01_idle_loadout_01,fe_op_crib_female_01_idle_loadout_01_out,fe_op_crib_female_01_killstreak_01_in,fe_op_crib_female_01_killstreak_01_out
damascus_western,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
alex_western,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
kd_western,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
tim_western,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
nickmercs_eastern,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
nikto_eastern,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
neotokyo_eastern,fe_op_crib_female_01_idle_01,fe_op_crib_female_01_idle_loadout_01_in,fe_op_crib_female_01_idle_loadout_01,fe_op_crib_female_01_idle_loadout_01_out,fe_op_crib_female_01_killstreak_01_in,fe_op_crib_female_01_killstreak_01_out
heather_eastern,fe_op_crib_female_01_idle_01,fe_op_crib_female_01_idle_loadout_01_in,fe_op_crib_female_01_idle_loadout_01,fe_op_crib_female_01_idle_loadout_01_out,fe_op_crib_female_01_killstreak_01_in,fe_op_crib_female_01_killstreak_01_out
freedom_western,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
io_western,fe_op_crib_female_01_idle_01,fe_op_crib_female_01_idle_loadout_01_in,fe_op_crib_female_01_idle_loadout_01,fe_op_crib_female_01_idle_loadout_01_out,fe_op_crib_female_01_killstreak_01_in,fe_op_crib_female_01_killstreak_01_out
homelander_eastern,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
blacknoir_eastern,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
starlight_western,fe_op_crib_female_01_idle_01,fe_op_crib_female_01_idle_loadout_01_in,fe_op_crib_female_01_idle_loadout_01,fe_op_crib_female_01_idle_loadout_01_out,fe_op_crib_female_01_killstreak_01_in,fe_op_crib_female_01_killstreak_01_out
snoop_western,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
zoltan_eastern,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
tetiana_eastern,fe_op_crib_female_01_idle_01,fe_op_crib_female_01_idle_loadout_01_in,fe_op_crib_female_01_idle_loadout_01,fe_op_crib_female_01_idle_loadout_01_out,fe_op_crib_female_01_killstreak_01_in,fe_op_crib_female_01_killstreak_01_out
nicki_eastern,fe_op_crib_female_01_idle_01,fe_op_crib_female_01_idle_loadout_01_in,fe_op_crib_female_01_idle_loadout_01,fe_op_crib_female_01_idle_loadout_01_out,fe_op_crib_female_01_killstreak_01_in,fe_op_crib_female_01_killstreak_01_out
arthur_western,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
velikan_eastern,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
graves_eastern,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
jup_mp_delta,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
savage_eastern,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
lara_western,fe_op_crib_female_01_idle_01,fe_op_crib_female_01_idle_loadout_01_in,fe_op_crib_female_01_idle_loadout_01,fe_op_crib_female_01_idle_loadout_01_out,fe_op_crib_female_01_killstreak_01_in,fe_op_crib_female_01_killstreak_01_out
mace_eastern,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
jup_mp_charlie,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
skeletor_eastern,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
dune_eastern,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
hellsing_western,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
inarius_western,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
lilith_eastern,fe_op_crib_female_01_idle_01,fe_op_crib_female_01_idle_loadout_01_in,fe_op_crib_female_01_idle_loadout_01,fe_op_crib_female_01_idle_loadout_01_out,fe_op_crib_female_01_killstreak_01_in,fe_op_crib_female_01_killstreak_01_out
spawn_western_2,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
spawn_western_2_alt,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
ash_western,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
spawn_western,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
cyborgvaleria_eastern,fe_op_crib_female_01_idle_01,fe_op_crib_female_01_idle_loadout_01_in,fe_op_crib_female_01_idle_loadout_01,fe_op_crib_female_01_idle_loadout_01_out,fe_op_crib_female_01_killstreak_01_in,fe_op_crib_female_01_killstreak_01_out
jup_mp_india,fe_op_crib_female_01_idle_01,fe_op_crib_female_01_idle_loadout_01_in,fe_op_crib_female_01_idle_loadout_01,fe_op_crib_female_01_idle_loadout_01_out,fe_op_crib_female_01_killstreak_01_in,fe_op_crib_female_01_killstreak_01_out
jup_mp_cdl_female_away,fe_op_crib_female_01_idle_01,fe_op_crib_female_01_idle_loadout_01_in,fe_op_crib_female_01_idle_loadout_01,fe_op_crib_female_01_idle_loadout_01_out,fe_op_crib_female_01_killstreak_01_in,fe_op_crib_female_01_killstreak_01_out
jup_mp_kilo,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
