string,string,string,string,string,string,int
zone,delta_windmill,mp/loot/br/delta/zonecontrol/lootset_global.csv,mp/loot/br/delta/zonecontrol/lootset_cache_spawns.csv,,#Zone,0
zone,delta_marina,mp/loot/br/delta/zonecontrol/lootset_global.csv,mp/loot/br/delta/zonecontrol/lootset_cache_spawns.csv,,#Zone,0
zone,delta_townhouse1,mp/loot/br/delta/zonecontrol/lootset_global.csv,mp/loot/br/delta/zonecontrol/lootset_cache_spawns.csv,,#Zone,0
zone,delta_townhouse2,mp/loot/br/delta/zonecontrol/lootset_global.csv,mp/loot/br/delta/zonecontrol/lootset_cache_spawns.csv,,#Zone,0
zone,delta_townhouse3,mp/loot/br/delta/zonecontrol/lootset_global.csv,mp/loot/br/delta/zonecontrol/lootset_cache_spawns.csv,,#Zone,0
zone,delta_townhouse4,mp/loot/br/delta/zonecontrol/lootset_global.csv,mp/loot/br/delta/zonecontrol/lootset_cache_spawns.csv,,#Zone,0
zone,delta_townhouse5,mp/loot/br/delta/zonecontrol/lootset_global.csv,mp/loot/br/delta/zonecontrol/lootset_cache_spawns.csv,,#Zone,0
zone,delta_townhouse6,mp/loot/br/delta/zonecontrol/lootset_global.csv,mp/loot/br/delta/zonecontrol/lootset_cache_spawns.csv,,#Zone,0
zone,delta_townhouse7,mp/loot/br/delta/zonecontrol/lootset_global.csv,mp/loot/br/delta/zonecontrol/lootset_cache_spawns.csv,,#Zone,0
zone,delta_gasstation,mp/loot/br/delta/zonecontrol/lootset_gasstation.csv,mp/loot/br/delta/zonecontrol/lootset_cache_spawns.csv,,#Zone,0
zone,brloot_ghosthunter_ghost,mp/loot/br/ghosthunter/lootset_ghost_zone.csv,mp/loot/br/delta/zonecontrol/lootset_cache_spawns.csv,,#Zone,0
itemCache,br_loot_cache,mp/loot/br/delta/zonecontrol/lootset_cache_base.csv,,,50,0
itemCache,br_loot_cache_lege,mp/loot/br/delta/zonecontrol/lootset_cache_lege.csv,,,50,0
itemCache,br_reusable_loot_cache,mp/loot/br/delta/zonecontrol/lootset_reusable_cache.csv,,,50,0
itemCache,cache_medicine_cabinet,mp/loot/br/delta/zonecontrol/lootset_cache_medicine_cabinet.csv,,,25,0
itemCache,cache_cash_register,mp/loot/br/delta/zonecontrol/lootset_cache_cash_register.csv,,,25,0
itemCache,cache_cash_register_clean,mp/loot/br/delta/zonecontrol/lootset_cache_cash_register_clean.csv,,,25,0
itemCache,cache_medical_box_wall,mp/loot/br/delta/zonecontrol/lootset_cache_medical_box_wall.csv,,,25,0
itemCache,dmz_hidden_container,mp/loot/br/delta/zonecontrol/lootset_cache_hidden_container.csv,,,25,0
itemCache,dmz_hidden_container_common,mp/loot/br/delta/zonecontrol/lootset_cache_hidden_container.csv,,,25,0
itemCache,cache_duffel_bag_01,mp/loot/br/delta/zonecontrol/lootset_cache_duffel_bag.csv,,,25,0
itemCache,cache_duffel_bag_02,mp/loot/br/delta/zonecontrol/lootset_cache_duffel_bag.csv,,,25,0
itemCache,cache_weapon_locker,mp/loot/br/delta/zonecontrol/lootset_cache_weapon_locker.csv,,,25,0
scriptCache,sc_reusable_cache_restock,mp/loot/br/delta/zonecontrol/lootset_reusable_cache.csv,100,,,0
scriptCache,br_main_scan,mp/loot/br/delta/zonecontrol/lootset_main_scan.csv,10,,,0
scriptCache,br_cash_machine,mp/loot/br/delta/zonecontrol/lootset_cash_machine.csv,30,FEATURE_CASH_MACHINE,,0
initialScriptableState,br_loot_cache,closed_usable,,,,0
initialScriptableState,br_reusable_loot_cache,closed_usable,,,,0
initialScriptableState,br_loot_cache_lege,closed_usable,,,,0
initialScriptableState,cache_cash_register,closed_usable,,,,0
initialScriptableState,cache_cash_register_clean,closed_usable,,,,0
initialScriptableState,cache_duffel_bag_01,closed_usable,,,,0
initialScriptableState,cache_duffel_bag_02,closed_usable,,,,0
initialScriptableState,cache_medical_box_wall,closed_usable,,,,0
initialScriptableState,cache_medicine_cabinet,closed_usable,,,,0
initialScriptableState,cache_weapon_locker,closed_usable,,,,0
initialScriptableState,dmz_hidden_container,closed_usable,,,,0
initialScriptableState,dmz_hidden_container_common,closed_usable,,,,0
