string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string
item,brloot_offhand_taccover,,88,70,0,50,50,50,50,50,0,70,50,0,0,70,50,50,50,70,70,70,70,70,0,80,80,80,80,80,80,80,80,80,80,80,80,80,80,65,0,70,0,88,
item,brloot_offhand_trophysystem,,88,70,0,50,50,50,50,50,0,70,50,0,0,70,50,50,50,70,70,70,70,70,0,80,80,80,80,80,80,80,80,80,80,80,80,80,80,65,0,70,0,88,
item,brloot_killstreak_recondrone,,88,75,0,50,50,50,50,50,0,75,50,0,0,75,50,50,50,75,75,75,75,75,0,80,80,80,80,80,80,80,80,80,80,80,80,80,80,65,0,75,0,88,
item,brloot_super_deadsilence,,50,70,0,50,50,50,50,50,0,70,50,0,0,70,50,50,50,70,70,70,70,70,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,65,0,70,0,50,
item,brloot_super_munitionsbox,,88,70,0,50,50,50,50,50,0,70,50,0,0,70,50,50,50,70,70,70,70,70,0,80,80,80,80,80,80,80,80,80,80,80,80,80,80,65,0,70,0,88,
item,brloot_super_armorbox,,88,70,0,50,50,50,50,50,0,70,50,0,0,70,50,50,50,70,70,70,70,70,0,80,80,80,80,80,80,80,80,80,80,80,80,80,80,65,0,70,0,88,
item,brloot_super_heartbeatsensor,,88,70,0,50,50,50,50,50,0,70,50,0,0,70,50,50,50,70,70,70,70,70,0,80,80,80,80,80,80,80,80,80,80,80,80,80,80,65,0,70,0,88,
item,brloot_super_emppulse,,88,70,0,50,50,50,50,50,0,70,50,0,0,70,50,50,50,70,70,70,70,70,0,80,80,80,80,80,80,80,80,80,80,80,80,80,80,65,0,70,0,88,
item,brloot_super_tacticalcamera,,87,70,0,50,50,50,50,50,0,70,50,0,0,70,50,50,50,70,70,70,70,70,0,80,80,80,80,80,80,80,80,80,80,80,80,80,80,65,0,70,0,87,
item,brloot_super_stimpistol,,50,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,
item,brloot_offhand_deployed_decoy,,87,70,0,50,50,50,50,50,0,70,50,0,0,70,50,50,50,70,70,70,70,70,0,80,80,80,80,80,80,80,80,80,80,80,80,80,80,65,0,70,0,87,
item,brloot_super_soundveil,,50,70,0,50,50,50,50,50,0,70,50,0,0,70,50,50,50,70,70,70,70,70,0,80,80,80,80,80,80,80,80,80,80,80,80,80,80,65,0,70,0,50,
item,brloot_super_sonarpulse,,50,70,0,50,50,50,50,50,0,70,50,0,0,70,50,50,50,70,70,70,70,70,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,60,0,70,0,50,
item,brloot_super_personal_redeploy_drone,,0,30,0,80,100,100,100,100,0,30,100,0,0,30,100,100,100,30,30,30,30,30,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,0,30,0,0,
item,brloot_offhand_deconstation,,0,30,0,80,100,100,100,100,0,30,100,0,0,30,100,100,100,30,30,30,30,30,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,0,30,0,0,
item,brloot_super_deployablekiosk,,0,30,0,80,100,100,100,100,0,30,100,50,50,30,100,100,100,30,30,30,30,30,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,0,30,0,0,
item,brloot_super_reinforcement_flare,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_super_oxygenmask,,10,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
item,brloot_offhand_advancedsupplydrop,,0,5,5,25,50,50,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
item,brloot_balloon_extract,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_balloon_extract,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_super_redeploy_drone_beacon,,100,100,0,75,100,100,100,100,0,100,100,0,0,100,75,75,75,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,90,0,100,0,100,feature_wz2_super_redeploy_drone_beacon
rarity,0_weapon,,545,390,390,0,0,0,390,390,0,500,0,0,0,550,0,0,0,0,35,0,0,0,0,500,500,500,500,500,450,500,500,500,500,450,450,500,545,0,0,390,0,545,
rarity,1_weapon,,275,310,310,220,225,200,350,350,0,300,0,0,0,400,0,0,220,55,30,55,55,30,0,300,300,300,300,300,325,300,300,300,300,325,325,300,275,20,0,310,0,275,
rarity,2_weapon,,180,255,255,200,175,175,260,260,0,200,970,0,0,49,0,0,200,45,25,0,45,40,0,200,200,200,200,200,225,200,200,200,200,225,225,200,180,30,0,255,0,180,
rarity,4_weapon,,0,45,45,80,100,125,0,0,0,0,30,0,0,1,0,0,80,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,100,45,0,0,
item,brloot_armor_plate,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,
item,brloot_plunder_cash_common_1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_plunder_cash_uncommon_1,,800,450,450,0,0,0,800,800,500,450,0,0,0,0,0,0,0,0,5,5,5,8,0,768,768,768,768,768,768,768,768,768,768,768,768,768,800,0,0,450,375,768,
item,brloot_plunder_cash_uncommon_2,,175,450,450,450,0,0,175,175,300,450,0,0,0,0,450,450,450,20,20,20,20,20,0,157,157,157,157,157,157,157,157,157,157,157,157,157,175,20,20,450,420,157,
item,brloot_plunder_cash_uncommon_3,,25,75,75,400,650,0,25,25,150,75,0,0,0,0,400,400,400,12,12,12,12,12,0,49,49,49,49,49,49,49,49,49,49,49,49,49,25,12,12,75,150,49,
item,brloot_plunder_cash_rare_1,,0,25,25,100,200,500,0,0,50,25,550,0,0,0,100,100,100,8,8,8,8,8,0,18,18,18,18,18,18,18,18,18,18,18,18,18,0,8,8,25,50,18,
item,brloot_plunder_cash_rare_2,,0,0,0,50,100,200,0,0,0,0,450,0,0,0,50,50,50,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,5,0,5,7,
item,brloot_plunder_cash_epic_1,,0,0,0,0,50,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,2,
item,brloot_plunder_cash_epic_2,,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_plunder_cash_legendary_1,,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_killstreak_assaultdrone,,0,125,125,125,100,100,0,0,0,125,125,0,0,125,0,1,125,0,0,0,0,0,0,125,125,125,125,125,125,125,125,125,125,125,125,125,125,0,0,125,0,0,
item,brloot_killstreak_uav,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_killstreak_uav_bigmap,,0,100,100,100,125,125,0,0,0,100,100,0,0,100,0,0,100,15,15,15,15,15,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,15,0,100,0,,
item,brloot_killstreak_clusterstrike,,0,125,125,125,115,115,0,0,0,125,125,0,0,125,1,0,125,25,25,25,25,25,0,125,125,125,125,125,125,125,125,125,125,125,125,125,125,25,0,125,0,0,
item,brloot_killstreak_precision_airstrike,,0,115,115,115,110,110,0,0,0,115,115,0,0,115,0,1,115,25,25,25,25,25,0,115,115,115,115,115,115,115,115,115,115,115,115,115,115,25,0,115,0,0,
item,brloot_killstreak_cluster_spike,,0,110,110,110,100,100,0,0,0,110,110,0,0,110,1,0,110,0,0,0,0,0,0,110,110,110,110,110,110,110,110,110,110,110,110,110,110,0,100,110,0,0,
item,brloot_killstreak_scramblerdrone,,0,100,100,100,125,125,0,0,0,100,100,0,0,100,0,0,100,0,20,20,20,15,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,10,200,100,0,0,
item,brloot_killstreak_supply_sweep,,0,100,100,100,125,125,0,0,0,100,100,0,0,100,0,0,100,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,100,0,,
item,brloot_munition_jup_switchblade_drone,,0,100,100,100,100,100,0,0,0,100,100,0,0,100,1,0,100,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,100,0,,
item,brloot_munition_jup_lrad,,0,100,100,100,100,100,0,0,0,100,100,0,0,100,1,0,100,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,100,0,,
item,brloot_munition_jup_missile_turret,,0,100,100,100,100,100,0,0,0,100,100,0,0,100,0,0,100,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,100,0,,
item,brloot_killstreak_auav,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
item,brloot_assassination_laptop,,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,300,300,300,300,300,300,300,300,300,300,300,300,300,0,0,0,0,,
item,brloot_master_assassination_laptop,,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,150,150,150,150,150,0,150,0,0,0,0,0,,,,,,,
item,brloot_vip_laptop,,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,0,0,0,0,,
item,brloot_intel_laptop,,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,250,250,250,250,250,250,250,250,250,250,250,250,250,0,0,0,0,,
