string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,int,string,string
181,head_mp_zeus_iw9_2_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,681,,0,0,full
75,head_mp_zeus_iw9_1_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,672,,0,0,full
74,head_mp_zeus_iw9_1_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,671,,0,0,full
163,head_mp_zero_iw9_3_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,663,,0,0,full
192,head_mp_zero_iw9_3_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,692,,0,0,full
59,head_mp_tarzan_iw9_3_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,656,,0,0,full
48,head_mp_tarzan_iw9_3_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,645,,0,0,full
168,head_mp_tarzan_iw9_1_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,668,,0,0,full
197,head_mp_tarzan_iw9_1_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,697,,0,0,full
169,head_mp_stiletto_iw9_4_1_lod1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,669,,0,0,full
198,head_mp_stiletto_iw9_4_1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,698,,0,0,full
388,head_mp_stiletto_iw9_3_1_lod1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_calisto_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,887,,0,0,full
401,head_mp_stiletto_iw9_3_1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_calisto_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,900,,0,0,full
160,head_mp_stiletto_iw9_2_1_lod1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,660,,0,0,full
189,head_mp_stiletto_iw9_2_1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,689,,0,0,full
73,head_mp_stiletto_iw9_1_1_lod1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,670,,0,0,minimal
70,head_mp_stiletto_iw9_1_1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,667,,0,0,full
44,head_mp_soap_iw9_1_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,642,,0,0,minimal
45,head_mp_soap_iw9_1_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,643,,0,0,full
349,head_mp_roze_iw9_2_1_lod1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,849,,0,0,full
348,head_mp_roze_iw9_2_1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,848,,0,0,full
347,head_mp_roze_iw9_1_3_lod1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,847,,0,0,full
339,head_mp_roze_iw9_1_3,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,839,,0,0,full
346,head_mp_roze_iw9_1_2_lod1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,846,,0,0,full
338,head_mp_roze_iw9_1_2,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,838,,0,0,full
62,head_mp_roze_iw9_1_1_lod1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,659,,0,0,minimal
51,head_mp_roze_iw9_1_1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,648,,0,0,full
162,head_mp_reyes_iw9_4_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,662,,0,0,full
191,head_mp_reyes_iw9_4_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,691,,0,0,full
167,head_mp_reyes_iw9_3_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,667,,0,0,full
196,head_mp_reyes_iw9_3_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,696,,0,0,full
69,head_mp_reyes_iw9_2_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,666,,0,0,full
58,head_mp_reyes_iw9_2_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,655,,0,0,full
60,head_mp_reyes_iw9_1_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,657,,0,0,minimal
49,head_mp_reyes_iw9_1_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,646,,0,0,full
149,head_mp_ramstein_iw9_2_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,649,,0,0,full
178,head_mp_ramstein_iw9_2_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,678,,0,0,full
24,head_mp_price_iw9_1_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,622,,0,0,minimal
11,head_mp_price_iw9_1_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,609,,0,0,full
79,head_mp_pogba_iw9_1_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,676,,0,0,full
78,head_mp_pogba_iw9_1_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,675,,0,0,full
157,head_mp_opforce_shadow_company_armored_dmr_1_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,657,,0,0,full
186,head_mp_opforce_shadow_company_armored_dmr_1_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,686,,0,0,full
177,head_mp_opforce_al_qatala_elite_sniper_1_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,677,,0,0,full
206,head_mp_opforce_al_qatala_elite_sniper_1_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,706,,0,0,full
353,head_mp_oni_iw9_2_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,853,,0,0,full
352,head_mp_oni_iw9_2_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,852,,0,0,full
47,head_mp_oni_iw9_1_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,645,,0,0,minimal
46,head_mp_oni_iw9_1_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,644,,0,0,full
158,head_mp_nova_iw9_2_1_lod1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,658,,0,0,full
187,head_mp_nova_iw9_2_1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,687,,0,0,full
23,head_mp_nova_iw9_1_1_lod1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_calisto_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,621,,0,0,minimal
16,head_mp_nova_iw9_1_1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_calisto_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,608,,0,0,full
77,head_mp_neymar_iw9_1_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,674,,0,0,full
76,head_mp_neymar_iw9_1_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,673,,0,0,full
31,head_mp_milsim_west_iw9_4_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,629,,0,0,full
39,head_mp_milsim_west_iw9_4_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,637,,0,0,full
30,head_mp_milsim_west_iw9_3_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,628,,0,0,full
38,head_mp_milsim_west_iw9_3_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,636,,0,0,full
29,head_mp_milsim_west_iw9_2_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,627,,0,0,full
37,head_mp_milsim_west_iw9_2_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,635,,0,0,full
28,head_mp_milsim_west_iw9_1_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,626,,0,0,minimal
36,head_mp_milsim_west_iw9_1_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,634,,0,0,full
379,head_mp_milsim_shadow_company_iw9_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,878,,0,0,full
35,head_mp_milsim_east_iw9_4_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,633,,0,0,full
43,head_mp_milsim_east_iw9_4_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,641,,0,0,full
34,head_mp_milsim_east_iw9_3_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,632,,0,0,full
42,head_mp_milsim_east_iw9_3_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,640,,0,0,full
33,head_mp_milsim_east_iw9_2_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,631,,0,0,full
41,head_mp_milsim_east_iw9_2_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,639,,0,0,full
32,head_mp_milsim_east_iw9_1_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,630,,0,0,minimal
40,head_mp_milsim_east_iw9_1_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,638,,0,0,full
81,head_mp_messi_iw9_1_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,678,,0,0,full
80,head_mp_messi_iw9_1_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,677,,0,0,full
380,head_mp_kyle_iw9_marina_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,879,,0,0,full
393,head_mp_kyle_iw9_marina,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,892,,0,0,full
383,head_mp_kyle_iw9_intercept_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,882,,0,0,full
396,head_mp_kyle_iw9_intercept,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,895,,0,0,full
382,head_mp_kyle_iw9_convoy_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,881,,0,0,full
395,head_mp_kyle_iw9_convoy,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,894,,0,0,full
176,head_mp_kpop_iw9_1_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,676,,0,0,full
6,head_mp_kpop_iw9_1_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,598,,0,0,full
389,head_mp_koenig_iw9_5_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,888,,0,0,full
402,head_mp_koenig_iw9_5_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,901,,0,0,full
340,head_mp_koenig_iw9_4_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,840,,0,0,full
332,head_mp_koenig_iw9_4_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,832,,0,0,full
387,head_mp_kleo_iw9_3_1_lod1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,886,,0,0,full
400,head_mp_kleo_iw9_3_1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,899,,0,0,full
22,head_mp_kleo_iw9_1_1_lod1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,620,,0,0,fallback
9,head_mp_kleo_iw9_1_1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,607,,0,0,full
381,head_mp_klaus_iw9_1_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,880,,0,0,full
394,head_mp_klaus_iw9_1_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,893,,0,0,full
342,head_mp_kilgore_iw9_1_3_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,842,,0,0,full
334,head_mp_kilgore_iw9_1_3,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,834,,0,0,full
341,head_mp_kilgore_iw9_1_2_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,841,,0,0,full
333,head_mp_kilgore_iw9_1_2,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,833,,0,0,full
17,head_mp_kilgore_iw9_1_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,615,,0,0,minimal
2,head_mp_kilgore_iw9_1_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,593,,0,0,full
174,head_mp_jinn_iw9_4_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,674,,0,0,full
203,head_mp_jinn_iw9_4_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,703,,0,0,full
351,head_mp_jinn_iw9_2_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,851,,0,0,full
350,head_mp_jinn_iw9_2_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,850,,0,0,full
63,head_mp_jinn_iw9_1_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,660,,0,0,minimal
52,head_mp_jinn_iw9_1_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,649,,0,0,full
385,head_mp_hutch_iw9_5_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,884,,0,0,full
398,head_mp_hutch_iw9_5_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,897,,0,0,full
170,head_mp_hutch_iw9_4_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,670,,0,0,full
199,head_mp_hutch_iw9_4_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,699,,0,0,full
68,head_mp_hutch_iw9_3_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,665,,0,0,full
57,head_mp_hutch_iw9_3_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,654,,0,0,full
386,head_mp_hutch_iw9_2_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,885,,0,0,full
399,head_mp_hutch_iw9_2_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,898,,0,0,full
18,head_mp_hutch_iw9_1_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,616,,0,0,minimal
5,head_mp_hutch_iw9_1_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,597,,0,0,full
19,head_mp_horangi_iw9_2_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,617,,0,0,minimal
15,head_mp_horangi_iw9_2_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,613,,0,0,full
384,head_mp_gus_iw9_4_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,883,,0,0,full
397,head_mp_gus_iw9_4_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,896,,0,0,full
171,head_mp_gus_iw9_3_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,671,,0,0,full
200,head_mp_gus_iw9_3_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,700,,0,0,full
