string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string
tagReject,nobigmap,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
reqLimit,gear,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reqLimit,super,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chance,ammo,,180,245,150,50,75,60,0,0,50,0,300,300,170,145,150,180,210,175,190,180,0,155,0,1,1,0,0,0,0,1,20,20,20,2,2,2,2,2,2,2,1,0,50,50,50
chance,health,,200,210,10,50,75,120,0,0,50,0,150,150,160,165,200,150,160,145,175,140,0,150,0,1,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,0,0,50,50,50
chance,plunder,,175,194,125,244,156,225,225,200,219,1,213,213,169,300,215,175,188,188,250,375,0,325,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,0,1,175,175,175
chance,killstreak,,0,0,0,110,300,60,180,190,275,0,0,0,25,0,0,10,10,20,0,0,255,0,0,0,0,1,0,0,0,0,0,1,1,3,3,3,3,3,3,3,0,0,110,110,110
chance,lethal,,90,110,50,165,25,150,0,0,0,0,175,175,133,140,120,150,140,135,125,158,0,165,0,1,0,1,0,0,1,0,5,5,5,10,10,10,10,10,10,10,0,0,160,160,160
chance,tactical,,90,110,50,165,25,150,0,0,0,0,175,175,133,140,170,150,140,135,125,158,0,165,0,1,0,1,250,500,1,0,5,5,5,10,10,10,10,10,10,10,0,0,160,160,160
chance,super,,127,125,0,210,200,120,200,210,300,0,5,5,111,125,144,136,130,130,155,108,100,125,0,0,0,0,250,0,0,0,0,5,5,20,20,20,20,20,20,20,0,0,210,210,210
chance,weapon,,80,43,0,68,106,0,0,0,0,0,0,0,120,72,45,88,62,79,24,0,150,13,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,60,60,60
chance,gear,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chance,revive,,0,0,50,30,75,60,85,0,50,0,5,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,250,250,0,0,0,5,5,0,0,0,0,0,0,0,0,0,30,30,30
chance,tablet,,8,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12,17,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chance,keycard,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chance,valuable,,50,52,500,22,19,0,155,300,100,0,4,4,29,24,71,16,21,46,35,27,0,24,0,1,1,1,250,250,1,0,70,0,0,5,5,5,5,5,5,5,0,1,30,30,30
chance,key,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chance,plate_carrier,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
chance,mission,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chance,perkpack,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chance,extractable,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_ammo_12g,,175,175,175,175,175,175,0,0,175,175,175,175,175,175,175,175,175,175,175,175,0,175,0,175,350,0,0,0,0,175,175,175,175,175,175,175,175,175,175,175,0,0,175,175,175
item,brloot_ammo_50cal,,200,200,200,200,200,200,0,0,200,200,200,200,225,225,225,225,225,225,225,225,0,225,0,225,100,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,0,0,200,200,200
item,brloot_ammo_762,,325,325,325,325,325,325,0,0,325,325,325,325,325,325,325,325,325,325,325,325,0,325,0,325,100,0,0,0,0,325,325,325,325,325,325,325,325,325,325,325,0,0,325,325,325
item,brloot_ammo_919,,250,250,250,250,250,250,0,0,250,250,250,250,225,225,225,225,225,225,225,225,0,225,0,225,450,0,0,0,0,250,250,250,250,250,250,250,250,250,250,250,0,0,250,250,250
item,brloot_ammo_rocket,,50,50,50,50,50,50,0,0,50,50,50,50,50,50,50,50,50,50,50,50,0,50,0,50,0,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,0,0,50,50,50
1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
item,brloot_equip_gasmask,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_equip_gasmask_durable,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_backpack_medium,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_backpack_large,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_plate_carrier_3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_plate_carrier_tempered,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_self_revive,,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1
rarity,0_lethal,,450,450,450,450,450,450,0,0,450,450,450,450,450,450,450,450,450,450,450,450,0,450,0,450,0,450,0,0,450,0,45,45,45,45,45,45,45,45,45,45,0,0,450,450,450
rarity,1_lethal,,300,300,300,300,300,300,0,0,300,300,300,300,300,300,300,300,300,300,300,300,0,300,0,300,0,300,0,0,300,0,30,30,30,30,30,30,30,30,30,30,0,0,300,300,300
rarity,2_lethal,,200,200,200,200,200,200,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,200,0,200,0,0,200,0,20,20,20,20,20,20,20,20,20,20,0,0,200,200,200
rarity,3_lethal,,100,100,100,100,100,100,0,0,100,100,100,100,100,100,100,100,100,100,100,100,0,100,0,100,0,100,0,0,100,0,10,10,10,10,10,10,10,10,10,10,0,0,100,100,100
rarity,4_lethal,,50,50,50,50,50,50,0,0,50,50,50,50,50,50,50,50,50,50,50,50,0,50,0,50,0,50,0,0,50,0,5,5,5,5,5,5,5,5,5,5,0,0,50,50,50
rarity,0_tactical,,440,450,45,450,450,450,0,0,450,450,450,450,450,450,450,450,450,450,450,450,0,450,0,450,0,450,1,1,450,0,45,45,45,45,45,45,45,45,45,45,0,0,450,450,450
rarity,1_tactical,,300,300,30,300,300,300,0,0,300,300,300,300,300,300,300,300,300,300,300,300,0,300,0,300,0,300,0,0,300,0,30,30,30,30,30,30,30,30,30,30,0,0,300,300,300
rarity,2_tactical,,200,200,20,200,200,200,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,200,0,200,0,0,200,0,20,20,20,20,20,20,20,20,20,20,0,0,200,200,200
rarity,3_tactical,,100,100,10,100,100,100,0,0,100,100,100,100,100,100,100,100,100,100,100,100,0,100,0,100,0,100,0,0,100,0,10,10,10,10,10,10,10,10,10,10,0,0,100,100,100
rarity,4_tactical,,50,50,5,50,50,50,0,0,50,50,50,50,50,50,50,50,50,50,50,50,0,50,0,50,0,50,0,0,50,0,5,5,5,5,5,5,5,5,5,5,0,0,50,50,50
item,brloot_health_adrenaline,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rarity,0_super,,400,0,0,230,90,230,100,100,100,100,100,100,300,350,300,350,350,350,350,350,350,350,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,250,250,250
rarity,1_super,,350,0,0,250,140,250,150,150,150,150,150,150,250,300,250,300,300,300,300,300,300,300,0,0,0,0,0,0,0,0,0,150,150,0,0,0,0,0,0,0,0,0,250,250,250
rarity,2_super,,250,0,0,200,190,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,0,0,0,0,0,0,0,0,0,200,200,40,40,40,40,40,40,40,0,0,200,200,200
rarity,3_super,,0,0,0,150,240,150,250,250,250,250,250,250,150,150,150,150,150,150,150,150,150,150,0,0,0,0,0,0,0,0,0,250,250,40,40,40,40,40,40,40,0,0,150,150,150
rarity,4_super,,0,0,0,150,300,150,300,300,300,300,300,300,100,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,300,300,20,20,20,20,20,20,20,0,0,150,150,150
item,brloot_offhand_advancedsupplydrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_offhand_deconstation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_plunder_extract,,400,400,0,300,300,230,100,100,100,100,100,100,300,350,300,350,350,350,350,350,350,350,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,250,250,250
item,brloot_offhand_deployablekiosk,,0,0,0,50,50,50,50,50,150,150,150,150,100,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,150,150,20,20,20,20,20,20,20,0,0,50,50,50
rarity,0_weapon,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rarity,1_weapon,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rarity,2_weapon,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rarity,4_weapon,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
rarity,0_health,,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1
rarity,1_health,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rarity,2_health,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rarity,3_health,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rarity,4_health,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
item,brloot_plunder_cash_common_1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_plunder_cash_uncommon_1,,775,775,0,550,0,0,100,100,0,500,20,20,775,715,775,775,775,775,775,715,690,775,28,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,775,0,0,550,500,500,500
item,brloot_plunder_cash_uncommon_2,,200,200,0,305,455,0,400,200,400,200,10,10,200,250,200,200,200,200,200,250,275,200,8,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,200,0,0,305,345,345,345
item,brloot_plunder_cash_uncommon_3,,20,20,500,100,400,0,200,200,275,150,10,10,20,25,20,20,20,20,20,25,30,20,4,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,25,0,0,100,100,100,100
item,brloot_plunder_cash_rare_1,,5,5,200,40,100,10,150,200,175,100,5,5,5,10,5,5,5,5,5,10,5,5,1,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,40,50,50,50
item,brloot_plunder_cash_rare_2,,0,0,150,5,40,10,100,150,100,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5
item,brloot_plunder_cash_epic_1,,0,0,100,0,5,20,50,100,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_plunder_cash_epic_2,,0,0,50,0,0,30,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_plunder_cash_legendary_1,,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_killstreak_assaultdrone,,0,0,0,125,125,125,125,125,125,125,0,0,125,0,0,125,125,125,0,0,125,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,125,125
item,brloot_killstreak_uav,,0,0,0,100,100,100,100,100,100,100,0,0,100,0,0,100,100,100,0,0,100,0,0,0,0,100,0,0,0,0,0,1,1,15,15,15,15,15,15,15,0,0,100,100,100
item,brloot_killstreak_clusterstrike,,0,0,0,150,150,150,150,150,150,150,0,0,150,0,0,150,150,150,0,0,150,0,0,0,0,150,0,0,0,0,0,0,0,25,25,25,25,25,25,25,0,0,150,150,150
item,brloot_killstreak_precision_airstrike,,0,0,0,125,125,125,125,125,125,125,0,0,125,0,0,125,125,125,0,0,125,0,0,0,0,125,0,0,0,0,0,0,0,25,25,25,25,25,25,25,0,0,125,125,125
item,brloot_killstreak_cluster_spike,,0,0,0,100,100,100,100,100,100,100,0,0,100,0,0,100,100,100,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100
item,brloot_killstreak_scramblerdrone,,0,0,0,100,100,100,100,100,100,100,0,0,100,0,0,100,100,100,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100
item,brloot_killstreak_supply_sweep,,0,0,0,150,150,150,150,150,150,150,0,0,150,0,0,150,150,20,0,0,150,0,0,0,0,150,0,0,0,0,0,1,1,15,15,15,15,15,15,15,0,0,100,100,100
item,brloot_assassination_phone,,250,0,0,0,0,0,0,0,0,0,0,0,250,250,250,250,250,250,250,250,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_vip_phone,,250,0,0,0,0,0,0,0,0,0,0,0,250,250,250,250,250,250,250,250,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_intel_phone,,250,0,0,0,0,0,0,0,0,0,0,0,250,250,250,250,250,250,250,250,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_safecracker_phone,,250,0,0,0,0,0,0,0,0,0,0,0,250,250,250,250,250,250,250,250,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_stronghold_infil_phone,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_elite_arrow_phone,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_durable_loot,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_access_card_blue,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_access_card_green,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_access_card_red,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_access_card_blue_stadium_parking,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_access_card_blue_stadium_executive,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_access_card_blue_stadium_concourse,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rarity,0_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
