int,string,localized_a,string,string,string,string,string,string,string,string,string,string,localized_a,localized_a,int,localized_a,localized_a,string,string,string,string,string,string,string,string,string,string,string,localized_a,string,int,string,string,string,string,string
11,price_western,a&OPERATORS/PRICE,0,SPECGRU,15,,ui_operator_west_price_portrait_1_1,0,icon_faction_jsof_large,wyat,0,chr_menu_male_idle_01_AR,a&OPERATORS/CITIZENSHIP_BRITISH,a&OPERATORS/LANGUAGE_ENGLISH,1,a&OPERATORS/PRICE_BIO,a&OPERATORS/WYATT_CODENAME,2021-8-11 0-0-0 9,iw9_suit_price_mp,mp_operator_wyatt,ui_operator_west_price_portrait_1_1_lg,price_western_desert,wyatt_western_quip_3,execution_003,1,BPOS,ui_loot_operator_west_price_desert,ui_loot_operator_west_price_desert_lg,a&OPERATORS/FULLNAME_PRICE,,0,none,IW9|IW8|T9,WZ2,IW9,MGL,ui_operator_west_price_portrait_1_1_lg,0
12,farah_western,a&OPERATORS/FARAH,0,SPECGRU,16,,ui_operator_west_farah_portrait_1_1,0,icon_faction_jsof_large,wyat,1,chr_menu_male_idle_01_AR,a&OPERATORS/CITIZENSHIP_URZIKSTAN,a&OPERATORS/LANGUAGE_ARABIC,1,a&OPERATORS/FARAH_BIO,a&OPERATORS/WYATT_CODENAME,2021-8-11 0-0-0 9,iw9_suit_farah_mp,mp_operator_wyatt,ui_operator_west_farah_portrait_1_1_lg,farah_western_raid,wyatt_western_quip_3,execution_010,1,BPOS,ui_loot_operator_west_farah_1_2,ui_loot_operator_west_farah_1_2_lg,a&OPERATORS/FULLNAME_FARAH,,0,none,IW9|IW8|T9,WZ2,IW9,MGL,ui_operator_west_farah_portrait_1_1_lg,0
13,ghost_western,a&OPERATORS/GHOST,0,SPECGRU,17,,ui_operator_west_ghost_portrait_1_1,0,icon_faction_jsof_large,wyat,0,chr_menu_male_idle_01_AR,a&OPERATORS/CITIZENSHIP_BRITISH,a&OPERATORS/LANGUAGE_ENGLISH,1,a&OPERATORS/GHOST_BIO,a&OPERATORS/WYATT_CODENAME,2021-8-11 0-0-0 9,iw9_suit_ghost_mp,mp_operator_wyatt,ui_operator_west_ghost_portrait_1_1_lg,ghost_western_maritime,wyatt_western_quip_3,execution_013,1,BPOS,ui_loot_operator_west_ghost_2_1,ui_loot_operator_west_ghost_2_1_lg,a&OPERATORS/FULLNAME_GHOST,,0,none,IW9|IW8|T9,WZ2,IW9,MGL,ui_operator_west_ghost_portrait_1_1_lg,0
14,soap_western,a&OPERATORS/SOAP,0,SPECGRU,18,,ui_operator_west_soap_portrait_1_1,0,icon_faction_jsof_large,wyat,0,chr_menu_male_idle_01_AR,a&OPERATORS/CITIZENSHIP_UK_SCOTTLAND,a&OPERATORS/LANGUAGE_ENGLISH,1,a&OPERATORS/SOAP_BIO,a&OPERATORS/WYATT_CODENAME,2021-8-11 0-0-0 9,iw9_suit_soap_mp,mp_operator_wyatt,ui_operator_west_soap_portrait_1_1_lg,soap_western_co,wyatt_western_quip_3,execution_002,1,BPOS,ui_loot_operator_west_soap_3_1,ui_loot_operator_west_soap_3_1_lg,a&OPERATORS/FULLNAME_SOAP,,0,none,IW9|IW8|T9,WZ2,IW9,MGL,ui_operator_west_soap_portrait_1_1_lg,0
15,milsim_western_1,a&OPERATORS/MILSIM_WEST,0,SPECGRU,1,,ui_operator_west_milsim_portrait_1_1,1,icon_faction_jsof_large,wyat,0,chr_menu_male_idle_01_AR,a&OPERATORS/CITIZENSHIP_UNKNOWN,a&OPERATORS/LANGUAGE_ENGLISH,1,a&OPERATORS/NO_BIO,a&OPERATORS/WYATT_CODENAME,2021-8-11 0-0-0 9,iw9_suit_generic_west_mp,mp_operator_wyatt,ui_operator_west_milsim_portrait_1_1_lg,milsim_western_a,wyatt_western_quip_3,execution_007,1,BPOS,ui_loot_operator_west_milsim_1_1,ui_loot_operator_west_milsim_1_1_lg,a&OPERATORS/FULLNAME_DEFAULT,,0,shared_iw9_t10,IW9|IW8|T9,WZ2,IW9,MGL,ui_operator_west_milsim_portrait_1_1_lg,0
16,milsim_eastern_1,a&OPERATORS/MILSIM_EAST,1,KORTAC,2,,ui_operator_east_milsim_portrait_1_1,1,icon_faction_jsof_large,wyat,0,chr_menu_male_idle_01_AR,a&OPERATORS/CITIZENSHIP_UNKNOWN,a&OPERATORS/LANGUAGE_ENGLISH,1,a&OPERATORS/NO_BIO,a&OPERATORS/WYATT_CODENAME,2021-8-11 0-0-0 9,iw9_suit_generic_east_mp,mp_operator_wyatt,ui_operator_east_milsim_portrait_1_1_lg,milsim_eastern_a,wyatt_western_quip_3,execution_011,1,BPOS,ui_loot_operator_east_milsim_1_1,ui_loot_operator_east_milsim_1_1_lg,a&OPERATORS/FULLNAME_DEFAULT,,0,shared_iw9_t10,IW9|IW8|T9,WZ2,IW9,MGL,ui_operator_east_milsim_portrait_1_1_lg,0
17,oni_eastern,a&OPERATORS/ONI_EASTERN,1,KORTAC,19,,ui_operator_east_oni_portrait_1_1,0,icon_faction_jsof_large,wyat,0,chr_menu_male_idle_01_AR,a&OPERATORS/CITIZENSHIP_JAPANESE,a&OPERATORS/LANGUAGE_JAPANESE,1,a&OPERATORS/ONI_BIO,a&OPERATORS/WYATT_CODENAME,2021-8-11 0-0-0 9,iw9_suit_oni_mp,mp_operator_wyatt,ui_operator_east_oni_portrait_1_1_lg,oni_eastern_a,wyatt_western_quip_3,execution_017,1,BPOS,ui_loot_operator_east_oni_1_1,ui_loot_operator_east_oni_1_1_lg,a&OPERATORS/FULLNAME_ONI,,0,none,IW9|IW8|T9,WZ2,IW9,MGL,ui_operator_east_oni_portrait_1_1_lg,0
18,gromsko_western,a&OPERATORS/GROMSKO_WESTERN,0,SPECGRU,20,,ui_operator_west_gromsko_portrait_3_1,1,icon_faction_jsof_large,wyat,0,chr_menu_male_idle_01_AR,a&OPERATORS/CITIZENSHIP_POLISH,a&OPERATORS/LANGUAGE_POLISH,1,a&OPERATORS/GROMSKO_BIO,a&OPERATORS/WYATT_CODENAME,2021-8-11 0-0-0 9,iw9_suit_gromsko_mp,mp_operator_wyatt,ui_operator_west_gromsko_portrait_3_1_lg,gromsko_western_a,wyatt_western_quip_3,execution_014,1,BPOS,ui_loot_operator_west_tarzan_3_1,ui_loot_operator_west_tarzan_3_1_lg,a&OPERATORS/FULLNAME_GROMSKO,,0,shared_iw9_t10,IW9|IW8|T9,WZ2,IW9,MGL,ui_operator_west_gromsko_portrait_3_1_lg,0
19,reyes_western,a&OPERATORS/REYES_WESTERN,0,SPECGRU,21,,ui_operator_west_reyes_portrait_1_1,1,icon_faction_jsof_large,wyat,0,chr_menu_male_idle_01_AR,a&OPERATORS/CITIZENSHIP_CANADIAN,a&OPERATORS/LANGUAGE_FRENCH,1,a&OPERATORS/REYES_BIO,a&OPERATORS/WYATT_CODENAME,2021-8-11 0-0-0 9,iw9_suit_reyes_mp,mp_operator_wyatt,ui_operator_west_reyes_portrait_1_1_lg,reyes_western_a,wyatt_western_quip_3,execution_024,1,BPOS,ui_loot_operator_west_reyes_1_1,ui_loot_operator_west_reyes_1_1_lg,a&OPERATORS/FULLNAME_REYES,,0,shared_iw9_t10,IW9|IW8|T9,WZ2,IW9,MGL,ui_operator_west_reyes_portrait_1_1_lg,0
20,luna_western,a&OPERATORS/LUNA_WESTERN,0,SPECGRU,22,,ui_operator_west_luna_portrait_1_1,1,icon_faction_jsof_large,wyat,1,chr_menu_male_idle_01_AR,a&OPERATORS/CITIZENSHIP_AMERICAN,a&OPERATORS/LANGUAGE_ENGLISH,1,a&OPERATORS/LUNA_BIO,a&OPERATORS/WYATT_CODENAME,2021-8-11 0-0-0 9,iw9_suit_luna_mp,mp_operator_wyatt,ui_operator_west_luna_portrait_1_1_lg,luna_western_a,wyatt_western_quip_3,execution_005,1,BPOS,ui_loot_operator_west_akira_1_1,ui_loot_operator_west_akira_1_1_lg,a&OPERATORS/FULLNAME_LUNA,,0,shared_iw9_t10,IW9|IW8|T9,WZ2,IW9,MGL,ui_operator_west_luna_portrait_1_1_lg,0
21,roze_eastern,a&OPERATORS/ROZE_EASTERN,1,KORTAC,23,,ui_operator_east_roze_portrait_1_1,1,icon_faction_jsof_large,wyat,1,chr_menu_male_idle_01_AR,a&OPERATORS/CITIZENSHIP_AMERICAN,a&OPERATORS/LANGUAGE_ENGLISH,1,a&OPERATORS/ROZE_BIO,a&OPERATORS/WYATT_CODENAME,2021-8-11 0-0-0 9,iw9_suit_roze_mp,mp_operator_wyatt,ui_operator_east_roze_portrait_1_1_lg,roze_eastern_a,wyatt_western_quip_3,execution_021,1,BPOS,ui_loot_operator_east_roze_1_1,ui_loot_operator_east_roze_1_1_lg,a&OPERATORS/FULLNAME_ROZE,,0,shared_iw9_t10,IW9|IW8|T9,WZ2,IW9,MGL,ui_operator_east_roze_portrait_1_1_lg,0
22,zero_eastern,a&OPERATORS/ZERO_EASTERN,1,KORTAC,24,,ui_operator_east_jinn_portrait_1_1,1,icon_faction_jsof_large,wyat,0,chr_menu_male_idle_01_AR,a&OPERATORS/CITIZENSHIP_EGYPTIAN,a&OPERATORS/LANGUAGE_ARABIC,1,a&OPERATORS/ZERO_BIO,a&OPERATORS/WYATT_CODENAME,2021-8-11 0-0-0 9,iw9_suit_zero_mp,mp_operator_wyatt,ui_operator_east_jinn_portrait_1_1_lg,zero_eastern_a,wyatt_western_quip_3,execution_018,1,BPOS,ui_loot_operator_east_jinn_1_1,ui_loot_operator_east_jinn_1_1_lg,a&OPERATORS/FULLNAME_ZERO,,0,shared_iw9_t10,IW9|IW8|T9,WZ2,IW9,MGL,ui_operator_east_jinn_portrait_1_1_lg,0
23,conor_eastern,a&OPERATORS/CONOR_EASTERN,1,KORTAC,25,,ui_operator_east_conor_portrait_1_1,1,icon_faction_jsof_large,wyat,0,chr_menu_male_idle_01_AR,a&OPERATORS/CITIZENSHIP_IRISH,a&OPERATORS/LANGUAGE_ENGLISH,1,a&OPERATORS/CONOR_BIO,a&OPERATORS/WYATT_CODENAME,2021-8-11 0-0-0 9,iw9_suit_conor_mp,mp_operator_wyatt,ui_operator_east_conor_portrait_1_1_lg,conor_eastern_a,wyatt_western_quip_3,execution_019,1,BPOS,ui_loot_operator_east_conor_1_1,ui_loot_operator_east_conor_1_1_lg,a&OPERATORS/FULLNAME_CONOR,,0,shared_iw9_t10,IW9|IW8|T9,WZ2,IW9,MGL,ui_operator_east_conor_portrait_1_1_lg,0
24,aksel_eastern,a&OPERATORS/AKSEL_EASTERN,1,KORTAC,26,,ui_operator_east_aksel_portrait_1_1,1,icon_faction_jsof_large,wyat,0,chr_menu_male_idle_01_AR,a&OPERATORS/CITIZENSHIP_NORWEGIAN,a&OPERATORS/LANGUAGE_NORWEGIAN,1,a&OPERATORS/AKSEL_BIO,a&OPERATORS/WYATT_CODENAME,2021-8-11 0-0-0 9,iw9_suit_aksel_mp,mp_operator_wyatt,ui_operator_east_aksel_portrait_1_1_lg,aksel_eastern_a,wyatt_western_quip_3,execution_028,1,BPOS,ui_loot_operator_east_aksel_1_1,ui_loot_operator_east_aksel_1_1_lg,a&OPERATORS/FULLNAME_ASKEL,,0,shared_iw9_t10,IW9|IW8|T9,WZ2,IW9,MGL,ui_operator_east_aksel_portrait_1_1_lg,0
25,stiletto_eastern,a&OPERATORS/STILETTO_EASTERN,1,KORTAC,27,,ui_operator_east_stiletto_portrait_1_1,1,icon_faction_jsof_large,wyat,1,chr_menu_female_idle_01_AR,a&OPERATORS/CITIZENSHIP_ITALIAN,a&OPERATORS/LANGUAGE_ITALIAN,1,a&OPERATORS/STILETTO_BIO,a&OPERATORS/WYATT_CODENAME,2021-8-11 0-0-0 9,iw9_suit_stiletto_mp,mp_operator_wyatt,ui_operator_east_stiletto_portrait_1_1_lg,stiletto_eastern_a1,wyatt_western_quip_3,execution_020,1,BPOS,ui_loot_operator_east_stiletto_1_1,ui_loot_operator_east_stiletto_1_1_lg,a&OPERATORS/FULLNAME_STILETTO,,0,shared_iw9_t10,IW9|IW8|T9,WZ2,IW9,MGL,ui_operator_east_stiletto_portrait_1_1_lg,0
26,zeus_eastern,a&OPERATORS/ZEUS_EASTERN,1,KORTAC,28,,ui_operator_east_zeus_portrait_1_1,0,icon_faction_jsof_large,wyat,0,chr_menu_male_idle_01_AR,a&OPERATORS/CITIZENSHIP_NIGERIA,a&OPERATORS/LANGUAGE_ENGLISH,1,a&OPERATORS/ZEUS_BIO,a&OPERATORS/WYATT_CODENAME,2021-8-11 0-0-0 9,iw9_suit_zeus_mp,mp_operator_wyatt,ui_operator_east_zeus_portrait_1_1_lg,zeus_eastern_a,wyatt_western_quip_3,execution_031,1,BPOS,ui_loot_operator_east_zeus_1_1,ui_loot_operator_east_zeus_1_1_lg,a&OPERATORS/FULLNAME_DEFAULT,1,0,none,IW9|IW8|T9,WZ2,IW9,MGL,ui_operator_east_zeus_portrait_1_1_lg,0
27,neymar_eastern,a&OPERATORS/NEYMAR_EASTERN,1,KORTAC,29,,ui_operator_east_neymar_portrait_1_1,0,icon_faction_jsof_large,wyat,0,chr_menu_male_idle_01_AR,a&OPERATORS/CITIZENSHIP_BRAZILIAN,a&OPERATORS/LANGUAGE_PORTUGUESE,1,a&OPERATORS/DEFAULT_BIO,a&OPERATORS/WYATT_CODENAME,2021-8-11 0-0-0 9,iw9_suit_neymar_mp,mp_operator_wyatt,ui_operator_east_neymar_portrait_1_1_lg,neymar_eastern_a,wyatt_western_quip_3,execution_027,1,BPOS,ui_loot_operator_east_neymar_1_1,ui_loot_operator_east_neymar_1_1_lg,a&OPERATORS/FULLNAME_DEFAULT,0,0,none,IW9|IW8|T9,WZ2,IW9,MGL,ui_operator_east_neymar_portrait_1_1_lg,0
28,messi_western,a&OPERATORS/MESSI_WESTERN,0,SPECGRU,30,,ui_operator_west_messi_portrait_1_1,0,icon_faction_jsof_large,wyat,0,chr_menu_male_idle_01_AR,a&OPERATORS/CITIZENSHIP_ARGENTINA,a&OPERATORS/LANGUAGE_SPANISH,1,a&OPERATORS/DEFAULT_BIO,a&OPERATORS/WYATT_CODENAME,2021-8-11 0-0-0 9,iw9_suit_messi_mp,mp_operator_wyatt,ui_operator_west_messi_portrait_1_1_lg,messi_western_a,wyatt_western_quip_3,execution_025,1,BPOS,ui_loot_operator_west_messi_1_1,ui_loot_operator_west_messi_1_1_lg,a&OPERATORS/FULLNAME_DEFAULT,0,0,none,IW9|IW8|T9,WZ2,IW9,MGL,ui_operator_west_messi_portrait_1_1_lg,0
29,pogba_western,a&OPERATORS/POGBA_WESTERN,0,SPECGRU,31,,ui_operator_west_pogba_portrait_1_1,0,icon_faction_jsof_large,wyat,0,chr_menu_male_idle_01_AR,a&OPERATORS/CITIZENSHIP_FRANCE,a&OPERATORS/LANGUAGE_FRENCH,1,a&OPERATORS/DEFAULT_BIO,a&OPERATORS/WYATT_CODENAME,2021-8-11 0-0-0 9,iw9_suit_pogba_mp,mp_operator_wyatt,ui_operator_west_pogba_portrait_1_1_lg,pogba_western_a,wyatt_western_quip_3,execution_026,1,BPOS,ui_loot_operator_west_pogba_1_1,ui_loot_operator_west_pogba_1_1_lg,a&OPERATORS/FULLNAME_DEFAULT,0,0,none,IW9|IW8|T9,WZ2,IW9,MGL,ui_operator_west_pogba_portrait_1_1_lg,0
30,cdl_male_east,a&OPERATORS/CDL_UNBRANDED_MALE_AWAY,1,KORTAC,32,,ui_operator_east_cdl_away_male_portrait_1_1,0,icon_faction_jsof_large,wyat,0,chr_menu_male_idle_01_AR,a&OPERATORS/CITIZENSHIP_REDACTED,a&OPERATORS/CITIZENSHIP_REDACTED,1,a&OPERATORS/DEFAULT_BIO,a&OPERATORS/WYATT_CODENAME,2021-8-11 0-0-0 9,iw9_suit_cdlmaleaway_mp,mp_operator_wyatt,ui_operator_east_cdl_away_male_portrait_1_1_lg,cdl_male_away_unbranded,wyatt_western_quip_3,execution_011,1,BPOS,ui_loot_operator_east_cdl_male_unbranded,ui_loot_operator_east_cdl_male_unbranded_lg,a&OPERATORS/FULLNAME_REDACTED,,0,none,IW9|IW8|T9,WZ2,IW9,MGL,ui_operator_east_cdl_away_male_portrait_1_1_lg,0
31,cdl_female_east,a&OPERATORS/CDL_UNBRANDED_FEMALE_AWAY,1,KORTAC,33,,ui_operator_east_cdl_away_female_portrait_1_1,0,icon_faction_jsof_large,wyat,1,chr_menu_male_idle_01_AR,a&OPERATORS/CITIZENSHIP_REDACTED,a&OPERATORS/CITIZENSHIP_REDACTED,1,a&OPERATORS/DEFAULT_BIO,a&OPERATORS/WYATT_CODENAME,2021-8-11 0-0-0 9,iw9_suit_cdlfemaleaway_mp,mp_operator_wyatt,ui_operator_east_cdl_away_female_portrait_1_1_lg,cdl_female_away_unbranded,wyatt_western_quip_3,execution_011,1,BPOS,ui_loot_operator_east_cdl_female_unbranded,ui_loot_operator_east_cdl_female_unbranded_lg,a&OPERATORS/FULLNAME_REDACTED,,0,none,IW9|IW8|T9,WZ2,IW9,MGL,ui_operator_east_cdl_away_female_portrait_1_1_lg,0
32,cdl_male_west,a&OPERATORS/CDL_UNBRANDED_MALE_HOME,0,SPECGRU,34,,ui_operator_west_cdl_home_male_portrait_1_1,0,icon_faction_jsof_large,wyat,0,chr_menu_male_idle_01_AR,a&OPERATORS/CITIZENSHIP_REDACTED,a&OPERATORS/CITIZENSHIP_REDACTED,1,a&OPERATORS/DEFAULT_BIO,a&OPERATORS/WYATT_CODENAME,2021-8-11 0-0-0 9,iw9_suit_cdlmalehome_mp,mp_operator_wyatt,ui_operator_west_cdl_home_male_portrait_1_1_lg,cdl_male_home_unbranded,wyatt_western_quip_3,execution_007,1,BPOS,ui_loot_operator_west_cdl_male_unbranded,ui_loot_operator_west_cdl_male_unbranded_lg,a&OPERATORS/FULLNAME_REDACTED,,0,none,IW9|IW8|T9,WZ2,IW9,MGL,ui_operator_west_cdl_home_male_portrait_1_1_lg,0
33,cdl_female_west,a&OPERATORS/CDL_UNBRANDED_FEMALE_HOME,0,SPECGRU,35,,ui_operator_west_cdl_home_female_portrait_1_1,0,icon_faction_jsof_large,wyat,1,chr_menu_male_idle_01_AR,a&OPERATORS/CITIZENSHIP_REDACTED,a&OPERATORS/CITIZENSHIP_REDACTED,1,a&OPERATORS/DEFAULT_BIO,a&OPERATORS/WYATT_CODENAME,2021-8-11 0-0-0 9,iw9_suit_cdlfemalehome_mp,mp_operator_wyatt,ui_operator_west_cdl_home_female_portrait_1_1_lg,cdl_female_home_unbranded,wyatt_western_quip_3,execution_007,1,BPOS,ui_loot_operator_west_cdl_female_unbranded,ui_loot_operator_west_cdl_female_unbranded_lg,a&OPERATORS/FULLNAME_REDACTED,,0,none,IW9|IW8|T9,WZ2,IW9,MGL,ui_operator_west_cdl_home_female_portrait_1_1_lg,0
