string,string,string,string,string,string,string,string,string,string
zimo_western,iw9_fe_op_select_zimo_west_intro_01,iw9_fe_op_select_generic_male_west_intro_01_xcam,iw9_fe_op_select_zimo_west_idle_01,iw9_fe_op_select_zimo_west_confirm_01,iw9_fe_op_select_zimo_west_confirm_idle_01,iw9_fe_op_select_zimo_west_confirm_idle_OUT_01,iw9_fe_op_male_bundle_idle_01,iw9_ar_mike16_mp+rec_mike16+bar_ar_longhvy_p01_mike16+stock_ar_assault_p01_mike16+mag_ar_p01+ammo_556n+pgrip_p01,
kleo_western,iw9_fe_op_select_kleo_west_intro_01,iw9_fe_op_select_generic_female_west_intro_01_xcam,iw9_fe_op_select_kleo_west_idle_01,iw9_fe_op_select_kleo_west_confirm_01,iw9_fe_op_select_kleo_west_confirm_idle_01,iw9_fe_op_select_kleo_west_confirm_idle_OUT_01,iw9_fe_op_female_bundle_idle_01,iw9_sh_mviktor_mp+rec_mviktor+bar_sh_heavy_p13+guard_p13+stock_sh_heavy_p13_mviktor+mag_sh_p13+ammo_12g,
nova_eastern,iw9_fe_op_select_nova_east_intro_01,iw9_fe_op_select_generic_female_east_intro_01_xcam,iw9_fe_op_select_nova_east_idle_01,iw9_fe_op_select_nova_east_confirm_01,iw9_fe_op_select_nova_east_confirm_idle_01,iw9_fe_op_select_nova_east_confirm_idle_OUT_01,iw9_fe_op_female_bundle_idle_01,iw9_sm_mpapa5_mp+rec_mpapa5_mp+bar_sm_p02+stock_sm_p02_mpapa5+mag_sm_p02+pgrip_sm_ass_p02+ammo_9p,
price_western,iw9_fe_op_select_price_west_intro_01,iw9_fe_op_select_generic_male_west_intro_01_xcam,iw9_fe_op_select_price_west_idle_01,iw9_fe_op_select_price_west_confirm_01,iw9_fe_op_select_price_west_confirm_idle_01,iw9_fe_op_select_price_west_confirm_idle_OUT_01,iw9_fe_op_male_bundle_idle_01,iw9_ar_mike4_mp+iw9_rec_mike4+bar_ar_p01+stock_ar_p01_mike4+mag_ar_p01+pgrip_p01+ammo_556n,accessory_cigar_02_lit_vfx
ghost_western,iw9_fe_op_select_ghost_west_intro_01,iw9_fe_op_select_generic_male_west_intro_01_xcam,iw9_fe_op_select_ghost_west_idle_01,iw9_fe_op_select_ghost_west_confirm_01,iw9_fe_op_select_ghost_west_confirm_idle_01,iw9_fe_op_select_ghost_west_confirm_idle_OUT_01,iw9_fe_op_male_bundle_idle_01,iw9_ar_scharlie_mp+iw9_rec_scharlie+bar_ar_p05+stock_ar_p05_scharlie+mag_ar_p05+pgrip_p05+ammo_556n,
ghost_western_volcano,iw9_fe_op_select_ghost_west_intro_01_volcano,iw9_fe_op_select_generic_male_west_intro_01_xcam,iw9_fe_op_select_ghost_west_idle_01_volcano,iw9_fe_op_select_ghost_west_confirm_01_volcano,iw9_fe_op_select_ghost_west_confirm_idle_01_volcano,iw9_fe_op_select_ghost_west_confirm_idle_OUT_01_volcano,iw9_fe_op_male_bundle_idle_01,iw9_ar_scharlie_mp+iw9_rec_scharlie+bar_ar_p05+stock_ar_p05_scharlie+mag_ar_p05+pgrip_p05+ammo_556n,
farah_western,iw9_fe_op_select_farah_west_intro_01,iw9_fe_op_select_generic_female_west_intro_01_xcam,iw9_fe_op_select_farah_west_idle_01,iw9_fe_op_select_farah_west_confirm_01,iw9_fe_op_select_farah_west_confirm_idle_01,iw9_fe_op_select_farah_west_confirm_idle_OUT_01,iw9_fe_op_female_bundle_idle_01,iw9_ar_akilo_mp+rec_akilo+bar_lm_light_p04_akilo+stock_ar_p04_akilo+mag_ar_p04_akilo+pgrip_p04+ammo_762s,
beta_western,iw9_fe_op_select_generic_male_west_intro_01,iw9_fe_op_select_generic_male_west_intro_01_xcam,iw9_fe_op_select_generic_male_west_idle_01,iw9_fe_op_select_generic_male_west_confirm_01,iw9_fe_op_select_generic_male_west_confirm_idle_01,iw9_fe_op_select_generic_male_west_confirm_idle_OUT_01,iw9_fe_op_male_bundle_idle_01,iw9_ar_mike4_mp+iw9_rec_mike4+bar_ar_p01+stock_ar_p01_mike4+mag_ar_p01+pgrip_p01+ammo_556n,
milsim_western_1,iw9_fe_op_select_generic_male_west_intro_01,iw9_fe_op_select_generic_male_west_intro_01_xcam,iw9_fe_op_select_generic_male_west_idle_01,iw9_fe_op_select_generic_male_west_confirm_01,iw9_fe_op_select_generic_male_west_confirm_idle_01,iw9_fe_op_select_generic_male_west_confirm_idle_OUT_01,iw9_fe_op_male_bundle_idle_01,iw9_ar_mike4_mp+iw9_rec_mike4+bar_ar_p01+stock_ar_p01_mike4+mag_ar_p01+pgrip_p01+ammo_556n,
milsim_western_2,iw9_fe_op_select_generic_male_west_intro_01,iw9_fe_op_select_generic_male_west_intro_01_xcam,iw9_fe_op_select_generic_male_west_idle_01,iw9_fe_op_select_generic_male_west_confirm_01,iw9_fe_op_select_generic_male_west_confirm_idle_01,iw9_fe_op_select_generic_male_west_confirm_idle_OUT_01,iw9_fe_op_male_bundle_idle_01,iw9_ar_mike4_mp+iw9_rec_mike4+bar_ar_p01+stock_ar_p01_mike4+mag_ar_p01+pgrip_p01+ammo_556n,
milsim_western_3,iw9_fe_op_select_generic_male_west_intro_01,iw9_fe_op_select_generic_male_west_intro_01_xcam,iw9_fe_op_select_generic_male_west_idle_01,iw9_fe_op_select_generic_male_west_confirm_01,iw9_fe_op_select_generic_male_west_confirm_idle_01,iw9_fe_op_select_generic_male_west_confirm_idle_OUT_01,iw9_fe_op_male_bundle_idle_01,iw9_ar_mike4_mp+iw9_rec_mike4+bar_ar_p01+stock_ar_p01_mike4+mag_ar_p01+pgrip_p01+ammo_556n,
milsim_western_4,iw9_fe_op_select_generic_male_west_intro_01,iw9_fe_op_select_generic_male_west_intro_01_xcam,iw9_fe_op_select_generic_male_west_idle_01,iw9_fe_op_select_generic_male_west_confirm_01,iw9_fe_op_select_generic_male_west_confirm_idle_01,iw9_fe_op_select_generic_male_west_confirm_idle_OUT_01,iw9_fe_op_male_bundle_idle_01,iw9_ar_mike4_mp+iw9_rec_mike4+bar_ar_p01+stock_ar_p01_mike4+mag_ar_p01+pgrip_p01+ammo_556n,
milsim_eastern_1,iw9_fe_op_select_generic_male_east_intro_01,iw9_fe_op_select_generic_male_east_intro_01_xcam,iw9_fe_op_select_generic_male_east_idle_01,iw9_fe_op_select_generic_male_east_confirm_01,iw9_fe_op_select_generic_male_east_confirm_idle_01,iw9_fe_op_select_generic_male_east_confirm_idle_OUT_01,iw9_fe_op_male_bundle_idle_01,iw9_ar_mike4_mp+iw9_rec_mike4+bar_ar_p01+stock_ar_p01_mike4+mag_ar_p01+pgrip_p01+ammo_556n,
milsim_eastern_2,iw9_fe_op_select_generic_male_east_intro_01,iw9_fe_op_select_generic_male_east_intro_01_xcam,iw9_fe_op_select_generic_male_east_idle_01,iw9_fe_op_select_generic_male_east_confirm_01,iw9_fe_op_select_generic_male_east_confirm_idle_01,iw9_fe_op_select_generic_male_east_confirm_idle_OUT_01,iw9_fe_op_male_bundle_idle_01,iw9_ar_mike4_mp+iw9_rec_mike4+bar_ar_p01+stock_ar_p01_mike4+mag_ar_p01+pgrip_p01+ammo_556n,
milsim_eastern_3,iw9_fe_op_select_generic_male_east_intro_01,iw9_fe_op_select_generic_male_east_intro_01_xcam,iw9_fe_op_select_generic_male_east_idle_01,iw9_fe_op_select_generic_male_east_confirm_01,iw9_fe_op_select_generic_male_east_confirm_idle_01,iw9_fe_op_select_generic_male_east_confirm_idle_OUT_01,iw9_fe_op_male_bundle_idle_01,iw9_ar_mike4_mp+iw9_rec_mike4+bar_ar_p01+stock_ar_p01_mike4+mag_ar_p01+pgrip_p01+ammo_556n,
milsim_eastern_4,iw9_fe_op_select_generic_male_east_intro_01,iw9_fe_op_select_generic_male_east_intro_01_xcam,iw9_fe_op_select_generic_male_east_idle_01,iw9_fe_op_select_generic_male_east_confirm_01,iw9_fe_op_select_generic_male_east_confirm_idle_01,iw9_fe_op_select_generic_male_east_confirm_idle_OUT_01,iw9_fe_op_male_bundle_idle_01,iw9_ar_mike4_mp+iw9_rec_mike4+bar_ar_p01+stock_ar_p01_mike4+mag_ar_p01+pgrip_p01+ammo_556n,
soap_western,iw9_fe_op_select_soap_west_intro_01,iw9_fe_op_select_generic_male_west_intro_01_xcam,iw9_fe_op_select_soap_west_idle_01,iw9_fe_op_select_soap_west_confirm_01,iw9_fe_op_select_soap_west_confirm_idle_01,iw9_fe_op_select_soap_west_confirm_idle_OUT_01,iw9_fe_op_male_bundle_idle_01,iw9_ar_kilo53_mp+rec_kilo53+bar_ar_short_p02_kilo53+stock_ar_assault_p02_kilo53+pgrip_ar_ass_p02+mag_ar_p02+fourx06+ammo_556n,
oni_eastern,iw9_fe_op_select_oni_east_intro_01,iw9_fe_op_select_generic_male_east_intro_01_xcam,iw9_fe_op_select_oni_east_idle_01,iw9_fe_op_select_oni_east_confirm_01,iw9_fe_op_select_oni_east_confirm_idle_01,iw9_fe_op_select_oni_east_confirm_idle_OUT_01,iw9_fe_op_male_bundle_idle_01,iw9_ar_mike4_mp+iw9_rec_mike4+bar_ar_p01+stock_ar_p01_mike4+mag_ar_p01+pgrip_p01+ammo_556n,
gromsko_western,iw9_fe_op_select_tarzan_west_intro_01,iw9_fe_op_select_generic_male_west_intro_01_xcam,iw9_fe_op_select_tarzan_west_idle_01,iw9_fe_op_select_tarzan_west_confirm_01,iw9_fe_op_select_tarzan_west_confirm_idle_01,iw9_fe_op_select_tarzan_west_confirm_idle_OUT_01,iw9_fe_op_male_bundle_idle_01,iw9_la_rpapa7_mp+rec_rpapa7,
gromsko_western_weedlove,iw9_fe_op_select_tarzan_west_intro_01_kush,iw9_fe_op_select_generic_male_west_intro_01_xcam,iw9_fe_op_select_tarzan_west_idle_01_kush,iw9_fe_op_select_tarzan_west_confirm_01_kush,iw9_fe_op_select_tarzan_west_confirm_idle_01_kush,iw9_fe_op_select_tarzan_west_confirm_idle_OUT_01_kush,iw9_fe_op_male_bundle_idle_01_vfx,iw9_la_rpapa7_mp+rec_rpapa7,
reyes_western,iw9_fe_op_select_reyes_west_intro_01,iw9_fe_op_select_generic_male_west_intro_01_xcam,iw9_fe_op_select_reyes_west_idle_01,iw9_fe_op_select_reyes_west_confirm_01,iw9_fe_op_select_reyes_west_confirm_idle_01,iw9_fe_op_select_reyes_west_confirm_idle_OUT_01,iw9_fe_op_male_bundle_idle_01,iw9_sn_mromeo_mp+ammo_300nm+bar_sn_p21+bolt_p21+mag_sn_p21+pgrip_p21+rec_mromeo+stock_sn_p21,
luna_western,iw9_fe_op_select_hachi_west_intro_01,iw9_fe_op_select_generic_female_west_intro_01_xcam,iw9_fe_op_select_hachi_west_idle_01,iw9_fe_op_select_hachi_west_confirm_01,iw9_fe_op_select_hachi_west_confirm_idle_01,iw9_fe_op_select_hachi_west_confirm_idle_OUT_01,iw9_fe_op_female_bundle_idle_01,iw9_ar_mike16_mp+rec_mike16+bar_ar_longhvy_p01_mike16+stock_ar_assault_p01_mike16+mag_ar_p01+ammo_556n+pgrip_p01,
roze_eastern,iw9_fe_op_select_roze_east_intro_01,iw9_fe_op_select_generic_female_east_intro_01_xcam,iw9_fe_op_select_roze_east_idle_01,iw9_fe_op_select_roze_east_confirm_01,iw9_fe_op_select_roze_east_confirm_idle_01,iw9_fe_op_select_roze_east_confirm_idle_OUT_01,iw9_fe_op_female_bundle_idle_01,iw9_dm_sbeta_mp+iw9_rec_sbeta+bar_dm_p19+stockr_dm_p19+guard_p19+lever_p19,
zero_eastern,iw9_fe_op_select_zero_east_intro_01,iw9_fe_op_select_generic_male_east_intro_01_xcam,iw9_fe_op_select_zero_east_idle_01,iw9_fe_op_select_zero_east_confirm_01,iw9_fe_op_select_zero_east_confirm_idle_01,iw9_fe_op_select_zero_east_confirm_idle_OUT_01,iw9_fe_op_male_bundle_idle_01,iw9_lm_kilo21_mp+rec_kilo21+bar_lm_p02_kilo21+stock_lm_p02_kilo21+belt_lm_p02+pgrip_lm_ass_p02+grip_vertshort01+ammo_762n,
conor_eastern,iw9_fe_op_select_conor_east_intro_01,iw9_fe_op_select_generic_male_east_intro_01_xcam,iw9_fe_op_select_conor_east_idle_01,iw9_fe_op_select_conor_east_confirm_01,iw9_fe_op_select_conor_east_confirm_idle_01,iw9_fe_op_select_conor_east_confirm_idle_OUT_01,iw9_fe_op_male_bundle_idle_01,iw9_br_msecho_mp+rec_msecho+bar_br_heavy_p01+stock_sn_p01_msecho+mag_br_p01+pgrip_p01+ammo_458s,
aksel_eastern,iw9_fe_op_select_aksel_east_intro_01,iw9_fe_op_select_generic_male_east_intro_01_xcam,iw9_fe_op_select_aksel_east_idle_01,iw9_fe_op_select_aksel_east_confirm_01,iw9_fe_op_select_aksel_east_confirm_idle_01,iw9_fe_op_select_aksel_east_confirm_idle_OUT_01,iw9_fe_op_male_bundle_idle_01,iw9_ar_schotel_mp+rec_schotel+bar_br_p05+stock_ar_p05_schotel+mag_br_p05+pgrip_p05+ammo_762n,
ronin_western,iw9_fe_op_select_generic_male_west_intro_01,iw9_fe_op_select_generic_male_west_intro_01_xcam,iw9_fe_op_select_generic_male_west_idle_01,iw9_fe_op_select_generic_male_west_confirm_01,iw9_fe_op_select_generic_male_west_confirm_idle_01,iw9_fe_op_select_generic_male_west_confirm_idle_OUT_01,iw9_fe_op_male_bundle_idle_01,iw9_ar_mike4_mp+iw9_rec_mike4+bar_ar_p01+stock_ar_p01_mike4+mag_ar_p01+pgrip_p01+ammo_556n,
messi_western,iw9_fe_op_select_generic_male_west_intro_01,iw9_fe_op_select_generic_male_west_intro_01_xcam,iw9_fe_op_select_generic_male_west_idle_01,iw9_fe_op_select_generic_male_west_confirm_01,iw9_fe_op_select_generic_male_west_confirm_idle_01,iw9_fe_op_select_generic_male_west_confirm_idle_OUT_01,iw9_fe_op_male_bundle_idle_01,iw9_ar_mike4_mp+iw9_rec_mike4+bar_ar_p01+stock_ar_p01_mike4+mag_ar_p01+pgrip_p01+ammo_556n,
pogba_western,iw9_fe_op_select_generic_male_west_intro_01,iw9_fe_op_select_generic_male_west_intro_01_xcam,iw9_fe_op_select_generic_male_west_idle_01,iw9_fe_op_select_generic_male_west_confirm_01,iw9_fe_op_select_generic_male_west_confirm_idle_01,iw9_fe_op_select_generic_male_west_confirm_idle_OUT_01,iw9_fe_op_male_bundle_idle_01,iw9_ar_mike4_mp+iw9_rec_mike4+bar_ar_p01+stock_ar_p01_mike4+mag_ar_p01+pgrip_p01+ammo_556n,
zeus_eastern,iw9_fe_op_select_zeus_east_intro_01,iw9_fe_op_select_generic_male_east_intro_01_xcam,iw9_fe_op_select_zeus_east_idle_01,iw9_fe_op_select_zeus_east_confirm_01,iw9_fe_op_select_zeus_east_confirm_idle_01,iw9_fe_op_select_zeus_east_confirm_idle_OUT_01,iw9_fe_op_male_bundle_idle_01,iw9_ar_akilo_mp+rec_akilo+bar_ar_long_p04_akilo+stock_ar_p04_akilo+mag_ar_p04_akilo+ammo_762s+pgrip_p04,
zeus_eastern_bl,iw9_fe_op_select_zeus_east_intro_01_electric,iw9_fe_op_select_generic_male_east_intro_01_xcam,iw9_fe_op_select_zeus_east_idle_01_electric,iw9_fe_op_select_zeus_east_confirm_01_electric,iw9_fe_op_select_zeus_east_confirm_idle_01_electric,iw9_fe_op_select_zeus_east_confirm_idle_OUT_01_electric,iw9_fe_op_male_bundle_idle_01,iw9_ar_mcharlie_mp+bp_tune11+ammo_556n|11+bar_ar_p08|5+grip_angled02|8+iw9_minireddot05_tall|6+iw9_rec_mcharlie|12+iw9_selectsemi+lasercyl_ads04|19+mag_ar_p08|9+pgrip_ar_tac_p08|11+stock_sm_light_p08_mcharlie|9+loot12,
neymar_eastern,iw9_fe_op_select_generic_male_east_intro_01,iw9_fe_op_select_generic_male_east_intro_01_xcam,iw9_fe_op_select_generic_male_east_idle_01,iw9_fe_op_select_generic_male_east_confirm_01,iw9_fe_op_select_generic_male_east_confirm_idle_01,iw9_fe_op_select_generic_male_east_confirm_idle_OUT_01,iw9_fe_op_male_bundle_idle_01,iw9_ar_mike4_mp+iw9_rec_mike4+bar_ar_p01+stock_ar_p01_mike4+mag_ar_p01+pgrip_p01+ammo_556n,
cdl_male_west,iw9_fe_op_select_generic_male_west_intro_01,iw9_fe_op_select_generic_male_west_intro_01_xcam,iw9_fe_op_select_generic_male_west_idle_01,iw9_fe_op_select_generic_male_west_confirm_01,iw9_fe_op_select_generic_male_west_confirm_idle_01,iw9_fe_op_select_generic_male_west_confirm_idle_OUT_01,iw9_fe_op_male_bundle_idle_01,iw9_ar_mike4_mp+iw9_rec_mike4+bar_ar_p01+stock_ar_p01_mike4+mag_ar_p01+pgrip_p01+ammo_556n,
cdl_male_east,iw9_fe_op_select_generic_male_east_intro_01,iw9_fe_op_select_generic_male_east_intro_01_xcam,iw9_fe_op_select_generic_male_east_idle_01,iw9_fe_op_select_generic_male_east_confirm_01,iw9_fe_op_select_generic_male_east_confirm_idle_01,iw9_fe_op_select_generic_male_east_confirm_idle_OUT_01,iw9_fe_op_male_bundle_idle_01,iw9_ar_mike4_mp+iw9_rec_mike4+bar_ar_p01+stock_ar_p01_mike4+mag_ar_p01+pgrip_p01+ammo_556n,
cdl_female_west,iw9_fe_op_select_hachi_west_intro_01,iw9_fe_op_select_generic_female_west_intro_01_xcam,iw9_fe_op_select_hachi_west_idle_01,iw9_fe_op_select_hachi_west_confirm_01,iw9_fe_op_select_hachi_west_confirm_idle_01,iw9_fe_op_select_hachi_west_confirm_idle_OUT_01,iw9_fe_op_female_bundle_idle_01,iw9_ar_mike16_mp+rec_mike16+bar_ar_longhvy_p01_mike16+stock_ar_assault_p01_mike16+mag_ar_p01+ammo_556n+pgrip_p01,
cdl_female_east,iw9_fe_op_select_roze_east_intro_01,iw9_fe_op_select_generic_female_east_intro_01_xcam,iw9_fe_op_select_roze_east_idle_01,iw9_fe_op_select_roze_east_confirm_01,iw9_fe_op_select_roze_east_confirm_idle_01,iw9_fe_op_select_roze_east_confirm_idle_OUT_01,iw9_fe_op_female_bundle_idle_01,iw9_dm_sbeta_mp+iw9_rec_sbeta+bar_dm_p19+stockr_dm_p19+guard_p19+lever_p19,
gaz_western,iw9_fe_op_select_kyle_west_intro_01,iw9_fe_op_select_generic_male_west_intro_01_xcam,iw9_fe_op_select_kyle_west_idle_01,iw9_fe_op_select_kyle_west_confirm_01,iw9_fe_op_select_kyle_west_confirm_idle_01,iw9_fe_op_select_kyle_west_confirm_idle_OUT_01,iw9_fe_op_male_bundle_idle_01,iw9_ar_mike4_mp+iw9_rec_mike4+bar_ar_p01+stock_ar_p01_mike4+mag_ar_p01+pgrip_p01+ammo_556n,
