string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string
setchancecol,mp/loot/br/mutations/resurgence_poi/lootset_contract_scav1.csv,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/mutations/resurgence_poi/lootset_contract_scav2.csv,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/mutations/resurgence_poi/lootset_contract_scav3.csv,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence_poi/contracts/lootset_contract_safe1.csv,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence_poi/lootset_empty.csv,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence_poi/locations/lootset_autobody_shop.csv,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence_poi/locations/lootset_car_dealership.csv,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence_poi/locations/lootset_fire_station.csv,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence_poi/locations/lootset_gas_station.csv,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence_poi/locations/lootset_pharmacy.csv,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence_poi/locations/lootset_police_station.csv,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence_poi/locations/lootset_restaurant.csv,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence_poi/locations/lootset_station_house.csv,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence_poi/locations/lootset_bank.csv,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence_poi/locations/lootset_recon.csv,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence_poi/locations/lootset_defensive.csv,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence_poi/locations/lootset_offensive.csv,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence_poi/locations/lootset_support.csv,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence_poi/locations/lootset_manor.csv,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/mutations/resurgence_poi/lootset_contract_intel.csv,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/mutations/resurgence_poi/lootset_contract_vipCrate.csv,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/mutations/resurgence_poi/lootset_cache_reusable.csv,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence_poi/public_events/lootset_cache_pe_crate_drop.csv,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence_poi/locations/bunkers/lootset_bunker.csv,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence_poi/locations/bunkers/lootset_bunker_treasury.csv,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence_poi/contracts/lootset_contract_spy_drones.csv,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/mutations/resurgence_poi/lootset_cache_bunker.csv,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tagReject,nobr,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,
tagReject,sealion,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,
tagReject,delta,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,
reqLimit,gascan,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chance,ammo,,190,120,85,30,50,50,170,135,0,120,60,0,0,1,20,20,60,2,2,2,2,2,0,191,156,121,136,121,141,136,151,131,146,146,146,116,265,2,150,120,0,190,190,220,30,,,,,,,,,,,,,,,,,,,,
chance,health,,130,110,85,30,50,50,100,105,0,110,60,0,0,0,0,0,60,25,25,25,25,25,0,146,156,191,171,191,121,151,161,151,156,121,121,186,175,25,0,110,0,130,130,220,30,,,,,,,,,,,,,,,,,,,,
chance,plunder,,90,25,50,110,180,150,120,70,1,25,100,0,0,0,1,1,100,2,2,2,2,2,0,115,115,115,120,115,115,125,115,125,135,115,115,135,115,2,100,25,1,90,90,50,110,,,,,,,,,,,,,,,,,,,,
chance,killstreak,,0,120,100,160,150,180,0,0,0,120,170,0,0,80,1,1,170,3,3,3,3,3,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,3,50,120,0,0,0,20,160,,,,,,,,,,,,,,,,,,,,
chance,lethal,,100,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,30,,,,,,,,,,,,,,,,,,,,
chance,tactical,,100,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,30,,,,,,,,,,,,,,,,,,,,
chance,super,,100,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,230,,,,,,,,,,,,,,,,,,,,
chance,weapon,,176,105,60,30,5,120,55,60,0,105,55,0,0,1,0,0,55,5,5,5,5,5,0,120,175,90,110,90,215,120,175,115,175,215,215,90,190,5,25,105,0,176,176,190,30,,,,,,,,,,,,,,,,,,,,
chance,gear,,0,25,50,60,180,220,200,50,0,25,190,0,0,0,0,5,100,3,3,3,3,3,0,10,0,0,10,0,10,0,0,10,0,10,10,0,0,3,100,25,0,0,0,0,60,,,,,,,,,,,,,,,,,,,,
chance,revive,,0,35,20,65,85,0,60,20,0,35,60,50,50,0,5,5,60,0,2,2,5,0,0,0,0,10,0,10,0,10,0,0,0,0,0,10,0,0,50,35,0,0,0,0,65,,,,,,,,,,,,,,,,,,,,
chance,tablet,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
chance,perkpack,,20,50,0,180,50,0,0,0,0,50,10,450,450,30,0,0,100,5,5,5,10,5,0,20,20,20,20,20,20,20,20,20,20,20,20,20,0,5,0,50,0,20,20,35,180,,,,,,,,,,,,,,,,,,,,
chance,plate_carrier,,7,30,10,45,180,220,10,10,0,30,10,450,450,0,0,5,10,0,2,2,5,5,0,10,10,10,10,10,10,10,10,10,10,10,10,10,5,0,0,30,1,7,7,0,45,,,,,,,,,,,,,,,,,,,,
chance,keycard,,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_ammo_12g,,150,150,150,150,150,150,150,150,0,150,150,0,0,150,150,150,150,150,150,150,150,150,0,150,150,150,150,150,150,150,150,150,150,150,150,150,150,100,100,150,0,150,150,175,150,,,,,,,,,,,,,,,,,,,,
item,brloot_ammo_50cal,,205,205,205,205,205,205,205,205,0,205,205,0,0,205,205,205,205,205,205,205,205,205,0,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,0,205,205,200,205,,,,,,,,,,,,,,,,,,,,
item,brloot_ammo_762,,330,330,330,330,330,330,330,330,0,330,330,0,0,330,330,330,330,330,330,330,330,330,0,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,0,330,330,325,330,,,,,,,,,,,,,,,,,,,,
item,brloot_ammo_919,,265,265,265,265,265,265,265,265,0,265,265,0,0,265,265,265,265,265,265,265,265,265,0,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,0,265,265,250,265,,,,,,,,,,,,,,,,,,,,
item,brloot_ammo_rocket,,50,50,50,50,50,50,50,50,0,50,50,0,0,50,50,50,50,50,50,50,50,50,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,50,50,50,,,,,,,,,,,,,,,,,,,,
item,brloot_equip_gasmask,,0,800,800,800,800,800,800,800,0,800,800,0,0,0,0,800,800,800,800,800,800,800,0,800,0,0,800,0,800,0,0,800,0,800,800,0,0,800,800,800,0,0,0,0,400,,,,,,,,,,,,,,,,,,,,
item,brloot_equip_gasmask_durable,,0,100,100,100,100,100,100,100,0,100,100,0,0,0,0,100,100,100,100,100,100,100,0,100,0,0,100,0,100,0,0,100,0,100,100,0,0,100,100,100,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,
item,brloot_self_revive,,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,100,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
item,brloot_offhand_atmine,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_offhand_claymore,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_offhand_c4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_offhand_frag,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_offhand_molotov,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_offhand_semtex,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_offhand_thermite,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_offhand_throwingknife,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_offhand_bunkerbuster,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_offhand_breacherdrone,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_mutation_give_gas_cloud,,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
item,brloot_mutation_give_sludge_sling,,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
item,brloot_offhand_concussion,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_offhand_decoy,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_offhand_flash,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_offhand_gas,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_offhand_smoke,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_offhand_snapshot,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_offhand_shockstick,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_offhand_battlerage,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_offhand_tracker,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_offhand_butterfly_mine,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_health_adrenaline,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_mutation_give_shadow_skin,,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
item,brloot_mutation_give_shield,,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
item,brloot_mutation_give_vision,,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
item,brloot_offhand_taccover,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_offhand_trophysystem,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_killstreak_recondrone,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_super_deadsilence,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_super_munitionsbox,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_super_armorbox,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_super_heartbeatsensor,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_super_emppulse,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_super_tacticalcamera,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_super_stimpistol,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_offhand_deployed_decoy,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_super_soundveil,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_super_sonarpulse,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_super_personal_redeploy_drone,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_offhand_deconstation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_super_deployablekiosk,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_super_reinforcement_flare,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_super_oxygenmask,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
