string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string
setchancecol,mp/loot/br/resurgence_poi/containers/lootset_cache_duffel_bag.csv,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence_poi/containers/lootset_cache_hidden_container.csv,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence_poi/containers/lootset_cache_medical_box_wall.csv,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence_poi/containers/lootset_cache_medicine_cabinet.csv,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence_poi/containers/lootset_cache_weapon_locker.csv,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence_poi/strongholds/lootset_stronghold_bomb_defuse_reward.csv,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence_poi/strongholds/lootset_blacksite_boss_backpack.csv,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence_poi/strongholds/lootset_cache_train_safe.csv,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence_poi/contracts/lootset_contract_dom.csv,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence_poi/contracts/lootset_contract_scav1.csv,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence_poi/contracts/lootset_contract_scav2.csv,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence_poi/contracts/lootset_contract_scav3.csv,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence_poi/contracts/lootset_contract_safe1.csv,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence_poi/lootset_empty.csv,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence_poi/locations/lootset_autobody_shop.csv,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence_poi/locations/lootset_car_dealership.csv,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence_poi/locations/lootset_fire_station.csv,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence_poi/locations/lootset_gas_station.csv,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence_poi/locations/lootset_pharmacy.csv,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence_poi/locations/lootset_police_station.csv,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence_poi/locations/lootset_restaurant.csv,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence_poi/locations/lootset_station_house.csv,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence_poi/locations/lootset_bank.csv,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence_poi/locations/lootset_recon.csv,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence_poi/locations/lootset_defensive.csv,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence_poi/locations/lootset_offensive.csv,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence_poi/locations/lootset_support.csv,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence_poi/locations/lootset_manor.csv,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence_poi/contracts/lootset_contract_intel.csv,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence_poi/contracts/lootset_contract_vipCrate.csv,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence_poi/caches/lootset_cache_reusable.csv,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence_poi/public_events/lootset_cache_pe_crate_drop.csv,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence_poi/locations/bunkers/lootset_bunker.csv,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence_poi/locations/bunkers/lootset_cache_bunker.csv,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence_poi/locations/bunkers/lootset_bunker_treasury.csv,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence_poi/contracts/lootset_contract_spy_drones.csv,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence_poi/locations/lootset_superstore.csv,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tagReject,nobr,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,
tagReject,sealion,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,
tagReject,delta,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,
tagReject,escape,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,
tagReject,jup_sm_island_2,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,
reqLimit,gascan,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chance,ammo,,190,120,85,30,50,50,170,135,0,120,60,0,0,1,20,20,60,2,2,2,2,2,0,191,156,121,136,121,141,136,151,131,146,146,146,116,265,2,150,120,0,190,30,190,220,141,,,,,,,,,,,,,,,,,,,,,
chance,health,,130,110,85,30,50,50,100,105,0,110,60,0,0,0,0,0,60,25,25,25,25,25,0,146,156,191,171,191,121,151,161,151,156,121,121,186,175,25,0,110,0,130,30,130,220,121,,,,,,,,,,,,,,,,,,,,,
chance,plunder,,90,25,50,110,180,150,120,70,1,25,100,0,0,0,1,1,100,2,2,2,2,2,0,115,115,115,120,115,115,125,115,125,135,115,115,135,115,2,100,25,1,90,110,90,50,115,,,,,,,,,,,,,,,,,,,,,
chance,killstreak,,0,120,100,160,150,180,0,0,0,120,170,0,0,80,1,1,170,3,3,3,3,3,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,3,50,120,0,0,160,0,20,10,,,,,,,,,,,,,,,,,,,,,
chance,lethal,,120,75,165,30,0,0,40,165,0,75,40,0,0,390,5,5,40,10,10,10,10,10,0,156,136,156,141,156,151,186,141,156,106,121,121,121,80,10,0,75,0,120,30,120,80,151,,,,,,,,,,,,,,,,,,,,,
chance,tactical,,120,75,155,30,0,0,40,165,0,75,40,600,600,390,5,5,40,10,10,10,10,10,0,136,111,181,171,181,121,151,111,156,106,121,121,176,80,10,0,75,0,120,30,120,80,121,,,,,,,,,,,,,,,,,,,,,
chance,super,,145,230,0,230,200,200,205,220,0,230,200,50,50,108,5,5,200,20,20,20,20,20,0,80,110,95,95,95,80,80,105,110,135,110,110,125,90,20,0,230,0,145,230,145,90,80,,,,,,,,,,,,,,,,,,,,,
chance,weapon,,176,105,60,30,5,120,55,60,0,105,55,0,0,1,0,0,55,5,5,5,5,5,0,120,175,90,110,90,215,120,175,115,175,215,215,90,190,5,25,105,0,176,30,176,190,215,,,,,,,,,,,,,,,,,,,,,
chance,gear,,0,25,50,60,180,220,200,50,0,25,190,0,0,0,0,5,100,3,3,3,3,3,0,10,0,0,10,0,10,0,0,10,0,10,10,0,0,3,100,25,0,0,60,0,0,10,,,,,,,,,,,,,,,,,,,,,
chance,revive,,0,35,20,65,85,0,60,20,0,35,60,50,50,0,5,5,60,0,2,2,5,0,0,0,0,10,0,10,0,10,0,0,0,0,0,10,0,0,50,35,0,0,65,0,0,0,,,,,,,,,,,,,,,,,,,,,
chance,tablet,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,
chance,perkpack,,20,50,0,180,50,0,0,0,0,50,10,150,150,30,0,0,100,5,5,5,10,5,0,20,20,20,20,20,20,20,20,20,20,20,20,20,0,5,0,50,0,20,180,20,35,20,,,,,,,,,,,,,,,,,,,,,
chance,plate_carrier,,7,30,10,45,180,220,10,10,0,30,10,150,150,0,0,5,10,0,2,2,5,5,0,10,10,10,10,10,10,10,10,10,10,10,10,10,5,0,0,30,1,7,45,7,0,10,,,,,,,,,,,,,,,,,,,,,
chance,keycard,,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
item,brloot_ammo_12g,,150,150,150,150,150,150,150,150,0,150,150,0,0,150,150,150,150,150,150,150,150,150,0,150,150,150,150,150,150,150,150,150,150,150,150,150,150,100,100,150,0,150,150,150,175,150,,,,,,,,,,,,,,,,,,,,,
item,brloot_ammo_50cal,,205,205,205,205,205,205,205,205,0,205,205,0,0,205,205,205,205,205,205,205,205,205,0,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,0,205,205,205,200,205,,,,,,,,,,,,,,,,,,,,,
item,brloot_ammo_762,,330,330,330,330,330,330,330,330,0,330,330,0,0,330,330,330,330,330,330,330,330,330,0,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,0,330,330,330,325,330,,,,,,,,,,,,,,,,,,,,,
item,brloot_ammo_919,,265,265,265,265,265,265,265,265,0,265,265,0,0,265,265,265,265,265,265,265,265,265,0,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,0,265,265,265,250,265,,,,,,,,,,,,,,,,,,,,,
item,brloot_ammo_rocket,,50,50,50,50,50,50,50,50,0,50,50,0,0,50,50,50,50,50,50,50,50,50,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,50,50,50,50,,,,,,,,,,,,,,,,,,,,,
item,brloot_equip_gasmask,,0,400,400,400,400,400,400,400,0,400,400,0,0,0,0,400,400,400,400,400,400,400,0,400,0,0,400,0,400,0,0,400,0,400,400,0,0,400,300,400,0,0,400,0,0,400,,,,,,,,,,,,,,,,,,,,,
item,brloot_equip_gasmask_durable,,0,100,100,100,100,100,100,100,0,100,100,0,0,0,0,100,100,100,100,100,100,100,0,100,0,0,100,0,100,0,0,100,0,100,100,0,0,100,100,100,0,0,100,0,0,100,,,,,,,,,,,,,,,,,,,,,
item,brloot_self_revive,,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,100,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
item,brloot_offhand_atmine,,105,105,105,105,0,0,105,105,0,105,105,0,0,105,105,105,105,105,105,105,105,105,0,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,0,105,0,105,105,105,105,105,,,,,,,,,,,,,,,,,,,,,
item,brloot_offhand_claymore,,105,105,105,105,0,0,105,105,0,105,105,0,0,105,105,105,105,105,105,105,105,105,0,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,0,105,0,105,105,105,105,105,,,,,,,,,,,,,,,,,,,,,
item,brloot_offhand_c4,,105,105,105,105,0,0,105,105,0,105,105,0,0,105,105,105,105,105,105,105,105,105,0,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,0,105,0,105,105,105,80,105,,,,,,,,,,,,,,,,,,,,,
item,brloot_offhand_frag,,105,105,105,105,0,0,105,105,0,105,105,0,0,105,105,105,105,105,105,105,105,105,0,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,0,105,0,105,105,105,105,105,,,,,,,,,,,,,,,,,,,,,
item,brloot_offhand_molotov,,105,105,105,105,0,0,105,105,0,105,105,0,0,105,105,105,105,105,105,105,105,105,0,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,0,105,0,105,105,105,80,105,,,,,,,,,,,,,,,,,,,,,
item,brloot_offhand_semtex,,105,105,105,105,0,0,105,105,0,105,105,0,0,105,105,105,105,105,105,105,105,105,0,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,0,105,0,105,105,105,105,105,,,,,,,,,,,,,,,,,,,,,
item,brloot_offhand_thermite,,105,105,105,105,0,0,105,105,0,105,105,0,0,105,105,105,105,105,105,105,105,105,0,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,0,105,0,105,105,105,105,105,,,,,,,,,,,,,,,,,,,,,
item,brloot_offhand_throwingknife,,105,105,105,105,0,0,105,105,0,105,105,0,0,105,105,105,105,105,105,105,105,105,0,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,0,105,0,105,105,105,105,105,,,,,,,,,,,,,,,,,,,,,
item,brloot_offhand_bunkerbuster,,55,55,55,55,0,0,55,55,0,55,55,0,0,55,55,55,55,55,55,55,55,55,0,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,0,55,0,55,55,55,55,55,,,,,,,,,,,,,,,,,,,,,
item,brloot_offhand_breacherdrone,,105,105,105,105,0,0,105,105,0,105,105,0,0,105,105,105,105,105,105,105,105,105,0,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,0,105,0,105,105,105,115,105,,,,,,,,,,,,,,,,,,,,,
item,brloot_offhand_concussion,,105,105,105,105,0,0,105,105,0,105,105,0,0,105,5,5,105,105,105,105,105,105,0,105,105,105,105,105,105,105,105,105,105,105,105,105,105,5,0,105,0,105,105,105,105,105,,,,,,,,,,,,,,,,,,,,,
item,brloot_offhand_decoy,,105,105,105,105,0,0,105,105,0,105,105,0,0,105,5,5,105,105,105,105,105,105,0,105,105,105,105,105,105,105,105,105,105,105,105,105,105,5,0,105,0,105,105,105,30,105,,,,,,,,,,,,,,,,,,,,,
item,brloot_offhand_flash,,105,105,105,105,0,0,105,105,0,105,105,0,0,105,5,5,105,105,105,105,105,105,0,105,105,105,105,105,105,105,105,105,105,105,105,105,105,5,0,105,0,105,105,105,105,105,,,,,,,,,,,,,,,,,,,,,
item,brloot_offhand_gas,,105,105,105,105,0,0,105,105,0,105,105,0,0,105,5,5,105,105,105,105,105,105,0,105,105,105,105,105,105,105,105,105,105,105,105,105,105,5,0,105,0,105,105,105,105,105,,,,,,,,,,,,,,,,,,,,,
item,brloot_offhand_smoke,,105,105,105,105,0,0,105,105,0,105,105,0,0,105,5,5,105,105,105,105,105,105,0,105,105,105,105,105,105,105,105,105,105,105,105,105,105,5,0,105,0,105,105,105,105,105,,,,,,,,,,,,,,,,,,,,,
item,brloot_offhand_snapshot,,105,105,105,105,0,0,105,105,0,105,105,0,0,105,5,5,105,105,105,105,105,105,0,105,105,105,105,105,105,105,105,105,105,105,105,105,105,5,0,105,0,105,105,105,105,105,,,,,,,,,,,,,,,,,,,,,
item,brloot_offhand_shockstick,,105,105,105,105,0,0,105,105,0,105,105,0,0,105,5,5,105,105,105,105,105,105,0,105,105,105,105,105,105,105,105,105,105,105,105,105,105,5,0,105,0,105,105,105,105,105,,,,,,,,,,,,,,,,,,,,,
item,brloot_offhand_battlerage,,45,55,55,55,0,0,55,55,0,55,55,0,0,55,5,5,55,55,55,55,55,55,0,55,55,55,55,55,55,55,55,55,55,55,55,55,55,5,0,55,0,45,55,45,55,55,,,,,,,,,,,,,,,,,,,,,
item,brloot_offhand_tracker,,105,105,105,105,0,0,105,105,0,105,105,0,0,105,5,5,105,105,105,105,105,105,0,105,105,105,105,105,105,105,105,105,105,105,105,105,105,5,0,105,0,105,105,105,80,105,,,,,,,,,,,,,,,,,,,,,
item,brloot_offhand_butterfly_mine,,105,105,105,105,0,0,105,105,0,105,105,0,0,105,5,5,105,105,105,105,105,105,0,105,105,105,105,105,105,105,105,105,105,105,105,105,105,5,0,105,0,105,105,105,105,105,,,,,,,,,,,,,,,,,,,,,
item,brloot_health_adrenaline,,10,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,10,0,0,,,,,,,,,,,,,,,,,,,,,
item,brloot_offhand_taccover,,88,70,0,50,50,50,50,50,0,70,50,0,0,70,50,50,50,70,70,70,70,70,0,80,80,80,80,80,80,80,80,80,80,80,80,80,80,65,0,70,0,88,50,88,88,80,,,,,,,,,,,,,,,,,,,,,
item,brloot_offhand_trophysystem,,88,70,0,50,50,50,50,50,0,70,50,0,0,70,50,50,50,70,70,70,70,70,0,80,80,80,80,80,80,80,80,80,80,80,80,80,80,65,0,70,0,88,50,88,88,80,,,,,,,,,,,,,,,,,,,,,
item,brloot_killstreak_recondrone,,88,75,0,50,50,50,50,50,0,75,50,0,0,75,50,50,50,75,75,75,75,75,0,80,80,80,80,80,80,80,80,80,80,80,80,80,80,65,0,75,0,88,50,88,88,80,,,,,,,,,,,,,,,,,,,,,
item,brloot_super_deadsilence,,50,70,0,50,50,50,50,50,0,70,50,0,0,70,50,50,50,70,70,70,70,70,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,65,0,70,0,50,50,50,50,50,,,,,,,,,,,,,,,,,,,,,
item,brloot_super_munitionsbox,,88,70,0,50,50,50,50,50,0,70,50,0,0,70,50,50,50,70,70,70,70,70,0,80,80,80,80,80,80,80,80,80,80,80,80,80,80,65,0,70,0,88,50,88,88,80,,,,,,,,,,,,,,,,,,,,,
item,brloot_super_armorbox,,88,70,0,50,50,50,50,50,0,70,50,0,0,70,50,50,50,70,70,70,70,70,0,80,80,80,80,80,80,80,80,80,80,80,80,80,80,65,0,70,0,88,50,88,88,80,,,,,,,,,,,,,,,,,,,,,
item,brloot_super_heartbeatsensor,,88,70,0,50,50,50,50,50,0,70,50,0,0,70,50,50,50,70,70,70,70,70,0,80,80,80,80,80,80,80,80,80,80,80,80,80,80,65,0,70,0,88,50,88,88,80,,,,,,,,,,,,,,,,,,,,,
item,brloot_super_emppulse,,88,70,0,50,50,50,50,50,0,70,50,0,0,70,50,50,50,70,70,70,70,70,0,80,80,80,80,80,80,80,80,80,80,80,80,80,80,65,0,70,0,88,50,88,88,80,,,,,,,,,,,,,,,,,,,,,
item,brloot_super_tacticalcamera,,87,70,0,50,50,50,50,50,0,70,50,0,0,70,50,50,50,70,70,70,70,70,0,80,80,80,80,80,80,80,80,80,80,80,80,80,80,65,0,70,0,87,50,87,87,80,,,,,,,,,,,,,,,,,,,,,
item,brloot_super_stimpistol,,50,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,,,,,,,,,,,,,,,,,,,,,
item,brloot_offhand_deployed_decoy,,87,70,0,50,50,50,50,50,0,70,50,0,0,70,50,50,50,70,70,70,70,70,0,80,80,80,80,80,80,80,80,80,80,80,80,80,80,65,0,70,0,87,50,87,87,80,,,,,,,,,,,,,,,,,,,,,
item,brloot_super_soundveil,,50,70,0,50,50,50,50,50,0,70,50,0,0,70,50,50,50,70,70,70,70,70,0,80,80,80,80,80,80,80,80,80,80,80,80,80,80,65,0,70,0,50,50,50,50,80,,,,,,,,,,,,,,,,,,,,,
item,brloot_super_sonarpulse,,50,70,0,50,50,50,50,50,0,70,50,0,0,70,50,50,50,70,70,70,70,70,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,60,0,70,0,50,50,50,50,20,,,,,,,,,,,,,,,,,,,,,
item,brloot_super_personal_redeploy_drone,,0,30,0,80,100,100,100,100,0,30,100,0,0,30,100,100,100,30,30,30,30,30,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,0,30,0,0,80,0,0,20,,,,,,,,,,,,,,,,,,,,,
item,brloot_offhand_deconstation,,0,30,0,80,100,100,100,100,0,30,100,0,0,30,100,100,100,30,30,30,30,30,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,0,30,0,0,80,0,0,20,,,,,,,,,,,,,,,,,,,,,
item,brloot_super_deployablekiosk,,0,30,0,80,100,100,100,100,0,30,100,50,50,30,100,100,100,30,30,30,30,30,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,0,30,0,0,80,0,0,20,,,,,,,,,,,,,,,,,,,,,
item,brloot_super_reinforcement_flare,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
item,brloot_super_oxygenmask,,10,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,10,0,,,,,,,,,,,,,,,,,,,,,
item,brloot_offhand_advancedsupplydrop,,0,5,0,30,25,25,25,25,0,5,25,0,0,5,25,25,25,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,30,0,0,0,,,,,,,,,,,,,,,,,,,,,
