string,string,string,string,string,string,string
beta_western,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
milsim_western_1,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
milsim_western_2,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
milsim_western_3,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
milsim_western_4,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
milsim_eastern_1,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
milsim_eastern_2,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
milsim_eastern_3,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
milsim_eastern_4,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
soap_western,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
gromsko_western,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
reyes_western,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
luna_western,fe_op_crib_female_01_idle_01,fe_op_crib_female_01_idle_loadout_01_in,fe_op_crib_female_01_idle_loadout_01,fe_op_crib_female_01_idle_loadout_01_out,fe_op_crib_female_01_killstreak_01_in,fe_op_crib_female_01_killstreak_01_out
roze_eastern,fe_op_crib_female_01_idle_01,fe_op_crib_female_01_idle_loadout_01_in,fe_op_crib_female_01_idle_loadout_01,fe_op_crib_female_01_idle_loadout_01_out,fe_op_crib_female_01_killstreak_01_in,fe_op_crib_female_01_killstreak_01_out
zero_eastern,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
conor_eastern,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
aksel_eastern,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
ronin_western,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
