string,string,string
8120,weapon,iw9_dm_sa700_variant_0
8132,weapon,iw9_dm_sbeta_variant_0
8088,weapon,iw9_dm_scromeo_variant_0
8153,weapon,iw9_dm_xmike2010_variant_0
571,weapon,iw9_knife_variant_0
8105,weapon,iw9_la_gromeo_variant_0
8078,weapon,iw9_la_juliet_variant_0
8133,weapon,iw9_la_kgolf_variant_0
8116,weapon,iw9_la_mike32_variant_0
8080,weapon,iw9_la_rpapa7_variant_0
8179,weapon,iw9_lm_ahotel_variant_0
8138,weapon,iw9_lm_foxtrot_variant_0
8165,weapon,iw9_lm_kilo21_variant_0
8107,weapon,iw9_lm_mkilo3_variant_0
8144,weapon,iw9_lm_ngolf7_variant_0
8092,weapon,iw9_lm_rkilo_variant_0
8061,weapon,iw9_lm_slima_variant_0
8111,weapon,iw9_me_knife_variant_0
8057,weapon,iw9_me_riotshield_variant_0
8129,weapon,iw9_pi_decho_variant_0
8134,weapon,iw9_pi_golf17_variant_0
8052,weapon,iw9_pi_golf18_variant_0
8170,weapon,iw9_pi_papa220_variant_0
567,weapon,iw9_pi_stimpistol_variant_0
8158,weapon,iw9_pi_swhiskey_variant_0
8106,weapon,iw9_sh_charlie725_variant_0
8112,weapon,iw9_sh_mbravo_variant_0
8074,weapon,iw9_sh_mike1014_variant_0
8171,weapon,iw9_sh_mviktor_variant_0
8067,weapon,iw9_sm_alpha57_variant_0
8135,weapon,iw9_sm_apapa_variant_0
8100,weapon,iw9_sm_aviktor_variant_0
8180,weapon,iw9_sm_beta_variant_0
8174,weapon,iw9_sm_mpapa5_variant_0
8079,weapon,iw9_sm_mpapa7_variant_0
8163,weapon,iw9_sm_mpapax_variant_0
8103,weapon,iw9_sm_papa90_variant_0
8109,weapon,iw9_sm_uzulu_variant_0
8084,weapon,iw9_sm_victor_variant_0
8095,weapon,iw9_sn_alpha50_variant_0
8053,weapon,iw9_sn_limax_variant_0
8085,weapon,iw9_sn_mromeo_variant_0
9111,equipment,equip_adrenaline
9136,equipment,equip_adrenalinebr
9088,equipment,equip_advanced_supply_drop
9115,equipment,equip_advanced_vehicle_drop
9081,equipment,equip_armorbox
9083,equipment,equip_armorplate
9094,equipment,equip_at_mine
9130,equipment,equip_balloon
9105,equipment,equip_bandages
9108,equipment,equip_battlerage
9087,equipment,equip_binoculars
9124,equipment,equip_blastshieldbox
9125,equipment,equip_bunkerbuster
9104,equipment,equip_c4
9084,equipment,equip_claymore
9112,equipment,equip_concussion
9075,equipment,equip_deadsilence
9082,equipment,equip_decoy
9090,equipment,equip_deployed_decoy
9123,equipment,equip_emp
9113,equipment,equip_empdrone
9114,equipment,equip_emppulse
9103,equipment,equip_extract
9131,equipment,equip_firstaid
9118,equipment,equip_flash
9129,equipment,equip_frag
9096,equipment,equip_gas_grenade
9106,equipment,equip_geigercounter
9092,equipment,equip_hb_sensor
9102,equipment,equip_helmet
9097,equipment,equip_iodine_pills
9134,equipment,equip_leaderbox
9099,equipment,equip_molotov
9089,equipment,equip_munitionsbox
9122,equipment,equip_pop_rocket
9133,equipment,equip_radardrone
9117,equipment,equip_recondrone
9121,equipment,equip_rock
9127,equipment,equip_scramblerdrone
9078,equipment,equip_semtex
9120,equipment,equip_shieldturret
9085,equipment,equip_shockstick
9086,equipment,equip_smoke
9119,equipment,equip_snapshot_grenade
9107,equipment,equip_stimpistol
9116,equipment,equip_stoppingpower
9101,equipment,equip_tac_cover
9093,equipment,equip_tac_insert
9110,equipment,equip_tacticalcamera
9095,equipment,equip_thermite
9100,equipment,equip_throwing_knife
9135,equipment,equip_throwing_knife_electric
9109,equipment,equip_throwing_knife_fire
9098,equipment,equip_trophy
9126,equipment,equip_weapondrop
