string,string,string
13245,attachment,alpha50_reargrips
13295,attachment,alpha50_undermounts
11085,attachment,alpha57_backpieces
11116,attachment,alpha57_extras
11120,attachment,alpha57_frontpieces
11106,attachment,alpha57_gunperks
11095,attachment,alpha57_muzzles
11044,attachment,alpha57_optics
10804,attachment,alpha57_reargrips
10878,attachment,alpha57_undermounts
2971,attachment,ammo_12g
3321,attachment,ammo_12g_db
978,attachment,ammo_12g_he
2497,attachment,ammo_12g_sl
2194,attachment,ammo_12g_slug
11256,attachment,ammo_300nm
11255,attachment,ammo_300nm_ap
11258,attachment,ammo_300nm_db
11261,attachment,ammo_300nm_fr
11257,attachment,ammo_300nm_hp
11249,attachment,ammo_300nm_hv
11253,attachment,ammo_300nm_op
3861,attachment,ammo_300wm
2856,attachment,ammo_300wm_ap
2847,attachment,ammo_300wm_db
2836,attachment,ammo_300wm_fr
1813,attachment,ammo_300wm_hp
2686,attachment,ammo_300wm_hv
3905,attachment,ammo_300wm_op
7954,attachment,ammo_308w
7955,attachment,ammo_308w_ap
7963,attachment,ammo_308w_db
7960,attachment,ammo_308w_fr
7962,attachment,ammo_308w_hp
7964,attachment,ammo_308w_hv
7957,attachment,ammo_308w_op
2862,attachment,ammo_338nm
1807,attachment,ammo_338nm_ap
3813,attachment,ammo_338nm_db
1904,attachment,ammo_338nm_fr
2114,attachment,ammo_338nm_hp
2090,attachment,ammo_338nm_hv
1473,attachment,ammo_338nm_op
3128,attachment,ammo_458s
620,attachment,ammo_458s_ap
2095,attachment,ammo_458s_fr
3918,attachment,ammo_458s_hp
3285,attachment,ammo_458s_hv
2680,attachment,ammo_458s_op
3774,attachment,ammo_458s_tr
3721,attachment,ammo_45acp
1553,attachment,ammo_45acp_ap
1069,attachment,ammo_45acp_fr
1609,attachment,ammo_45acp_hp
842,attachment,ammo_45acp_notracer
3550,attachment,ammo_45acp_op
3859,attachment,ammo_45gvt
2254,attachment,ammo_45gvt_ap
3239,attachment,ammo_45gvt_db
3300,attachment,ammo_45gvt_fr
1544,attachment,ammo_45gvt_hp
1831,attachment,ammo_45gvt_hv
3264,attachment,ammo_45gvt_op
3753,attachment,ammo_4x30
2451,attachment,ammo_4x30_ap
1246,attachment,ammo_4x30_fr
3865,attachment,ammo_4x30_hp
1154,attachment,ammo_4x30_op
1501,attachment,ammo_4x30_tr
1083,attachment,ammo_500sw
3034,attachment,ammo_500sw_ap
1270,attachment,ammo_500sw_fr
747,attachment,ammo_500sw_hp
2627,attachment,ammo_500sw_op
2531,attachment,ammo_500sw_ss
1934,attachment,ammo_50b
2409,attachment,ammo_50b_ap
994,attachment,ammo_50b_db
1720,attachment,ammo_50b_fr
3360,attachment,ammo_50b_he
2313,attachment,ammo_50b_hv
975,attachment,ammo_50b_intercept
3771,attachment,ammo_50b_shipaf
3899,attachment,ammo_50p
1884,attachment,ammo_50p_ap
3638,attachment,ammo_50p_fr
3427,attachment,ammo_50p_hp
578,attachment,ammo_50p_op
3262,attachment,ammo_50p_tr
2239,attachment,ammo_545s
3784,attachment,ammo_545s_ap
1617,attachment,ammo_545s_fr
2925,attachment,ammo_545s_hp
710,attachment,ammo_545s_hv
2216,attachment,ammo_545s_op
3575,attachment,ammo_545s_tr
3507,attachment,ammo_556n
1702,attachment,ammo_556n_ap
3268,attachment,ammo_556n_db
3381,attachment,ammo_556n_fr
625,attachment,ammo_556n_hp
2473,attachment,ammo_556n_hv
3055,attachment,ammo_556n_op
2069,attachment,ammo_556n_tr
2622,attachment,ammo_5x28
3297,attachment,ammo_5x28_ap
3247,attachment,ammo_5x28_fr
1052,attachment,ammo_5x28_hp
2133,attachment,ammo_5x28_op
3715,attachment,ammo_5x28_tr
3736,attachment,ammo_65c_ap
2442,attachment,ammo_65c_db
3805,attachment,ammo_65c_fr
3335,attachment,ammo_65c_hp
3772,attachment,ammo_65c_hv
1166,attachment,ammo_65c_op
1022,attachment,ammo_65cm
2110,attachment,ammo_762n
3631,attachment,ammo_762n_ap
1004,attachment,ammo_762n_db
3511,attachment,ammo_762n_fr
597,attachment,ammo_762n_hp
1682,attachment,ammo_762n_hv
1126,attachment,ammo_762n_op
1415,attachment,ammo_762n_tr
864,attachment,ammo_762s
602,attachment,ammo_762s_ap
2958,attachment,ammo_762s_db
1469,attachment,ammo_762s_fr
3617,attachment,ammo_762s_hp
2712,attachment,ammo_762s_hv
2042,attachment,ammo_762s_op
1836,attachment,ammo_762s_tr
2524,attachment,ammo_9m
1801,attachment,ammo_9m_ap
3432,attachment,ammo_9m_fr
869,attachment,ammo_9m_hp
1533,attachment,ammo_9m_op
2472,attachment,ammo_9p
693,attachment,ammo_9p_ap
1679,attachment,ammo_9p_fr
630,attachment,ammo_9p_hp
841,attachment,ammo_9p_op
2501,attachment,ammo_9p_tr
926,attachment,ammo_9s
1846,attachment,ammo_9s_ap
1516,attachment,ammo_9s_fr
2329,attachment,ammo_9s_hp
1364,attachment,ammo_9s_op
970,attachment,ammo_ar_default
2462,attachment,ammo_blk
3623,attachment,ammo_blk_ap
1105,attachment,ammo_blk_fr
2405,attachment,ammo_blk_hp
3521,attachment,ammo_blk_op
2939,attachment,ammo_bolt_fr
3296,attachment,ammo_bolt_he
2599,attachment,ammo_bolt_std
2979,attachment,ammo_bolt_stun
2604,attachment,ammo_br_default
1470,attachment,ammo_dm_default
3705,attachment,ammo_sh_default
1597,attachment,ammo_sm_default
3650,attachment,ammo_sn_default
11424,attachment,apapa_backpieces
11406,attachment,apapa_combs
11433,attachment,apapa_extras
11416,attachment,apapa_frontpieces
11415,attachment,apapa_gunperks
11413,attachment,apapa_magazines
11432,attachment,apapa_muzzles
11430,attachment,apapa_optics
11431,attachment,apapa_reargrips
11046,attachment,ar_lgtlong_scsierra_v1
10672,attachment,ar_light_alpha57_v3
10800,attachment,ar_light_scsierra_v3
10573,attachment,ar_tactical_scsierra_v1
10583,attachment,ar_tactical_scsierra_v3
2726,attachment,arscope01
2568,attachment,arscope02
944,attachment,arscope_nvg01
1871,attachment,arscope_nvg02
1575,attachment,arscope_nvgvz01
2905,attachment,arscope_therm01
10597,attachment,arscope_therm01_v90
1019,attachment,arscope_vz01
1265,attachment,arscope_vz02
10641,attachment,arvzscope_mike14_v1
11418,attachment,augolf_backpieces
11409,attachment,augolf_combs
11414,attachment,augolf_extras
11422,attachment,augolf_frontpieces
11411,attachment,augolf_gunperks
11423,attachment,augolf_magazines
11425,attachment,augolf_muzzles
11428,attachment,augolf_optics
11420,attachment,augolf_reargrips
11417,attachment,augolf_undermounts
11438,attachment,aviktor_backpieces
11473,attachment,aviktor_extras
11454,attachment,aviktor_frontpieces
11442,attachment,aviktor_gunperks
11448,attachment,aviktor_magazines
11487,attachment,aviktor_muzzles
11474,attachment,aviktor_optics
11466,attachment,aviktor_reargrips
11480,attachment,aviktor_undermounts
2337,attachment,back_alpha50
2398,attachment,ballistics_nogravity_mike14
3536,attachment,bar_ar_heavy_p01
10837,attachment,bar_ar_heavy_p01_v90
3645,attachment,bar_ar_heavy_p03
2485,attachment,bar_ar_heavy_p04
2331,attachment,bar_ar_hvy_short_p08
690,attachment,bar_ar_hvylong_p04
3007,attachment,bar_ar_hvyshort2_p04
2408,attachment,bar_ar_hvyshort_p04
3222,attachment,bar_ar_lgt_short_p08
2214,attachment,bar_ar_lgtlong_p05
1306,attachment,bar_ar_lgtshort_p01
10916,attachment,bar_ar_lgtshort_p01_v90
3245,attachment,bar_ar_lgtshort_p04
2171,attachment,bar_ar_lgtshort_p05
3840,attachment,bar_ar_light_p01
10631,attachment,bar_ar_light_p01_v90
1377,attachment,bar_ar_light_p02
2120,attachment,bar_ar_light_p03
3561,attachment,bar_ar_light_p04
1190,attachment,bar_ar_light_p05
1583,attachment,bar_ar_light_p08
10761,attachment,bar_ar_light_p08_v1
3138,attachment,bar_ar_long_p01
11076,attachment,bar_ar_long_p01_v90
3179,attachment,bar_ar_long_p03
2843,attachment,bar_ar_long_p04
2280,attachment,bar_ar_long_p05
3637,attachment,bar_ar_long_p06
1535,attachment,bar_ar_long_p08
2534,attachment,bar_ar_longhvy_p01
10749,attachment,bar_ar_longhvy_p01_v90
1678,attachment,bar_ar_longhvy_p04
771,attachment,bar_ar_p01
10726,attachment,bar_ar_p01_v90
2755,attachment,bar_ar_p02
2483,attachment,bar_ar_p03
3604,attachment,bar_ar_p04
2420,attachment,bar_ar_p05
3418,attachment,bar_ar_p06
834,attachment,bar_ar_p08
1448,attachment,bar_ar_short2_p06
1872,attachment,bar_ar_short_p01
10737,attachment,bar_ar_short_p01_v90
683,attachment,bar_ar_short_p02
2691,attachment,bar_ar_short_p04
2589,attachment,bar_ar_short_p05
2529,attachment,bar_ar_short_p06
1946,attachment,bar_ar_short_p08
575,attachment,bar_ar_shorthvy_p01
10903,attachment,bar_ar_shorthvy_p01_v90
3663,attachment,bar_ar_shorthvy_p04
2117,attachment,bar_br_heavy_p01
10870,attachment,bar_br_heavy_p01_v90
2873,attachment,bar_br_heavy_p18
2257,attachment,bar_br_lgtshort_p01
945,attachment,bar_br_light_p01
2288,attachment,bar_br_light_p02
1372,attachment,bar_br_long_p01
3528,attachment,bar_br_long_p05
1134,attachment,bar_br_p01
2881,attachment,bar_br_p02
3149,attachment,bar_br_p05
3345,attachment,bar_br_p18
2683,attachment,bar_br_short_p01
3503,attachment,bar_br_short_p05
585,attachment,bar_br_short_p18
2777,attachment,bar_dm_heavy_p18
3781,attachment,bar_dm_heavy_p38
640,attachment,bar_dm_hvyass_p38
3246,attachment,bar_dm_hvylong_p19
3666,attachment,bar_dm_lgtshort_p20
1930,attachment,bar_dm_light_p19
847,attachment,bar_dm_light_p20
835,attachment,bar_dm_light_p38
2504,attachment,bar_dm_long_p19
2642,attachment,bar_dm_p18
948,attachment,bar_dm_p19
1691,attachment,bar_dm_p20
1944,attachment,bar_dm_p38
2401,attachment,bar_dm_short_p19
2913,attachment,bar_dm_short_p20
1479,attachment,bar_dm_tac_p38
1315,attachment,bar_lm_heavy_p03
2354,attachment,bar_lm_heavy_p15
1321,attachment,bar_lm_hvy_p16
1802,attachment,bar_lm_hvylong_p17
1873,attachment,bar_lm_light_p04
2488,attachment,bar_lm_light_p15
929,attachment,bar_lm_long_p01
10628,attachment,bar_lm_long_p01_v90
2644,attachment,bar_lm_long_p02
650,attachment,bar_lm_long_p04
2883,attachment,bar_lm_long_p15
2750,attachment,bar_lm_long_p16
2884,attachment,bar_lm_long_p17
2663,attachment,bar_lm_p01
11005,attachment,bar_lm_p01_v90
3387,attachment,bar_lm_p02
633,attachment,bar_lm_p03
1211,attachment,bar_lm_p04
830,attachment,bar_lm_p16
2368,attachment,bar_lm_p17
951,attachment,bar_lm_short_p01
10785,attachment,bar_lm_short_p01_v90
3255,attachment,bar_lm_short_p02
1132,attachment,bar_lm_short_p15
3423,attachment,bar_lm_short_p16
1647,attachment,bar_lm_short_p17
10981,attachment,bar_mike14_v1
10975,attachment,bar_mike4_v1
10946,attachment,bar_mpapax_v1
11065,attachment,bar_mromeo_v1
3906,attachment,bar_pi_heavy_p24
2367,attachment,bar_pi_heavy_p26
2010,attachment,bar_pi_hvylong_p25
1627,attachment,bar_pi_light_p24
3732,attachment,bar_pi_light_p26
3702,attachment,bar_pi_light_p27
3844,attachment,bar_pi_long_p25
2023,attachment,bar_pi_long_p26
656,attachment,bar_pi_long_p27
3750,attachment,bar_pi_p24
3919,attachment,bar_pi_p25
3903,attachment,bar_pi_p26
990,attachment,bar_pi_p27
2557,attachment,bar_pi_short_p26
3181,attachment,bar_pi_short_p27
1275,attachment,bar_pi_xshort_p26
1245,attachment,bar_sh_heavy_p12
3786,attachment,bar_sh_heavy_p13
661,attachment,bar_sh_hvylong_p13
2578,attachment,bar_sh_hvylong_p14
2037,attachment,bar_sh_hvyshort_p13
2130,attachment,bar_sh_lgtshort_p13
2991,attachment,bar_sh_light_p12
2167,attachment,bar_sh_light_p13
3085,attachment,bar_sh_long_p13
811,attachment,bar_sh_long_p14
2399,attachment,bar_sh_p12
663,attachment,bar_sh_p13
1967,attachment,bar_sh_p14
636,attachment,bar_sh_short_p12
1731,attachment,bar_sh_short_p13
3697,attachment,bar_sh_short_p14
3159,attachment,bar_sh_xlong_p14
769,attachment,bar_sm_heavy_p07
3139,attachment,bar_sm_heavy_p09
3669,attachment,bar_sm_heavy_p11
882,attachment,bar_sm_heavy_p24
1301,attachment,bar_sm_hvylong_p07
2267,attachment,bar_sm_hvylong_p09
2241,attachment,bar_sm_hvylong_p11
1734,attachment,bar_sm_hvyshort_p09
2284,attachment,bar_sm_hvyxlong_p09
1213,attachment,bar_sm_lgtshort_p04
1485,attachment,bar_sm_lgtshort_p08
2698,attachment,bar_sm_lgtshort_p10
2676,attachment,bar_sm_light_p02
1832,attachment,bar_sm_light_p04
2559,attachment,bar_sm_light_p24
1519,attachment,bar_sm_lngheavy_p24
1577,attachment,bar_sm_long2_p11
3924,attachment,bar_sm_long_p01
10657,attachment,bar_sm_long_p01_v90
3901,attachment,bar_sm_long_p02
1079,attachment,bar_sm_long_p03
2397,attachment,bar_sm_long_p04
2272,attachment,bar_sm_long_p07
1914,attachment,bar_sm_long_p08
3119,attachment,bar_sm_long_p09
3630,attachment,bar_sm_long_p10
3798,attachment,bar_sm_long_p11
10866,attachment,bar_sm_mpapax_v4
3510,attachment,bar_sm_p01
11024,attachment,bar_sm_p01_v90
949,attachment,bar_sm_p02
2384,attachment,bar_sm_p04
2486,attachment,bar_sm_p07
2618,attachment,bar_sm_p08
2668,attachment,bar_sm_p09
1820,attachment,bar_sm_p10
3000,attachment,bar_sm_p11
1569,attachment,bar_sm_p15
946,attachment,bar_sm_p24
2776,attachment,bar_sm_short_p02
2028,attachment,bar_sm_short_p03
3024,attachment,bar_sm_short_p04
2818,attachment,bar_sm_short_p07
3317,attachment,bar_sm_short_p08
2062,attachment,bar_sm_short_p09
1693,attachment,bar_sm_short_p10
1973,attachment,bar_sm_short_p11
1542,attachment,bar_sm_xlong_p09
609,attachment,bar_sn_heavy_p20
1243,attachment,bar_sn_heavy_p22
2707,attachment,bar_sn_heavy_p23
822,attachment,bar_sn_hvylong_p22
1722,attachment,bar_sn_hvyshort_p23
3595,attachment,bar_sn_light_p20
2381,attachment,bar_sn_light_p22
1438,attachment,bar_sn_long_p05
3475,attachment,bar_sn_long_p21
765,attachment,bar_sn_long_p22
2962,attachment,bar_sn_long_p23
3652,attachment,bar_sn_p02
2347,attachment,bar_sn_p05
1701,attachment,bar_sn_p20
3405,attachment,bar_sn_p21
1061,attachment,bar_sn_p22
1058,attachment,bar_sn_p23
2830,attachment,bar_sn_short_p05
1949,attachment,bar_sn_short_p21
3130,attachment,bar_sn_short_p23
1894,attachment,barbrake_pi_p25
3019,attachment,barcomp_pi_p25
3124,attachment,barcomp_pi_p27
875,attachment,bargrip_ar_long_p03
10830,attachment,barlong_pi_decho_v5
10593,attachment,barrel_ar_akilo105_v2
13150,attachment,barrel_ar_akilo74_v1
13192,attachment,barrel_ar_akilo_v2
13194,attachment,barrel_ar_akilo_v3
11073,attachment,barrel_ar_akilo_v4
13162,attachment,barrel_ar_akilo_v7
13189,attachment,barrel_ar_kilo53_v10
10589,attachment,barrel_ar_mcharlie_v1
10934,attachment,barrel_ar_mcharlie_v3
10626,attachment,barrel_ar_mike16_v3
10637,attachment,barrel_ar_mike16_v5
13149,attachment,barrel_ar_mike16_v6
10888,attachment,barrel_ar_mike4_v11
10675,attachment,barrel_ar_mike4_v15
13165,attachment,barrel_ar_mike4_v18
10700,attachment,barrel_ar_mike4_v4
10706,attachment,barrel_ar_mike4_v6
10744,attachment,barrel_ar_mike4_v9
13168,attachment,barrel_ar_scharlie_v1
10671,attachment,barrel_ar_scharlie_v5
10831,attachment,barrel_ar_scharlie_v7
10727,attachment,barrel_ar_scsierra_v2
13157,attachment,barrel_br_golf3_v4
13195,attachment,barrel_br_golf3_v7
10904,attachment,barrel_br_msecho_v3
13190,attachment,barrel_br_soscar14_v4
13156,attachment,barrel_dm_mike14_v2
10694,attachment,barrel_dm_mike24_v3
10920,attachment,barrel_dm_mike24_v4
13180,attachment,barrel_dm_pgolf1_v1
13159,attachment,barrel_dm_sbeta_v2
13173,attachment,barrel_dm_scromeo_v2
13183,attachment,barrel_lm_ahotel_v4
10728,attachment,barrel_lm_mkilo3_v1
13151,attachment,barrel_lm_rkilo_v1
10699,attachment,barrel_lm_slima_v1
13196,attachment,barrel_lm_slima_v2
13186,attachment,barrel_pi_decho_v1
13166,attachment,barrel_pi_decho_v12
10945,attachment,barrel_pi_decho_v3
13160,attachment,barrel_pi_golf17_v1
10611,attachment,barrel_pi_golf18_v1
10979,attachment,barrel_pi_golf18_v4
13169,attachment,barrel_pi_golf18_v9
13158,attachment,barrel_pi_papa220_v1
10968,attachment,barrel_pi_papa220_v2
13193,attachment,barrel_pi_papa220_v3
13185,attachment,barrel_pi_papa220_v5
13161,attachment,barrel_pi_papa220_v6
13164,attachment,barrel_pi_papa220_v8
13174,attachment,barrel_pi_papa220_v9
10618,attachment,barrel_pi_swhiskey_v1
11075,attachment,barrel_pi_swhiskey_v2
13191,attachment,barrel_pi_swhiskey_v4
13175,attachment,barrel_pi_swhiskey_v5
10907,attachment,barrel_platform_v90
10635,attachment,barrel_sh_charlie725_v1
10680,attachment,barrel_sh_charlie725_v2
13188,attachment,barrel_sh_mbravo_v3
10584,attachment,barrel_sh_mike1014_v2
13187,attachment,barrel_sh_mike1014_v3
13167,attachment,barrel_sh_mike1014_v7
10746,attachment,barrel_sh_mviktor_v1
10770,attachment,barrel_sh_mviktor_v4
13152,attachment,barrel_sm_alpha57_v2
10692,attachment,barrel_sm_alpha57_v7
13178,attachment,barrel_sm_alpha57_v8
10852,attachment,barrel_sm_apapa_v2
10590,attachment,barrel_sm_aviktor_v1
10924,attachment,barrel_sm_aviktor_v3
13148,attachment,barrel_sm_aviktor_v6
13182,attachment,barrel_sm_beta_v2
13176,attachment,barrel_sm_mpapa5_v2
13177,attachment,barrel_sm_mpapa7_v11
13154,attachment,barrel_sm_mpapa7_v8
10802,attachment,barrel_sm_mpapax_v8
13153,attachment,barrel_sm_mpapax_v9
13155,attachment,barrel_sm_papa90_v5
10576,attachment,barrel_sm_papa90_v7
10747,attachment,barrel_sm_uzulu_v2
13181,attachment,barrel_sm_victor_v3
13163,attachment,barrel_sm_victor_v6
11030,attachment,barrel_sn_alpha50_v2
13179,attachment,barrel_sn_alpha50_v3
13172,attachment,barrel_sn_alpha50_v7
13170,attachment,barrel_sn_la700_v2
13184,attachment,barrel_sn_limax_v6
10627,attachment,barrel_sn_mromeo_v2
10969,attachment,barrel_sn_mromeo_v4
10733,attachment,barrel_sn_mromeo_v7
10910,attachment,barrel_sn_xmike2010_v1
13171,attachment,barrellong_sm_papa90_v5
10721,attachment,barshort_schotel_v1
10752,attachment,barsil_alpha57_v3
2832,attachment,barsil_ar_p08
845,attachment,barsil_dm_p19
1231,attachment,barsil_dm_p20
