string,string,string,string,string,string,string,string,localized,string,string,localized,string,int
3957,trial_15_ticket,0,0,0,0,,,&LUA_MENU_MP/TRIAL,image_killhouse_ticket,0,&,,0
3974,trial_16_ticket,0,0,0,0,,,&LUA_MENU_MP/TRIAL,image_killhouse_ticket,0,&,,0
3952,trial_17_ticket,0,0,0,0,,,&LUA_MENU_MP/TRIAL,image_killhouse_ticket,0,&,,0
3960,trial_18_ticket,0,0,0,0,,,&LUA_MENU_MP/TRIAL,image_killhouse_ticket,0,&,,0
3950,trial_19_ticket,0,0,0,0,,,&LUA_MENU_MP/TRIAL,image_killhouse_ticket,0,&,,0
3966,trial_20_ticket,0,0,0,0,,,&LUA_MENU_MP/TRIAL,image_killhouse_ticket,0,&,,0
3956,trial_21_ticket,0,0,0,0,,,&LUA_MENU_MP/TRIAL,image_killhouse_ticket,0,&,,0
3961,trial_22_ticket,0,0,0,0,,,&LUA_MENU_MP/TRIAL,image_killhouse_ticket,0,&,,0
3965,trial_23_ticket,0,0,0,0,,,&LUA_MENU_MP/TRIAL,image_killhouse_ticket,0,&,,0
3973,trial_24_ticket,0,0,0,0,,,&LUA_MENU_MP/TRIAL,image_killhouse_ticket,0,&,,0
3943,trial_25_ticket,0,0,0,0,,,&LUA_MENU_MP/TRIAL,image_killhouse_ticket,0,&,,0
3962,weapon_xp_token,1,0,0,0,16,iw9_activate_weapon_xp_token,&LUA_MENU_MP/DOUBLE_WEAPON_XP_TOKEN,icon_xp_token_weapon_15min,0,&LUA_MENU/XP_TOKEN_COMMON,,0
3947,keys_token,1,0,0,0,,,&LUA_MENU/DOUBLE_KEY_TOKEN,placeholder_x,0,&LUA_MENU/XP_TOKEN_COMMON,,0
3946,xp_token_rare,2,0,0,0,8,iw9_activate_player_xp_token_rare,&LUA_MENU_MP/DOUBLE_XP_TOKEN,icon_xp_token_player_30min,0,&LUA_MENU/XP_TOKEN_RARE,,0
3948,weapon_xp_token_rare,2,0,0,0,17,iw9_activate_weapon_xp_token_rare,&LUA_MENU_MP/DOUBLE_WEAPON_XP_TOKEN,icon_xp_token_weapon_30min,0,&LUA_MENU/XP_TOKEN_RARE,,0
3982,keys_token_rare,2,0,0,0,,,&LUA_MENU/DOUBLE_KEY_TOKEN,placeholder_x,0,&LUA_MENU/XP_TOKEN_RARE,,0
3955,xp_token_legendary,4,0,0,0,10,iw9_activate_player_xp_token_legendary,&LUA_MENU_MP/DOUBLE_XP_TOKEN,icon_xp_token_player_60min,0,&LUA_MENU/XP_TOKEN_LEGENDARY,,0
3951,weapon_xp_token_legendary,4,0,0,0,19,iw9_activate_weapon_xp_token_legendary,&LUA_MENU_MP/DOUBLE_WEAPON_XP_TOKEN,icon_xp_token_weapon_60min,0,&LUA_MENU/XP_TOKEN_LEGENDARY,,0
3944,keys_token_legendary,4,0,0,0,,,&LUA_MENU/DOUBLE_KEY_TOKEN,placeholder_x,0,&LUA_MENU/XP_TOKEN_LEGENDARY,,0
3978,xp_token_epic,3,0,0,0,9,iw9_activate_player_xp_token_epic,&LUA_MENU_MP/DOUBLE_XP_TOKEN,icon_xp_token_player_45min,0,&LUA_MENU/XP_TOKEN_EPIC,,0
3942,weapon_xp_token_epic,3,0,0,0,18,iw9_activate_weapon_xp_token_epic,&LUA_MENU_MP/DOUBLE_WEAPON_XP_TOKEN,icon_xp_token_weapon_45min,0,&LUA_MENU/XP_TOKEN_EPIC,,0
3963,keys_token_epic,3,0,0,0,,,&LUA_MENU/DOUBLE_KEY_TOKEN,placeholder_x,0,&LUA_MENU/XP_TOKEN_EPIC,,0
3968,xp_token_year,0,0,0,0,11,iw9_activate_player_xp_token_year,&LUA_MENU_MP/DOUBLE_XP_TOKEN,icon_double_xp_token_year,0,&LUA_MENU/XP_TOKEN_YEAR,,0
8429,battle_xp_token,1,0,0,0,12,iw9_activate_battlepass_xp_token,&LUA_MENU_MP/DOUBLE_BATTLE_XP_TOKEN,icon_xp_token_battlepass_15min,0,&LUA_MENU/XP_TOKEN_COMMON,,0
8599,battle_xp_token_rare,2,0,0,0,13,iw9_activate_battlepass_xp_token_rare,&LUA_MENU_MP/DOUBLE_BATTLE_XP_TOKEN,icon_xp_token_battlepass_30min,0,&LUA_MENU/XP_TOKEN_RARE,,0
8355,battle_xp_token_epic,3,0,0,0,14,iw9_activate_battlepass_xp_token_epic,&LUA_MENU_MP/DOUBLE_BATTLE_XP_TOKEN,icon_xp_token_battlepass_45min,0,&LUA_MENU/XP_TOKEN_EPIC,,0
8594,battle_xp_token_legendary,4,0,0,0,15,iw9_activate_battlepass_xp_token_legendary,&LUA_MENU_MP/DOUBLE_BATTLE_XP_TOKEN,icon_xp_token_battlepass_60min,0,&LUA_MENU/XP_TOKEN_LEGENDARY,,0
8395,cash,1,0,0,0,,,&LOOT_MP/ITEM_TYPE_PLUNDER,ui_mp_br_loot_icon_plunder,0,&,1,0
8372,armor_plate,1,0,0,0,,,&EQUIPMENT/ARMOR_PLATE_BR,hud_icon_loot_armor_plate,0,&,,0
8421,armor_satchel,1,0,0,0,,,&EQUIPMENT/BR_PLATE_POUCH,ui_mp_br_loot_icon_health_armor_satchel,0,&,1,0
8400,gas_mask,1,0,0,0,,,&MP/BR_GASMASK,ui_mp_br_loot_icon_gear_helmet,0,&,,0
8483,valuable_harddrive,1,0,10,0,,,&MP/ BR_VALUABLE_HARDDRIVE,hud_icon_loot_harddrive,0,&,1,0
8380,valuable_goldbar,1,0,50,0,,,&MP/BR_VALUABLE_GOLDBAR,hud_icon_loot_gold,0,&,1,0
8562,valuable_laptop,1,0,20,0,,,&MP/BR_VALUABLE_LAPTOP,hud_icon_loot_laptop,0,&,1,0
8551,valuable_liquor,1,0,10,0,,,&MP/BR_VALUABLE_LIQUOR,hud_icon_loot_liquor,0,&,1,0
8520,valuable_comicbook,1,0,30,0,,,&MP/BR_VALUABLE_COMICBOOK,hud_icon_loot_comic,0,&,1,0
8557,loot_key_fortress,1,0,0,0,,,&MP_DMZ_LOCKS/FORTRESS_KEY_NAME,hud_icon_loot_key_fortress,0,&,1,0
8532,loot_key_quarry_office,1,0,0,0,,,&MP_DMZ_LOCKS/QUARRY_OFFICE_KEY_NAME,hud_icon_loot_key_02,0,&,1,0
8630,loot_key_quarry_storage,1,0,0,0,,,&MP_DMZ_LOCKS/QUARRY_STORAGE_KEY_NAME,hud_icon_loot_key_01,0,&,1,0
8576,loot_key_quarry_control,1,0,0,0,,,&MP_DMZ_LOCKS/QUARRY_CONTROL_KEY_NAME,hud_icon_loot_key_02,0,&,1,0
8486,brloot_ammo_12g,1,0,0,0,,,&MP/BR_AMMO_SHOTGUN,ui_mp_br_loot_icon_ammo_shells_detail,0,&,1,0
8542,brloot_ammo_50cal,1,0,0,0,,,&MP/BR_AMMO_SNIPER,ui_mp_br_loot_icon_ammo_high_detail,0,&,1,0
8434,brloot_ammo_762,1,0,0,0,,,&MP/BR_AMMO_AR_LMG,ui_mp_br_loot_icon_ammo_mid_detail,0,&,1,0
8595,brloot_ammo_919,1,0,0,0,,,&MP/BR_AMMO_PISTOL_SMG,ui_mp_br_loot_icon_ammo_small_detail,0,&,1,0
8627,brloot_ammo_rocket,1,0,0,0,,,&MP/BR_AMMO_LAUNCHER,ui_mp_br_loot_icon_ammo_rocket_detail,0,&,1,0
8548,brloot_self_revive,1,0,0,0,,,&MP_BR_INGAME/KIOSK_ITEM_SELF_REVIVE,ui_mp_br_loot_icon_revive_item,0,&,,0
8608,dmz_loot_quest_intel,1,0,0,0,,,&MP_DMZ_MISSIONS/INTEL,ui_mp_br_mapmenu_icon_scavengerhunt_objective,0,&,1,0
8472,loot_key_hydro_storage,1,0,0,0,,,&MP_DMZ_LOCKS/HYDRO_STORAGE_KEY_NAME,hud_icon_loot_key_01_pristine,0,&,1,0
8507,loot_key_hydro_apt,1,0,0,0,,,&MP_DMZ_LOCKS/HYDRO_APT_KEY_NAME,hud_icon_loot_key_03_pristine,0,&,1,0
8428,loot_key_hydro_weapondrop,1,0,0,0,,,&MP_DMZ_LOCKS/HYDRO_WEAPONDROP_KEY_NAME,hud_icon_loot_key_04_pristine,0,&,1,0
8591,dmz_trap_quest_trigger,1,0,0,0,,,&MP_DMZ_MISSIONS/USB_STICK,hud_icon_loot_usb_stick,0,&,1,0
8427,personal_pictureofawoman,1,0,0,0,,,&MP/BR_PERSONAL_PICTURE_OF_A_WOMAN,hud_icon_loot_polaroid_woman,0,&,1,0
8488,personal_pictureofaman,1,0,0,0,,,&MP/BR_PERSONAL_PICTURE_OF_A_MAN,hud_icon_loot_polaroid_man,0,&,1,0
8530,personal_pictureofachild,1,0,0,0,,,&MP/BR_PERSONAL_PICTURE_OF_A_CHILD,hud_icon_loot_polaroid_child,0,&,1,0
8527,personal_pictureofadog,1,0,0,0,,,&MP/BR_PERSONAL_PICTURE_OF_A_DOG,hud_icon_loot_polaroid_dog,0,&,1,0
8433,personal_pictureofacat,1,0,0,0,,,&MP/BR_PERSONAL_PICTURE_OF_A_CAT,hud_icon_loot_polaroid_cat,0,&,1,0
8479,personal_smallshoe,1,0,0,0,,,&MP/BR_PERSONAL_SMALL_SHOE,ui_mp_br_loot_icon_plunder,0,&,1,0
8352,personal_heartlocket,1,0,0,0,,,&MP/BR_PERSONAL_HEART_LOCKET,hud_icon_loot_heart_locket,0,&,1,0
8445,personal_wornnecklace,1,0,0,0,,,&MP/BR_PERSONAL_WORN_NECKLACE,hud_icon_loot_necklace,0,&,1,0
8476,personal_oldwatch,1,0,0,0,,,&MP/BR_PERSONAL_OLD_WATCH,hud_icon_loot_old_watch,0,&,1,0
8508,personal_vialofinsulin,1,0,0,0,,,&MP/BR_PERSONAL_VIAL_OF_INSULIN,hud_icon_loot_insulin_vial,0,&,1,0
8374,personal_cancermedication,1,0,0,0,,,&MP/BR_PERSONAL_ASPIRIN,hud_icon_loot_aspirin,0,&,1,0
8409,personal_toyknife,1,0,0,0,,,&MP/BR_PERSONAL_TOY_KNIFE,hud_icon_loot_toy_knife,0,&,1,0
8596,personal_brokenglasses,1,0,0,0,,,&MP/BR_PERSONAL_BROKEN_GLASSES,hud_icon_loot_broken_glasses,0,&,1,0
8441,personal_origamihorse,1,0,0,0,,,&MP/BR_PERSONAL_ORIGAMI_HORSE,hud_icon_loot_origami_horse,0,&,1,0
8351,personal_smalldoll,1,0,0,0,,,&MP/BR_PERSONAL_SMALL_DOLL,hud_icon_loot_small_doll,0,&,1,0
8516,brloot_dogtag,1,0,0,0,,,&MP/BR_DOGTAG,hud_icon_loot_dog_tag,0,&,1,0
8569,dmz_geiger_intel,1,0,100,0,,,&MP_DMZ_MISSIONS/FUEL_RODS_TITLE,hud_icon_loot_harddrive,1,&,1,0
8396,dmz_nvg,1,0,0,0,,,&MP/DMZ_NVG,hud_icon_equipment_nvg,,&,,0
8358,brloot_weaponcase,1,0,0,0,,,&MP/WEAPON_CASE_NAME,hud_icon_loot_squad_loot_box,0,&,1,0
8473,brloot_equip_iodine_pills,4,0,0,0,,,&EQUIPMENT/IODINE_PILLS,hud_icon_equipment_iodine_pills,0,&,,0
8554,brloot_plate_carrier_2,1,0,0,0,,,&MP/BR_PLATE_CARRIER_2,ui_mp_br_loot_icon_health_armor_satchel,0,&,1,0
8410,brloot_plate_carrier_3,1,0,0,0,,,&MP/BR_PLATE_CARRIER_3,ui_mp_br_loot_icon_health_armor_satchel,0,&,1,0
8495,loot_key_fortress_interior,1,0,0,0,,,&MP_DMZ_LOCKS/FORTRESS_INTERIOR_KEY_NAME,hud_icon_loot_key_fortress,0,&,1,0
8537,loot_key_trapper_door,1,0,0,0,,,&MP_DMZ_LOCKS/TRAPPER_DOOR_KEY_NAME,hud_icon_loot_key_02,0,&,1,0
8525,loot_multi_key_fortress,1,0,0,0,,,&MP_DMZ_LOCKS/FORTRESS_MULTI_KEY_NAME,hud_icon_splash_jailkey,0,&,1,0
8540,brloot_gascan,1,0,0,0,,,&MP/GAS_CAN_NAME,ui_map_icon_gas_refuel,0,&,,0
8550,loot_key_resort_entrance,1,0,0,0,,,&MP_DMZ_LOCKS/RESORT_KEY_NAME,hud_icon_loot_key_marshland,0,&,1,0
8600,brloot_backpack_medium,1,0,0,0,,,&MP/BR_BACKPACK_MEDIUM,hud_backpack_bag_icon,0,&,1,0
8545,brloot_backpack_large,1,0,0,0,,,&MP/BR_BACKPACK_LARGE,hud_backpack_bag_icon,0,&,1,0
8587,loot_key_access_red,1,0,0,0,,,&MP_BR_INGAME/ACCESS_CARD_RED,ui_mp_br_loot_icon_keycard,0,&,1,0
8457,loot_key_gulag,1,0,0,0,,,&MP_BR_INGAME/GULAG_KEY_NAME,hud_icon_loot_key_fortress,0,&,1,0
8403,loot_key_biolab_door,1,0,0,0,,,&MP_BIO_LAB/ACCESS_CARD_BIO_LAB,ui_mp_br_loot_icon_keycard,0,&,1,0
8465,loot_key_resort_entrance_shelf,1,0,0,0,,,&MP_DMZ_LOCKS/RESORT_KEY_NAME,hud_icon_loot_key_02_pristine,0,&,1,0
8370,interactable_note_base,1,0,0,0,,,&MP_DMZ_LOCKS/RESORT_KEY_NAME,hud_icon_loot_intel_01,0,&,1,0
8454,interactable_notebook_base,1,0,0,0,,,&MP_DMZ_LOCKS/RESORT_KEY_NAME,hud_icon_loot_intel_01,0,&,1,0
8382,loot_key_firefighttest01,1,0,0,0,,,&MP_DMZ_LOCKS/FIREFIGHT_LOCKED_SPACE_TEST_KEY_NAME,hud_icon_loot_key_02,0,&,1,0
8584,brloot_perkpack_custom,6,0,0,0,,,&MP/PERKPACK_CUSTOM,hud_icon_loadout_generic,0,&,0,0
8401,brloot_perkpack_sniper,3,0,0,0,,,&MP/PERKPACK_SNIPER,hud_icon_loadout_sniper,0,&,0,0
8497,loot_key_fortress_used,1,0,0,0,,,&MP_DMZ_LOCKS/FORTRESS_KEY_NAME_USED,hud_icon_loot_key_fortress,0,&,1,0
8475,loot_key_quarry_office_used,1,0,0,0,,,&MP_DMZ_LOCKS/QUARRY_OFFICE_KEY_NAME_USED,hud_icon_loot_key_02,0,&,1,0
8563,loot_key_quarry_storage_used,1,0,0,0,,,&MP_DMZ_LOCKS/QUARRY_STORAGE_KEY_NAME_USED,hud_icon_loot_key_01,0,&,1,0
8388,loot_key_quarry_control_used,1,0,0,0,,,&MP_DMZ_LOCKS/QUARRY_CONTROL_KEY_NAME_USED,hud_icon_loot_key_02,0,&,1,0
8609,loot_key_hydro_storage_used,1,0,0,0,,,&MP_DMZ_LOCKS/HYDRO_STORAGE_KEY_NAME_USED,hud_icon_loot_key_01_used,0,&,1,0
8436,loot_key_hydro_apt_used,1,0,0,0,,,&MP_DMZ_LOCKS/HYDRO_APT_KEY_NAME_USED,hud_icon_loot_key_03_used,0,&,1,0
8625,loot_key_hydro_weapondrop_used,1,0,0,0,,,&MP_DMZ_LOCKS/HYDRO_WEAPONDROP_KEY_NAME_USED,hud_icon_loot_key_04_used,0,&,1,0
8533,loot_key_fortress_interior_used,1,0,0,0,,,&MP_DMZ_LOCKS/FORTRESS_INTERIOR_KEY_NAME_USED,hud_icon_loot_key_fortress,0,&,1,0
8610,loot_key_trapper_door_used,1,0,0,0,,,&MP_DMZ_LOCKS/TRAPPER_DOOR_KEY_NAME_USED,hud_icon_loot_key_02,0,&,1,0
8585,loot_multi_key_fortress_used,1,0,0,0,,,&MP_DMZ_LOCKS/FORTRESS_MULTI_KEY_NAME_USED,hud_icon_loot_key_fortress,0,&,1,0
8558,loot_key_resort_entrance_used,1,0,0,0,,,&MP_DMZ_LOCKS/RESORT_KEY_NAME_USED,hud_icon_loot_key_marshland_used,0,&,1,0
8620,loot_key_access_red_used,1,0,0,0,,,&MP_BIO_LAB/ACCESS_CARD_RED,ui_mp_br_loot_icon_keycard,0,&,1,0
8611,loot_key_gulag_used,1,0,0,0,,,&MP_BR_INGAME/GULAG_KEY_NAME,hud_icon_loot_key_fortress,0,&,1,0
8559,loot_key_biolab_door_used,1,0,0,0,,,&MP_BIO_LAB/ACCESS_CARD_BIO_LAB,ui_mp_br_loot_icon_keycard,0,&,1,0
8621,loot_key_resort_entrance_shelf_used,1,0,0,0,,,&MP_DMZ_LOCKS/RESORT_KEY_NAME_USED,hud_icon_loot_key_02_used,0,&,1,0
8518,loot_key_firefighttest01_used,1,0,0,0,,,&MP_DMZ_LOCKS/FIREFIGHT_LOCKED_SPACE_TEST_KEY_NAME_USED,hud_icon_loot_key_02,0,&,1,0
8574,loot_key_fortress_worn,1,0,0,0,,,&MP_DMZ_LOCKS/FORTRESS_KEY_NAME_WORN,hud_icon_loot_key_fortress,0,&,1,0
8462,loot_key_quarry_office_worn,1,0,0,0,,,&MP_DMZ_LOCKS/QUARRY_OFFICE_KEY_NAME_WORN,hud_icon_loot_key_02,0,&,1,0
8514,loot_key_quarry_storage_worn,1,0,0,0,,,&MP_DMZ_LOCKS/QUARRY_STORAGE_KEY_NAME_WORN,hud_icon_loot_key_01,0,&,1,0
8556,loot_key_quarry_control_worn,1,0,0,0,,,&MP_DMZ_LOCKS/QUARRY_CONTROL_KEY_NAME_WORN,hud_icon_loot_key_02,0,&,1,0
8439,loot_key_hydro_storage_worn,1,0,0,0,,,&MP_DMZ_LOCKS/HYDRO_STORAGE_KEY_NAME_WORN,hud_icon_loot_key_01_worn,0,&,1,0
8564,loot_key_hydro_apt_worn,1,0,0,0,,,&MP_DMZ_LOCKS/HYDRO_APT_KEY_NAME_WORN,hud_icon_loot_key_03_worn,0,&,1,0
8612,loot_key_hydro_weapondrop_worn,1,0,0,0,,,&MP_DMZ_LOCKS/HYDRO_WEAPONDROP_KEY_NAME_WORN,hud_icon_loot_key_04_worn,0,&,1,0
8485,loot_key_fortress_interior_worn,1,0,0,0,,,&MP_DMZ_LOCKS/FORTRESS_INTERIOR_KEY_NAME_WORN,hud_icon_loot_key_fortress,0,&,1,0
8546,loot_key_trapper_door_worn,1,0,0,0,,,&MP_DMZ_LOCKS/TRAPPER_DOOR_KEY_NAME_WORN,hud_icon_loot_key_02,0,&,1,0
8414,loot_multi_key_fortress_worn,1,0,0,0,,,&MP_DMZ_LOCKS/FORTRESS_MULTI_KEY_NAME_WORN,hud_icon_loot_key_fortress,0,&,1,0
8365,loot_key_resort_entrance_worn,1,0,0,0,,,&MP_DMZ_LOCKS/RESORT_KEY_NAME_WORN,hud_icon_loot_key_02,0,&,1,0
8536,loot_key_access_red_worn,1,0,0,0,,,&MP_BR_INGAME/ACCESS_CARD_RED,ui_mp_br_loot_icon_keycard,0,&,1,0
8491,loot_key_gulag_worn,1,0,0,0,,,&MP_BR_INGAME/GULAG_KEY_NAME,hud_icon_loot_key_fortress,0,&,1,0
8362,loot_key_biolab_door_worn,1,0,0,0,,,&MP_BIO_LAB/ACCESS_CARD_BIO_LAB,ui_mp_br_loot_icon_keycard,0,&,1,0
8470,loot_key_resort_entrance_shelf_worn,1,0,0,0,,,&MP_DMZ_LOCKS/RESORT_KEY_NAME_WORN,hud_icon_loot_key_marshland_worn,0,&,1,0
8425,loot_key_firefighttest01_worn,1,0,0,0,,,&MP_DMZ_LOCKS/FIREFIGHT_LOCKED_SPACE_TEST_KEY_NAME_WORN,hud_icon_loot_key_02,0,&,1,0
8398,valuable_folder,1,0,50,0,,,&MP/BR_VALUABLE_FOLDER,hud_icon_loot_intel_01,0,&,1,0
8391,valuable_bandage,1,0,50,0,,,&MP/BR_VALUABLE_BANDAGE,hud_icon_loot_bandage,0,&,1,0
8513,valuable_battery,1,0,50,0,,,&MP/BR_VALUABLE_BATTERY,hud_icon_loot_battery,0,&,1,0
8415,valuable_game_console,1,0,50,0,,,&MP/BR_VALUABLE_GAME_CONSOLE,hud_icon_loot_game_console,0,&,1,0
8463,valuable_lightbulb,1,0,50,0,,,&MP/BR_VALUABLE_LIGHTBULB,hud_icon_loot_lightbulb,0,&,1,0
8356,valuable_toothpaste,1,0,50,0,,,&MP/BR_VALUABLE_TOOTHPASTE,hud_icon_loot_toothpaste,0,&,1,0
8393,valuable_watch,1,0,50,0,,,&MP/BR_VALUABLE_WATCH,hud_icon_loot_watch,0,&,1,0
8602,valuable_wrench,1,0,50,0,,,&MP/BR_VALUABLE_WRENCH,hud_icon_loot_wrench,0,&,1,0
8509,valuable_lighter,1,0,50,0,,,&MP/BR_VALUABLE_LIGHTER,hud_icon_loot_lighter,0,&,1,0
8538,valuable_thumb_drive,1,0,50,0,,,&MP/BR_VALUABLE_THUMB_DRIVE,hud_icon_loot_usb_stick,0,&,1,0
3969,uno_rename,0,0,0,0,,,&,,,&,,0
8606,brloot_durable_loot,1,0,0,0,,,&MP/BR_DURABLE_LOOT,ui_mp_br_mission_reward_extraction_case,0,&,1,0
8534,valuable_electrical_tape,1,0,50,0,,,&MP/BR_VALUABLE_ELECTRICAL_TAPE,hud_icon_loot_screwdriver,0,&,1,0
8389,valuable_screwdriver,1,0,50,0,,,&MP/BR_VALUABLE_SCREWDRIVER,hud_icon_loot_electrical_tape,0,&,1,0
9071,loot_key_red_door,1,0,0,0,,,&MP_BIO_LAB/ACCESS_CARD_RED,ui_mp_br_loot_icon_keycard,0,&,1,0
9070,loot_key_blue_door,1,0,0,0,,,&MP_BIO_LAB/ACCESS_CARD_BLUE,ui_mp_br_loot_icon_keycard,0,&,1,0
9073,loot_key_green_door,1,0,0,0,,,&MP_BIO_LAB/ACCESS_CARD_GREEN,ui_mp_br_loot_icon_keycard,0,&,1,0
9074,loot_key_black_door,1,0,0,0,,,&MP_BIO_LAB/ACCESS_CARD_BLACK,ui_mp_br_loot_icon_keycard,0,&,1,0
9072,loot_key_gold_door,1,0,0,0,,,&MP_BIO_LAB/ACCESS_CARD_GOLD,ui_mp_br_loot_icon_keycard,0,&,1,0
11163,loot_key_red_door_used,1,0,0,0,,,&MP_BIO_LAB/ACCESS_CARD_RED_USED,ui_mp_br_loot_icon_keycard,0,&,1,0
11166,loot_key_blue_door_used,1,0,0,0,,,&MP_BIO_LAB/ACCESS_CARD_BLUE_USED,ui_mp_br_loot_icon_keycard,0,&,1,0
11159,loot_key_green_door_used,1,0,0,0,,,&MP_BIO_LAB/ACCESS_CARD_GREEN_USED,ui_mp_br_loot_icon_keycard,0,&,1,0
11160,loot_key_black_door_used,1,0,0,0,,,&MP_BIO_LAB/ACCESS_CARD_BLACK_USED,ui_mp_br_loot_icon_keycard,0,&,1,0
11168,loot_key_gold_door_used,1,0,0,0,,,&MP_BIO_LAB/ACCESS_CARD_GOLD_USED,ui_mp_br_loot_icon_keycard,0,&,1,0
11161,loot_key_red_door_worn,1,0,0,0,,,&MP_BIO_LAB/ACCESS_CARD_RED_WORN,ui_mp_br_loot_icon_keycard,0,&,1,0
11165,loot_key_blue_door_worn,1,0,0,0,,,&MP_BIO_LAB/ACCESS_CARD_BLUE_WORN,ui_mp_br_loot_icon_keycard,0,&,1,0
11162,loot_key_green_door_worn,1,0,0,0,,,&MP_BIO_LAB/ACCESS_CARD_GREEN_WORN,ui_mp_br_loot_icon_keycard,0,&,1,0
11164,loot_key_black_door_worn,1,0,0,0,,,&MP_BIO_LAB/ACCESS_CARD_BLACK_WORN,ui_mp_br_loot_icon_keycard,0,&,1,0
11167,loot_key_gold_door_worn,1,0,0,0,,,&MP_BIO_LAB/ACCESS_CARD_GOLD_WORN,ui_mp_br_loot_icon_keycard,0,&,1,0
8512,loot_key_conference_room,1,0,0,0,,,&MP_DMZ_LOCKS/CONFERENCE_ROOM_KEY_NAME,hud_icon_loot_key_01_pristine,0,&,1,0
8461,loot_key_conference_room_used,1,0,0,0,,,&MP_DMZ_LOCKS/CONFERENCE_ROOM_KEY_NAME_USED,hud_icon_loot_key_01_used,0,&,1,0
8517,loot_key_conference_room_worn,1,0,0,0,,,&MP_DMZ_LOCKS/CONFERENCE_ROOM_KEY_NAME_WORN,hud_icon_loot_key_01_worn,0,&,1,0
8451,loot_key_maintenance,1,0,0,0,,,&MP_DMZ_LOCKS/AIRPORT_MAINTENANCE_KEY_NAME,hud_icon_loot_key_02_pristine,0,&,1,0
8404,loot_key_maintenance_used,1,0,0,0,,,&MP_DMZ_LOCKS/AIRPORT_MAINTENANCE_KEY_NAME_USED,hud_icon_loot_key_02_used,0,&,1,0
8583,loot_key_maintenance_worn,1,0,0,0,,,&MP_DMZ_LOCKS/AIRPORT_MAINTENANCE_KEY_NAME_WORN,hud_icon_loot_key_02_worn,0,&,1,0
8577,loot_key_undershack,1,0,0,0,,,&MP_DMZ_LOCKS/UNDERGROUND_SHACK_KEY_NAME,hud_icon_loot_key_03_pristine,0,&,1,0
8617,loot_key_undershack_used,1,0,0,0,,,&MP_DMZ_LOCKS/UNDERGROUND_SHACK_KEY_NAME_USED,hud_icon_loot_key_03_used,0,&,1,0
8490,loot_key_undershack_worn,1,0,0,0,,,&MP_DMZ_LOCKS/UNDERGROUND_SHACK_KEY_NAME_WORN,hud_icon_loot_key_03_worn,0,&,1,0
8435,loot_key_cliffroom,1,0,0,0,,,&MP_DMZ_LOCKS/CLIFF_ROOM_KEY_NAME,hud_icon_loot_key_04_pristine,0,&,1,0
8440,loot_key_cliffroom_used,1,0,0,0,,,&MP_DMZ_LOCKS/CLIFF_ROOM_KEY_NAME_USED,hud_icon_loot_key_04_used,0,&,1,0
8385,loot_key_cliffroom_worn,1,0,0,0,,,&MP_DMZ_LOCKS/CLIFF_ROOM_KEY_NAME_WORN,hud_icon_loot_key_04_worn,0,&,1,0
8510,loot_key_gravehouse,1,0,0,0,,,&MP_DMZ_LOCKS/GRAVEYARD_HOUSE_KEY_NAME,hud_icon_loot_key_05_pristine,0,&,1,0
